,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,5,1,5,1,6
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,5,0,5,0,5
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,2,62,2,62,64
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,5,2,5,2,7
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,4,0,4,0,4
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,0,12,0,12,12
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,2,1,2,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,3,1,3,1,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,1,0,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,190,4,190,4,194
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,2,5,2,5,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,8,1,8,1,9
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,0,2,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,0,4,0,4,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,13,0,13,0,13
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,7,0,7,0,7
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,3,0,3,0,3
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,8,0,8,0,8
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-08-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,4,8,4,8,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,3,0,3,3
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,8,0,8,0,8
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,3,0,3,0,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,15,6,15,6,21
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,16,1,16,1,17
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,3,0,3,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,34,82,34,82,116
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,3,1,3,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,2,1,2,3
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,15,10,15,10,25
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,1,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,1,1,1,2
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,6,1,6,1,7
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,2,0,2,0,2
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,2,0,2,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,7,3,7,3,10
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,2,0,2,2
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,7,0,7,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,4,3,4,3,7
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,2,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,3,12,3,12,15
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,1,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,3,1,3,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,0,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,82,2,82,2,84
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,3,5,3,5,8
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,17,4,17,4,21
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,6,0,6,6
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,14,5,14,5,19
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,2,0,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,2,0,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-09-01,0,4,0,4,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,6,0,6,6
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,3,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,2,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,5,14,5,14,19
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,7,1,7,8
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,9,0,9,9
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,5,58,5,58,63
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,26,0,26,0,26
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,2,1,2,1,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,25,6,25,6,31
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,3,0,3,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,10,0,10,0,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,39,14,39,14,53
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,1,0,1,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,5,0,5,5
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,3,0,3,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,5,0,5,0,5
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,6,19,6,19,25
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,8,1,8,9
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,8,6,8,6,14
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,2,16,2,16,18
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,1,1,1,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,0,1,0,1
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,7,0,7,7
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,6,0,6,6
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,17,18,17,18,35
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,5,0,5,0,5
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,11,20,11,20,31
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,26,0,26,26
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,3,0,3,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,189,27,189,27,216
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,2,1,2,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,2,2,2,2,4
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,2,2,2,2,4
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,1,0,1,1
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,1,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,2,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,3,1,3,1,4
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,7,0,7,7
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,9,0,9,0,9
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,5,4,5,4,9
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,10,1,10,1,11
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,2,0,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,2,0,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-10-01,0,2,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,2,0,2,2
ALCALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,2,28,2,28,30
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,3,1,3,4
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,12,6,12,6,18
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,10,0,10,0,10
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,2,3,2,3,5
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,17,62,17,62,79
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,4,0,4,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,18,1,18,1,19
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,2,2,2,2,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,7,2,7,2,9
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,4,1,4,1,5
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,3,5,3,5,8
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,1,1,1,2
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,14,0,14,0,14
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,7,4,7,4,11
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,2,1,2,3
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,3,0,3,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,6,0,6,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,101,57,101,57,158
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,6,0,6,6
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,2,3,2,3,5
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,5,7,5,7,12
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,3,0,3,3
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,2,0,2,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,2,4,2,4,6
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,3,0,3,0,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-11-01,3,0,3,0,3
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,0,3,0,3,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,12,0,12,0,12
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,11,0,11,0,11
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,16,14,16,14,30
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,3,1,3,1,4
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,0,8,0,8,8
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,1,2,1,2,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,9,92,9,92,101
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,1,1,1,1,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,5,0,5,0,5
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,0,4,0,4,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,2,0,2,0,2
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,2,0,2,0,2
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,0,1,0,1,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,1,4,1,4,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,4,1,4,1,5
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,21,0,21,0,21
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,1,3,1,3,4
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,1,1,1,1,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2010-12-01,1,0,1,0,1
