,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,15,61,15,61,76
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,53,14,53,14,67
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,2,1,2,3
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,5,0,5,0,5
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,15,0,15,15
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,6,0,6,6
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,13,22,13,22,35
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,9,4,9,4,13
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,20,1,20,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,8,1,8,9
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,154,0,154,154
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,5,0,5,0,5
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,25,0,25,25
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,3,0,3,3
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,6,1,6,1,7
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,2,13,2,13,15
LAJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,37,0,37,37
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,2,3,2,3,5
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,18,0,18,0,18
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,11,0,11,11
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,4,0,4,0,4
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,15,1,15,16
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,3,0,3,0,3
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,38,0,38,0,38
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,5,0,5,5
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,2,0,2,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,2,26,2,26,28
PORCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,2,11,2,11,13
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,4,0,4,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,5,20,5,20,25
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,26,0,26,0,26
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,43,6,43,6,49
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,4,3,4,3,7
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,6,0,6,0,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,31,0,31,31
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,12,0,12,12
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,9,0,9,9
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,12,26,12,26,38
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,39,24,39,24,63
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,8,15,8,15,23
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,4,17,4,17,21
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,13,0,13,13
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,26,0,26,26
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,2,5,2,5,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,6,27,6,27,33
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,5,1,5,6
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,11,1,11,12
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,3,8,3,8,11
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,7,12,7,12,19
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,0,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,4,0,4,4
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,2,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,12,7,12,7,19
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,3,10,3,10,13
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,5,0,5,0,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,37,434,37,434,471
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-06-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,6,0,6,6
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,101,268,101,268,369
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,3,7,3,7,10
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,2,2,2,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,1,1,1,2
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,10,2,10,12
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,32,0,32,0,32
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,2,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,9,0,9,9
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,4,0,4,4
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,9,8,9,8,17
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,12,0,12,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,139,5,139,5,144
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,11,0,11,0,11
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,7,0,7,0,7
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,7,37,7,37,44
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,4,14,4,14,18
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,84,9,84,9,93
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,0,2,0,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,3,0,3,0,3
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,12,0,12,12
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,8,0,8,8
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,6,0,6,6
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,20,0,20,0,20
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,23,0,23,0,23
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,24,1,24,25
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,5,0,5,0,5
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,10,0,10,10
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,3,0,3,0,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,6,4,6,4,10
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,4,3,4,3,7
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,18,0,18,18
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,6,0,6,0,6
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,7,0,7,0,7
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,7,0,7,7
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,6,2,6,8
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,15,0,15,15
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,37,2,37,2,39
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,3,8,3,8,11
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,5,0,5,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,4,1,4,1,5
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,4,0,4,0,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,3,0,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,1,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,563,158,563,158,721
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,3,0,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,7,15,7,15,22
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,3,2,3,5
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,3,1,3,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,11,2,11,13
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,5,0,5,5
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,10,0,10,0,10
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,0,3,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,5,6,5,6,11
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,19,1,19,20
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,0,2,0,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,8,4,8,4,12
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,13,32,13,32,45
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,2,5,2,5,7
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,50,18,50,18,68
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-07-01,19,3,19,3,22
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,2,0,2,2
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,6,0,6,6
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,5,0,5,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,6,19,6,19,25
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,3,29,3,29,32
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,4,10,4,10,14
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,8,0,8,8
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,3,0,3,3
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,3,0,3,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,3,0,3,3
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,22,21,22,21,43
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,5,0,5,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,3,0,3,0,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,2,0,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,31,22,31,22,53
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,80,21,80,21,101
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,2,0,2,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,57,4,57,4,61
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,4,0,4,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,13,43,13,43,56
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,10,0,10,0,10
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,95,83,95,83,178
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,6,0,6,0,6
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,14,0,14,0,14
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,3,0,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,22,10,22,10,32
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,2,0,2,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,6,0,6,0,6
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,33,10,33,10,43
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,30,3,30,3,33
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,2,24,2,24,26
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,12,5,12,5,17
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,21,1,21,1,22
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,4,12,4,12,16
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,9,0,9,9
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,8,2,8,2,10
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,3,4,3,4,7
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,3,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,2,0,2,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,4,2,4,2,6
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,4,8,4,8,12
QUIME,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,8,0,8,0,8
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,11,1,11,12
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,7,44,7,44,51
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,3,0,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,2,11,2,11,13
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,51,75,51,75,126
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,4,0,4,0,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,6,21,6,21,27
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,4,9,4,9,13
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,377,23,377,23,400
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,2,1,2,3
