,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,2,4
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,19,5,24
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,1,2
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,12,0,12
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,17,9,26
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,13,0,13
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,61,5,66
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,28,2,30
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,9,1,10
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,10,2,12
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,36,0,36
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,16,7,23
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,17,2,19
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,9,0,9
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,0,1,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,0,1,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,6,2,8
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,74,2,76
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,45,0,45
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,1,8
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,1,4
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,0,7
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,15,0,15
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,40,2,42
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,9,2,11
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,11,2,13
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,11,0,11
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,5,6,11
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,16,0,16
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,37,2,39
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,97,1,98
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,45,0,45
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,12,4,16
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,27,1,28
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,120,6,126
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,28,0,28
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,6,13
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,12,1,13
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,0,3
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,55,3,58
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,12,0,12
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,39,1,40
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,21,3,24
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,38,4,42
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,41,0,41
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,10,0,10
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,3,10
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,20,3,23
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,23,3,26
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,148,0,148
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,18,12,30
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2087,1,2088
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,131,1,132
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,20,1,21
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,30,0,30
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,16,0,16
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,29,9,38
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,16,0,16
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,25,7,32
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,0,2
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,35,0,35
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,0,2
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,40,3,43
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,11,2,13
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,16,0,16
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,5,0,5
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,22,0,22
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,5,2,7
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,22,11,33
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,105,0,105
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,31,0,31
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,2,5
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,18,7,25
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,1,5
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,1,2
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,15,2,17
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1811,3,1814
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,4,6
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,21,0,21
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,22,0,22
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,95,5,100
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,0,2
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,25,2,27
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,51,0,51
ESCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,0,7
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,0,8
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,33,0,33
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,13,3,16
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,25,0,25
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,8,16
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,29,3,32
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,6,0,6
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,104,0,104
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,17,2,19
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,4,12
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,3,6
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,71,0,71
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,5,0,5
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,5,1,6
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,0,3
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,0,3,3
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,0,8
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,11,4,15
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,1,3
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,10,6,16
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,13,1,14
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,17,1,18
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,24,0,24
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,93,1,94
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,186,0,186
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1600,0,1600
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,1,5
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,14,1,15
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,0,3
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,77,0,77
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,6,1,7
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,3,11
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,2,9
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,2,9
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,13,1,14
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,19,2,21
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,34,0,34
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,3,5
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,45,0,45
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,0,8
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,52,0,52
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,44,0,44
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,10,0,10
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,0,1,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,11,1,12
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,44,0,44
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,298,2,300
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,10,3,13
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,9,0,9
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,5,3,8
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,20,10,30
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,22,0,22
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,0,7
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,830,0,830
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,29,1,30
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,23,2,25
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,54,0,54
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,24,1,25
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,60,1,61
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,0,2
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,20,0,20
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,1,3
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,1,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,40,1,41
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,0,3
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,10,1,11
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,21,7,28
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,21,3,24
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,16,0,16
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,9,0,9
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,21,2,23
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,14,6,20
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,17,0,17
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,46,0,46
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,13,0,13
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,0,2
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,750,0,750
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,5,8
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,0,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,26,2,28
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,9,0,9
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,11,6,17
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,2,10
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,1,5
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,32,0,32
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,9,0,9
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,55,0,55
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,151,0,151
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,19,9,28
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,47,0,47
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,5,1,6
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,225,0,225
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,12,0,12
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,10,8,18
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,10,6,16
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,309,6,315
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,20,0,20
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,48,0,48
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,343,0,343
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,6,0,6
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,24,3,27
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,5,0,5
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,5,13
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,17,0,17
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,14,2,16
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,0,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,0,3
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,22,0,22
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,91,4,95
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,26,0,26
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,48,0,48
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,38,3,41
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,106,18,124
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,0,8
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,17,0,17
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,6,0,6
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,40,0,40
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,14,0,14
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,143,3,146
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,11,5,16
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,29,0,29
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,44,11,55
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,14,0,14
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,16,0,16
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,0,3
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,22,0,22
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,24,5,29
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,1,8
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,1,5
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,2,3
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,0,8
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,10,0,10
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,30,0,30
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3614,3,3617
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,15,0,15
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,25,0,25
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,18,0,18
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,8,0,8
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,1,5
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,14,0,14
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,5,1,6
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,7,1,8
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,9,0,9
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,95,0,95
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,21,2,23
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,3,1,4
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,102,0,102
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,6,2,8
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,5,9
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,23,3,26
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,700,6,706
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,0,2
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,13,0,13
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,9,1,10
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,6,1,7
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,0,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,24,2,26
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,22,1,23
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,15,1,16
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,548,2,550
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,18,5,23
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,16,5,21
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,20,3,23
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,29,0,29
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,27,0,27
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,120,0,120
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,22,3,25
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,0,2
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,12,0,12
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,6,2,8
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,13,5,18
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,20,0,20
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,14,3,17
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,29,2,31
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,1,3
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,2,0,2
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,271,3,274
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,86,1,87
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,4,0,4
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,1,4,5
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-04-01,41,2,43
