,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,179,0,179
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,3,8
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,0,1,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,12,6,18
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,7,0,7
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,0,3
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,299,0,299
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,6,1,7
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,0,4
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,105,2,107
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,9,1,10
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,2,5
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,2,6
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,1,4
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,24,0,24
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,1,2
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,5,9
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,10,5,15
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,17,1,18
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,7,0,7
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,6,0,6
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,10,0,10
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,7,11
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,10,0,10
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,12,0,12
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,0,4
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,0,1,1
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,392,0,392
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,0,1,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,17,4,21
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,8,0,8
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,8,5,13
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,0,3
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,14,0,14
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,0,5
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,22,0,22
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,77,0,77
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,5,8
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,23,0,23
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,153,7,160
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,1,2
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,10,14
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,7,2,9
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,112,5,117
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,10,0,10
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,14,1,15
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,2,3
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,168,0,168
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,0,3
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,24,3,27
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,0,5
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,6,8
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,0,3
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,3,8
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,1,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,0,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,2,4
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,1,3
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,28,13,41
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,0,5
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,13,0,13
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,20,5,25
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,44,1,45
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,0,4
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,12,0,12
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,1,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,13,0,13
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,8,0,8
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,54,0,54
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,0,5
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,11,0,11
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,9,7,16
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,10,0,10
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,1,5
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,0,5
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,21,17,38
SAN PEDRO DE QUEMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,0,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,0,1,1
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,0,3
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,12,0,12
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,33,0,33
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3006,2,3008
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,8,0,8
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,8,0,8
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,2,3
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,4,5
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,2,6
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,6,0,6
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,0,2,2
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,6,0,6
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,3,8
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,27,0,27
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,15,2,17
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,41,1,42
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,0,3,3
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,7,5,12
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,77,0,77
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,8,1,9
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,7,1,8
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,1,6
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,12,4,16
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,1,5
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,2,4
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,8,1,9
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,249,0,249
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,1,3
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,0,4
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,1,4
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,15,4,19
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,0,4
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,49,7,56
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,22,1,23
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,6,0,6
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,6,11
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,7,2,9
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,10,5,15
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,0,5
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,130,1,131
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,48,5,53
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,1,3
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,21,3,24
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,5,1,6
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,25,1,26
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,9,1,10
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,49,1,50
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,3,2,5
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,1,3
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,19,1,20
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,11,0,11
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,91,1,92
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,2,3
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,22,3,25
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,44,4,48
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,2,3
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,115,0,115
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,4,3,7
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,150,1,151
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,6,0,6
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,29,0,29
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,6,3,9
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,2,0,2
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,0,2,2
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-03-01,1,0,1
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,1,6
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,23,0,23
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,11,1,12
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,17,1,18
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,4,1,5
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,13,4,17
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,3,1,4
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,4,9
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,6,6,12
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,2,3
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,6,2,8
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,1,3
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,8,0,8
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,21,1,22
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,24,0,24
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,2,3
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,4,9
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,12,6,18
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,2,4
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,9,2,11
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,0,5
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,0,2,2
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,2,3
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,21,4,25
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,10,2,12
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,6,1,7
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,0,2
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,0,5
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,13,1,14
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,4,1,5
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,6,3,9
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,0,5
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,2,4
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,6,1,7
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,13,0,13
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,0,1,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,34,1,35
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,8,0,8
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,6,0,6
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,11,2,13
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,29,3,32
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,11,0,11
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,3,3,6
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,7,0,7
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,34,4,38
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,8,0,8
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,30,3,33
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,0,1,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,10,4,14
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,27,1,28
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
CHUA COCANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,18,0,18
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,3,4,7
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,9,2,11
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,19,0,19
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,54,0,54
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,19,23,42
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1330,20,1350
COIPASA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,55,0,55
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,10,1,11
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,0,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,18,0,18
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,8,0,8
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,20,11,31
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,2,7
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,13,1,14
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,26,2,28
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,3,8
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,14,0,14
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,4,1,5
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,32,0,32
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,2,4
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,12,10,22
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,77,1,78
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,11,0,11
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,4,6
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,0,1,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,3,5
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1004,0,1004
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,2,3
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,6,0,6
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,3,0,3
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,18,1,19
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,13,0,13
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,37,0,37
ESMERALDA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,3,0,3
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,1,2
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,4,0,4
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,7,0,7
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,1,6
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,16,0,16
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,4,9
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,0,2
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,4,1,5
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,63,1,64
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,3,0,3
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,5,3,8
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,20,1,21
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,4,0,4
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,1,2
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,4,3,7
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,2,1,3
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-04-01,1,1,2
