,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
COBIJA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,11,10,0,2,0,0,0,3,0,0,0,0,0,0,26
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,9,23,42,46,8,19,34,52,12,6,0,0,0,0,251
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4
COTAGAITA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,2,0,0,2,5,6,13,0,0,0,0,0,0,28
CULPINA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,5,8,7,1,2,4,4,14,1,0,0,0,0,0,46
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,3,2,4,6,3,3,10,13,2,2,0,0,0,0,48
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,2,2,2,1,1,0,0,0,0,0,0,8
FERNANDEZ ALONSO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4
HUACHACALLA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,1,0,3,0,0,2,0,0,0,0,0,0,0,6
ICLA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2022-03-01,46,51,78,83,13,10,23,42,5,6,0,0,0,0,357
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3
MAGDALENA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,5,4,0,4,6,21,2,0,0,0,0,0,42
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,7,14,14,21,7,8,5,16,5,1,0,0,0,0,98
PADILLA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,2,1,1,5,3,2,0,1,0,0,0,0,15
POOPO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PORCO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POROMA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POTOSI,atencion odontologica,trat. odontologico integral terminado,2022-03-01,4,8,13,18,0,5,11,33,2,4,0,0,0,0,98
PUNATA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,1,3,1,1,2,1,1,2,0,0,0,0,0,0,12
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,5,1,7,3,6,5,2,24,1,0,0,0,0,0,54
RAVELO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,2,5,1,6,3,10,0,3,0,0,0,0,30
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,3,8,1,2,0,0,0,0,0,0,0,0,0,0,14
SACABA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,4,10,12,12,3,1,9,22,6,2,0,0,0,0,81
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,1,1,1,1,0,0,1,4,0,0,0,0,0,0,9
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,1,3,1,0,0,3,1,3,0,0,0,0,0,0,12
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN MIGUEL DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN PABLO DE LIPEZ,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,8,0,62,53,0,19,5,17,3,1,0,0,0,0,168
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,4,1,0,2,0,0,2,0,0,0,0,0,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,30,31,7,8,2,4,7,20,26,32,0,0,0,0,167
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SORATA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4
SUCRE,atencion odontologica,trat. odontologico integral terminado,2022-03-01,14,13,11,6,1,5,6,16,1,1,0,0,0,0,74
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,3,0,0,1,0,2,5,0,0,0,0,0,0,11
TARIJA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,3,5,26,10,7,11,37,2,4,0,0,0,0,105
TARVITA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,2,0,0,0,1,0,6,0,0,0,0,0,0,9
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,1,2,1,1,0,0,3,3,0,0,0,0,0,0,11
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2022-03-01,3,0,1,3,0,1,7,9,0,0,0,0,0,0,24
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,3,0,7,2,1,1,9,0,2,0,0,0,0,25
TURCO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
UNCIA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VACAS,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
VIACHA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
VILA VILA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,2,4,0,2,0,1,0,0,0,0,0,0,9
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,1,0,1,0,4,0,0,0,0,0,0,6
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,3,5,3,0,0,1,1,0,0,0,0,0,0,13
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,1,2,3,0,2,2,9,1,1,0,0,0,0,21
VINTO,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,1,0,1,0,3,0,0,0,0,0,0,5
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2022-03-01,1,0,9,8,0,1,12,26,0,0,0,0,0,0,57
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YUNGUYO DE LITORAL,atencion odontologica,trat. odontologico integral terminado,2022-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,8,6,17,17,0,2,1,5,2,3,0,0,0,0,61
ARAMPAMPA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,1,2,1,0,0,0,0,0,5
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,1,2,3,0,0,1,1,0,0,0,0,0,0,8
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,2,1,4,2,0,0,1,0,0,0,0,0,0,11
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,1,2,0,2,0,0,0,0,5
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,3,0,0,0,0,8,0,0,0,0,0,0,11
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,3,0,4,4,2,0,0,0,0,0,0,14
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,6,0,1,6,0,3,0,11,3,0,0,0,0,0,30
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,0,1,0,0,0,0,4,0,0,0,0,0,0,6
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4
CHIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,18,12,2,3,1,0,1,2,0,0,0,0,0,0,39
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,15,19,31,40,6,12,25,73,11,14,0,0,0,0,246
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,2,2,4,1,2,6,0,0,0,0,0,0,17
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,3,1,0,1,2,0,0,0,0,0,0,7
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COROICO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CORQUE,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,2,4,0,3,7,7,4,1,0,0,0,0,28
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,2,2,1,0,0,2,1,0,0,0,0,0,0,8
CULPINA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,21,17,29,10,0,1,5,8,5,0,0,0,0,0,96
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,7,3,4,2,7,8,0,0,3,4,0,0,0,0,38
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FERNANDEZ ALONSO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUANAY,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2022-04-01,2,2,2,0,0,0,1,1,0,0,0,0,0,0,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
ICLA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2022-04-01,24,27,77,78,12,15,13,24,10,6,0,0,0,0,286
LAGUNILLAS,atencion odontologica,trat. odontologico integral terminado,2022-04-01,3,1,10,19,1,7,0,29,0,0,0,0,0,0,70
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MALLA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,3,0,1,2,11,1,3,0,0,0,0,21
MONTERO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
ORURO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,6,9,28,27,33,24,61,58,3,3,0,0,0,0,252
PADILLA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,0,2,1,0,0,1,1,0,0,0,0,0,0,6
PALCA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
POCONA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
POROMA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5
POTOSI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,2,5,6,10,13,2,5,31,1,0,0,0,0,0,75
PRESTO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUCARANI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PUERTO CARABUCO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,1,1,0,2,2,1,3,0,0,0,0,0,0,11
PUNATA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,2,0,4,0,0,1,2,0,0,0,0,0,0,0,9
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,0,3,5,0,0,4,6,1,2,0,0,0,0,22
RAVELO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,8,5,1,0,2,2,0,0,0,0,0,0,0,0,18
SACABA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,4,4,5,21,3,10,8,25,0,1,0,0,0,0,81
SACACA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,1,1,1,0,1,3,2,0,1,0,0,0,0,11
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,2,0,2,0,2,1,2,0,0,0,0,0,0,9
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,16,26,86,81,0,4,12,14,0,1,0,0,0,0,240
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,1,0,3,1,0,0,0,0,0,0,0,6
SAN PEDRO DE TIQUINA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,26,35,14,4,1,0,1,10,30,33,0,0,0,0,154
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SOPACHUY,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SORACACHI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SORATA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,5
SUCRE,atencion odontologica,trat. odontologico integral terminado,2022-04-01,4,8,4,3,1,2,2,12,0,0,0,0,0,0,36
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,0,1,1,3,2,0,0,0,0,0,0,8
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,6,13,9,5,5,4,28,0,2,0,0,0,0,73
TARVITA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
TEOPONTE,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,0,1,1,0,0,0,1,0,1,0,0,0,0,5
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TOMAVE,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,3,0,1,3,2,1,0,0,0,0,0,0,10
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2022-04-01,2,0,0,2,0,1,0,1,0,1,0,0,0,0,7
TURCO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
VACAS,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,3,1,0,0,0,0,0,1,0,0,0,0,5
VIACHA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4
VILA VILA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,2,3,0,0,4,11,1,0,0,0,0,0,21
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,3,2,2,1,3,4,0,0,0,0,0,0,15
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2022-04-01,2,0,0,3,0,0,2,1,0,0,0,0,0,0,8
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2022-04-01,3,0,2,1,0,0,1,9,3,1,0,0,0,0,20
VINTO,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,1,3,7,4,1,1,10,15,0,0,0,0,0,0,42
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YOTALA,atencion odontologica,trat. odontologico integral terminado,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,2,3,3,4,1,1,4,3,2,0,0,0,0,0,23
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
ALCALA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,0,0,0,1,5,1,1,0,0,0,0,9
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,2,3,1,0,0,1,0,0,0,0,0,0,8
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,4,2,0,0,3,4,0,2,0,0,0,0,15
