,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,0,1,2,2,1,3,0,5,1,1,0,0,0,0,16
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,0,0,12,13,13,15,25,47,5,8,0,0,0,0,138
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,3,1,7,5,7,4,23,45,8,4,0,0,0,0,107
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,0,0,3,0,2,2,7,16,5,3,0,0,0,0,38
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,0,0,1,0,0,1,0,4,0,2,0,0,0,0,8
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,1,0,3,6,0,1,4,6,4,2,0,0,0,0,27
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,0,2,0,2,0,0,2,2,0,0,0,0,0,0,8
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-04-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,2,1,8,8,0,1,6,29,2,0,0,0,0,0,57
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,2,1,0,2,3,0,0,0,0,0,0,8
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,1,0,3,2,3,3,0,0,0,0,0,0,12
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
CAIROMA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,2,3,0,0,2,0,1,0,0,0,0,0,8
CAMARGO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,2,0,0,0,0,4,2,0,0,0,0,0,8
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,2,0,1,0,1,0,1,0,0,0,0,5
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,1,0,4,10,9,10,16,7,9,6,0,0,0,0,72
COLCAPIRHUA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,2,6,13,8,1,6,9,18,5,2,0,0,0,0,70
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,1,3,2,0,1,1,0,0,0,0,0,0,8
COROICO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,5,6,2,3,2,8,0,1,0,0,0,0,27
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,1,5,1,1,0,1,1,4,0,0,0,0,14
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,23,22,6,13,22,23,1,2,0,0,0,0,112
EL PUENTE(STC),atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,15,17,1,3,3,17,4,5,0,0,0,0,65
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,0,3,0,2,0,0,0,0,5
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,1,2,3,2,1,3,5,0,1,0,0,0,0,18
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,1,6,1,2,1,4,3,3,0,0,0,0,0,21
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,1,0,2,0,0,1,2,0,0,0,0,0,0,6
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,25,23,1,26,75,81,32,32,0,0,0,0,295
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,2,1,4,1,1,1,0,0,0,0,10
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,4,6,0,0,2,5,0,0,0,0,0,0,17
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,1,10,12,2,6,6,23,0,4,0,0,0,0,64
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,4,2,5,9,25,23,4,5,0,0,0,0,77
PADILLA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,1,0,0,0,0,0,0,2,0,1,0,0,0,0,4
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,1,0,0,0,0,0,0,1,27,0,0,0,0,0,29
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5
SAMAIPATA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,1,1,3,2,1,4,2,6,0,0,0,0,0,0,20
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,11,14,7,11,44,49,17,7,0,0,0,0,160
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,3,4,1,3,0,12,0,0,0,0,0,0,23
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,1,0,1,3,0,0,0,0,0,0,5
TACACOMA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,1,7,6,8,4,10,14,25,11,0,0,0,0,86
TOTORA(CBBA),atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,16,10,2,2,8,27,8,27,0,0,0,0,100
TOTORA(ORR),atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,2,2,4,2,19,25,5,2,0,0,0,0,61
UNCIA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,3,4,27,13,2,3,9,53,4,1,0,0,0,0,119
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,2,4,1,4,6,3,0,2,0,0,0,0,22
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,1,0,0,2,0,0,2,2,1,0,0,0,0,0,8
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,1,1,6,3,2,1,3,18,3,0,0,0,0,0,38
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,1,0,0,0,2,1,2,5,0,0,0,0,0,11
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
CAQUIAVIRI,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,1,1,1,5,6,5,1,6,0,0,0,0,26
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,1,0,1,0,0,1,5,0,0,0,0,0,0,8
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,4,0,3,0,2,1,4,0,0,0,0,14
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,1,1,5,12,1,1,5,13,10,0,0,0,0,0,49
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,1,1,0,9,9,9,11,13,10,11,0,0,0,0,74
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,1,1,2,2,3,4,0,0,0,0,0,0,13
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,1,1,6,2,2,0,6,4,0,0,0,0,0,0,22
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,1,2,0,3,7,0,0,0,0,0,0,13
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,2,3,0,0,1,1,2,5,0,0,0,0,14
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,1,2,18,30,10,11,17,10,8,6,0,0,0,0,113
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,1,0,3,3,0,0,1,8,2,1,0,0,0,0,19
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,20,18,5,6,23,34,30,12,0,0,0,0,148
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,5,6,4,0,0,9,2,0,0,0,0,0,26
MAPIRI,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,3,3,3,6,4,9,15,34,3,9,0,0,0,0,89
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,0,9,8,2,0,0,0,0,0,19
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,1,0,3,2,15,5,15,9,2,2,0,0,0,0,54
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,21,7,3,6,10,11,0,1,0,0,0,0,59
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,4,3,3,0,4,7,0,2,0,0,0,0,23
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,7,2,0,4,4,16,5,0,0,0,0,0,38
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,5,3,7,11,5,3,20,43,7,7,0,0,0,0,111
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,6,0,5,2,1,9,3,0,0,0,0,0,26
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,10,4,2,3,49,12,7,2,0,0,0,0,89
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,1,2,4,4,3,6,16,24,4,5,0,0,0,0,69
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,3,0,1,5,7,4,0,0,0,0,0,20
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UNCIA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,1,1,1,0,0,3,6,0,4,0,0,0,0,16
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-06-01,0,0,7,1,2,0,2,4,5,0,0,0,0,0,21
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,5,0,0,1,1,0,1,0,0,0,0,8
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,4,1,12,9,3,5,1,18,2,1,0,0,0,0,56
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,5,4,4,1,0,0,0,0,0,14
BETANZOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,4,4,0,0,0,2,0,0,0,0,0,0,10
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,5,0,0,0,9,8,0,1,0,0,0,0,23
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,6,9,11,12,6,8,5,0,0,0,0,57
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,5,0,1,5,2,0,0,0,0,0,13
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,1,0,3,4,0,3,0,0,1,0,0,0,0,12
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,2,2,0,1,2,2,2,2,0,0,0,0,13
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,2,5,5,2,0,2,5,0,0,0,0,0,0,21
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,1,2,3,2,0,1,0,0,0,0,0,9
ENTRE RIOS CBBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUANAY,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,1,81,72,18,17,73,92,70,26,0,0,0,0,450
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,3,2,2,1,3,7,0,1,0,0,0,0,19
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,1,22,15,2,3,4,11,5,3,0,0,0,0,66
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,1,1,8,10,2,5,5,9,2,1,0,0,0,0,44
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,1,10,23,10,4,29,55,6,5,0,0,0,0,143
PAMPA GRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,1,0,0,2,0,5,0,1,0,0,0,0,9
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,3,0,11,15,6,10,9,18,1,3,0,0,0,0,76
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,2,0,6,10,3,8,9,27,0,0,0,0,0,0,65
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,2,2,0,1,1,0,0,0,0,0,0,0,6
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,7,0,2,0,1,5,0,0,0,0,0,0,15
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,1,6,6,1,3,6,3,8,1,0,0,0,0,35
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,2,1,23,27,10,15,35,42,9,11,0,0,0,0,175
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,4,4,3,0,5,0,3,0,0,0,0,0,19
SORATA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,2,2,13,1,0,0,0,0,0,18
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,4,18,16,4,5,10,42,5,3,0,0,0,0,107
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,1,0,5,7,3,3,8,16,2,6,0,0,0,0,51
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,1,10,12,6,5,1,8,1,0,0,0,0,0,44
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,1,0,0,0,0,2,4,0,0,0,0,0,7
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2022-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
AIQUILE,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,4,2,0,0,1,4,3,0,0,0,0,0,14
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,23,25,7,5,15,51,6,3,0,0,0,0,135
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,1,5,1,4,6,3,0,0,0,0,0,0,20
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,2,3,0,1,3,0,0,2,0,0,0,0,11
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,2,6,14,14,11,21,11,7,0,0,0,0,86
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,1,5,1,0,1,3,2,5,0,0,0,0,18
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,1,6,0,0,0,3,1,2,0,0,0,0,13
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,1,6,5,7,8,9,20,2,1,0,0,0,0,59
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,1,3,1,0,0,0,2,1,0,0,0,0,0,8
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,3,17,30,1,11,28,57,42,16,0,0,0,0,205
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,1,1,3,12,12,26,34,4,1,0,0,0,0,94
PALCA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
PAMPA GRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,2,3,0,3,2,5,0,0,0,0,0,0,15
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,1,1,1,6,8,0,0,0,0,0,0,17
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,2,11,11,0,2,3,9,1,1,0,0,0,0,40
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,10,6,1,0,2,4,2,2,0,0,0,0,27
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,1,0,0,1,4,2,0,0,0,0,0,8
SAN JAVIER(STC),atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,1,1,0,0,0,1,2,2,10,0,0,0,0,17
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,5,1,7,14,0,0,0,0,0,0,27
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,6,4,31,22,12,11,23,49,16,22,0,0,0,0,196
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,4,4,3,0,0,5,3,0,0,0,0,0,19
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,1,0,0,1,1,1,0,0,0,0,0,4
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,1,3,0,0,4,23,4,1,0,0,0,0,36
TACACOMA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,4,5,1,0,2,8,4,3,0,0,0,0,27
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,1,2,3,1,1,2,9,0,0,0,0,0,0,19
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,2,1,1,0,1,1,1,0,0,0,0,0,7
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,3,0,4,2,2,1,6,9,4,2,0,0,0,0,33
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,0,0,0,2,0,2,1,0,0,0,0,5
BETANZOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
