,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,TOTALES
PUCARANI,atencion odontologica,rayos x dental,2022-02-01,0,0,2,0,1,3,0,5,0,0,0,0,0,0,11
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,5,6,5,0,0,0,0,0,0,16
PUERTO RICO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7
PUERTO SUAREZ,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
PUERTO VILLARROEL,atencion odontologica,rayos x dental,2022-02-01,0,1,0,1,0,0,0,4,0,0,0,0,0,0,6
PUNA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,6,8,9,0,1,0,0,0,0,24
PUNATA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,1,0,0,0,1,2,0,0,0,0,4
QUIABAYA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
QUILLACOLLO,atencion odontologica,rayos x dental,2022-02-01,0,0,1,5,0,6,7,17,8,9,0,0,0,0,53
QUIRUSILLAS,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
REYES,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,1,4,4,0,0,0,0,0,0,9
RIBERALTA,atencion odontologica,rayos x dental,2022-02-01,1,0,0,1,1,1,2,2,0,0,0,0,0,0,8
SABAYA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
SACABA,atencion odontologica,rayos x dental,2022-02-01,0,2,1,5,1,2,11,27,10,1,0,0,0,0,60
SACACA,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,0,0,1,3,1,0,0,0,0,0,6
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,2,4,1,6,7,4,5,0,0,0,0,29
SAMAIPATA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,5,4,2,0,0,0,0,0,11
SAN ANTONIO DE LOMERIO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,rayos x dental,2022-02-01,3,1,6,9,2,3,6,8,0,0,0,0,0,0,38
SAN CARLOS,atencion odontologica,rayos x dental,2022-02-01,0,0,3,1,8,6,4,3,0,2,0,0,0,0,27
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2022-02-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
SAN LUCAS,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,3,7,1,9,0,1,0,0,0,0,22
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,4,1,1,2,0,0,0,0,0,0,8
SAN PEDRO,atencion odontologica,rayos x dental,2022-02-01,1,1,3,1,0,2,3,11,0,1,0,0,0,0,23
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,4,5,0,0,0,0,0,0,9
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,2,0,1,0,1,0,0,0,0,4
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN RAMON SCZ,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2022-02-01,39,23,99,100,102,112,374,638,79,82,0,0,0,0,1648
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2022-02-01,1,0,4,0,4,0,5,6,4,7,0,0,0,0,31
SANTIAGO DE MACHACA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTIVAÑES,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,0,0,2,2,0,0,0,0,0,0,5
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,4,0,5,0,0,0,0,0,0,9
SAPAHAQUI,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4
SOPACHUY,atencion odontologica,rayos x dental,2022-02-01,0,0,1,1,0,3,0,8,0,0,0,0,0,0,13
SORACACHI,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,1,2,1,2,0,0,0,0,0,0,7
SORATA,atencion odontologica,rayos x dental,2022-02-01,1,0,3,3,0,0,1,5,0,2,0,0,0,0,15
SUCRE,atencion odontologica,rayos x dental,2022-02-01,3,1,7,5,9,13,24,33,6,3,0,0,0,0,104
TACACOMA,atencion odontologica,rayos x dental,2022-02-01,0,1,0,2,2,2,6,8,0,0,0,0,0,0,21
TAPACARI,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARABUCO,atencion odontologica,rayos x dental,2022-02-01,0,0,1,1,1,0,1,8,0,0,0,0,0,0,12
TARIJA,atencion odontologica,rayos x dental,2022-02-01,1,2,2,1,7,1,14,36,2,0,0,0,0,0,66
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2022-02-01,0,0,1,1,0,0,1,2,0,0,0,0,0,0,5
TOCO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
TOMAVE,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,0,3,0,2,0,0,0,0,0,0,6
TOMINA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TORO TORO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
TOTORA(ORR),atencion odontologica,rayos x dental,2022-02-01,0,0,1,1,0,1,0,5,3,0,0,0,0,0,11
TRINIDAD,atencion odontologica,rayos x dental,2022-02-01,0,0,1,2,3,0,4,8,1,0,0,0,0,0,19
TUPIZA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
TURCO,atencion odontologica,rayos x dental,2022-02-01,0,0,1,1,1,4,9,11,0,0,0,0,0,0,27
UMALA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,2,1,3,7,0,0,0,0,0,0,13
UNCIA,atencion odontologica,rayos x dental,2022-02-01,0,0,5,1,0,1,1,8,0,1,0,0,0,0,17
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,1,1,4,3,0,1,0,0,0,0,11
UYUNI,atencion odontologica,rayos x dental,2022-02-01,0,0,0,3,0,0,4,1,0,0,0,0,0,0,8
VACAS,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
VALLEGRANDE,atencion odontologica,rayos x dental,2022-02-01,0,0,2,0,1,0,1,11,3,2,0,0,0,0,20
VIACHA,atencion odontologica,rayos x dental,2022-02-01,2,1,3,2,2,2,3,8,4,0,0,0,0,0,27
VILA VILA,atencion odontologica,rayos x dental,2022-02-01,0,0,3,1,0,2,0,2,0,0,0,0,0,0,8
VILLA MONTES,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
VILLA RIVERO,atencion odontologica,rayos x dental,2022-02-01,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
VILLA SERRANO,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
VILLA TUNARI,atencion odontologica,rayos x dental,2022-02-01,3,1,7,6,5,3,6,8,0,1,0,0,0,0,40
VILLAZON,atencion odontologica,rayos x dental,2022-02-01,2,0,3,2,2,2,7,11,0,0,0,0,0,0,29
VINTO,atencion odontologica,rayos x dental,2022-02-01,0,0,2,2,2,4,2,0,1,0,0,0,0,0,13
YACUIBA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
YOCALLA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
YOTALA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,1,0,1,9,0,2,0,0,0,0,13
YUNCHARA,atencion odontologica,rayos x dental,2022-02-01,0,0,0,1,1,1,0,4,1,0,0,0,0,0,8
ZUDAÑEZ,atencion odontologica,rayos x dental,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,1,0,4,1,0,0,0,0,0,0,7
ACHOCALLA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,rayos x dental,2022-03-01,1,0,0,1,0,3,9,10,4,5,0,0,0,0,33
ANCORAIMES,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ANDAMARCA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,rayos x dental,2022-03-01,0,0,4,0,0,2,3,1,1,0,0,0,0,0,11
APOLO,atencion odontologica,rayos x dental,2022-03-01,0,0,1,1,0,1,1,6,0,0,0,0,0,0,10
ARANI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,2,1,18,7,3,2,0,0,0,0,33
ARBIETO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ARQUE,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ATOCHA,atencion odontologica,rayos x dental,2022-03-01,2,1,0,1,0,1,6,23,0,2,0,0,0,0,36
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,0,3,0,10,0,5,0,0,0,0,19
AZURDUY,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,rayos x dental,2022-03-01,0,0,1,2,0,1,4,13,0,2,0,0,0,0,23
BETANZOS,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,7,0,0,0,0,0,0,8
CALAMARCA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMARGO,atencion odontologica,rayos x dental,2022-03-01,2,0,0,0,1,3,2,9,2,1,0,0,0,0,20
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
CAMIRI,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,0,3,7,11,1,0,0,0,0,0,24
CAPINOTA,atencion odontologica,rayos x dental,2022-03-01,0,0,5,3,2,1,12,4,2,1,0,0,0,0,30
CARACOLLO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,2,3,0,5,0,0,0,0,0,0,10
CARANGAS,atencion odontologica,rayos x dental,2022-03-01,0,1,0,0,0,5,1,3,0,1,0,0,0,0,11
CARIPUYO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHAQUI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,2,1,5,4,1,0,0,0,0,0,14
CHARAGUA,atencion odontologica,rayos x dental,2022-03-01,0,1,1,1,0,0,0,7,0,0,0,0,0,0,10
CHAYANTA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,7,10,0,0,0,0,0,0,17
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2022-03-01,0,0,1,0,1,0,3,3,0,0,0,0,0,0,8
CKOCHAS,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
COBIJA,atencion odontologica,rayos x dental,2022-03-01,1,0,1,1,3,1,3,15,0,0,0,0,0,0,25
COCHABAMBA,atencion odontologica,rayos x dental,2022-03-01,11,19,51,39,67,46,177,362,161,87,0,0,0,0,1020
COLCAPIRHUA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,2,2,5,1,0,0,0,0,11
"COLCHA ""K""",atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COLLANA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
COLOMI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COLPA BELGICA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COLQUECHACA,atencion odontologica,rayos x dental,2022-03-01,0,1,1,1,4,3,10,29,1,2,0,0,0,0,52
COMARAPA,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,0,0,0,6,0,6,0,0,0,0,14
COPACABANA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,0,0,1,2,2,0,0,0,0,0,6
CORQUE,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,rayos x dental,2022-03-01,0,1,3,2,1,1,12,11,8,4,0,0,0,0,43
COTOCA,atencion odontologica,rayos x dental,2022-03-01,0,0,2,1,0,1,2,7,0,0,0,0,0,0,13
CRUZ DE MACHACAMARCA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
CUEVO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,2,1,1,0,0,0,0,0,5
CULPINA,atencion odontologica,rayos x dental,2022-03-01,0,0,3,6,2,6,9,29,7,4,0,0,0,0,66
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
EL ALTO,atencion odontologica,rayos x dental,2022-03-01,0,2,7,12,2,3,5,7,4,1,0,0,0,0,43
EL PUENTE(TJA),atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,0,0,0,5,0,0,0,0,0,0,7
EL TORNO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,4,5,4,4,1,0,0,0,0,0,19
EL VILLAR,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,0,0,12,11,1,0,0,0,0,0,25
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2022-03-01,3,1,6,1,0,0,9,5,0,0,0,0,0,0,25
ESCARA,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4
ESCOMA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
ESMERALDA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
GUAYARAMERIN,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4
HUACHACALLA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4
HUANUNI,atencion odontologica,rayos x dental,2022-03-01,0,0,4,4,5,14,15,23,4,2,0,0,0,0,71
HUARINA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,8,0,1,0,0,0,0,10
HUATAJATA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3
INCAHUASI,atencion odontologica,rayos x dental,2022-03-01,0,0,1,0,0,1,3,3,1,0,0,0,0,0,9
INQUISIVI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IXIAMAS,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
LA ASUNTA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,rayos x dental,2022-03-01,8,7,51,40,54,43,194,244,45,49,0,0,0,0,735
LAGUNILLAS,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LAJA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LAS CARRERAS,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
LLALLAGUA,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,0,0,0,2,0,1,0,0,0,0,5
MACHACAMARCA,atencion odontologica,rayos x dental,2022-03-01,0,0,1,1,1,3,2,7,0,2,0,0,0,0,17
MAGDALENA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7
MAPIRI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MECAPACA,atencion odontologica,rayos x dental,2022-03-01,0,1,1,7,9,12,4,21,5,0,0,0,0,0,60
MIZQUE,atencion odontologica,rayos x dental,2022-03-01,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4
MOJINETE,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MONTEAGUDO,atencion odontologica,rayos x dental,2022-03-01,2,1,1,0,1,3,5,17,0,0,0,0,0,0,30
OCURI,atencion odontologica,rayos x dental,2022-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,rayos x dental,2022-03-01,17,10,48,69,96,114,214,390,48,45,0,0,0,0,1051
PADCAYA,atencion odontologica,rayos x dental,2022-03-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
PADILLA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,2,2,11,8,2,0,0,0,0,0,25
PAILON,atencion odontologica,rayos x dental,2022-03-01,1,0,1,1,0,2,1,4,0,1,0,0,0,0,11
PAMPA GRANDE,atencion odontologica,rayos x dental,2022-03-01,0,1,0,0,0,0,5,0,0,0,0,0,0,0,6
PASORAPA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,3,1,7,3,0,0,0,0,0,14
PAZÑA,atencion odontologica,rayos x dental,2022-03-01,0,0,3,3,0,5,3,6,4,2,0,0,0,0,26
POOPO,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,0,3,4,9,0,1,0,0,0,0,19
PORCO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PORONGO,atencion odontologica,rayos x dental,2022-03-01,1,1,3,13,0,4,7,14,3,2,0,0,0,0,48
PORVENIR,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
POTOSI,atencion odontologica,rayos x dental,2022-03-01,1,0,11,12,4,26,29,43,6,6,0,0,0,0,138
PRESTO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
PUCARANI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,1,0,1,6,0,0,0,0,0,0,8
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,7,4,10,0,3,0,0,0,0,24
PUERTO RICO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,2,3,0,5,6,0,0,0,0,0,0,16
PUERTO SUAREZ,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
PUERTO VILLARROEL,atencion odontologica,rayos x dental,2022-03-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,5
PUNA,atencion odontologica,rayos x dental,2022-03-01,0,0,2,1,0,4,2,7,0,1,0,0,0,0,17
PUNATA,atencion odontologica,rayos x dental,2022-03-01,0,0,1,1,0,0,0,0,6,0,0,0,0,0,8
QUIABAYA,atencion odontologica,rayos x dental,2022-03-01,0,1,0,1,1,0,1,2,0,0,0,0,0,0,6
QUILLACOLLO,atencion odontologica,rayos x dental,2022-03-01,0,0,6,4,1,5,13,27,11,9,0,0,0,0,76
QUIRUSILLAS,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
REYES,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
RIBERALTA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,3,1,0,2,2,0,0,0,0,0,0,8
SABAYA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,rayos x dental,2022-03-01,0,0,3,4,2,1,10,42,21,6,0,0,0,0,89
SACACA,atencion odontologica,rayos x dental,2022-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2022-03-01,1,0,4,3,0,7,9,7,3,4,0,0,0,0,38
SAMAIPATA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,2,0,2,8,1,0,0,0,0,0,13
SAN BENITO,atencion odontologica,rayos x dental,2022-03-01,0,0,4,8,7,4,6,9,2,2,0,0,0,0,42
SAN BORJA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2022-03-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,rayos x dental,2022-03-01,0,0,3,0,1,4,9,16,0,0,0,0,0,0,33
SAN MATIAS,atencion odontologica,rayos x dental,2022-03-01,0,0,2,1,3,3,11,12,1,2,0,0,0,0,35
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2022-03-01,0,0,1,0,1,2,1,3,1,0,0,0,0,0,9
SAN PEDRO,atencion odontologica,rayos x dental,2022-03-01,1,0,2,3,2,0,3,5,0,1,0,0,0,0,17
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,0,0,3,9,0,0,0,0,0,0,13
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2022-03-01,19,18,67,108,60,89,464,727,140,185,0,0,0,0,1877
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2022-03-01,0,2,0,0,2,3,10,10,0,1,0,0,0,0,28
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTIVAÑES,atencion odontologica,rayos x dental,2022-03-01,0,1,0,2,1,0,5,1,0,1,0,0,0,0,11
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,1,5,0,0,0,0,0,0,7
SAPAHAQUI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2022-03-01,0,1,0,0,0,4,2,2,0,0,0,0,0,0,9
SIPE SIPE,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
SOPACHUY,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,1,0,2,7,0,1,0,0,0,0,12
SORACACHI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,2,2,0,3,0,0,0,0,7
SORATA,atencion odontologica,rayos x dental,2022-03-01,0,0,2,1,0,3,4,6,0,0,0,0,0,0,16
SUCRE,atencion odontologica,rayos x dental,2022-03-01,2,0,13,1,3,5,32,37,5,2,0,0,0,0,100
TACACHI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TACACOMA,atencion odontologica,rayos x dental,2022-03-01,0,2,6,4,1,3,5,19,0,0,0,0,0,0,40
TAPACARI,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TARABUCO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,5,2,0,0,0,0,0,0,7
TARIJA,atencion odontologica,rayos x dental,2022-03-01,0,0,2,4,1,2,10,14,1,0,0,0,0,0,34
TARVITA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
TIAHUANACU,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,0,1,1,2,0,0,0,0,0,0,6
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,1,0,2,6,0,0,0,0,0,0,9
TOCO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
TOMAVE,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
TORO TORO,atencion odontologica,rayos x dental,2022-03-01,0,0,1,1,1,3,2,3,0,0,0,0,0,0,11
TOTORA(ORR),atencion odontologica,rayos x dental,2022-03-01,0,1,1,2,1,0,0,2,2,0,0,0,0,0,9
TRINIDAD,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3
TUPIZA,atencion odontologica,rayos x dental,2022-03-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
TURCO,atencion odontologica,rayos x dental,2022-03-01,1,0,0,2,1,7,1,13,1,1,0,0,0,0,27
UMALA,atencion odontologica,rayos x dental,2022-03-01,1,0,0,0,0,0,1,2,0,0,0,0,0,0,4
UNCIA,atencion odontologica,rayos x dental,2022-03-01,0,0,1,3,0,6,6,17,1,0,0,0,0,0,34
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2022-03-01,0,0,1,5,1,4,4,19,2,0,0,0,0,0,36
UYUNI,atencion odontologica,rayos x dental,2022-03-01,0,0,1,1,0,1,3,1,1,0,0,0,0,0,8
VALLEGRANDE,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,2,0,5,14,0,1,0,0,0,0,24
VIACHA,atencion odontologica,rayos x dental,2022-03-01,1,1,7,5,0,5,6,11,1,0,0,0,0,0,37
VILA VILA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA CHARCAS,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,1,2,1,0,0,0,0,0,0,0,6
VILLA MONTES,atencion odontologica,rayos x dental,2022-03-01,0,0,1,3,0,0,9,3,1,1,0,0,0,0,18
