,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
SAN IGNACIO,atencion odontologica,consulta repetida,2022-03-01,1,1,4,4,5,5,7,5,3,0,0,0,0,0,35
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2022-03-01,0,2,2,9,0,1,12,25,4,9,0,0,0,2,66
SAN JAVIER(STC),atencion odontologica,consulta repetida,2022-03-01,5,2,0,0,0,0,0,1,0,0,0,0,0,0,8
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2022-03-01,0,0,0,8,0,0,16,5,1,0,0,0,0,0,30
SAN JULIAN,atencion odontologica,consulta repetida,2022-03-01,0,3,1,2,0,0,15,2,0,0,0,0,0,0,23
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2022-03-01,0,0,5,1,5,3,27,29,2,0,0,0,0,0,72
SAN LUCAS,atencion odontologica,consulta repetida,2022-03-01,0,4,5,0,7,17,7,69,0,0,0,0,0,0,109
SAN MATIAS,atencion odontologica,consulta repetida,2022-03-01,5,1,9,2,5,18,9,30,1,9,0,3,0,0,92
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2022-03-01,1,1,3,6,6,10,18,39,1,8,0,0,0,0,93
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,0,6,1,1,0,0,0,0,0,8
SAN PEDRO,atencion odontologica,consulta repetida,2022-03-01,2,1,7,8,4,0,10,26,1,0,0,0,0,4,63
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2022-03-01,0,0,1,0,0,2,2,15,0,0,0,0,0,0,20
SAN PEDRO DE MACHA,atencion odontologica,consulta repetida,2022-03-01,0,1,5,4,17,21,18,50,6,8,0,3,0,0,133
SAN RAFAEL,atencion odontologica,consulta repetida,2022-03-01,0,0,2,0,2,5,5,11,0,0,0,0,0,0,25
SAN RAMON SCZ,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2022-03-01,111,124,290,314,160,329,1333,2231,429,333,0,13,0,4,5671
SANTA ROSA,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,0,4,0,0,1,0,0,0,0,5
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2022-03-01,0,1,0,0,0,3,3,27,0,1,0,0,0,0,35
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2022-03-01,2,3,11,4,10,7,6,14,9,11,0,0,0,0,77
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2022-03-01,0,1,0,0,2,2,0,2,0,0,0,0,0,0,7
SANTIVAÑES,atencion odontologica,consulta repetida,2022-03-01,0,1,4,13,1,3,11,23,5,7,0,0,0,0,68
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,3,0,13,0,5,0,0,0,0,21
SAPAHAQUI,atencion odontologica,consulta repetida,2022-03-01,0,0,0,1,0,1,4,1,0,0,0,0,0,0,7
SENA,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,2,3,3,0,0,0,0,0,0,8
SHINAOTA,atencion odontologica,consulta repetida,2022-03-01,0,2,4,1,3,0,21,6,0,0,0,1,0,0,38
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2022-03-01,0,1,1,0,0,10,7,1,2,0,0,0,0,0,22
SICAYA,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,1,1,1,5,0,2,0,0,0,0,10
SIPE SIPE,atencion odontologica,consulta repetida,2022-03-01,65,74,57,69,10,37,25,144,17,24,0,2,0,1,525
SOPACHUY,atencion odontologica,consulta repetida,2022-03-01,3,3,2,9,1,2,0,25,1,3,0,0,0,0,49
SORACACHI,atencion odontologica,consulta repetida,2022-03-01,0,0,3,2,5,5,10,13,2,8,0,0,0,0,48
SORATA,atencion odontologica,consulta repetida,2022-03-01,0,3,4,4,0,1,5,12,0,0,0,1,0,0,30
SUCRE,atencion odontologica,consulta repetida,2022-03-01,71,70,162,170,102,167,425,768,101,74,0,13,0,0,2123
TACACHI,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
TACACOMA,atencion odontologica,consulta repetida,2022-03-01,0,0,1,3,0,0,4,14,0,0,0,0,0,0,22
TACOBAMBA,atencion odontologica,consulta repetida,2022-03-01,1,0,0,0,0,2,2,2,0,0,0,0,0,0,7
TACOPAYA,atencion odontologica,consulta repetida,2022-03-01,0,0,0,3,2,5,6,10,3,2,0,0,0,0,31
TAHUA,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,2,2,0,3,1,1,0,0,0,0,9
TAPACARI,atencion odontologica,consulta repetida,2022-03-01,3,1,4,1,5,8,12,21,0,11,0,4,0,2,72
TARABUCO,atencion odontologica,consulta repetida,2022-03-01,0,0,1,0,0,1,1,5,0,0,0,0,0,0,8
TARACO,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
TARIJA,atencion odontologica,consulta repetida,2022-03-01,13,19,108,107,67,77,262,600,116,59,0,13,0,6,1447
TARVITA,atencion odontologica,consulta repetida,2022-03-01,1,3,4,8,4,6,6,35,0,2,0,1,0,0,70
TEOPONTE,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
TIAHUANACU,atencion odontologica,consulta repetida,2022-03-01,5,3,1,2,0,6,10,14,4,3,0,0,0,0,48
TINGUIPAYA,atencion odontologica,consulta repetida,2022-03-01,2,0,2,1,2,1,8,4,1,1,0,0,0,0,22
TIPUANI,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,1,3,3,0,0,0,1,0,0,8
TIQUIPAYA,atencion odontologica,consulta repetida,2022-03-01,8,20,7,7,6,11,13,25,1,0,0,0,0,2,100
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2022-03-01,2,1,18,6,4,7,19,14,3,1,0,0,0,0,75
TOCO,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,4,0,0,0,1,0,0,0,0,5
TODOS SANTOS,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5
TOLATA,atencion odontologica,consulta repetida,2022-03-01,0,0,0,1,0,2,0,1,0,2,0,0,0,0,6
TOLEDO,atencion odontologica,consulta repetida,2022-03-01,0,0,0,3,0,1,0,1,0,0,0,0,0,0,5
TOMAVE,atencion odontologica,consulta repetida,2022-03-01,0,0,2,0,1,3,1,22,1,0,0,1,0,0,31
TOMINA,atencion odontologica,consulta repetida,2022-03-01,5,6,0,2,0,0,11,45,0,0,0,2,0,0,71
TORO TORO,atencion odontologica,consulta repetida,2022-03-01,0,0,1,3,1,6,14,13,1,0,0,1,0,1,41
TOTORA(CBBA),atencion odontologica,consulta repetida,2022-03-01,5,3,6,10,0,1,6,19,0,0,0,0,0,0,50
TOTORA(ORR),atencion odontologica,consulta repetida,2022-03-01,0,0,10,6,2,4,0,1,0,0,0,0,0,0,23
TRINIDAD,atencion odontologica,consulta repetida,2022-03-01,15,3,21,52,4,5,44,92,43,6,0,1,0,0,286
TUPIZA,atencion odontologica,consulta repetida,2022-03-01,3,33,19,22,13,28,73,95,38,49,0,7,0,0,380
TURCO,atencion odontologica,consulta repetida,2022-03-01,0,0,1,0,0,4,9,16,2,0,0,0,0,0,32
UMALA,atencion odontologica,consulta repetida,2022-03-01,2,0,0,0,2,0,3,9,1,0,0,0,0,0,17
UNCIA,atencion odontologica,consulta repetida,2022-03-01,17,11,13,8,3,12,30,80,1,14,0,15,0,0,204
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2022-03-01,2,1,5,5,8,8,5,48,8,3,0,0,0,0,93
UYUNI,atencion odontologica,consulta repetida,2022-03-01,4,8,4,13,6,15,31,45,3,10,0,2,0,0,141
VACAS,atencion odontologica,consulta repetida,2022-03-01,1,2,1,0,5,3,5,7,0,1,0,0,0,0,25
VALLEGRANDE,atencion odontologica,consulta repetida,2022-03-01,0,1,4,8,5,0,14,36,1,6,0,2,0,0,77
VIACHA,atencion odontologica,consulta repetida,2022-03-01,37,23,10,21,5,15,26,61,7,5,0,1,0,1,212
VILA VILA,atencion odontologica,consulta repetida,2022-03-01,15,7,26,52,6,17,9,13,1,0,0,2,0,0,148
VILLA CHARCAS,atencion odontologica,consulta repetida,2022-03-01,1,2,1,2,0,0,2,14,0,0,0,0,0,0,22
VILLA MONTES,atencion odontologica,consulta repetida,2022-03-01,6,3,9,11,5,12,28,40,28,22,0,5,0,0,169
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,6
VILLA RIVERO,atencion odontologica,consulta repetida,2022-03-01,2,4,7,1,0,0,2,13,0,0,0,0,0,0,29
VILLA SERRANO,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
VILLA TUNARI,atencion odontologica,consulta repetida,2022-03-01,9,2,4,10,2,0,9,24,0,0,0,2,0,0,62
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2022-03-01,1,1,0,2,0,2,1,3,3,1,0,0,0,0,14
VILLAZON,atencion odontologica,consulta repetida,2022-03-01,4,7,7,21,13,18,18,60,11,6,0,5,0,2,172
VITICHI,atencion odontologica,consulta repetida,2022-03-01,3,4,23,28,1,3,21,19,0,2,0,1,0,0,105
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
WARNES,atencion odontologica,consulta repetida,2022-03-01,5,3,12,15,4,11,28,55,57,11,0,5,0,0,206
YACUIBA,atencion odontologica,consulta repetida,2022-03-01,4,13,23,46,13,33,62,133,9,8,0,0,0,1,345
YAMPARAEZ,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,2,1,7,0,1,0,0,0,0,11
YAPACANI,atencion odontologica,consulta repetida,2022-03-01,7,4,8,13,6,6,10,27,4,1,0,0,0,2,88
YOCALLA,atencion odontologica,consulta repetida,2022-03-01,9,2,9,4,2,12,8,47,5,0,0,4,0,2,104
YOTALA,atencion odontologica,consulta repetida,2022-03-01,0,0,0,3,1,0,1,14,0,0,0,0,0,0,19
YUNCHARA,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
YUNGUYO DE LITORAL,atencion odontologica,consulta repetida,2022-03-01,0,0,3,2,0,1,0,0,0,1,0,0,0,0,7
ZUDAÑEZ,atencion odontologica,consulta repetida,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACACIO,atencion odontologica,consulta repetida,2022-04-01,1,23,4,2,4,3,4,13,0,1,0,0,0,0,55
ACHACACHI,atencion odontologica,consulta repetida,2022-04-01,2,4,4,13,9,4,15,19,6,0,0,2,0,0,78
ACHOCALLA,atencion odontologica,consulta repetida,2022-04-01,2,0,0,0,2,0,4,16,1,1,0,3,0,0,29
AIQUILE,atencion odontologica,consulta repetida,2022-04-01,5,5,6,1,5,3,21,28,7,6,0,0,0,0,87
ALALAY,atencion odontologica,consulta repetida,2022-04-01,0,0,1,3,0,3,2,0,0,0,0,0,0,0,9
ALCALA,atencion odontologica,consulta repetida,2022-04-01,0,2,1,4,2,3,15,25,1,2,0,0,0,0,55
ANDAMARCA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,2,4,2,0,0,0,0,0,8
ANTEQUERA,atencion odontologica,consulta repetida,2022-04-01,0,0,1,1,1,3,4,8,3,0,0,0,0,0,21
ARAMPAMPA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,1,7,1,0,0,0,0,0,9
ARANI,atencion odontologica,consulta repetida,2022-04-01,1,1,0,6,2,1,5,5,0,0,0,0,0,0,21
ARBIETO,atencion odontologica,consulta repetida,2022-04-01,1,5,0,13,2,1,6,20,0,1,0,1,0,0,50
ARQUE,atencion odontologica,consulta repetida,2022-04-01,2,2,2,0,1,8,5,24,0,3,0,2,0,0,49
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5
ATOCHA,atencion odontologica,consulta repetida,2022-04-01,10,10,16,19,20,21,63,107,15,5,0,2,0,0,288
AYO AYO,atencion odontologica,consulta repetida,2022-04-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2022-04-01,2,7,5,7,11,10,13,18,3,0,0,2,0,0,78
AZURDUY,atencion odontologica,consulta repetida,2022-04-01,0,0,2,10,1,1,7,24,0,0,0,0,0,0,45
BATALLAS,atencion odontologica,consulta repetida,2022-04-01,1,1,5,3,0,1,1,18,2,1,0,0,0,0,33
BAURES,atencion odontologica,consulta repetida,2022-04-01,0,0,1,2,0,3,2,9,0,0,0,0,0,0,17
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,1,0,1,3,0,0,0,0,0,0,5
BELEN DE URMIRI,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,3,1,0,0,6,0,0,0,0,0,10
BELLA FLOR,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,consulta repetida,2022-04-01,2,0,3,0,5,4,5,33,0,1,0,0,0,0,53
BETANZOS,atencion odontologica,consulta repetida,2022-04-01,1,1,5,4,0,5,7,42,7,1,0,3,0,0,76
BOLIVAR,atencion odontologica,consulta repetida,2022-04-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
BOYUIBE,atencion odontologica,consulta repetida,2022-04-01,0,0,3,0,0,2,0,7,0,0,0,0,0,0,12
BUENA VISTA,atencion odontologica,consulta repetida,2022-04-01,1,4,1,0,1,2,2,5,1,0,0,0,0,3,20
CABEZAS,atencion odontologica,consulta repetida,2022-04-01,4,2,1,3,3,4,5,7,0,0,0,4,0,0,33
CAIROMA,atencion odontologica,consulta repetida,2022-04-01,2,0,3,2,0,5,7,10,0,0,0,0,0,0,29
"CAIZA ""D""",atencion odontologica,consulta repetida,2022-04-01,0,10,2,9,0,2,3,9,6,2,0,0,0,1,44
CAJUATA,atencion odontologica,consulta repetida,2022-04-01,0,0,2,2,1,3,3,11,0,0,0,0,0,0,22
CALACOTO,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,0,5,0,0,0,1,0,1,7
CALAMARCA,atencion odontologica,consulta repetida,2022-04-01,0,0,1,1,2,8,3,3,0,1,0,0,0,0,19
CAMARGO,atencion odontologica,consulta repetida,2022-04-01,0,6,18,4,2,6,20,83,14,12,0,0,0,0,165
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,2,4,9,1,0,0,0,0,0,16
CAMIRI,atencion odontologica,consulta repetida,2022-04-01,1,5,18,11,2,9,31,61,17,15,0,0,0,0,170
CAPINOTA,atencion odontologica,consulta repetida,2022-04-01,2,5,1,4,1,1,7,12,0,5,0,0,0,0,38
CARACOLLO,atencion odontologica,consulta repetida,2022-04-01,2,0,5,3,3,6,13,27,3,0,0,1,0,1,64
CARANAVI,atencion odontologica,consulta repetida,2022-04-01,1,1,4,6,3,0,11,34,2,0,0,0,0,1,63
CARANGAS,atencion odontologica,consulta repetida,2022-04-01,0,0,2,1,1,4,0,0,1,1,0,0,0,0,10
CARAPARI,atencion odontologica,consulta repetida,2022-04-01,2,0,6,14,9,2,32,52,5,2,0,2,0,0,126
CARIPUYO,atencion odontologica,consulta repetida,2022-04-01,1,2,3,4,4,6,2,4,0,0,0,4,0,0,30
CHALLAPATA,atencion odontologica,consulta repetida,2022-04-01,1,1,2,11,0,5,4,14,15,10,0,0,0,0,63
CHAQUI,atencion odontologica,consulta repetida,2022-04-01,3,0,5,1,1,9,7,17,0,0,0,2,0,0,45
CHARAGUA,atencion odontologica,consulta repetida,2022-04-01,5,0,0,0,0,2,0,0,0,0,0,0,0,0,7
CHARAÑA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,0,0,0,3,3,0,0,0,0,0,7
CHAYANTA,atencion odontologica,consulta repetida,2022-04-01,0,2,0,2,0,2,4,23,0,1,0,0,0,0,34
CHIMORE,atencion odontologica,consulta repetida,2022-04-01,1,0,3,3,3,2,2,13,0,0,0,0,0,0,27
CHOQUE COTA,atencion odontologica,consulta repetida,2022-04-01,0,0,2,0,0,3,0,1,0,0,0,0,0,0,6
CHUA COCANI,atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,0,1,0,3,0,4,0,0,0,0,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,2,1,3,12,3,1,0,0,0,0,23
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2022-04-01,1,4,8,31,11,7,19,79,4,5,0,1,0,2,172
CKOCHAS,atencion odontologica,consulta repetida,2022-04-01,0,0,1,0,4,0,0,7,0,0,0,0,0,0,12
CLIZA,atencion odontologica,consulta repetida,2022-04-01,4,3,7,10,1,8,9,17,7,11,0,1,0,0,78
COBIJA,atencion odontologica,consulta repetida,2022-04-01,12,2,7,13,37,16,68,92,11,2,0,0,0,0,260
COCAPATA,atencion odontologica,consulta repetida,2022-04-01,4,2,6,4,5,19,7,18,1,2,0,0,0,1,69
COCHABAMBA,atencion odontologica,consulta repetida,2022-04-01,160,161,314,364,278,319,912,1495,373,320,0,17,0,6,4719
COIPASA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,consulta repetida,2022-04-01,0,1,3,0,0,0,2,1,0,1,0,0,0,0,8
"COLCHA ""K""",atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,0,0,3,2,3,0,0,0,0,0,9
COLPA BELGICA,atencion odontologica,consulta repetida,2022-04-01,0,0,1,0,0,3,4,3,0,3,0,0,0,0,14
COLQUECHACA,atencion odontologica,consulta repetida,2022-04-01,2,3,11,6,1,17,9,20,0,0,0,0,0,0,69
COLQUENCHA,atencion odontologica,consulta repetida,2022-04-01,1,0,3,0,3,2,2,6,0,0,0,0,0,0,17
COLQUIRI,atencion odontologica,consulta repetida,2022-04-01,3,0,8,11,6,14,11,37,0,2,0,0,0,0,92
COMARAPA,atencion odontologica,consulta repetida,2022-04-01,2,7,7,24,5,9,21,30,0,0,0,0,0,0,105
CONCEPCION,atencion odontologica,consulta repetida,2022-04-01,1,0,0,0,0,0,0,1,0,1,0,1,0,2,6
CORO CORO,atencion odontologica,consulta repetida,2022-04-01,3,1,10,13,0,10,9,13,10,1,0,1,0,0,71
COROICO,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CORQUE,atencion odontologica,consulta repetida,2022-04-01,0,0,1,0,0,0,4,2,0,0,0,0,0,0,7
COTAGAITA,atencion odontologica,consulta repetida,2022-04-01,0,3,18,17,7,23,57,90,17,7,0,2,0,11,252
COTOCA,atencion odontologica,consulta repetida,2022-04-01,13,0,0,0,0,0,3,0,1,0,0,0,0,0,17
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2022-04-01,1,7,1,9,0,0,1,2,0,0,0,0,0,0,21
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,0,0,1,5,0,0,0,0,0,0,7
CUEVO,atencion odontologica,consulta repetida,2022-04-01,0,0,1,1,0,7,2,22,1,3,0,0,0,0,37
CULPINA,atencion odontologica,consulta repetida,2022-04-01,4,2,6,7,0,12,8,43,5,2,0,1,0,0,90
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,4,7,3,0,0,0,0,0,14
DESAGUADERO,atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,0,0,0,2,1,0,0,0,0,0,4
EL ALTO,atencion odontologica,consulta repetida,2022-04-01,63,65,187,150,92,147,263,506,111,60,0,39,0,1,1684
EL CHORO,atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,0,0,2,3,0,1,0,0,0,0,7
EL PUENTE(STC),atencion odontologica,consulta repetida,2022-04-01,1,0,2,2,2,0,4,11,0,0,0,0,0,0,22
EL PUENTE(TJA),atencion odontologica,consulta repetida,2022-04-01,0,0,1,1,1,1,6,19,0,0,0,0,0,0,29
EL TORNO,atencion odontologica,consulta repetida,2022-04-01,14,5,3,9,4,3,4,14,4,4,0,4,0,1,69
EL VILLAR,atencion odontologica,consulta repetida,2022-04-01,0,0,2,3,0,5,14,19,0,4,0,0,0,0,47
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2022-04-01,2,0,4,2,4,8,24,29,0,5,0,0,0,0,78
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2022-04-01,1,0,1,1,1,0,2,8,1,0,0,0,0,1,16
ESCARA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,2,2,3,4,3,6,6,0,0,0,0,26
ESCOMA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,2,3,0,4,2,0,1,0,0,0,0,12
EUCALIPTUS,atencion odontologica,consulta repetida,2022-04-01,1,1,5,1,3,2,6,20,0,2,0,0,0,0,41
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2022-04-01,4,10,5,2,6,5,11,30,2,0,0,9,0,0,84
FILADELFIA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
GAIOC JATUN AYLLU YURA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,2,0,4,6,20,3,0,0,0,0,0,35
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2022-04-01,0,0,1,1,0,1,1,9,0,5,0,0,0,0,18
GUANAY,atencion odontologica,consulta repetida,2022-04-01,6,6,23,59,3,15,18,39,5,4,0,1,0,0,179
GUAQUI,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
GUAYARAMERIN,atencion odontologica,consulta repetida,2022-04-01,1,1,2,1,2,1,3,3,6,0,0,0,0,1,21
GUTIERREZ,atencion odontologica,consulta repetida,2022-04-01,0,0,5,0,10,5,7,13,0,0,0,0,0,0,40
HUACARETA,atencion odontologica,consulta repetida,2022-04-01,1,0,2,1,1,0,1,7,0,3,0,2,0,0,18
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2022-04-01,12,0,4,1,0,0,0,7,0,0,0,0,0,0,24
HUACHACALLA,atencion odontologica,consulta repetida,2022-04-01,0,1,0,3,0,7,3,12,4,1,0,0,0,0,31
HUANUNI,atencion odontologica,consulta repetida,2022-04-01,1,6,5,17,4,6,29,52,9,2,0,0,0,2,133
HUARACAJE,atencion odontologica,consulta repetida,2022-04-01,0,0,2,4,0,1,0,7,5,0,0,0,0,0,19
HUARINA,atencion odontologica,consulta repetida,2022-04-01,4,0,0,0,0,2,2,6,2,0,0,0,0,0,16
HUATAJATA,atencion odontologica,consulta repetida,2022-04-01,0,1,0,1,0,3,0,0,1,0,0,0,0,0,6
HUAYLLAMARCA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUMANATA,atencion odontologica,consulta repetida,2022-04-01,1,4,7,5,1,3,5,8,2,2,0,0,0,2,40
ICHOCA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3
ICLA,atencion odontologica,consulta repetida,2022-04-01,4,0,0,1,3,6,5,17,0,0,0,0,0,0,36
INCAHUASI,atencion odontologica,consulta repetida,2022-04-01,0,0,2,0,4,1,5,15,0,0,0,0,0,0,27
INQUISIVI,atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,1,0,1,14,0,0,0,0,0,0,17
IXIAMAS,atencion odontologica,consulta repetida,2022-04-01,0,1,0,1,0,3,1,0,0,0,0,0,0,0,6
JESUS DE MACHACA,atencion odontologica,consulta repetida,2022-04-01,3,2,14,15,3,29,9,29,4,1,0,1,0,0,110
LA ASUNTA,atencion odontologica,consulta repetida,2022-04-01,1,4,3,4,7,16,8,9,0,0,0,0,0,0,52
LA GUARDIA,atencion odontologica,consulta repetida,2022-04-01,13,13,11,9,2,5,6,31,5,4,0,5,0,0,104
LA PAZ,atencion odontologica,consulta repetida,2022-04-01,290,220,469,389,236,267,1121,1657,441,328,0,10,0,1,5429
LA RIVERA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
LAGUNILLAS,atencion odontologica,consulta repetida,2022-04-01,0,3,5,1,3,3,6,11,0,0,0,0,0,0,32
LAJA,atencion odontologica,consulta repetida,2022-04-01,3,1,0,1,0,1,1,7,0,1,0,0,0,0,15
LAS CARRERAS,atencion odontologica,consulta repetida,2022-04-01,2,0,0,3,1,0,19,18,10,1,0,0,0,0,54
LICOMA PAMPA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
LLALLAGUA,atencion odontologica,consulta repetida,2022-04-01,2,0,4,11,2,6,18,45,3,14,0,1,0,0,106
LLICA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,0,6,4,9,0,1,0,3,0,0,24
LORETO,atencion odontologica,consulta repetida,2022-04-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4
MACHACAMARCA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,8,5,11,9,18,4,5,0,2,0,0,62
MACHARETI,atencion odontologica,consulta repetida,2022-04-01,2,6,10,9,2,8,4,24,0,4,0,0,0,0,69
MAGDALENA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,0,1,0,3,10,2,0,0,0,0,0,16
MAIRANA,atencion odontologica,consulta repetida,2022-04-01,0,0,0,3,0,1,0,1,0,0,0,0,0,0,5
MAPIRI,atencion odontologica,consulta repetida,2022-04-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
MECAPACA,atencion odontologica,consulta repetida,2022-04-01,0,2,2,10,4,9,1,17,2,0,0,2,0,0,49
MIZQUE,atencion odontologica,consulta repetida,2022-04-01,0,1,7,12,0,1,5,26,6,1,0,0,0,0,59
MOCOMOCO,atencion odontologica,consulta repetida,2022-04-01,0,0,0,2,0,8,2,0,0,0,0,0,0,0,12
MOJINETE,atencion odontologica,consulta repetida,2022-04-01,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
MOJOCOYA,atencion odontologica,consulta repetida,2022-04-01,0,0,2,6,3,2,4,26,2,0,0,0,0,0,45
MONTEAGUDO,atencion odontologica,consulta repetida,2022-04-01,5,5,10,15,4,6,18,32,3,2,0,0,0,0,100
MONTERO,atencion odontologica,consulta repetida,2022-04-01,1,2,7,15,4,4,29,18,6,3,0,0,0,0,89
MORO MORO,atencion odontologica,consulta repetida,2022-04-01,2,0,0,2,0,2,6,20,0,0,0,0,0,0,32
MOROCHATA,atencion odontologica,consulta repetida,2022-04-01,0,0,1,0,0,3,2,2,0,0,0,0,0,0,8
