,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
VITICHI,atencion odontologica,restauraciones,2022-03-01,1,2,17,20,14,11,17,24,1,2,0,0,0,0,109
WALDO BALLIVIAN,atencion odontologica,restauraciones,2022-03-01,0,1,1,1,1,4,5,9,1,0,0,0,0,0,23
WARNES,atencion odontologica,restauraciones,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YACO,atencion odontologica,restauraciones,2022-03-01,1,2,13,25,25,42,11,24,3,0,0,0,0,0,146
YACUIBA,atencion odontologica,restauraciones,2022-03-01,10,21,59,120,50,112,291,520,38,18,0,0,0,0,1239
YAMPARAEZ,atencion odontologica,restauraciones,2022-03-01,5,0,5,2,1,12,22,47,0,0,0,0,0,0,94
YANACACHI,atencion odontologica,restauraciones,2022-03-01,0,0,0,8,1,2,1,1,0,0,0,0,0,0,13
YAPACANI,atencion odontologica,restauraciones,2022-03-01,17,21,50,84,32,39,84,245,17,1,0,0,0,0,590
YOCALLA,atencion odontologica,restauraciones,2022-03-01,16,6,29,14,2,9,6,58,3,0,0,0,0,0,143
YOTALA,atencion odontologica,restauraciones,2022-03-01,0,0,4,5,9,3,18,19,1,0,0,0,0,0,59
YUNCHARA,atencion odontologica,restauraciones,2022-03-01,2,2,11,15,5,17,6,29,3,2,0,0,0,0,92
YUNGUYO DE LITORAL,atencion odontologica,restauraciones,2022-03-01,0,0,1,7,0,5,0,0,0,0,0,0,0,0,13
ZUDAÑEZ,atencion odontologica,restauraciones,2022-03-01,0,3,5,3,1,6,5,21,0,0,0,0,0,0,44
ACACIO,atencion odontologica,restauraciones,2022-04-01,4,13,12,32,36,38,1,21,0,1,0,0,0,0,158
ACHACACHI,atencion odontologica,restauraciones,2022-04-01,23,28,29,63,33,30,87,148,38,6,0,0,0,0,485
ACHOCALLA,atencion odontologica,restauraciones,2022-04-01,27,16,41,87,3,11,21,95,1,1,0,0,0,0,303
AIQUILE,atencion odontologica,restauraciones,2022-04-01,22,11,18,22,8,12,39,116,34,16,0,0,0,0,298
ALALAY,atencion odontologica,restauraciones,2022-04-01,0,0,11,0,3,1,2,0,0,0,0,0,0,0,17
ALCALA,atencion odontologica,restauraciones,2022-04-01,1,4,7,21,10,19,28,50,0,0,0,0,0,0,140
ALTO BENI,atencion odontologica,restauraciones,2022-04-01,6,6,25,34,7,26,22,62,6,4,0,0,0,0,198
ANCORAIMES,atencion odontologica,restauraciones,2022-04-01,3,1,2,3,19,7,20,21,8,4,0,0,0,0,88
ANDAMARCA,atencion odontologica,restauraciones,2022-04-01,2,8,8,14,5,7,31,23,8,5,0,0,0,0,111
ANTEQUERA,atencion odontologica,restauraciones,2022-04-01,0,3,10,15,2,8,55,55,11,8,0,0,0,0,167
ANZALDO,atencion odontologica,restauraciones,2022-04-01,0,0,1,1,2,0,0,15,0,0,0,0,0,0,19
APOLO,atencion odontologica,restauraciones,2022-04-01,8,2,4,10,2,11,7,17,1,0,0,0,0,0,62
ARAMPAMPA,atencion odontologica,restauraciones,2022-04-01,3,0,2,0,0,2,2,11,2,1,0,0,0,0,23
ARANI,atencion odontologica,restauraciones,2022-04-01,10,13,9,13,20,8,21,72,0,10,0,0,0,0,176
ARBIETO,atencion odontologica,restauraciones,2022-04-01,49,63,50,129,33,16,77,175,9,16,0,0,0,0,617
ARQUE,atencion odontologica,restauraciones,2022-04-01,8,4,5,5,2,14,10,47,4,12,0,0,0,0,111
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2022-04-01,5,1,14,14,2,0,0,32,0,3,0,0,0,0,71
ATOCHA,atencion odontologica,restauraciones,2022-04-01,6,12,26,32,16,35,78,121,3,6,0,0,0,0,335
AUCAPATA,atencion odontologica,restauraciones,2022-04-01,1,0,0,4,10,7,14,27,0,1,0,0,0,0,64
AYATA,atencion odontologica,restauraciones,2022-04-01,9,0,7,10,4,22,26,38,1,1,0,0,0,0,118
AYO AYO,atencion odontologica,restauraciones,2022-04-01,5,0,17,9,3,12,7,21,2,4,0,0,0,0,80
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2022-04-01,4,5,12,28,14,25,51,75,6,3,0,0,0,0,223
AZURDUY,atencion odontologica,restauraciones,2022-04-01,0,0,3,16,6,16,20,61,0,0,0,0,0,0,122
BATALLAS,atencion odontologica,restauraciones,2022-04-01,0,7,12,11,6,1,4,25,2,0,0,0,0,0,68
BAURES,atencion odontologica,restauraciones,2022-04-01,0,4,3,1,4,2,6,21,0,1,0,0,0,0,42
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2022-04-01,4,3,0,0,0,0,6,2,1,0,0,0,0,0,16
BELEN DE URMIRI,atencion odontologica,restauraciones,2022-04-01,0,1,0,2,0,4,2,8,3,0,0,0,0,0,20
BERMEJO,atencion odontologica,restauraciones,2022-04-01,4,1,16,22,7,12,33,118,0,11,0,0,0,0,224
BETANZOS,atencion odontologica,restauraciones,2022-04-01,18,15,38,62,25,54,42,104,10,10,0,0,0,0,378
BOLIVAR,atencion odontologica,restauraciones,2022-04-01,2,1,1,2,9,11,2,2,0,0,0,0,0,0,30
BOLPEBRA,atencion odontologica,restauraciones,2022-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
BOYUIBE,atencion odontologica,restauraciones,2022-04-01,0,0,8,2,1,4,2,26,4,0,0,0,0,0,47
BUENA VISTA,atencion odontologica,restauraciones,2022-04-01,2,6,14,20,4,16,6,32,1,0,0,0,0,0,101
CABEZAS,atencion odontologica,restauraciones,2022-04-01,4,9,23,40,6,19,24,63,2,2,0,0,0,0,192
CAIROMA,atencion odontologica,restauraciones,2022-04-01,0,0,1,0,2,0,2,6,0,0,0,0,0,0,11
"CAIZA ""D""",atencion odontologica,restauraciones,2022-04-01,4,3,13,23,3,5,20,30,5,2,0,0,0,0,108
CAJUATA,atencion odontologica,restauraciones,2022-04-01,3,4,14,15,1,3,26,47,0,2,0,0,0,0,115
CALACOTO,atencion odontologica,restauraciones,2022-04-01,1,1,1,0,2,2,1,19,1,1,0,0,0,0,29
CALAMARCA,atencion odontologica,restauraciones,2022-04-01,10,12,11,10,3,8,12,29,1,3,0,0,0,0,99
CAMARGO,atencion odontologica,restauraciones,2022-04-01,4,4,53,9,8,13,36,129,0,20,0,0,0,0,276
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2022-04-01,0,0,14,22,2,15,16,42,0,6,0,0,0,0,117
CAMIRI,atencion odontologica,restauraciones,2022-04-01,6,9,15,13,5,6,20,53,7,4,0,0,0,0,138
CAPINOTA,atencion odontologica,restauraciones,2022-04-01,24,31,54,51,7,36,44,136,6,16,0,0,0,0,405
CAQUIAVIRI,atencion odontologica,restauraciones,2022-04-01,8,14,1,12,3,14,26,41,5,2,0,0,0,0,126
CARACOLLO,atencion odontologica,restauraciones,2022-04-01,14,24,56,88,18,30,54,149,16,9,0,0,0,0,458
CARANAVI,atencion odontologica,restauraciones,2022-04-01,33,29,98,82,25,53,104,194,6,1,0,0,0,0,625
CARANGAS,atencion odontologica,restauraciones,2022-04-01,0,4,1,2,2,2,2,2,0,0,0,0,0,0,15
CARAPARI,atencion odontologica,restauraciones,2022-04-01,15,16,61,77,50,24,125,172,5,2,0,0,0,0,547
CARIPUYO,atencion odontologica,restauraciones,2022-04-01,5,9,13,23,10,21,13,45,0,0,0,0,0,0,139
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2022-04-01,0,2,0,4,0,1,3,2,0,0,0,0,0,0,12
CATACORA,atencion odontologica,restauraciones,2022-04-01,0,0,0,2,2,2,1,3,0,0,0,0,0,0,10
CHACARILLA,atencion odontologica,restauraciones,2022-04-01,5,7,8,1,0,3,2,13,1,0,0,0,0,0,40
CHALLAPATA,atencion odontologica,restauraciones,2022-04-01,13,25,54,47,23,30,54,126,12,9,0,0,0,0,393
CHAQUI,atencion odontologica,restauraciones,2022-04-01,8,23,15,12,12,21,9,50,0,1,0,0,0,0,151
CHARAGUA,atencion odontologica,restauraciones,2022-04-01,3,2,7,5,1,24,10,26,6,10,0,0,0,0,94
CHARAÑA,atencion odontologica,restauraciones,2022-04-01,0,0,3,1,2,7,2,0,2,0,0,0,0,0,17
CHAYANTA,atencion odontologica,restauraciones,2022-04-01,2,4,4,3,2,21,10,36,1,5,0,0,0,0,88
CHIMORE,atencion odontologica,restauraciones,2022-04-01,4,3,22,55,7,25,23,71,4,0,0,0,0,0,214
CHIPAYA,atencion odontologica,restauraciones,2022-04-01,1,2,0,0,0,3,0,5,0,0,0,0,0,0,11
CHOQUE COTA,atencion odontologica,restauraciones,2022-04-01,0,1,7,0,10,16,7,17,9,12,0,0,0,0,79
CHUA COCANI,atencion odontologica,restauraciones,2022-04-01,1,2,5,1,1,6,6,16,1,2,0,0,0,0,41
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2022-04-01,17,8,1,5,2,1,3,11,0,0,0,0,0,0,48
CHUMA,atencion odontologica,restauraciones,2022-04-01,0,0,8,6,1,31,17,45,3,0,0,0,0,0,111
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2022-04-01,2,9,17,43,5,8,14,48,3,4,0,0,0,0,153
CKOCHAS,atencion odontologica,restauraciones,2022-04-01,4,2,19,16,12,7,15,37,7,4,0,0,0,0,123
CLIZA,atencion odontologica,restauraciones,2022-04-01,20,14,19,28,7,29,32,76,21,11,0,0,0,0,257
COBIJA,atencion odontologica,restauraciones,2022-04-01,34,32,59,85,36,40,77,201,18,5,0,0,0,0,587
COCAPATA,atencion odontologica,restauraciones,2022-04-01,3,2,10,18,13,34,20,31,2,2,0,0,0,0,135
COCHABAMBA,atencion odontologica,restauraciones,2022-04-01,373,404,744,906,330,535,1782,3335,596,451,0,0,0,0,9456
COIPASA,atencion odontologica,restauraciones,2022-04-01,0,2,4,1,0,2,5,4,4,9,0,0,0,0,31
COLCAPIRHUA,atencion odontologica,restauraciones,2022-04-01,40,23,61,67,21,49,100,286,14,10,0,0,0,0,671
"COLCHA ""K""",atencion odontologica,restauraciones,2022-04-01,0,0,4,9,6,15,5,42,2,4,0,0,0,0,87
COLLANA,atencion odontologica,restauraciones,2022-04-01,2,0,12,2,24,6,7,16,7,0,0,0,0,0,76
COLOMI,atencion odontologica,restauraciones,2022-04-01,9,9,8,23,14,26,20,36,0,0,0,0,0,0,145
COLPA BELGICA,atencion odontologica,restauraciones,2022-04-01,1,0,7,2,3,8,10,27,0,2,0,0,0,0,60
COLQUECHACA,atencion odontologica,restauraciones,2022-04-01,8,8,23,23,6,33,16,65,0,1,0,0,0,0,183
COLQUENCHA,atencion odontologica,restauraciones,2022-04-01,7,15,6,13,8,16,9,27,2,0,0,0,0,0,103
COLQUIRI,atencion odontologica,restauraciones,2022-04-01,5,1,13,11,5,21,15,81,3,3,0,0,0,0,158
COMARAPA,atencion odontologica,restauraciones,2022-04-01,12,21,47,65,19,30,82,90,4,5,0,0,0,0,375
COMBAYA,atencion odontologica,restauraciones,2022-04-01,0,0,3,4,4,3,5,26,2,1,0,0,0,0,48
CONCEPCION,atencion odontologica,restauraciones,2022-04-01,8,2,2,2,0,6,2,12,1,0,0,0,0,0,35
COPACABANA,atencion odontologica,restauraciones,2022-04-01,7,5,14,10,2,14,10,10,0,0,0,0,0,0,72
CORIPATA,atencion odontologica,restauraciones,2022-04-01,1,1,1,3,5,0,0,5,0,0,0,0,0,0,16
CORO CORO,atencion odontologica,restauraciones,2022-04-01,4,12,11,10,1,0,0,9,0,0,0,0,0,0,47
COROICO,atencion odontologica,restauraciones,2022-04-01,6,14,34,24,3,38,36,133,2,1,0,0,0,0,291
CORQUE,atencion odontologica,restauraciones,2022-04-01,5,10,37,63,4,16,5,34,10,8,0,0,0,0,192
COTAGAITA,atencion odontologica,restauraciones,2022-04-01,5,16,42,63,61,71,111,215,22,29,0,0,0,0,635
COTOCA,atencion odontologica,restauraciones,2022-04-01,8,2,32,34,7,35,16,55,8,2,0,0,0,0,199
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2022-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,restauraciones,2022-04-01,9,7,16,38,1,14,15,43,8,1,0,0,0,0,152
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2022-04-01,0,0,20,11,0,1,10,5,0,1,0,0,0,0,48
CUEVO,atencion odontologica,restauraciones,2022-04-01,0,0,1,1,0,7,3,10,2,1,0,0,0,0,25
CULPINA,atencion odontologica,restauraciones,2022-04-01,5,3,8,16,4,8,11,57,3,4,0,0,0,0,119
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2022-04-01,11,3,9,8,8,2,9,40,9,7,0,0,0,0,106
CURVA,atencion odontologica,restauraciones,2022-04-01,0,1,0,0,6,9,6,14,0,0,0,0,0,0,36
DESAGUADERO,atencion odontologica,restauraciones,2022-04-01,5,3,3,12,3,9,8,15,3,0,0,0,0,0,61
EL ALTO,atencion odontologica,restauraciones,2022-04-01,358,468,579,602,247,386,658,1845,147,101,0,0,0,0,5391
EL CHORO,atencion odontologica,restauraciones,2022-04-01,2,3,10,16,5,7,13,29,2,8,0,0,0,0,95
EL PUENTE(STC),atencion odontologica,restauraciones,2022-04-01,3,4,2,12,4,10,14,46,0,5,0,0,0,0,100
EL PUENTE(TJA),atencion odontologica,restauraciones,2022-04-01,0,4,8,21,18,14,32,83,6,10,0,0,0,0,196
EL TORNO,atencion odontologica,restauraciones,2022-04-01,73,50,30,19,30,29,35,103,15,25,0,0,0,0,409
EL VILLAR,atencion odontologica,restauraciones,2022-04-01,2,0,9,13,6,15,21,47,0,5,0,0,0,0,118
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2022-04-01,3,10,10,10,16,18,42,75,2,3,0,0,0,0,189
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2022-04-01,26,8,39,53,22,27,28,123,3,1,0,0,0,0,330
ESCARA,atencion odontologica,restauraciones,2022-04-01,0,0,0,0,2,2,3,0,2,3,0,0,0,0,12
ESCOMA,atencion odontologica,restauraciones,2022-04-01,0,1,1,3,2,2,3,9,1,0,0,0,0,0,22
ESMERALDA,atencion odontologica,restauraciones,2022-04-01,0,0,2,0,0,0,0,1,3,3,0,0,0,0,9
EUCALIPTUS,atencion odontologica,restauraciones,2022-04-01,1,3,2,7,0,9,12,22,10,3,0,0,0,0,69
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2022-04-01,3,7,12,24,11,19,31,95,3,0,0,0,0,0,205
FILADELFIA,atencion odontologica,restauraciones,2022-04-01,0,0,1,0,1,2,3,1,0,0,0,0,0,0,8
GAIOC JATUN AYLLU YURA,atencion odontologica,restauraciones,2022-04-01,0,0,1,6,5,1,3,19,3,1,0,0,0,0,39
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2022-04-01,1,1,6,12,6,15,9,60,0,4,0,0,0,0,114
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2022-04-01,5,11,13,11,10,8,25,31,7,6,0,0,0,0,127
GUANAY,atencion odontologica,restauraciones,2022-04-01,1,7,13,18,3,5,17,31,3,3,0,0,0,0,101
GUAQUI,atencion odontologica,restauraciones,2022-04-01,2,1,10,22,5,5,10,20,4,7,0,0,0,0,86
GUAYARAMERIN,atencion odontologica,restauraciones,2022-04-01,8,9,21,22,7,8,21,52,0,0,0,0,0,0,148
GUTIERREZ,atencion odontologica,restauraciones,2022-04-01,0,1,7,12,16,16,14,40,1,2,0,0,0,0,109
HUACARETA,atencion odontologica,restauraciones,2022-04-01,1,1,4,18,2,16,41,52,0,2,0,0,0,0,137
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2022-04-01,0,0,3,3,3,0,8,7,0,0,0,0,0,0,24
HUACHACALLA,atencion odontologica,restauraciones,2022-04-01,2,2,2,3,1,0,5,11,3,1,0,0,0,0,30
HUANUNI,atencion odontologica,restauraciones,2022-04-01,10,15,32,45,21,29,57,117,1,6,0,0,0,0,333
HUARACAJE,atencion odontologica,restauraciones,2022-04-01,1,0,1,11,0,10,7,24,0,5,0,0,0,0,59
HUARINA,atencion odontologica,restauraciones,2022-04-01,1,1,0,13,10,7,9,16,1,0,0,0,0,0,58
HUATAJATA,atencion odontologica,restauraciones,2022-04-01,0,1,6,6,1,5,11,10,6,3,0,0,0,0,49
HUAYLLAMARCA,atencion odontologica,restauraciones,2022-04-01,6,3,10,14,2,10,14,20,0,0,0,0,0,0,79
HUMANATA,atencion odontologica,restauraciones,2022-04-01,0,0,7,4,2,4,3,11,4,1,0,0,0,0,36
ICHOCA,atencion odontologica,restauraciones,2022-04-01,1,8,19,22,2,21,16,13,5,0,0,0,0,0,107
ICLA,atencion odontologica,restauraciones,2022-04-01,8,11,16,21,13,25,25,66,0,0,0,0,0,0,185
INCAHUASI,atencion odontologica,restauraciones,2022-04-01,2,1,17,22,13,6,39,51,0,2,0,0,0,0,153
INQUISIVI,atencion odontologica,restauraciones,2022-04-01,1,1,12,5,1,16,12,39,1,2,0,0,0,0,90
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2022-04-01,10,24,29,53,7,34,47,69,3,6,0,0,0,0,282
IXIAMAS,atencion odontologica,restauraciones,2022-04-01,2,2,7,16,4,24,3,29,1,0,0,0,0,0,88
JESUS DE MACHACA,atencion odontologica,restauraciones,2022-04-01,6,1,15,33,25,57,20,48,5,2,0,0,0,0,212
LA ASUNTA,atencion odontologica,restauraciones,2022-04-01,12,17,37,67,29,39,53,113,5,0,0,0,0,0,372
LA GUARDIA,atencion odontologica,restauraciones,2022-04-01,0,1,8,6,1,0,1,16,4,0,0,0,0,0,37
LA PAZ,atencion odontologica,restauraciones,2022-04-01,729,684,1180,1222,501,851,2123,3532,687,586,0,0,0,0,12095
LA RIVERA,atencion odontologica,restauraciones,2022-04-01,0,0,2,0,0,0,0,15,0,0,0,0,0,0,17
LAGUNILLAS,atencion odontologica,restauraciones,2022-04-01,3,1,3,11,2,10,9,19,1,0,0,0,0,0,59
LAJA,atencion odontologica,restauraciones,2022-04-01,35,11,24,10,2,4,3,41,2,0,0,0,0,0,132
LAS CARRERAS,atencion odontologica,restauraciones,2022-04-01,0,2,5,6,4,4,23,45,3,5,0,0,0,0,97
LICOMA PAMPA,atencion odontologica,restauraciones,2022-04-01,2,5,15,16,6,1,7,3,0,2,0,0,0,0,57
LLALLAGUA,atencion odontologica,restauraciones,2022-04-01,21,15,43,35,6,30,29,157,4,7,0,0,0,0,347
LLICA,atencion odontologica,restauraciones,2022-04-01,0,0,0,1,0,6,4,9,0,1,0,0,0,0,21
LORETO,atencion odontologica,restauraciones,2022-04-01,1,0,6,9,6,6,3,14,0,0,0,0,0,0,45
LURIBAY,atencion odontologica,restauraciones,2022-04-01,1,0,9,6,1,1,1,21,1,0,0,0,0,0,41
MACHACAMARCA,atencion odontologica,restauraciones,2022-04-01,2,2,6,6,4,4,30,36,8,22,0,0,0,0,120
MACHARETI,atencion odontologica,restauraciones,2022-04-01,9,8,27,18,11,11,3,37,0,9,0,0,0,0,133
MAGDALENA,atencion odontologica,restauraciones,2022-04-01,0,3,7,0,0,7,9,20,6,4,0,0,0,0,56
MAIRANA,atencion odontologica,restauraciones,2022-04-01,3,10,9,8,2,14,0,38,0,0,0,0,0,0,84
MALLA,atencion odontologica,restauraciones,2022-04-01,14,6,35,24,1,7,2,9,3,0,0,0,0,0,101
MAPIRI,atencion odontologica,restauraciones,2022-04-01,5,3,4,6,0,4,11,34,0,2,0,0,0,0,69
MECAPACA,atencion odontologica,restauraciones,2022-04-01,9,16,19,46,47,34,35,82,1,1,0,0,0,0,290
MINEROS,atencion odontologica,restauraciones,2022-04-01,1,2,3,6,0,2,0,5,0,0,0,0,0,0,19
MIZQUE,atencion odontologica,restauraciones,2022-04-01,5,0,28,27,6,20,24,57,1,5,0,0,0,0,173
MOCOMOCO,atencion odontologica,restauraciones,2022-04-01,2,1,11,5,14,25,26,38,7,8,0,0,0,0,137
MOJINETE,atencion odontologica,restauraciones,2022-04-01,0,0,2,3,0,0,1,5,0,0,0,0,0,0,11
MOJOCOYA,atencion odontologica,restauraciones,2022-04-01,3,4,4,7,10,12,23,87,1,0,0,0,0,0,151
MONTEAGUDO,atencion odontologica,restauraciones,2022-04-01,23,13,87,108,45,56,110,186,6,6,0,0,0,0,640
MONTERO,atencion odontologica,restauraciones,2022-04-01,19,21,51,74,38,56,153,184,27,18,0,0,0,0,641
MORO MORO,atencion odontologica,restauraciones,2022-04-01,0,0,2,4,3,4,7,18,0,3,0,0,0,0,41
MOROCHATA,atencion odontologica,restauraciones,2022-04-01,4,7,17,23,27,37,34,74,11,4,0,0,0,0,238
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2022-04-01,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3
OCURI,atencion odontologica,restauraciones,2022-04-01,11,5,7,22,8,35,20,61,10,4,0,0,0,0,183
OKINAWA,atencion odontologica,restauraciones,2022-04-01,0,2,1,1,0,2,2,8,1,0,0,0,0,0,17
OMEREQUE,atencion odontologica,restauraciones,2022-04-01,0,0,6,9,2,5,5,13,1,2,0,0,0,0,43
ORURO,atencion odontologica,restauraciones,2022-04-01,259,312,581,725,267,349,1103,1969,210,141,0,0,0,0,5916
PADCAYA,atencion odontologica,restauraciones,2022-04-01,0,1,5,16,17,16,34,76,2,1,0,0,0,0,168
PADILLA,atencion odontologica,restauraciones,2022-04-01,10,9,14,24,9,36,51,102,4,2,0,0,0,0,261
PAILON,atencion odontologica,restauraciones,2022-04-01,4,4,6,34,22,9,12,65,2,5,0,0,0,0,163
PALCA,atencion odontologica,restauraciones,2022-04-01,11,16,24,31,8,24,25,64,4,6,0,0,0,0,213
PALOS BLANCOS,atencion odontologica,restauraciones,2022-04-01,7,4,30,32,8,20,28,60,4,2,0,0,0,0,195
PAMPA AULLAGAS,atencion odontologica,restauraciones,2022-04-01,0,4,27,17,0,0,7,15,0,0,0,0,0,0,70
PAMPA GRANDE,atencion odontologica,restauraciones,2022-04-01,2,0,6,7,2,9,0,14,0,0,0,0,0,0,40
PAPEL PAMPA,atencion odontologica,restauraciones,2022-04-01,3,1,0,7,2,2,10,24,6,3,0,0,0,0,58
PASORAPA,atencion odontologica,restauraciones,2022-04-01,0,3,18,11,10,10,7,55,7,1,0,0,0,0,122
PATACAMAYA,atencion odontologica,restauraciones,2022-04-01,27,25,37,75,8,12,26,62,3,3,0,0,0,0,278
PAZÑA,atencion odontologica,restauraciones,2022-04-01,1,1,5,9,2,5,25,19,9,9,0,0,0,0,85
PELECHUCO,atencion odontologica,restauraciones,2022-04-01,5,2,5,2,5,1,6,23,3,1,0,0,0,0,53
POCOATA,atencion odontologica,restauraciones,2022-04-01,4,9,42,38,22,40,21,72,1,2,0,0,0,0,251
POCONA,atencion odontologica,restauraciones,2022-04-01,4,7,55,55,9,11,36,68,0,1,0,0,0,0,246
POJO (CBBA),atencion odontologica,restauraciones,2022-04-01,6,10,19,17,4,29,13,37,0,3,0,0,0,0,138
POOPO,atencion odontologica,restauraciones,2022-04-01,6,6,11,16,3,10,33,59,5,6,0,0,0,0,155
PORCO,atencion odontologica,restauraciones,2022-04-01,8,3,1,6,0,9,0,21,0,0,0,0,0,0,48
POROMA,atencion odontologica,restauraciones,2022-04-01,1,18,84,86,9,23,33,35,0,3,0,0,0,0,292
PORONGO,atencion odontologica,restauraciones,2022-04-01,0,6,3,5,2,2,2,9,0,0,0,0,0,0,29
PORTACHUELO,atencion odontologica,restauraciones,2022-04-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
PORVENIR,atencion odontologica,restauraciones,2022-04-01,0,0,6,4,5,4,2,20,0,0,0,0,0,0,41
POSTRER VALLE,atencion odontologica,restauraciones,2022-04-01,0,1,3,11,0,7,12,16,4,2,0,0,0,0,56
POTOSI,atencion odontologica,restauraciones,2022-04-01,96,106,153,286,64,107,256,655,15,8,0,0,0,0,1746
PRESTO,atencion odontologica,restauraciones,2022-04-01,2,3,34,41,49,33,35,83,9,0,0,0,0,0,289
PUCARA,atencion odontologica,restauraciones,2022-04-01,0,0,0,0,2,0,1,11,0,0,0,0,0,0,14
PUCARANI,atencion odontologica,restauraciones,2022-04-01,12,17,45,36,13,41,32,68,12,5,0,0,0,0,281
PUERTO ACOSTA,atencion odontologica,restauraciones,2022-04-01,0,0,4,4,5,6,9,13,1,2,0,0,0,0,44
PUERTO CARABUCO,atencion odontologica,restauraciones,2022-04-01,3,2,10,17,6,23,14,34,3,5,0,0,0,0,117
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2022-04-01,0,6,13,14,3,15,13,34,1,0,0,0,0,0,99
PUERTO PEREZ,atencion odontologica,restauraciones,2022-04-01,0,1,0,0,0,0,2,5,4,0,0,0,0,0,12
PUERTO QUIJARRO,atencion odontologica,restauraciones,2022-04-01,0,0,6,18,14,6,14,33,4,10,0,0,0,0,105
PUERTO RICO,atencion odontologica,restauraciones,2022-04-01,3,1,3,14,3,24,30,28,1,0,0,0,0,0,107
PUERTO SUAREZ,atencion odontologica,restauraciones,2022-04-01,1,0,7,5,3,4,3,19,2,0,0,0,0,0,44
PUERTO VILLARROEL,atencion odontologica,restauraciones,2022-04-01,31,64,84,110,36,85,77,288,2,3,0,0,0,0,780
PUNA,atencion odontologica,restauraciones,2022-04-01,9,4,11,4,9,16,19,49,4,7,0,0,0,0,132
PUNATA,atencion odontologica,restauraciones,2022-04-01,24,34,80,34,40,50,70,192,21,38,0,0,0,0,583
QUIABAYA,atencion odontologica,restauraciones,2022-04-01,2,3,0,4,0,4,3,6,0,0,0,0,0,0,22
QUILLACOLLO,atencion odontologica,restauraciones,2022-04-01,97,137,214,177,89,134,228,718,93,60,0,0,0,0,1947
QUIME,atencion odontologica,restauraciones,2022-04-01,9,8,2,6,5,9,11,42,6,0,0,0,0,0,98
QUIRUSILLAS,atencion odontologica,restauraciones,2022-04-01,0,4,1,1,3,4,8,24,2,0,0,0,0,0,47
RAVELO,atencion odontologica,restauraciones,2022-04-01,10,3,29,26,13,28,22,66,1,2,0,0,0,0,200
REYES,atencion odontologica,restauraciones,2022-04-01,0,0,2,1,0,1,0,2,0,0,0,0,0,0,6
RIBERALTA,atencion odontologica,restauraciones,2022-04-01,21,28,132,73,21,37,71,183,15,7,0,0,0,0,588
ROBORE,atencion odontologica,restauraciones,2022-04-01,2,11,7,12,14,5,62,89,5,0,0,0,0,0,207
RURRENABAQUE,atencion odontologica,restauraciones,2022-04-01,3,8,7,12,3,14,53,13,14,1,0,0,0,0,128
SABAYA,atencion odontologica,restauraciones,2022-04-01,4,1,13,6,2,4,11,15,4,3,0,0,0,0,63
SACABA,atencion odontologica,restauraciones,2022-04-01,140,146,223,315,129,187,315,705,69,30,0,0,0,0,2259
SACABAMBA,atencion odontologica,restauraciones,2022-04-01,0,0,2,2,2,1,4,3,3,4,0,0,0,0,21
SACACA,atencion odontologica,restauraciones,2022-04-01,3,8,5,9,7,20,14,43,3,2,0,0,0,0,114
SAIPINA,atencion odontologica,restauraciones,2022-04-01,6,9,3,4,2,9,10,20,1,0,0,0,0,0,64
