,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES
AYO AYO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,6,12,1,2,0,0,0,0,22
AZURDUY,atencion odontologica,periodoncia,2022-03-01,0,0,1,1,0,1,0,4,0,1,0,0,0,0,8
BATALLAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
BAURES,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,2,2,0,2,0,0,0,0,8
BELEN DE ANDAMARCA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,3,1,3,5,4,0,0,0,0,16
BELEN DE URMIRI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BELLA FLOR,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,periodoncia,2022-03-01,0,0,3,0,2,2,9,22,5,1,0,0,0,0,44
BETANZOS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,4,4,15,5,7,0,0,0,0,36
BOYUIBE,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
BUENA VISTA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,5,2,0,0,0,0,0,8
CABEZAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,2,4,12,0,0,0,0,0,0,20
CAIROMA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4
"CAIZA ""D""",atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CAJUATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CALAMARCA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,4,7,0,0,0,0,0,0,12
CAMARGO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,4,4,14,1,2,0,0,0,0,26
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,periodoncia,2022-03-01,0,0,2,3,1,11,10,36,5,6,0,0,0,0,74
CAPINOTA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,1,1,9,0,3,0,0,0,0,15
CAQUIAVIRI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
CARACOLLO,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,1,4,4,7,2,1,0,0,0,0,20
CARANAVI,atencion odontologica,periodoncia,2022-03-01,0,0,3,4,4,6,19,44,4,5,0,0,0,0,89
CARANGAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,2,2,7,4,19,0,0,0,0,0,35
CARIPUYO,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,1,2,1,0,0,0,0,0,0,5
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,10,0,0,0,0,0,0,12
CHALLAPATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,4,11,51,4,5,0,0,0,0,76
CHAQUI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,4,1,1,0,0,0,0,7
CHARAGUA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,4,15,1,2,0,0,0,0,24
CHIMORE,atencion odontologica,periodoncia,2022-03-01,0,0,2,3,0,7,9,19,0,0,0,0,0,0,40
CHIPAYA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5
CHOQUE COTA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,1,3,4,6,1,3,0,0,0,0,19
CHUA COCANI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
CHUMA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,7,3,1,3,0,0,0,0,16
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,3,17,18,6,2,0,0,0,0,47
CLIZA,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,0,5,11,20,5,7,0,0,0,0,49
COBIJA,atencion odontologica,periodoncia,2022-03-01,0,0,7,8,8,12,26,58,5,6,0,0,0,0,130
COCAPATA,atencion odontologica,periodoncia,2022-03-01,0,0,2,1,4,4,2,8,1,0,0,0,0,0,22
COCHABAMBA,atencion odontologica,periodoncia,2022-03-01,0,0,36,17,33,44,323,616,131,92,0,0,0,0,1292
COIPASA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
COLCAPIRHUA,atencion odontologica,periodoncia,2022-03-01,0,0,1,1,2,5,15,66,7,5,0,0,0,0,102
"COLCHA ""K""",atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,2,4,0,0,0,0,0,0,8
COLLANA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,3,5,0,0,0,0,0,0,10
COLOMI,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,2,4,4,17,0,1,0,0,0,0,29
COLPA BELGICA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,5,1,4,0,0,0,0,0,0,11
COLQUECHACA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,8,7,8,1,2,0,0,0,0,27
COLQUENCHA,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,1,9,2,8,0,0,0,0,0,0,21
COLQUIRI,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,1,3,3,1,3,0,0,0,0,12
COMARAPA,atencion odontologica,periodoncia,2022-03-01,0,0,2,2,1,2,3,18,4,2,0,0,0,0,34
COMBAYA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CONCEPCION,atencion odontologica,periodoncia,2022-03-01,0,0,0,2,0,1,1,8,0,2,0,0,0,0,14
COPACABANA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,0,6,11,0,0,0,0,0,0,19
CORIPATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CORO CORO,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,0,0,4,2,1,0,0,0,0,0,8
COROICO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,0,0,2,2,0,0,0,0,0,5
CORQUE,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,3,4,9,3,1,0,0,0,0,20
COTAGAITA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,2,5,10,7,0,0,0,0,0,25
COTOCA,atencion odontologica,periodoncia,2022-03-01,0,0,1,4,3,8,22,43,1,2,0,0,0,0,84
CRUZ DE MACHACAMARCA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CULPINA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,1,3,5,0,0,0,0,0,0,11
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,2,14,6,8,0,0,0,0,32
CURVA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,0,0,3,1,1,0,0,0,0,6
EL ALTO,atencion odontologica,periodoncia,2022-03-01,0,0,26,35,37,62,161,506,47,26,0,0,0,0,900
EL CHORO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,1,2,0,0,0,0,0,4
EL PUENTE(STC),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,3,3,3,3,1,1,0,0,0,0,14
EL PUENTE(TJA),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EL TORNO,atencion odontologica,periodoncia,2022-03-01,0,0,1,2,3,6,6,38,2,0,0,0,0,0,58
EL VILLAR,atencion odontologica,periodoncia,2022-03-01,0,0,0,2,1,1,1,2,0,0,0,0,0,0,7
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2022-03-01,0,0,2,3,0,2,3,6,0,0,0,0,0,0,16
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2022-03-01,0,0,1,2,0,6,13,32,3,0,0,0,0,0,57
ESCARA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3
ESCOMA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
ESMERALDA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,0,3,1,0,0,0,0,5
EUCALIPTUS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,1,2,9,1,1,0,0,0,0,16
GAIOC JATUN AYLLU YURA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,0,1,1,0,1,0,0,0,0,4
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,3,7,1,0,0,0,0,0,13
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,2,1,1,0,0,0,0,6
GUANAY,atencion odontologica,periodoncia,2022-03-01,0,0,2,0,0,0,7,3,0,1,0,0,0,0,13
GUAQUI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,periodoncia,2022-03-01,0,0,3,4,4,7,5,30,2,0,0,0,0,0,55
GUTIERREZ,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HUACARETA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,4,4,0,0,0,0,0,0,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUACHACALLA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,5,14,8,1,0,0,0,0,0,28
HUARACAJE,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,0,1,0,5,0,0,0,0,0,0,7
HUARINA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,3,3,1,0,1,0,0,0,0,8
HUATAJATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
HUAYLLAMARCA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,4,2,1,4,0,0,0,0,11
HUMANATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
ICHOCA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,3,11,1,0,0,0,0,0,17
ICLA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,0,3,8,2,1,0,0,0,0,16
INCAHUASI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,1,7,0,0,0,0,0,0,9
INQUISIVI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,4,7,0,0,0,0,0,0,11
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,15,15,4,1,0,0,0,0,37
IXIAMAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
JESUS DE MACHACA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,3,3,13,6,5,0,0,0,0,30
LA ASUNTA,atencion odontologica,periodoncia,2022-03-01,0,0,0,3,2,14,16,40,0,0,0,0,0,0,75
LA GUARDIA,atencion odontologica,periodoncia,2022-03-01,0,0,2,2,2,8,6,28,3,3,0,0,0,0,54
LA PAZ,atencion odontologica,periodoncia,2022-03-01,0,0,53,49,101,148,575,901,164,141,0,0,0,0,2132
LA RIVERA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7
LAGUNILLAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
LAJA,atencion odontologica,periodoncia,2022-03-01,0,0,1,1,0,4,3,10,1,0,0,0,0,0,20
LAS CARRERAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LICOMA PAMPA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,0,5,0,0,0,0,0,0,7
LLALLAGUA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,2,17,1,3,0,0,0,0,24
LORETO,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,0,1,3,18,0,2,0,0,0,0,25
MACHACAMARCA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,0,1,2,5,3,0,0,0,0,12
MACHARETI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5
MAGDALENA,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,1,2,0,3,1,0,0,0,0,0,8
MAIRANA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,3,3,17,2,0,0,0,0,25
MALLA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
MAPIRI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,4,7,0,0,0,0,0,0,13
MECAPACA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,2,3,3,1,0,0,0,0,0,10
MINEROS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MIZQUE,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,1,2,7,13,0,2,0,0,0,0,26
MOCOMOCO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,2,0,2,0,0,0,0,5
MOJOCOYA,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,6,4,9,14,1,3,0,0,0,0,38
MONTEAGUDO,atencion odontologica,periodoncia,2022-03-01,0,0,1,1,0,8,10,23,1,2,0,0,0,0,46
MONTERO,atencion odontologica,periodoncia,2022-03-01,0,0,9,9,10,31,35,144,12,9,0,0,0,0,259
MORO MORO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,8,15,32,9,9,0,0,0,0,74
OCURI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,8,11,3,3,0,0,0,0,26
OMEREQUE,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ORURO,atencion odontologica,periodoncia,2022-03-01,0,0,4,12,26,30,145,364,30,23,0,0,0,0,634
PADCAYA,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4
PADILLA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,5,7,3,8,1,1,0,0,0,0,25
PAILON,atencion odontologica,periodoncia,2022-03-01,0,0,0,2,2,1,4,14,0,0,0,0,0,0,23
PALCA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,3,8,4,3,0,0,0,0,20
PALOS BLANCOS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,2,2,11,0,1,0,0,0,0,18
PAMPA GRANDE,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
PAPEL PAMPA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,0,3,2,0,1,0,0,0,0,7
PASORAPA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,8,5,2,3,0,0,0,0,18
PATACAMAYA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
PAZÑA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,1,3,8,4,2,0,0,0,0,20
POCOATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,3,0,6,10,2,4,0,0,0,0,25
POCONA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,2,2,5,14,2,0,0,0,0,0,26
POJO (CBBA),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,2,4,0,0,0,0,0,0,8
POOPO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,3,7,10,4,3,0,0,0,0,27
PORCO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9
POROMA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,0,4,2,0,0,0,0,0,0,7
PORONGO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
PORTACHUELO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
PORVENIR,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
POSTRER VALLE,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
POTOSI,atencion odontologica,periodoncia,2022-03-01,0,0,5,0,10,8,50,91,12,5,0,0,0,0,181
PRESTO,atencion odontologica,periodoncia,2022-03-01,0,0,1,3,1,1,4,11,0,1,0,0,0,0,22
PUCARANI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,3,20,0,0,0,0,0,0,23
PUERTO ACOSTA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,0,1,9,0,0,0,0,0,0,11
PUERTO CARABUCO,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,0,4,4,12,1,1,0,0,0,0,23
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,4,4,10,2,0,0,0,0,0,21
PUERTO PEREZ,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
PUERTO RICO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,6,0,0,0,0,0,0,7
PUERTO SUAREZ,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,3,9,0,0,0,0,0,0,12
PUERTO VILLARROEL,atencion odontologica,periodoncia,2022-03-01,0,0,4,11,13,20,31,98,3,6,0,0,0,0,186
PUNA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,3,3,6,11,2,1,0,0,0,0,27
PUNATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,4,2,17,3,4,0,0,0,0,32
QUIABAYA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
QUILLACOLLO,atencion odontologica,periodoncia,2022-03-01,0,0,2,3,8,9,41,120,11,12,0,0,0,0,206
QUIRUSILLAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,5,1,2,0,0,0,0,9
RAVELO,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,2,3,0,3,0,0,0,0,0,0,9
REYES,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,periodoncia,2022-03-01,0,0,2,7,9,35,15,122,8,8,0,0,0,0,206
ROBORE,atencion odontologica,periodoncia,2022-03-01,0,0,2,3,2,8,12,24,1,1,0,0,0,0,53
RURRENABAQUE,atencion odontologica,periodoncia,2022-03-01,0,0,10,6,3,2,4,7,4,0,0,0,0,0,36
SABAYA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,4,1,1,0,0,0,0,7
SACABA,atencion odontologica,periodoncia,2022-03-01,0,0,8,5,18,33,69,158,35,21,0,0,0,0,347
SACABAMBA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,2,3,6,2,4,0,0,0,0,19
SACACA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,7,5,0,0,0,0,0,0,12
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2022-03-01,0,0,0,3,0,0,3,3,4,1,0,0,0,0,14
SAMAIPATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,0,3,17,0,0,0,0,0,0,22
SAN ANDRES,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,3,3,3,6,0,0,0,0,0,0,16
SAN BENITO,atencion odontologica,periodoncia,2022-03-01,0,0,1,3,1,1,3,13,4,3,0,0,0,0,29
SAN BORJA,atencion odontologica,periodoncia,2022-03-01,0,0,28,38,17,29,41,42,1,0,0,0,0,0,196
SAN BUENA VENTURA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
SAN CARLOS,atencion odontologica,periodoncia,2022-03-01,0,0,1,1,1,1,3,5,1,1,0,0,0,0,14
SAN IGNACIO,atencion odontologica,periodoncia,2022-03-01,0,0,0,2,0,1,0,6,1,0,0,0,0,0,10
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAN JAVIER(BNI),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAN JAVIER(STC),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2022-03-01,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,6,5,10,5,1,0,0,0,0,28
SAN JULIAN,atencion odontologica,periodoncia,2022-03-01,0,0,2,4,4,5,22,36,2,4,0,0,0,0,79
SAN LORENZO(TJA),atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,3,7,0,1,0,0,0,0,11
SAN LUCAS,atencion odontologica,periodoncia,2022-03-01,0,0,2,0,3,0,10,25,1,0,0,0,0,0,41
SAN MATIAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,2,8,0,1,0,0,0,0,11
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,3,11,0,0,0,0,0,0,15
SAN PEDRO,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,2,0,11,24,5,1,0,0,0,0,43
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,9,16,9,2,0,0,0,0,37
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
SAN PEDRO DE MACHA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,1,5,6,1,0,0,0,0,0,14
SAN PEDRO DE QUEMES,atencion odontologica,periodoncia,2022-03-01,0,0,1,1,0,4,0,2,1,0,0,0,0,0,9
SAN RAFAEL,atencion odontologica,periodoncia,2022-03-01,0,0,2,1,2,2,4,15,1,2,0,0,0,0,29
SAN RAMON SCZ,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA ANA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2022-03-01,0,0,47,54,112,174,1019,1628,184,203,0,0,0,0,3421
SANTA ROSA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,1,0,4,12,0,1,0,0,0,0,19
SANTIAGO DE CALLAPA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,2,2,2,0,0,0,0,7
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,1,1,7,2,0,0,0,0,12
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTIVAÑES,atencion odontologica,periodoncia,2022-03-01,0,0,0,3,5,0,6,16,4,4,0,0,0,0,38
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,0,5,4,2,0,0,0,0,12
SENA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,0,13,8,0,0,0,0,0,23
SHINAOTA,atencion odontologica,periodoncia,2022-03-01,0,0,0,1,0,2,16,16,1,0,0,0,0,0,36
SICAYA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,7
SIPE SIPE,atencion odontologica,periodoncia,2022-03-01,0,0,5,3,2,15,17,42,4,6,0,0,0,0,94
SOPACHUY,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6
SORACACHI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,3,0,2,6,2,5,0,0,0,0,18
SORATA,atencion odontologica,periodoncia,2022-03-01,0,0,1,0,1,5,7,13,0,2,0,0,0,0,29
SUCRE,atencion odontologica,periodoncia,2022-03-01,0,0,8,6,17,21,129,241,11,18,0,0,0,0,451
TACACHI,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TACACOMA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,5,6,16,0,0,0,0,0,0,27
TACOBAMBA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
TACOPAYA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TAHUA,atencion odontologica,periodoncia,2022-03-01,0,0,0,0,1,2,0,2,1,0,0,0,0,0,6
