,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
AYATA,atencion odontologica,consulta nueva,2022-04-01,22,17,14,26,7,31,49,84,11,8,0,3,0,2,274
AYO AYO,atencion odontologica,consulta nueva,2022-04-01,8,1,39,28,8,25,26,49,8,13,0,0,0,0,205
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2022-04-01,30,33,94,130,24,39,137,207,43,39,0,11,0,10,797
AZURDUY,atencion odontologica,consulta nueva,2022-04-01,0,0,14,22,11,28,41,103,0,0,0,0,0,0,219
BATALLAS,atencion odontologica,consulta nueva,2022-04-01,4,17,31,30,14,27,18,76,17,8,0,5,0,1,248
BAURES,atencion odontologica,consulta nueva,2022-04-01,3,5,7,10,8,3,20,50,4,6,0,0,0,0,116
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2022-04-01,6,5,0,3,2,3,13,14,4,0,0,2,0,0,52
BELEN DE URMIRI,atencion odontologica,consulta nueva,2022-04-01,0,6,0,6,4,7,8,15,8,3,0,0,0,0,57
BELLA FLOR,atencion odontologica,consulta nueva,2022-04-01,0,0,0,2,1,4,2,23,2,1,0,6,0,14,55
BERMEJO,atencion odontologica,consulta nueva,2022-04-01,13,3,45,57,25,27,59,186,15,20,0,10,0,0,460
BETANZOS,atencion odontologica,consulta nueva,2022-04-01,54,76,117,142,45,90,89,287,61,49,0,23,0,9,1042
BOLIVAR,atencion odontologica,consulta nueva,2022-04-01,7,2,15,16,14,22,12,12,11,5,0,0,0,1,117
BOLPEBRA,atencion odontologica,consulta nueva,2022-04-01,0,0,6,2,1,1,0,0,0,0,0,0,0,0,10
BOYUIBE,atencion odontologica,consulta nueva,2022-04-01,13,4,30,20,10,13,13,84,15,3,0,3,0,0,208
BUENA VISTA,atencion odontologica,consulta nueva,2022-04-01,24,17,22,41,5,14,22,58,9,2,0,7,0,11,232
CABEZAS,atencion odontologica,consulta nueva,2022-04-01,61,87,71,102,28,40,50,133,7,15,0,12,0,7,613
CAIROMA,atencion odontologica,consulta nueva,2022-04-01,5,6,52,70,2,11,22,33,1,0,0,0,0,1,203
"CAIZA ""D""",atencion odontologica,consulta nueva,2022-04-01,19,24,34,43,8,21,39,79,15,10,0,12,0,0,304
CAJUATA,atencion odontologica,consulta nueva,2022-04-01,8,19,44,59,7,12,37,79,6,3,0,6,0,0,280
CALACOTO,atencion odontologica,consulta nueva,2022-04-01,7,8,1,5,5,5,2,29,3,7,0,8,0,4,84
CALAMARCA,atencion odontologica,consulta nueva,2022-04-01,16,16,30,32,11,12,20,63,5,8,0,7,0,2,222
CAMARGO,atencion odontologica,consulta nueva,2022-04-01,13,11,121,42,11,30,70,248,7,27,0,37,0,2,619
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2022-04-01,4,0,29,39,7,18,32,80,8,8,0,0,0,0,225
CAMIRI,atencion odontologica,consulta nueva,2022-04-01,25,26,55,61,20,41,54,205,48,28,0,42,0,5,610
CAPINOTA,atencion odontologica,consulta nueva,2022-04-01,48,58,162,99,9,54,93,272,23,28,0,5,0,6,857
CAQUIAVIRI,atencion odontologica,consulta nueva,2022-04-01,21,20,12,26,5,28,48,83,12,6,0,6,0,1,268
CARACOLLO,atencion odontologica,consulta nueva,2022-04-01,45,92,150,195,41,84,109,408,88,68,0,56,0,12,1348
CARANAVI,atencion odontologica,consulta nueva,2022-04-01,126,101,201,167,47,86,182,350,21,13,0,65,0,21,1380
CARANGAS,atencion odontologica,consulta nueva,2022-04-01,0,5,3,4,6,6,4,5,1,1,0,0,0,0,35
CARAPARI,atencion odontologica,consulta nueva,2022-04-01,23,15,134,152,54,43,128,272,25,6,0,3,0,3,858
CARIPUYO,atencion odontologica,consulta nueva,2022-04-01,33,18,23,45,15,41,19,79,3,2,0,17,0,2,297
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2022-04-01,6,9,9,7,0,1,8,37,1,2,0,2,0,2,84
CATACORA,atencion odontologica,consulta nueva,2022-04-01,0,1,2,5,2,5,4,18,2,0,0,0,0,0,39
CHACARILLA,atencion odontologica,consulta nueva,2022-04-01,12,13,22,4,0,14,11,32,7,0,0,3,0,3,121
CHALLAPATA,atencion odontologica,consulta nueva,2022-04-01,59,64,186,150,36,68,86,262,53,45,0,87,0,4,1100
CHAQUI,atencion odontologica,consulta nueva,2022-04-01,16,26,52,37,20,34,27,99,11,12,0,15,0,3,352
CHARAGUA,atencion odontologica,consulta nueva,2022-04-01,26,7,41,31,15,59,45,159,19,24,0,17,0,4,447
CHARAÑA,atencion odontologica,consulta nueva,2022-04-01,4,2,8,13,4,11,9,10,2,1,0,0,0,0,64
CHAYANTA,atencion odontologica,consulta nueva,2022-04-01,33,32,50,61,17,58,56,127,18,17,0,19,0,6,494
CHIMORE,atencion odontologica,consulta nueva,2022-04-01,17,4,58,78,26,77,37,152,10,3,0,16,0,3,481
CHIPAYA,atencion odontologica,consulta nueva,2022-04-01,5,4,33,20,4,16,0,11,3,1,0,0,0,0,97
CHOQUE COTA,atencion odontologica,consulta nueva,2022-04-01,49,38,33,10,27,26,12,29,14,15,0,4,0,0,257
CHUA COCANI,atencion odontologica,consulta nueva,2022-04-01,4,4,10,6,10,12,14,37,10,1,0,2,0,0,110
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2022-04-01,25,14,30,9,6,5,13,41,4,2,0,5,0,0,154
CHUMA,atencion odontologica,consulta nueva,2022-04-01,8,6,34,41,12,60,51,103,12,9,0,3,0,2,341
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2022-04-01,8,15,85,97,13,11,11,38,5,6,0,3,0,3,295
CKOCHAS,atencion odontologica,consulta nueva,2022-04-01,31,16,56,62,27,36,51,141,44,53,0,13,0,11,541
CLIZA,atencion odontologica,consulta nueva,2022-04-01,36,23,51,76,23,44,51,49,36,14,0,6,0,0,409
COBIJA,atencion odontologica,consulta nueva,2022-04-01,257,230,201,211,59,112,213,589,57,31,0,154,0,90,2204
COCAPATA,atencion odontologica,consulta nueva,2022-04-01,63,43,57,65,30,68,41,99,6,3,0,9,0,6,490
COCHABAMBA,atencion odontologica,consulta nueva,2022-04-01,628,724,1321,1478,489,790,1801,4104,758,686,0,352,0,56,13187
COIPASA,atencion odontologica,consulta nueva,2022-04-01,0,9,14,10,0,4,7,17,15,18,0,1,0,0,95
COLCAPIRHUA,atencion odontologica,consulta nueva,2022-04-01,81,57,184,190,65,93,212,593,47,30,0,16,0,3,1571
"COLCHA ""K""",atencion odontologica,consulta nueva,2022-04-01,3,5,20,32,8,19,23,71,12,8,0,2,0,0,203
COLLANA,atencion odontologica,consulta nueva,2022-04-01,11,11,25,17,29,12,16,39,14,7,0,0,0,0,181
COLOMI,atencion odontologica,consulta nueva,2022-04-01,18,32,30,71,29,42,19,73,12,5,0,4,0,0,335
COLPA BELGICA,atencion odontologica,consulta nueva,2022-04-01,3,3,37,35,15,12,37,64,4,7,0,2,0,0,219
COLQUECHACA,atencion odontologica,consulta nueva,2022-04-01,21,23,42,49,19,47,58,170,13,18,0,7,0,6,473
COLQUENCHA,atencion odontologica,consulta nueva,2022-04-01,33,34,57,49,24,31,28,86,5,1,0,11,0,1,360
COLQUIRI,atencion odontologica,consulta nueva,2022-04-01,24,16,45,42,20,28,46,124,16,15,0,21,0,1,398
COMANCHE,atencion odontologica,consulta nueva,2022-04-01,1,0,0,4,0,4,4,8,1,0,0,2,0,0,24
COMARAPA,atencion odontologica,consulta nueva,2022-04-01,34,47,97,102,20,73,60,169,23,19,0,1,0,15,660
COMBAYA,atencion odontologica,consulta nueva,2022-04-01,1,4,10,14,4,5,12,48,2,4,0,2,0,3,109
CONCEPCION,atencion odontologica,consulta nueva,2022-04-01,5,5,2,0,0,3,0,7,0,1,0,7,0,3,33
COPACABANA,atencion odontologica,consulta nueva,2022-04-01,5,4,10,8,4,17,22,15,1,1,0,4,0,0,91
CORIPATA,atencion odontologica,consulta nueva,2022-04-01,23,8,26,24,10,4,5,22,0,1,0,1,0,0,124
CORO CORO,atencion odontologica,consulta nueva,2022-04-01,9,24,47,46,5,30,28,55,13,6,0,1,0,0,264
COROICO,atencion odontologica,consulta nueva,2022-04-01,14,27,51,47,13,54,88,203,19,5,0,25,0,18,564
CORQUE,atencion odontologica,consulta nueva,2022-04-01,20,20,127,169,12,42,17,70,22,17,0,7,0,1,524
COTAGAITA,atencion odontologica,consulta nueva,2022-04-01,42,73,122,187,69,121,190,418,61,69,0,21,0,16,1389
COTOCA,atencion odontologica,consulta nueva,2022-04-01,162,112,122,120,25,80,71,181,29,22,0,4,0,3,931
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2022-04-01,6,3,0,0,0,0,0,5,0,0,0,0,0,0,14
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2022-04-01,50,46,49,79,8,35,32,108,21,8,0,6,0,0,442
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2022-04-01,3,8,94,61,0,2,21,13,1,3,0,0,0,0,206
CUEVO,atencion odontologica,consulta nueva,2022-04-01,1,5,9,9,5,9,10,42,9,6,0,2,0,1,108
CULPINA,atencion odontologica,consulta nueva,2022-04-01,17,8,16,32,6,15,22,70,7,12,0,7,0,0,212
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2022-04-01,23,8,44,32,28,18,27,79,19,17,0,0,0,0,295
CURVA,atencion odontologica,consulta nueva,2022-04-01,8,6,7,6,9,14,18,31,1,0,0,0,0,11,111
DESAGUADERO,atencion odontologica,consulta nueva,2022-04-01,15,9,19,36,10,17,18,38,16,10,0,6,0,5,199
EL ALTO,atencion odontologica,consulta nueva,2022-04-01,1164,1213,1614,1703,424,715,1074,3151,234,204,0,831,0,90,12417
EL CHORO,atencion odontologica,consulta nueva,2022-04-01,18,12,75,122,20,20,30,87,26,33,0,13,0,2,458
EL PUENTE(STC),atencion odontologica,consulta nueva,2022-04-01,15,14,66,104,16,55,63,144,10,39,0,7,0,3,536
EL PUENTE(TJA),atencion odontologica,consulta nueva,2022-04-01,4,6,35,46,20,27,47,156,11,21,0,2,0,0,375
EL TORNO,atencion odontologica,consulta nueva,2022-04-01,324,244,171,127,58,59,50,268,124,185,0,99,0,58,1767
EL VILLAR,atencion odontologica,consulta nueva,2022-04-01,3,0,25,26,9,20,32,81,9,2,0,1,0,0,208
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2022-04-01,20,28,57,60,27,36,73,220,10,10,0,7,0,0,548
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2022-04-01,90,27,144,204,59,93,92,289,17,12,0,46,0,43,1116
ESCARA,atencion odontologica,consulta nueva,2022-04-01,0,0,1,1,2,1,2,0,1,0,0,0,0,0,8
ESCOMA,atencion odontologica,consulta nueva,2022-04-01,4,2,10,13,13,10,15,32,8,5,0,1,0,1,114
ESMERALDA,atencion odontologica,consulta nueva,2022-04-01,0,0,5,0,0,0,0,3,4,5,0,0,0,0,17
EUCALIPTUS,atencion odontologica,consulta nueva,2022-04-01,2,10,15,20,0,17,36,67,10,14,0,2,0,0,193
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2022-04-01,82,85,139,127,46,60,61,247,35,16,0,58,0,4,960
FILADELFIA,atencion odontologica,consulta nueva,2022-04-01,78,82,25,57,4,18,13,44,14,2,0,15,0,2,354
GAIOC JATUN AYLLU YURA,atencion odontologica,consulta nueva,2022-04-01,16,14,11,17,8,12,7,66,5,9,0,4,0,4,173
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2022-04-01,14,11,34,22,8,28,24,114,4,14,0,9,0,3,285
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2022-04-01,21,23,44,29,26,22,49,98,16,25,0,5,0,1,359
GUANAY,atencion odontologica,consulta nueva,2022-04-01,13,20,154,141,5,9,30,55,7,11,0,0,0,1,446
GUAQUI,atencion odontologica,consulta nueva,2022-04-01,14,7,41,51,9,18,21,77,18,31,0,9,0,1,297
GUAYARAMERIN,atencion odontologica,consulta nueva,2022-04-01,40,51,85,62,12,32,42,118,18,6,0,36,0,3,505
GUTIERREZ,atencion odontologica,consulta nueva,2022-04-01,13,15,47,52,26,34,35,108,36,22,0,11,0,0,399
HUACARETA,atencion odontologica,consulta nueva,2022-04-01,1,6,11,39,6,22,68,111,6,17,0,3,0,0,290
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2022-04-01,6,0,20,16,5,5,11,30,0,0,0,3,0,0,96
HUACHACALLA,atencion odontologica,consulta nueva,2022-04-01,5,3,7,5,4,3,10,17,3,3,0,0,0,0,60
HUANUNI,atencion odontologica,consulta nueva,2022-04-01,47,30,64,91,32,40,90,208,12,10,0,13,0,4,641
HUARACAJE,atencion odontologica,consulta nueva,2022-04-01,1,1,8,26,4,17,17,54,2,6,0,0,0,0,136
HUARINA,atencion odontologica,consulta nueva,2022-04-01,10,5,5,24,14,13,16,33,18,12,0,2,0,2,154
HUATAJATA,atencion odontologica,consulta nueva,2022-04-01,6,4,19,22,4,15,23,47,16,9,0,4,0,7,176
HUAYLLAMARCA,atencion odontologica,consulta nueva,2022-04-01,16,33,23,59,7,22,22,51,6,16,0,3,0,0,258
HUMANATA,atencion odontologica,consulta nueva,2022-04-01,1,4,13,10,3,9,12,18,4,4,0,1,0,3,82
ICHOCA,atencion odontologica,consulta nueva,2022-04-01,4,21,61,85,11,50,61,83,15,38,0,11,0,7,447
ICLA,atencion odontologica,consulta nueva,2022-04-01,60,47,23,43,25,31,42,142,7,9,0,6,0,1,436
INCAHUASI,atencion odontologica,consulta nueva,2022-04-01,10,7,34,59,26,18,70,141,2,6,0,0,0,0,373
INQUISIVI,atencion odontologica,consulta nueva,2022-04-01,32,14,67,37,9,37,45,111,23,21,0,8,0,2,406
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2022-04-01,37,89,131,213,15,68,124,161,22,9,0,15,0,12,896
IXIAMAS,atencion odontologica,consulta nueva,2022-04-01,8,6,49,40,6,44,15,69,7,3,0,17,0,0,264
JESUS DE MACHACA,atencion odontologica,consulta nueva,2022-04-01,26,18,43,52,31,66,36,86,28,24,0,7,0,5,422
LA ASUNTA,atencion odontologica,consulta nueva,2022-04-01,144,163,481,491,76,140,179,399,17,10,0,119,0,26,2245
LA GUARDIA,atencion odontologica,consulta nueva,2022-04-01,23,23,36,27,3,17,18,100,7,6,0,5,0,4,269
LA PAZ,atencion odontologica,consulta nueva,2022-04-01,1327,1387,1946,1998,504,842,2525,4833,814,795,0,624,0,109,17704
LA RIVERA,atencion odontologica,consulta nueva,2022-04-01,1,4,14,5,0,0,1,20,0,0,0,4,0,2,51
LAGUNILLAS,atencion odontologica,consulta nueva,2022-04-01,79,54,16,29,8,14,22,42,15,13,0,2,0,0,294
LAJA,atencion odontologica,consulta nueva,2022-04-01,118,75,101,79,22,46,39,187,37,19,0,44,0,4,771
LAS CARRERAS,atencion odontologica,consulta nueva,2022-04-01,2,5,13,25,5,7,34,69,7,9,0,6,0,0,182
LICOMA PAMPA,atencion odontologica,consulta nueva,2022-04-01,4,18,152,120,19,15,23,22,3,6,0,2,0,0,384
LLALLAGUA,atencion odontologica,consulta nueva,2022-04-01,117,98,154,143,15,59,77,295,7,13,0,15,0,5,998
LLICA,atencion odontologica,consulta nueva,2022-04-01,4,4,1,5,0,8,17,28,6,3,0,3,0,0,79
LORETO,atencion odontologica,consulta nueva,2022-04-01,2,1,11,12,9,8,10,20,1,0,0,1,0,0,75
LURIBAY,atencion odontologica,consulta nueva,2022-04-01,3,18,48,42,6,6,24,108,9,1,0,9,0,0,274
MACHACAMARCA,atencion odontologica,consulta nueva,2022-04-01,6,4,21,47,15,15,45,81,17,23,0,11,0,0,285
MACHARETI,atencion odontologica,consulta nueva,2022-04-01,12,15,47,65,19,16,9,74,6,8,0,0,0,1,272
MAGDALENA,atencion odontologica,consulta nueva,2022-04-01,2,4,11,9,3,8,21,43,9,6,0,5,0,0,121
MAIRANA,atencion odontologica,consulta nueva,2022-04-01,28,29,51,59,11,47,25,100,14,10,0,19,0,11,404
MALLA,atencion odontologica,consulta nueva,2022-04-01,16,10,52,51,17,27,16,30,5,4,0,4,0,0,232
MAPIRI,atencion odontologica,consulta nueva,2022-04-01,22,10,55,50,0,17,33,82,4,6,0,0,0,7,286
MECAPACA,atencion odontologica,consulta nueva,2022-04-01,39,34,59,95,60,65,65,143,8,6,0,10,0,0,584
MINEROS,atencion odontologica,consulta nueva,2022-04-01,43,40,76,74,3,10,3,48,6,6,0,16,0,0,325
MIZQUE,atencion odontologica,consulta nueva,2022-04-01,72,84,191,180,46,82,149,300,31,35,0,1,0,0,1171
MOCOMOCO,atencion odontologica,consulta nueva,2022-04-01,7,17,84,76,32,57,75,87,28,26,0,3,0,0,492
MOJINETE,atencion odontologica,consulta nueva,2022-04-01,2,1,13,10,0,0,3,12,1,7,0,0,0,0,49
MOJOCOYA,atencion odontologica,consulta nueva,2022-04-01,4,25,24,33,29,25,43,175,15,10,0,1,0,0,384
MONTEAGUDO,atencion odontologica,consulta nueva,2022-04-01,33,29,155,188,53,72,154,321,23,22,0,5,0,0,1055
MONTERO,atencion odontologica,consulta nueva,2022-04-01,465,451,527,516,103,186,234,749,65,66,0,192,0,11,3565
MORO MORO,atencion odontologica,consulta nueva,2022-04-01,7,15,12,9,4,4,10,47,6,4,0,2,0,0,120
MOROCHATA,atencion odontologica,consulta nueva,2022-04-01,7,12,82,96,65,92,86,173,43,36,0,7,0,0,699
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2022-04-01,18,10,37,34,0,14,10,24,4,2,0,0,0,0,153
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2022-04-01,2,0,6,3,2,1,1,2,1,4,0,1,0,0,23
OCURI,atencion odontologica,consulta nueva,2022-04-01,85,85,149,157,28,99,67,180,58,48,0,30,0,8,994
OKINAWA,atencion odontologica,consulta nueva,2022-04-01,0,4,12,8,3,4,5,42,8,0,0,0,0,0,86
OMEREQUE,atencion odontologica,consulta nueva,2022-04-01,0,1,6,13,1,4,2,13,2,2,0,0,0,0,44
ORURO,atencion odontologica,consulta nueva,2022-04-01,655,695,1415,1739,434,574,1518,3546,385,321,0,566,0,146,11994
PADCAYA,atencion odontologica,consulta nueva,2022-04-01,4,8,63,82,27,29,60,173,11,12,0,1,0,0,470
PADILLA,atencion odontologica,consulta nueva,2022-04-01,35,12,42,63,14,55,86,171,35,16,0,4,0,0,533
PAILON,atencion odontologica,consulta nueva,2022-04-01,15,11,28,74,63,39,38,185,23,12,0,4,0,10,502
PALCA,atencion odontologica,consulta nueva,2022-04-01,50,53,59,74,22,49,60,176,42,42,0,4,0,10,641
PALOS BLANCOS,atencion odontologica,consulta nueva,2022-04-01,28,32,127,170,16,32,54,121,21,15,0,12,0,4,632
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2022-04-01,0,19,53,49,0,4,16,33,2,1,0,11,0,0,188
PAMPA GRANDE,atencion odontologica,consulta nueva,2022-04-01,5,4,19,13,6,16,6,29,0,0,0,0,0,0,98
PAPEL PAMPA,atencion odontologica,consulta nueva,2022-04-01,21,14,31,40,4,11,27,46,16,13,0,5,0,5,233
PASORAPA,atencion odontologica,consulta nueva,2022-04-01,0,16,38,39,16,25,22,102,14,5,0,5,0,0,282
PATACAMAYA,atencion odontologica,consulta nueva,2022-04-01,77,76,120,146,13,40,64,126,15,10,0,16,0,23,726
PAZÑA,atencion odontologica,consulta nueva,2022-04-01,21,16,47,45,12,23,42,55,12,9,0,13,0,0,295
PELECHUCO,atencion odontologica,consulta nueva,2022-04-01,9,8,18,12,11,1,21,42,6,6,0,0,0,0,134
POCOATA,atencion odontologica,consulta nueva,2022-04-01,36,56,116,183,39,81,51,190,20,40,0,28,0,5,845
POCONA,atencion odontologica,consulta nueva,2022-04-01,12,21,157,152,14,24,52,110,3,7,0,6,0,3,561
POJO (CBBA),atencion odontologica,consulta nueva,2022-04-01,20,32,42,51,16,37,32,79,18,8,0,10,0,2,347
POOPO,atencion odontologica,consulta nueva,2022-04-01,27,21,47,51,15,23,48,98,22,30,0,11,0,0,393
PORCO,atencion odontologica,consulta nueva,2022-04-01,39,30,7,13,4,29,3,74,3,6,0,41,0,8,257
POROMA,atencion odontologica,consulta nueva,2022-04-01,14,26,202,189,13,29,53,71,10,11,0,1,0,0,619
PORONGO,atencion odontologica,consulta nueva,2022-04-01,26,34,35,60,18,17,35,78,8,4,0,9,0,2,326
PORTACHUELO,atencion odontologica,consulta nueva,2022-04-01,1,2,3,5,1,2,6,12,4,3,0,4,0,3,46
PORVENIR,atencion odontologica,consulta nueva,2022-04-01,13,7,32,39,11,17,21,73,4,4,0,15,0,3,239
POSTRER VALLE,atencion odontologica,consulta nueva,2022-04-01,11,14,15,16,0,16,13,34,7,4,0,2,0,2,134
POTOSI,atencion odontologica,consulta nueva,2022-04-01,257,297,438,583,145,259,474,1400,154,88,0,151,0,31,4277
PRESTO,atencion odontologica,consulta nueva,2022-04-01,18,14,142,153,72,64,79,183,30,6,0,24,0,0,785
PUCARA,atencion odontologica,consulta nueva,2022-04-01,2,3,4,0,2,0,2,20,1,1,0,0,0,0,35
PUCARANI,atencion odontologica,consulta nueva,2022-04-01,42,55,109,114,35,82,77,189,39,18,0,16,0,1,777
PUERTO ACOSTA,atencion odontologica,consulta nueva,2022-04-01,12,9,37,23,19,16,18,45,13,9,0,1,0,0,202
PUERTO CARABUCO,atencion odontologica,consulta nueva,2022-04-01,7,6,25,39,10,40,38,77,10,10,0,5,0,1,268
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2022-04-01,19,27,41,57,15,26,26,99,13,1,0,6,0,0,330
PUERTO PEREZ,atencion odontologica,consulta nueva,2022-04-01,0,4,2,1,0,3,4,14,8,2,0,4,0,0,42
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2022-04-01,39,32,28,35,22,14,32,56,38,55,0,1,0,0,352
PUERTO RICO,atencion odontologica,consulta nueva,2022-04-01,16,11,41,41,17,32,45,70,1,2,0,6,0,8,290
PUERTO SUAREZ,atencion odontologica,consulta nueva,2022-04-01,4,4,22,16,13,8,21,67,6,4,0,4,0,2,171
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2022-04-01,81,157,196,266,72,147,175,596,19,16,0,30,0,26,1781
PUNA,atencion odontologica,consulta nueva,2022-04-01,32,21,27,33,20,43,61,147,26,32,0,9,0,7,458
PUNATA,atencion odontologica,consulta nueva,2022-04-01,43,48,128,98,37,97,99,298,39,50,0,12,0,2,951
QUIABAYA,atencion odontologica,consulta nueva,2022-04-01,7,5,5,10,2,10,16,25,1,0,0,1,0,0,82
QUILLACOLLO,atencion odontologica,consulta nueva,2022-04-01,217,256,481,516,192,245,384,1270,169,143,0,104,0,34,4011
QUIME,atencion odontologica,consulta nueva,2022-04-01,18,10,17,21,7,14,22,79,6,4,0,0,0,0,198
QUIRUSILLAS,atencion odontologica,consulta nueva,2022-04-01,17,19,31,43,6,10,17,52,4,5,0,8,0,1,213
RAVELO,atencion odontologica,consulta nueva,2022-04-01,77,53,179,155,36,68,100,281,114,149,0,20,0,6,1238
REYES,atencion odontologica,consulta nueva,2022-04-01,12,4,60,42,9,4,7,8,8,9,0,0,0,0,163
RIBERALTA,atencion odontologica,consulta nueva,2022-04-01,198,182,193,136,101,176,61,359,33,10,0,152,0,55,1656
ROBORE,atencion odontologica,consulta nueva,2022-04-01,20,25,17,29,10,3,43,68,3,2,0,2,0,2,224
RURRENABAQUE,atencion odontologica,consulta nueva,2022-04-01,11,17,29,36,8,12,25,63,21,9,0,6,0,2,239
SABAYA,atencion odontologica,consulta nueva,2022-04-01,13,6,32,35,4,13,26,53,9,10,0,3,0,0,204
SACABA,atencion odontologica,consulta nueva,2022-04-01,272,294,461,702,211,370,464,1115,162,135,0,44,0,0,4230
SACABAMBA,atencion odontologica,consulta nueva,2022-04-01,0,0,12,4,3,5,12,14,8,15,0,0,0,0,73
SACACA,atencion odontologica,consulta nueva,2022-04-01,10,31,33,38,27,57,55,105,23,11,0,7,0,7,404
SAIPINA,atencion odontologica,consulta nueva,2022-04-01,31,20,7,15,5,12,19,24,2,0,0,24,0,11,170
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2022-04-01,81,96,131,151,12,68,59,161,47,89,0,17,0,11,923
SAMAIPATA,atencion odontologica,consulta nueva,2022-04-01,25,10,70,80,19,26,51,176,11,13,0,28,0,5,514
SAN AGUSTIN,atencion odontologica,consulta nueva,2022-04-01,1,0,2,4,3,1,9,9,2,2,0,0,0,0,33
SAN ANDRES,atencion odontologica,consulta nueva,2022-04-01,7,19,28,19,6,36,24,38,9,1,0,9,0,1,197
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2022-04-01,14,11,18,25,9,10,23,36,21,20,0,6,0,0,193
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2022-04-01,0,0,43,31,25,28,4,4,0,0,0,0,0,2,137
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2022-04-01,2,5,7,6,3,4,10,17,17,0,0,1,0,0,72
SAN BENITO,atencion odontologica,consulta nueva,2022-04-01,50,55,104,77,32,84,83,169,49,32,0,9,0,7,751
SAN BORJA,atencion odontologica,consulta nueva,2022-04-01,18,27,132,173,52,123,106,228,20,4,0,15,0,5,903
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2022-04-01,14,7,9,12,7,13,11,50,6,3,0,4,0,0,136
SAN CARLOS,atencion odontologica,consulta nueva,2022-04-01,8,15,19,17,22,16,12,24,10,10,0,8,0,13,174
SAN IGNACIO,atencion odontologica,consulta nueva,2022-04-01,28,47,102,131,44,26,65,160,8,14,0,7,0,0,632
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2022-04-01,97,83,43,26,18,25,26,100,28,26,0,22,0,32,526
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2022-04-01,5,5,7,6,1,3,2,7,2,0,0,5,0,0,43
SAN JAVIER(STC),atencion odontologica,consulta nueva,2022-04-01,36,37,8,13,0,0,11,20,21,10,0,24,0,0,180
SAN JOAQUIN,atencion odontologica,consulta nueva,2022-04-01,0,1,7,3,1,3,4,4,2,5,0,0,0,0,30
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2022-04-01,5,3,18,37,9,10,16,37,9,3,0,0,0,0,147
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2022-04-01,12,11,9,19,3,7,19,48,31,37,0,0,0,0,196
SAN JULIAN,atencion odontologica,consulta nueva,2022-04-01,68,92,96,139,40,69,131,362,27,38,0,42,0,6,1110
SAN LORENZO(PND),atencion odontologica,consulta nueva,2022-04-01,28,16,30,27,1,1,1,0,0,0,0,0,0,0,104
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2022-04-01,31,12,90,58,30,62,81,231,28,30,0,2,0,4,659
SAN LUCAS,atencion odontologica,consulta nueva,2022-04-01,34,40,102,73,45,87,107,318,23,17,0,34,0,0,880
