,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
COMBAYA,atencion odontologica,medidas preventivas,2022-03-01,0,1,1,3,0,1,0,1,0,0,0,0,0,0,7
CONCEPCION,atencion odontologica,medidas preventivas,2022-03-01,2,0,0,3,0,1,0,4,0,0,0,0,0,0,10
COPACABANA,atencion odontologica,medidas preventivas,2022-03-01,8,6,18,9,4,1,3,5,1,0,0,0,0,0,55
CORIPATA,atencion odontologica,medidas preventivas,2022-03-01,4,3,3,5,1,7,2,4,0,0,0,0,0,0,29
CORO CORO,atencion odontologica,medidas preventivas,2022-03-01,12,27,40,29,2,5,24,42,4,4,0,0,0,0,189
COROICO,atencion odontologica,medidas preventivas,2022-03-01,2,10,0,1,0,0,0,1,0,1,0,0,0,0,15
CORQUE,atencion odontologica,medidas preventivas,2022-03-01,11,8,56,75,5,7,4,24,7,3,0,0,0,0,200
COTAGAITA,atencion odontologica,medidas preventivas,2022-03-01,40,32,58,74,14,25,43,52,6,8,0,0,0,0,352
COTOCA,atencion odontologica,medidas preventivas,2022-03-01,58,15,9,8,1,6,3,15,0,0,0,0,0,0,115
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2022-03-01,4,1,0,7,0,0,0,4,2,0,0,0,0,0,18
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2022-03-01,26,13,23,21,4,5,4,17,0,0,0,0,0,0,113
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2022-03-01,5,1,2,1,0,2,4,7,0,3,0,0,0,0,25
CUEVO,atencion odontologica,medidas preventivas,2022-03-01,1,5,0,0,0,2,1,5,0,0,0,0,0,0,14
CULPINA,atencion odontologica,medidas preventivas,2022-03-01,7,0,1,4,3,2,1,3,1,0,0,0,0,0,22
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2022-03-01,22,23,72,78,0,6,2,15,2,0,0,0,0,0,220
CURVA,atencion odontologica,medidas preventivas,2022-03-01,1,10,2,4,1,0,1,3,0,3,0,0,0,0,25
DESAGUADERO,atencion odontologica,medidas preventivas,2022-03-01,1,0,43,36,0,1,0,5,3,1,0,0,0,0,90
EL ALTO,atencion odontologica,medidas preventivas,2022-03-01,651,749,986,1049,298,310,613,1714,149,102,0,0,0,0,6621
EL CHORO,atencion odontologica,medidas preventivas,2022-03-01,7,9,22,16,4,2,6,13,10,14,0,0,0,0,103
EL PUENTE(STC),atencion odontologica,medidas preventivas,2022-03-01,23,22,38,50,20,32,29,80,8,0,0,0,0,0,302
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2022-03-01,4,3,1,6,0,6,4,4,0,0,0,0,0,0,28
EL TORNO,atencion odontologica,medidas preventivas,2022-03-01,357,357,121,115,0,7,11,47,2,3,0,0,0,0,1020
EL VILLAR,atencion odontologica,medidas preventivas,2022-03-01,5,3,9,11,0,0,2,1,0,0,0,0,0,0,31
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2022-03-01,9,4,27,23,1,3,7,10,0,1,0,0,0,0,85
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2022-03-01,40,51,24,44,18,35,22,67,6,1,0,0,0,0,308
ESCARA,atencion odontologica,medidas preventivas,2022-03-01,0,7,6,0,0,0,1,1,2,1,0,0,0,0,18
ESCOMA,atencion odontologica,medidas preventivas,2022-03-01,1,0,3,1,1,0,2,3,0,0,0,0,0,0,11
ESMERALDA,atencion odontologica,medidas preventivas,2022-03-01,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
EUCALIPTUS,atencion odontologica,medidas preventivas,2022-03-01,4,6,6,12,4,0,0,6,0,0,0,0,0,0,38
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2022-03-01,9,14,28,26,13,14,10,55,2,4,0,0,0,0,175
FILADELFIA,atencion odontologica,medidas preventivas,2022-03-01,27,17,3,10,0,8,2,13,1,1,0,0,0,0,82
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2022-03-01,9,0,4,6,0,4,1,2,0,0,0,0,0,0,26
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2022-03-01,11,12,60,45,9,17,7,14,4,1,0,0,0,0,180
GUANAY,atencion odontologica,medidas preventivas,2022-03-01,43,36,48,68,0,8,5,4,0,2,0,0,0,0,214
GUAQUI,atencion odontologica,medidas preventivas,2022-03-01,9,7,2,1,1,2,4,7,22,21,0,0,0,0,76
GUAYARAMERIN,atencion odontologica,medidas preventivas,2022-03-01,9,16,25,24,12,7,5,26,0,0,0,0,0,0,124
GUTIERREZ,atencion odontologica,medidas preventivas,2022-03-01,10,8,3,2,3,3,5,5,2,7,0,0,0,0,48
HUACARETA,atencion odontologica,medidas preventivas,2022-03-01,9,12,4,1,0,1,3,9,0,0,0,0,0,0,39
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2022-03-01,0,0,2,2,0,0,1,0,0,0,0,0,0,0,5
HUACHACALLA,atencion odontologica,medidas preventivas,2022-03-01,0,0,9,4,0,0,0,2,0,0,0,0,0,0,15
HUANUNI,atencion odontologica,medidas preventivas,2022-03-01,12,36,36,48,11,26,40,78,14,13,0,0,0,0,314
HUARACAJE,atencion odontologica,medidas preventivas,2022-03-01,0,3,8,13,2,3,0,4,0,1,0,0,0,0,34
HUARINA,atencion odontologica,medidas preventivas,2022-03-01,3,5,0,1,0,0,0,10,6,1,0,0,0,0,26
HUATAJATA,atencion odontologica,medidas preventivas,2022-03-01,6,6,43,50,0,1,0,2,2,0,0,0,0,0,110
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2022-03-01,18,11,21,20,2,12,6,18,5,6,0,0,0,0,119
HUMANATA,atencion odontologica,medidas preventivas,2022-03-01,6,17,38,12,19,27,31,52,24,29,0,0,0,0,255
ICHOCA,atencion odontologica,medidas preventivas,2022-03-01,10,10,10,7,4,0,2,5,4,0,0,0,0,0,52
ICLA,atencion odontologica,medidas preventivas,2022-03-01,65,60,0,4,2,4,0,1,1,0,0,0,0,0,137
INCAHUASI,atencion odontologica,medidas preventivas,2022-03-01,0,0,2,0,0,1,1,4,0,0,0,0,0,0,8
INQUISIVI,atencion odontologica,medidas preventivas,2022-03-01,12,10,5,5,0,4,1,0,0,0,0,0,0,0,37
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2022-03-01,50,62,31,31,5,20,2,6,0,0,0,0,0,0,207
IXIAMAS,atencion odontologica,medidas preventivas,2022-03-01,0,1,2,1,1,3,2,8,0,0,0,0,0,0,18
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2022-03-01,18,16,17,4,0,1,3,6,10,10,0,0,0,0,85
LA ASUNTA,atencion odontologica,medidas preventivas,2022-03-01,64,67,242,323,24,49,29,92,1,0,0,0,0,0,891
LA GUARDIA,atencion odontologica,medidas preventivas,2022-03-01,60,57,115,79,11,22,24,139,27,22,0,0,0,0,556
LA PAZ,atencion odontologica,medidas preventivas,2022-03-01,1217,1422,2687,3081,507,650,1532,2307,649,555,0,0,0,0,14607
LA RIVERA,atencion odontologica,medidas preventivas,2022-03-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
LAGUNILLAS,atencion odontologica,medidas preventivas,2022-03-01,0,4,0,6,0,1,2,0,0,0,0,0,0,0,13
LAJA,atencion odontologica,medidas preventivas,2022-03-01,19,31,3,12,1,13,7,9,1,0,0,0,0,0,96
LAS CARRERAS,atencion odontologica,medidas preventivas,2022-03-01,2,6,2,0,0,0,0,0,0,0,0,0,0,0,10
LICOMA PAMPA,atencion odontologica,medidas preventivas,2022-03-01,22,21,46,48,1,0,1,1,0,0,0,0,0,0,140
LLALLAGUA,atencion odontologica,medidas preventivas,2022-03-01,60,71,58,39,13,15,44,54,19,23,0,0,0,0,396
LLICA,atencion odontologica,medidas preventivas,2022-03-01,13,4,0,0,0,0,0,1,0,0,0,0,0,0,18
LORETO,atencion odontologica,medidas preventivas,2022-03-01,0,2,3,3,0,0,0,0,0,0,0,0,0,0,8
LURIBAY,atencion odontologica,medidas preventivas,2022-03-01,8,3,5,14,0,2,6,21,1,2,0,0,0,0,62
MACHACAMARCA,atencion odontologica,medidas preventivas,2022-03-01,3,3,12,6,1,5,1,9,10,10,0,0,0,0,60
MACHARETI,atencion odontologica,medidas preventivas,2022-03-01,7,8,4,0,0,1,1,10,0,1,0,0,0,0,32
MAGDALENA,atencion odontologica,medidas preventivas,2022-03-01,4,2,4,5,0,3,0,0,0,0,0,0,0,0,18
MAIRANA,atencion odontologica,medidas preventivas,2022-03-01,19,27,52,48,8,17,22,49,11,8,0,0,0,0,261
MALLA,atencion odontologica,medidas preventivas,2022-03-01,2,4,19,19,0,3,1,2,1,1,0,0,0,0,52
MAPIRI,atencion odontologica,medidas preventivas,2022-03-01,8,3,5,6,0,5,0,2,0,0,0,0,0,0,29
MECAPACA,atencion odontologica,medidas preventivas,2022-03-01,11,6,9,12,0,1,10,1,1,0,0,0,0,0,51
MINEROS,atencion odontologica,medidas preventivas,2022-03-01,61,54,37,48,0,12,1,24,0,1,0,0,0,0,238
MIZQUE,atencion odontologica,medidas preventivas,2022-03-01,5,19,24,20,7,16,13,27,2,5,0,0,0,0,138
MOCOMOCO,atencion odontologica,medidas preventivas,2022-03-01,8,16,22,23,0,2,9,11,2,1,0,0,0,0,94
MOJINETE,atencion odontologica,medidas preventivas,2022-03-01,1,3,2,5,3,2,1,5,1,4,0,0,0,0,27
MOJOCOYA,atencion odontologica,medidas preventivas,2022-03-01,4,8,4,3,9,12,11,23,7,0,0,0,0,0,81
MONTEAGUDO,atencion odontologica,medidas preventivas,2022-03-01,8,11,47,53,5,29,22,59,7,3,0,0,0,0,244
MONTERO,atencion odontologica,medidas preventivas,2022-03-01,147,151,86,118,15,29,61,111,14,8,0,0,0,0,740
MORO MORO,atencion odontologica,medidas preventivas,2022-03-01,1,2,0,0,0,2,1,1,0,0,0,0,0,0,7
MOROCHATA,atencion odontologica,medidas preventivas,2022-03-01,13,3,67,60,8,61,31,50,9,9,0,0,0,0,311
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2022-03-01,51,60,41,35,0,0,0,1,0,0,0,0,0,0,188
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2022-03-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,medidas preventivas,2022-03-01,88,73,46,60,10,20,5,29,39,38,0,0,0,0,408
OKINAWA,atencion odontologica,medidas preventivas,2022-03-01,0,1,0,0,0,1,1,3,0,0,0,0,0,0,6
OMEREQUE,atencion odontologica,medidas preventivas,2022-03-01,1,1,14,17,0,12,2,9,0,0,0,0,0,0,56
ORURO,atencion odontologica,medidas preventivas,2022-03-01,285,293,485,577,139,208,367,619,112,67,0,0,0,0,3152
PADCAYA,atencion odontologica,medidas preventivas,2022-03-01,15,7,3,6,1,3,3,5,0,0,0,0,0,0,43
PADILLA,atencion odontologica,medidas preventivas,2022-03-01,1,0,12,3,2,4,4,3,0,1,0,0,0,0,30
PAILON,atencion odontologica,medidas preventivas,2022-03-01,15,9,21,12,3,19,13,58,5,1,0,0,0,0,156
PALCA,atencion odontologica,medidas preventivas,2022-03-01,22,27,12,16,2,6,10,32,9,4,0,0,0,0,140
PALOS BLANCOS,atencion odontologica,medidas preventivas,2022-03-01,30,35,78,77,3,9,14,42,4,9,0,0,0,0,301
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2022-03-01,8,6,0,1,0,1,0,1,0,0,0,0,0,0,17
PAMPA GRANDE,atencion odontologica,medidas preventivas,2022-03-01,3,3,2,0,0,0,0,5,0,0,0,0,0,0,13
PAPEL PAMPA,atencion odontologica,medidas preventivas,2022-03-01,4,4,0,5,0,0,2,7,0,0,0,0,0,0,22
PASORAPA,atencion odontologica,medidas preventivas,2022-03-01,7,2,11,17,11,3,7,9,2,0,0,0,0,0,69
PATACAMAYA,atencion odontologica,medidas preventivas,2022-03-01,23,44,24,52,6,19,1,76,1,0,0,0,0,0,246
PAZÑA,atencion odontologica,medidas preventivas,2022-03-01,7,12,6,22,2,2,1,10,2,0,0,0,0,0,64
PELECHUCO,atencion odontologica,medidas preventivas,2022-03-01,4,3,0,1,0,2,0,1,0,0,0,0,0,0,11
POCOATA,atencion odontologica,medidas preventivas,2022-03-01,34,35,45,55,35,23,20,52,6,9,0,0,0,0,314
POCONA,atencion odontologica,medidas preventivas,2022-03-01,16,4,61,59,15,6,6,22,3,2,0,0,0,0,194
POJO (CBBA),atencion odontologica,medidas preventivas,2022-03-01,26,28,7,26,5,17,6,39,5,2,0,0,0,0,161
POOPO,atencion odontologica,medidas preventivas,2022-03-01,21,13,59,55,6,12,9,25,2,5,0,0,0,0,207
PORCO,atencion odontologica,medidas preventivas,2022-03-01,13,30,7,7,0,9,4,17,0,0,0,0,0,0,87
POROMA,atencion odontologica,medidas preventivas,2022-03-01,2,9,6,11,0,2,0,2,0,0,0,0,0,0,32
PORONGO,atencion odontologica,medidas preventivas,2022-03-01,54,58,62,80,12,28,26,68,16,12,0,0,0,0,416
PORTACHUELO,atencion odontologica,medidas preventivas,2022-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,medidas preventivas,2022-03-01,3,1,11,5,0,8,5,16,2,0,0,0,0,0,51
POTOSI,atencion odontologica,medidas preventivas,2022-03-01,99,101,324,336,45,78,111,254,45,18,0,0,0,0,1411
PRESTO,atencion odontologica,medidas preventivas,2022-03-01,2,3,16,22,5,14,5,27,2,4,0,0,0,0,100
PUCARANI,atencion odontologica,medidas preventivas,2022-03-01,22,26,40,43,1,0,0,5,0,0,0,0,0,0,137
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2022-03-01,10,16,45,47,6,5,3,6,1,0,0,0,0,0,139
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2022-03-01,3,10,6,4,0,0,0,0,0,0,0,0,0,0,23
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2022-03-01,19,12,2,12,2,6,8,25,0,0,0,0,0,0,86
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2022-03-01,2,8,4,1,0,2,3,3,0,0,0,0,0,0,23
PUERTO RICO,atencion odontologica,medidas preventivas,2022-03-01,15,14,11,9,0,0,0,0,0,0,0,0,0,0,49
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2022-03-01,0,0,1,4,2,5,4,5,0,1,0,0,0,0,22
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2022-03-01,25,40,101,105,25,20,27,74,2,6,0,0,0,0,425
PUNA,atencion odontologica,medidas preventivas,2022-03-01,9,14,6,4,2,5,1,8,0,3,0,0,0,0,52
PUNATA,atencion odontologica,medidas preventivas,2022-03-01,30,33,94,102,55,32,64,210,45,42,0,0,0,0,707
QUIABAYA,atencion odontologica,medidas preventivas,2022-03-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
QUILLACOLLO,atencion odontologica,medidas preventivas,2022-03-01,140,123,362,391,182,166,333,905,205,143,0,0,0,0,2950
QUIME,atencion odontologica,medidas preventivas,2022-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
QUIRUSILLAS,atencion odontologica,medidas preventivas,2022-03-01,0,2,8,5,2,12,5,3,0,0,0,0,0,0,37
RAVELO,atencion odontologica,medidas preventivas,2022-03-01,2,6,10,15,2,5,3,18,3,4,0,0,0,0,68
REYES,atencion odontologica,medidas preventivas,2022-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,medidas preventivas,2022-03-01,168,201,186,195,15,84,54,198,7,9,0,0,0,0,1117
ROBORE,atencion odontologica,medidas preventivas,2022-03-01,8,10,11,22,4,8,31,30,0,1,0,0,0,0,125
RURRENABAQUE,atencion odontologica,medidas preventivas,2022-03-01,19,37,34,25,3,4,5,14,7,2,0,0,0,0,150
SABAYA,atencion odontologica,medidas preventivas,2022-03-01,4,3,18,19,7,1,0,5,1,1,0,0,0,0,59
SACABA,atencion odontologica,medidas preventivas,2022-03-01,110,118,321,307,102,201,187,552,71,38,0,0,0,0,2007
SACABAMBA,atencion odontologica,medidas preventivas,2022-03-01,10,10,10,12,25,6,4,7,3,2,0,0,0,0,89
SACACA,atencion odontologica,medidas preventivas,2022-03-01,0,5,4,3,3,6,2,10,0,2,0,0,0,0,35
SAIPINA,atencion odontologica,medidas preventivas,2022-03-01,9,8,0,0,0,0,0,2,0,0,0,0,0,0,19
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2022-03-01,28,23,87,103,30,29,7,18,18,16,0,0,0,0,359
SAMAIPATA,atencion odontologica,medidas preventivas,2022-03-01,2,4,1,5,0,0,0,2,0,0,0,0,0,0,14
SAN ANDRES,atencion odontologica,medidas preventivas,2022-03-01,29,18,9,13,7,8,11,9,2,0,0,0,0,0,106
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2022-03-01,6,8,4,5,0,4,1,10,16,42,0,0,0,0,96
SAN ANTONIO DE ESMORUCO,atencion odontologica,medidas preventivas,2022-03-01,0,3,6,8,0,1,0,1,0,0,0,0,0,0,19
SAN ANTONIO DE LOMERIO,atencion odontologica,medidas preventivas,2022-03-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN BENITO,atencion odontologica,medidas preventivas,2022-03-01,22,26,31,40,8,22,27,63,16,14,0,0,0,0,269
SAN BORJA,atencion odontologica,medidas preventivas,2022-03-01,29,26,73,87,7,16,14,33,3,2,0,0,0,0,290
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2022-03-01,2,5,1,7,2,1,1,2,0,1,0,0,0,0,22
SAN CARLOS,atencion odontologica,medidas preventivas,2022-03-01,9,9,3,5,3,5,4,3,3,1,0,0,0,0,45
SAN IGNACIO,atencion odontologica,medidas preventivas,2022-03-01,7,7,126,137,25,14,4,16,1,1,0,0,0,0,338
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2022-03-01,57,73,1,1,0,2,10,15,2,1,0,0,0,0,162
SAN JAVIER(BNI),atencion odontologica,medidas preventivas,2022-03-01,1,2,0,2,3,3,1,3,0,0,0,0,0,0,15
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2022-03-01,144,49,175,176,0,2,0,10,0,0,0,0,0,0,556
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2022-03-01,1,1,0,7,0,0,11,2,0,0,0,0,0,0,22
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2022-03-01,0,6,2,11,3,5,4,10,3,1,0,0,0,0,45
SAN JULIAN,atencion odontologica,medidas preventivas,2022-03-01,28,54,29,17,7,21,16,45,3,2,0,0,0,0,222
SAN LORENZO(PND),atencion odontologica,medidas preventivas,2022-03-01,0,0,54,46,0,0,0,0,0,0,0,0,0,0,100
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2022-03-01,12,4,15,24,2,2,4,20,2,1,0,0,0,0,86
SAN LUCAS,atencion odontologica,medidas preventivas,2022-03-01,21,17,8,7,2,6,1,14,1,0,0,0,0,0,77
SAN MATIAS,atencion odontologica,medidas preventivas,2022-03-01,7,5,2,5,0,1,1,24,0,1,0,0,0,0,46
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2022-03-01,37,38,25,35,20,27,42,91,4,16,0,0,0,0,335
SAN PABLO DE LIPEZ,atencion odontologica,medidas preventivas,2022-03-01,0,11,13,4,0,0,1,0,3,0,0,0,0,0,32
SAN PEDRO,atencion odontologica,medidas preventivas,2022-03-01,6,16,3,10,4,3,6,17,0,0,0,0,0,0,65
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2022-03-01,21,17,71,55,1,26,5,28,0,3,0,0,0,0,227
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2022-03-01,19,15,176,166,38,43,5,11,1,4,0,0,0,0,478
SAN PEDRO DE MACHA,atencion odontologica,medidas preventivas,2022-03-01,15,21,32,41,12,32,32,50,8,10,0,0,0,0,253
SAN PEDRO DE QUEMES,atencion odontologica,medidas preventivas,2022-03-01,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2022-03-01,3,1,30,44,46,53,0,3,0,0,0,0,0,0,180
SAN RAFAEL,atencion odontologica,medidas preventivas,2022-03-01,0,6,13,11,11,13,15,52,4,3,0,0,0,0,128
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2022-03-01,0,0,0,1,1,1,0,3,0,0,0,0,0,0,6
SANTA ANA,atencion odontologica,medidas preventivas,2022-03-01,0,0,8,36,0,14,3,10,1,1,0,0,0,0,73
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2022-03-01,1207,1217,1136,1253,260,488,1540,2768,434,437,0,0,0,0,10740
SANTA ROSA,atencion odontologica,medidas preventivas,2022-03-01,8,4,6,10,0,0,0,0,0,0,0,0,0,0,28
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2022-03-01,71,88,114,108,2,3,8,9,1,2,0,0,0,0,406
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2022-03-01,1,3,5,4,0,5,1,0,0,0,0,0,0,0,19
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2022-03-01,14,15,66,43,2,21,7,26,2,1,0,0,0,0,197
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2022-03-01,0,2,1,0,0,0,1,6,0,1,0,0,0,0,11
SANTIAGO DE MACHACA,atencion odontologica,medidas preventivas,2022-03-01,0,4,6,4,0,4,0,0,0,0,0,0,0,0,18
SANTIVAÑES,atencion odontologica,medidas preventivas,2022-03-01,4,13,26,23,9,7,17,37,10,13,0,0,0,0,159
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2022-03-01,6,11,9,6,0,2,0,0,0,0,0,0,0,0,34
SAPAHAQUI,atencion odontologica,medidas preventivas,2022-03-01,6,12,37,35,6,7,5,9,2,2,0,0,0,0,121
SENA,atencion odontologica,medidas preventivas,2022-03-01,8,8,2,0,0,11,0,22,3,0,0,0,0,0,54
SHINAOTA,atencion odontologica,medidas preventivas,2022-03-01,15,7,30,33,14,17,33,58,3,2,0,0,0,0,212
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2022-03-01,0,4,0,0,0,0,1,1,0,0,0,0,0,0,6
SICAYA,atencion odontologica,medidas preventivas,2022-03-01,2,0,4,0,0,1,0,4,0,0,0,0,0,0,11
SIPE SIPE,atencion odontologica,medidas preventivas,2022-03-01,52,64,39,67,5,17,16,68,12,22,0,0,0,0,362
SOPACHUY,atencion odontologica,medidas preventivas,2022-03-01,1,1,2,1,0,0,0,1,0,0,0,0,0,0,6
SORACACHI,atencion odontologica,medidas preventivas,2022-03-01,30,53,226,280,12,32,7,16,16,24,0,0,0,0,696
SORATA,atencion odontologica,medidas preventivas,2022-03-01,14,18,41,42,8,10,16,32,5,1,0,0,0,0,187
SUCRE,atencion odontologica,medidas preventivas,2022-03-01,336,247,329,318,69,104,197,439,69,54,0,0,0,0,2162
TACACHI,atencion odontologica,medidas preventivas,2022-03-01,0,0,2,12,0,5,0,2,0,0,0,0,0,0,21
TACACOMA,atencion odontologica,medidas preventivas,2022-03-01,0,1,1,0,0,2,1,13,0,0,0,0,0,0,18
TACOBAMBA,atencion odontologica,medidas preventivas,2022-03-01,4,0,0,1,1,1,0,2,0,0,0,0,0,0,9
TACOPAYA,atencion odontologica,medidas preventivas,2022-03-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
TAHUA,atencion odontologica,medidas preventivas,2022-03-01,15,13,27,16,2,3,1,4,1,4,0,0,0,0,86
TAPACARI,atencion odontologica,medidas preventivas,2022-03-01,39,28,20,18,12,27,24,44,8,9,0,0,0,0,229
TARABUCO,atencion odontologica,medidas preventivas,2022-03-01,4,8,71,30,6,2,0,4,0,0,0,0,0,0,125
TARACO,atencion odontologica,medidas preventivas,2022-03-01,12,6,6,10,2,3,3,4,2,3,0,0,0,0,51
TARATA,atencion odontologica,medidas preventivas,2022-03-01,1,1,11,8,1,7,1,10,3,5,0,0,0,0,48
TARIJA,atencion odontologica,medidas preventivas,2022-03-01,43,73,130,181,89,79,112,333,38,46,0,0,0,0,1124
TARVITA,atencion odontologica,medidas preventivas,2022-03-01,32,46,10,10,0,4,0,6,0,0,0,0,0,0,108
TEOPONTE,atencion odontologica,medidas preventivas,2022-03-01,0,0,1,0,0,2,1,1,1,2,0,0,0,0,8
TIAHUANACU,atencion odontologica,medidas preventivas,2022-03-01,9,9,8,8,0,4,11,17,3,3,0,0,0,0,72
TINGUIPAYA,atencion odontologica,medidas preventivas,2022-03-01,9,3,6,11,2,5,6,14,2,3,0,0,0,0,61
TIPUANI,atencion odontologica,medidas preventivas,2022-03-01,0,2,4,0,0,2,0,8,0,0,0,0,0,0,16
TIQUIPAYA,atencion odontologica,medidas preventivas,2022-03-01,62,57,167,135,42,82,50,153,4,5,0,0,0,0,757
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2022-03-01,15,20,20,25,14,25,20,27,5,1,0,0,0,0,172
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,medidas preventivas,2022-03-01,2,5,11,14,0,0,0,0,0,0,0,0,0,0,32
TOCO,atencion odontologica,medidas preventivas,2022-03-01,11,13,48,41,0,10,0,0,0,0,0,0,0,0,123
TODOS SANTOS,atencion odontologica,medidas preventivas,2022-03-01,3,0,10,3,13,8,0,0,0,0,0,0,0,0,37
TOLATA,atencion odontologica,medidas preventivas,2022-03-01,4,3,3,8,1,4,3,19,0,3,0,0,0,0,48
TOLEDO,atencion odontologica,medidas preventivas,2022-03-01,11,12,48,53,21,12,7,21,34,54,0,0,0,0,273
TOMAVE,atencion odontologica,medidas preventivas,2022-03-01,20,23,1,3,2,0,1,0,0,0,0,0,0,0,50
TOMINA,atencion odontologica,medidas preventivas,2022-03-01,12,8,8,11,2,2,8,19,0,0,0,0,0,0,70
TORO TORO,atencion odontologica,medidas preventivas,2022-03-01,5,4,4,5,0,0,0,1,0,0,0,0,0,0,19
TOTORA(CBBA),atencion odontologica,medidas preventivas,2022-03-01,17,13,78,85,0,3,3,12,0,0,0,0,0,0,211
TOTORA(ORR),atencion odontologica,medidas preventivas,2022-03-01,4,6,12,19,4,4,3,11,0,3,0,0,0,0,66
TRIGAL,atencion odontologica,medidas preventivas,2022-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,medidas preventivas,2022-03-01,134,114,199,242,30,50,78,230,29,17,0,0,0,0,1123
TUPIZA,atencion odontologica,medidas preventivas,2022-03-01,34,87,41,52,23,46,84,145,44,67,0,0,0,0,623
TURCO,atencion odontologica,medidas preventivas,2022-03-01,16,27,36,38,2,6,6,6,6,2,0,0,0,0,145
UMALA,atencion odontologica,medidas preventivas,2022-03-01,54,23,6,9,0,0,1,7,0,0,0,0,0,0,100
