,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
TOCO,atencion odontologica,primera consulta,2022-02-01,1,2,8,16,2,5,2,8,1,3,0,0,0,0,48
TODOS SANTOS,atencion odontologica,primera consulta,2022-02-01,0,0,2,0,2,0,4,3,2,1,0,0,0,0,14
TOLATA,atencion odontologica,primera consulta,2022-02-01,0,1,5,7,2,6,6,16,1,3,0,5,0,3,55
TOLEDO,atencion odontologica,primera consulta,2022-02-01,1,7,6,21,1,7,8,25,7,8,0,7,0,0,98
TOMAVE,atencion odontologica,primera consulta,2022-02-01,10,20,14,16,6,11,15,46,19,22,0,5,0,1,185
TOMINA,atencion odontologica,primera consulta,2022-02-01,12,10,5,5,2,7,20,42,3,1,0,6,0,1,114
TORO TORO,atencion odontologica,primera consulta,2022-02-01,3,3,10,12,4,6,19,49,13,11,0,12,0,2,144
TOTORA(CBBA),atencion odontologica,primera consulta,2022-02-01,7,10,34,47,14,19,23,66,4,6,0,1,0,1,232
TOTORA(ORR),atencion odontologica,primera consulta,2022-02-01,1,8,5,6,1,4,2,14,2,1,0,7,0,0,51
TRIGAL,atencion odontologica,primera consulta,2022-02-01,1,0,1,4,0,3,4,7,1,2,0,2,0,0,25
TRINIDAD,atencion odontologica,primera consulta,2022-02-01,105,105,117,122,36,60,141,293,39,29,0,62,0,2,1111
TUPIZA,atencion odontologica,primera consulta,2022-02-01,35,31,87,91,11,30,61,176,27,16,0,70,0,2,637
TURCO,atencion odontologica,primera consulta,2022-02-01,13,9,16,14,2,8,12,14,1,1,0,2,0,0,92
UMALA,atencion odontologica,primera consulta,2022-02-01,18,15,18,24,2,4,6,19,1,3,0,6,0,0,116
UNCIA,atencion odontologica,primera consulta,2022-02-01,14,16,30,30,18,77,34,123,15,17,0,20,0,1,395
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2022-02-01,4,7,23,18,12,22,43,96,8,8,0,2,0,1,244
URUBICHA,atencion odontologica,primera consulta,2022-02-01,2,1,8,6,2,5,5,28,0,2,0,8,0,1,68
UYUNI,atencion odontologica,primera consulta,2022-02-01,18,18,39,35,9,23,35,92,21,17,0,8,0,3,318
VACAS,atencion odontologica,primera consulta,2022-02-01,9,4,14,23,5,4,18,33,4,9,0,2,0,4,129
VALLEGRANDE,atencion odontologica,primera consulta,2022-02-01,49,75,45,70,16,17,50,132,21,28,0,54,0,3,560
VIACHA,atencion odontologica,primera consulta,2022-02-01,29,35,48,63,9,27,41,104,18,16,0,9,0,1,400
VILA VILA,atencion odontologica,primera consulta,2022-02-01,6,12,48,85,9,17,7,16,2,3,0,1,0,0,206
VILLA CHARCAS,atencion odontologica,primera consulta,2022-02-01,0,1,7,9,7,11,15,33,1,2,0,11,0,0,97
VILLA MONTES,atencion odontologica,primera consulta,2022-02-01,26,25,69,61,17,46,80,215,21,13,0,26,0,0,599
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2022-02-01,2,1,10,8,2,5,4,10,0,1,0,6,0,0,49
VILLA RIVERO,atencion odontologica,primera consulta,2022-02-01,4,1,5,6,3,4,7,28,0,2,0,0,0,0,60
VILLA SERRANO,atencion odontologica,primera consulta,2022-02-01,19,21,9,6,1,12,25,29,6,2,0,3,0,0,133
VILLA TUNARI,atencion odontologica,primera consulta,2022-02-01,38,34,83,92,28,48,92,199,14,9,0,14,0,2,653
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2022-02-01,4,2,14,15,4,15,11,54,1,3,0,9,0,1,133
VILLAZON,atencion odontologica,primera consulta,2022-02-01,60,65,33,38,47,74,35,87,14,16,0,61,0,4,534
VINTO,atencion odontologica,primera consulta,2022-02-01,19,21,21,45,11,29,35,97,8,12,0,0,0,0,298
VITICHI,atencion odontologica,primera consulta,2022-02-01,7,10,39,24,3,12,17,34,3,6,0,1,0,0,156
WALDO BALLIVIAN,atencion odontologica,primera consulta,2022-02-01,0,2,5,11,3,3,7,6,0,0,0,0,0,0,37
WARNES,atencion odontologica,primera consulta,2022-02-01,8,7,33,34,4,15,43,77,4,2,0,1,0,0,228
YACO,atencion odontologica,primera consulta,2022-02-01,2,9,8,12,8,9,4,22,5,2,0,2,0,0,83
YACUIBA,atencion odontologica,primera consulta,2022-02-01,22,30,89,55,27,50,104,222,16,17,0,20,0,6,658
YAMPARAEZ,atencion odontologica,primera consulta,2022-02-01,36,23,42,44,1,5,21,46,13,7,0,19,0,0,257
YAPACANI,atencion odontologica,primera consulta,2022-02-01,23,25,64,57,14,20,34,99,24,12,0,4,0,9,385
YOCALLA,atencion odontologica,primera consulta,2022-02-01,14,6,9,17,7,5,11,28,4,5,0,13,0,1,120
YOTALA,atencion odontologica,primera consulta,2022-02-01,0,0,1,1,2,0,2,17,3,2,0,8,0,0,36
YUNCHARA,atencion odontologica,primera consulta,2022-02-01,3,9,18,24,6,12,19,38,3,7,0,2,0,0,141
YUNGUYO DE LITORAL,atencion odontologica,primera consulta,2022-02-01,2,0,2,5,0,0,1,1,1,2,0,0,0,0,14
ZUDAÑEZ,atencion odontologica,primera consulta,2022-02-01,1,1,1,0,0,3,0,9,0,0,0,9,0,0,24
ACACIO,atencion odontologica,primera consulta,2022-03-01,10,10,9,18,30,37,5,29,1,5,0,20,0,2,176
ACHACACHI,atencion odontologica,primera consulta,2022-03-01,37,32,63,61,29,42,58,149,20,27,0,31,0,12,561
ACHOCALLA,atencion odontologica,primera consulta,2022-03-01,75,82,160,137,18,28,41,142,19,19,0,67,0,20,808
AIQUILE,atencion odontologica,primera consulta,2022-03-01,11,16,9,6,2,5,11,27,3,5,0,19,0,3,117
ALALAY,atencion odontologica,primera consulta,2022-03-01,5,1,2,3,0,2,5,2,1,6,0,0,0,0,27
ALCALA,atencion odontologica,primera consulta,2022-03-01,7,0,8,15,3,9,14,32,4,4,0,1,0,2,99
ALTO BENI,atencion odontologica,primera consulta,2022-03-01,12,8,75,86,7,14,24,41,6,2,0,2,0,1,278
ANCORAIMES,atencion odontologica,primera consulta,2022-03-01,0,0,0,0,3,5,2,6,2,3,0,1,0,0,22
ANDAMARCA,atencion odontologica,primera consulta,2022-03-01,18,21,52,49,30,27,10,22,6,5,0,5,0,0,245
ANTEQUERA,atencion odontologica,primera consulta,2022-03-01,6,10,8,13,6,10,22,47,17,12,0,2,0,3,156
ANZALDO,atencion odontologica,primera consulta,2022-03-01,0,0,4,3,1,6,3,12,2,3,0,6,0,0,40
APOLO,atencion odontologica,primera consulta,2022-03-01,6,14,21,19,7,19,11,46,6,3,0,18,0,2,172
ARAMPAMPA,atencion odontologica,primera consulta,2022-03-01,4,2,8,6,0,2,6,13,2,4,0,3,0,1,51
ARANI,atencion odontologica,primera consulta,2022-03-01,0,5,1,2,3,4,10,8,2,2,0,7,0,0,44
ARBIETO,atencion odontologica,primera consulta,2022-03-01,29,35,54,49,6,19,36,99,9,9,0,22,0,5,372
ARQUE,atencion odontologica,primera consulta,2022-03-01,7,6,16,25,10,16,18,37,5,6,0,19,0,3,168
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2022-03-01,40,37,55,56,7,18,35,59,6,6,0,18,0,2,339
ATOCHA,atencion odontologica,primera consulta,2022-03-01,19,16,43,35,10,26,59,96,7,4,0,17,0,0,332
AUCAPATA,atencion odontologica,primera consulta,2022-03-01,3,2,6,2,3,1,10,17,3,2,0,8,0,0,57
AYATA,atencion odontologica,primera consulta,2022-03-01,4,6,10,14,3,13,20,40,2,4,0,1,0,0,117
AYO AYO,atencion odontologica,primera consulta,2022-03-01,3,1,2,2,1,1,4,9,2,0,0,0,0,3,28
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2022-03-01,15,14,47,30,11,21,49,108,8,13,0,14,0,3,333
AZURDUY,atencion odontologica,primera consulta,2022-03-01,4,0,8,10,2,17,10,29,0,2,0,21,0,0,103
BATALLAS,atencion odontologica,primera consulta,2022-03-01,7,13,20,20,13,23,16,42,9,7,0,9,0,3,182
BAURES,atencion odontologica,primera consulta,2022-03-01,0,0,8,3,3,4,17,17,1,5,0,0,0,0,58
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2022-03-01,1,2,15,19,0,13,1,10,7,8,0,0,0,0,76
BELEN DE URMIRI,atencion odontologica,primera consulta,2022-03-01,1,0,1,3,0,3,0,4,1,1,0,0,0,1,15
BELLA FLOR,atencion odontologica,primera consulta,2022-03-01,5,1,5,4,0,1,3,1,0,0,0,0,0,1,21
BERMEJO,atencion odontologica,primera consulta,2022-03-01,19,20,71,78,17,42,84,160,20,15,0,12,0,0,538
BETANZOS,atencion odontologica,primera consulta,2022-03-01,42,45,56,64,11,45,44,148,37,36,0,108,0,6,642
BOLIVAR,atencion odontologica,primera consulta,2022-03-01,2,0,15,8,4,6,6,10,3,4,0,1,0,4,63
BOLPEBRA,atencion odontologica,primera consulta,2022-03-01,4,6,1,2,0,0,0,2,1,0,0,2,0,0,18
BOYUIBE,atencion odontologica,primera consulta,2022-03-01,0,0,10,1,2,9,7,22,4,2,0,2,0,0,59
BUENA VISTA,atencion odontologica,primera consulta,2022-03-01,11,15,10,13,4,4,7,23,5,2,0,3,0,1,98
CABEZAS,atencion odontologica,primera consulta,2022-03-01,44,34,137,134,15,25,52,106,22,16,0,13,0,4,602
CAIROMA,atencion odontologica,primera consulta,2022-03-01,8,6,3,6,0,0,9,8,3,0,0,0,0,0,43
"CAIZA ""D""",atencion odontologica,primera consulta,2022-03-01,31,23,13,14,7,7,29,42,19,38,0,11,0,2,236
CAJUATA,atencion odontologica,primera consulta,2022-03-01,19,30,52,58,3,7,10,19,4,3,0,13,0,0,218
CALAMARCA,atencion odontologica,primera consulta,2022-03-01,13,10,21,16,10,13,13,52,11,10,0,16,0,3,188
CAMARGO,atencion odontologica,primera consulta,2022-03-01,7,8,13,14,4,8,9,45,4,6,0,10,0,1,129
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2022-03-01,4,8,15,19,2,6,4,12,2,0,0,2,0,0,74
CAMIRI,atencion odontologica,primera consulta,2022-03-01,24,31,70,54,11,18,32,97,14,3,0,27,0,4,385
CAPINOTA,atencion odontologica,primera consulta,2022-03-01,10,15,31,38,7,17,29,75,7,9,0,0,0,1,239
CAQUIAVIRI,atencion odontologica,primera consulta,2022-03-01,8,3,14,12,7,8,8,16,7,2,0,6,0,1,92
CARACOLLO,atencion odontologica,primera consulta,2022-03-01,21,19,37,43,8,26,26,101,24,17,0,25,0,4,351
CARANAVI,atencion odontologica,primera consulta,2022-03-01,44,29,83,109,33,51,75,226,29,14,0,44,0,26,763
CARANGAS,atencion odontologica,primera consulta,2022-03-01,0,2,0,0,1,4,5,2,0,1,0,0,0,0,15
CARAPARI,atencion odontologica,primera consulta,2022-03-01,5,5,47,56,27,22,81,141,9,6,0,7,0,3,409
CARIPUYO,atencion odontologica,primera consulta,2022-03-01,2,6,26,22,0,12,14,23,4,2,0,7,0,0,118
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2022-03-01,8,2,5,5,2,4,14,25,0,0,0,3,0,3,71
CATACORA,atencion odontologica,primera consulta,2022-03-01,5,2,10,5,1,1,9,12,0,1,0,1,0,1,48
CHACARILLA,atencion odontologica,primera consulta,2022-03-01,1,1,5,3,2,2,1,6,1,0,0,1,0,0,23
CHALLAPATA,atencion odontologica,primera consulta,2022-03-01,43,38,49,44,9,30,57,178,53,47,0,56,0,5,609
CHAQUI,atencion odontologica,primera consulta,2022-03-01,11,12,20,16,7,11,13,42,8,13,0,14,0,1,168
CHARAGUA,atencion odontologica,primera consulta,2022-03-01,5,6,22,15,4,19,25,64,3,0,0,8,0,3,174
CHARAÑA,atencion odontologica,primera consulta,2022-03-01,1,1,6,5,0,2,1,7,1,0,0,0,0,0,24
CHAYANTA,atencion odontologica,primera consulta,2022-03-01,21,22,44,43,7,16,27,73,12,8,0,15,0,4,292
CHIMORE,atencion odontologica,primera consulta,2022-03-01,9,9,26,24,7,17,26,61,6,2,0,9,0,4,200
CHIPAYA,atencion odontologica,primera consulta,2022-03-01,3,4,0,2,0,2,3,21,1,2,0,4,0,3,45
CHOQUE COTA,atencion odontologica,primera consulta,2022-03-01,7,5,5,7,2,4,6,7,1,4,0,4,0,0,52
CHUA COCANI,atencion odontologica,primera consulta,2022-03-01,3,3,2,4,1,6,5,10,3,1,0,3,0,0,41
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2022-03-01,2,9,48,41,0,0,3,9,1,0,0,1,0,0,114
CHUMA,atencion odontologica,primera consulta,2022-03-01,15,20,16,31,9,33,48,49,17,16,0,8,0,1,263
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2022-03-01,2,0,26,20,3,6,12,32,2,1,0,7,0,0,111
CKOCHAS,atencion odontologica,primera consulta,2022-03-01,30,31,33,44,11,26,38,89,17,22,0,25,0,9,375
CLIZA,atencion odontologica,primera consulta,2022-03-01,6,17,18,28,6,12,21,44,20,12,0,7,0,1,192
COBIJA,atencion odontologica,primera consulta,2022-03-01,114,117,80,75,16,66,99,292,11,16,0,104,0,50,1040
COCAPATA,atencion odontologica,primera consulta,2022-03-01,50,39,54,55,13,31,29,85,11,12,0,17,0,5,401
COCHABAMBA,atencion odontologica,primera consulta,2022-03-01,196,192,336,377,137,200,510,1187,204,163,0,349,0,98,3949
COIPASA,atencion odontologica,primera consulta,2022-03-01,0,1,0,3,2,0,5,3,1,2,0,0,0,0,17
COLCAPIRHUA,atencion odontologica,primera consulta,2022-03-01,13,15,29,42,6,16,31,86,8,9,0,8,0,1,264
"COLCHA ""K""",atencion odontologica,primera consulta,2022-03-01,4,1,9,17,2,1,10,17,1,3,0,5,0,0,70
COLLANA,atencion odontologica,primera consulta,2022-03-01,2,5,18,27,0,5,5,11,2,2,0,0,0,0,77
COLOMI,atencion odontologica,primera consulta,2022-03-01,32,25,52,58,6,22,15,56,5,3,0,8,0,3,285
COLPA BELGICA,atencion odontologica,primera consulta,2022-03-01,3,1,7,3,3,5,3,9,0,2,0,3,0,0,39
COLQUECHACA,atencion odontologica,primera consulta,2022-03-01,33,33,74,86,19,38,86,136,47,51,0,20,0,14,637
COLQUENCHA,atencion odontologica,primera consulta,2022-03-01,18,15,61,54,14,18,15,48,1,2,0,11,0,0,257
COLQUIRI,atencion odontologica,primera consulta,2022-03-01,7,6,20,17,11,5,23,28,9,11,0,9,0,5,151
COMARAPA,atencion odontologica,primera consulta,2022-03-01,8,12,37,43,12,23,24,72,6,8,0,4,0,5,254
COMBAYA,atencion odontologica,primera consulta,2022-03-01,0,2,1,2,0,0,6,12,1,1,0,0,0,0,25
CONCEPCION,atencion odontologica,primera consulta,2022-03-01,24,8,3,6,2,12,4,35,2,6,0,25,0,1,128
COPACABANA,atencion odontologica,primera consulta,2022-03-01,10,9,31,21,6,5,17,31,9,5,0,18,0,0,162
CORIPATA,atencion odontologica,primera consulta,2022-03-01,3,7,11,10,3,5,4,12,3,1,0,5,0,2,66
CORO CORO,atencion odontologica,primera consulta,2022-03-01,4,7,21,20,2,9,14,27,3,4,0,0,0,0,111
COROICO,atencion odontologica,primera consulta,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CORQUE,atencion odontologica,primera consulta,2022-03-01,4,3,19,26,5,9,11,35,10,4,0,9,0,0,135
COTAGAITA,atencion odontologica,primera consulta,2022-03-01,21,17,63,86,13,39,74,117,24,22,0,16,0,1,493
COTOCA,atencion odontologica,primera consulta,2022-03-01,33,32,27,36,9,18,26,65,2,6,0,6,0,10,270
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2022-03-01,4,1,0,1,0,0,0,2,0,0,0,0,0,0,8
CUATRO CAÑADAS,atencion odontologica,primera consulta,2022-03-01,29,31,35,32,6,7,9,37,1,1,0,4,0,0,192
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2022-03-01,1,1,2,1,0,2,2,7,0,3,0,0,0,0,19
CUEVO,atencion odontologica,primera consulta,2022-03-01,2,7,17,4,6,15,28,47,1,3,0,6,0,1,137
CULPINA,atencion odontologica,primera consulta,2022-03-01,8,7,29,22,14,24,35,70,15,8,0,5,0,0,237
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2022-03-01,15,18,74,67,1,5,3,25,6,12,0,4,0,3,233
CURVA,atencion odontologica,primera consulta,2022-03-01,1,5,6,5,1,1,9,10,1,4,0,1,0,1,45
DESAGUADERO,atencion odontologica,primera consulta,2022-03-01,1,0,42,31,1,4,2,11,2,4,0,4,0,2,104
EL ALTO,atencion odontologica,primera consulta,2022-03-01,420,465,617,552,119,227,343,1339,98,79,0,712,0,44,5015
EL CHORO,atencion odontologica,primera consulta,2022-03-01,11,8,14,9,0,5,10,18,13,14,0,3,0,0,105
EL PUENTE(STC),atencion odontologica,primera consulta,2022-03-01,11,12,30,29,10,19,19,56,6,2,0,0,0,0,194
EL PUENTE(TJA),atencion odontologica,primera consulta,2022-03-01,5,7,48,33,10,24,43,89,10,14,0,3,0,0,286
EL TORNO,atencion odontologica,primera consulta,2022-03-01,167,203,92,84,15,28,50,142,21,22,0,54,0,35,913
EL VILLAR,atencion odontologica,primera consulta,2022-03-01,14,13,15,14,1,15,25,47,2,2,0,7,0,1,156
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2022-03-01,17,11,73,79,23,20,61,144,9,8,0,5,0,1,451
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2022-03-01,22,18,26,28,10,25,27,73,6,2,0,8,0,13,258
ESCARA,atencion odontologica,primera consulta,2022-03-01,0,2,2,0,0,1,1,4,5,2,0,0,0,0,17
ESCOMA,atencion odontologica,primera consulta,2022-03-01,2,2,7,10,8,8,11,23,4,2,0,1,0,0,78
ESMERALDA,atencion odontologica,primera consulta,2022-03-01,3,2,0,0,0,2,1,1,10,11,0,0,0,1,31
EUCALIPTUS,atencion odontologica,primera consulta,2022-03-01,7,6,16,22,3,8,7,25,3,3,0,6,0,0,106
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2022-03-01,16,23,29,28,16,14,9,81,6,9,0,24,0,5,260
FILADELFIA,atencion odontologica,primera consulta,2022-03-01,14,11,8,10,2,12,14,29,14,6,0,15,0,2,137
GAIOC JATUN AYLLU YURA,atencion odontologica,primera consulta,2022-03-01,9,14,4,2,1,5,11,33,8,13,0,1,0,3,104
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2022-03-01,2,3,10,8,4,5,8,36,2,2,0,2,0,0,82
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2022-03-01,7,7,33,33,13,20,18,34,10,3,0,3,0,0,181
GUANAY,atencion odontologica,primera consulta,2022-03-01,24,23,43,48,4,5,11,21,5,6,0,3,0,0,193
GUAQUI,atencion odontologica,primera consulta,2022-03-01,14,6,15,22,6,13,25,55,30,34,0,5,0,4,229
GUAYARAMERIN,atencion odontologica,primera consulta,2022-03-01,31,37,36,55,16,28,23,143,8,3,0,70,0,5,455
GUTIERREZ,atencion odontologica,primera consulta,2022-03-01,5,4,9,7,3,6,15,34,4,6,0,3,0,0,96
HUACARETA,atencion odontologica,primera consulta,2022-03-01,22,23,6,11,3,11,33,54,3,2,0,8,0,0,176
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2022-03-01,7,4,7,11,2,6,7,13,2,1,0,1,0,0,61
HUACHACALLA,atencion odontologica,primera consulta,2022-03-01,3,4,3,7,2,5,4,17,3,3,0,0,0,0,51
HUANUNI,atencion odontologica,primera consulta,2022-03-01,29,21,34,37,14,25,59,96,18,16,0,21,0,0,370
HUARACAJE,atencion odontologica,primera consulta,2022-03-01,0,1,7,6,2,5,13,22,0,1,0,0,0,1,58
HUARINA,atencion odontologica,primera consulta,2022-03-01,8,6,3,7,0,5,13,31,15,4,0,10,0,1,103
HUATAJATA,atencion odontologica,primera consulta,2022-03-01,7,4,35,24,1,4,8,12,8,5,0,0,0,1,109
HUAYLLAMARCA,atencion odontologica,primera consulta,2022-03-01,8,7,24,25,3,8,11,25,10,10,0,1,0,0,132
HUMANATA,atencion odontologica,primera consulta,2022-03-01,2,4,13,5,0,10,13,16,8,8,0,0,0,4,83
ICHOCA,atencion odontologica,primera consulta,2022-03-01,5,6,5,7,1,3,10,19,6,6,0,2,0,4,74
ICLA,atencion odontologica,primera consulta,2022-03-01,23,23,6,13,9,20,14,30,5,4,0,5,0,1,153
INCAHUASI,atencion odontologica,primera consulta,2022-03-01,39,35,21,15,7,16,13,48,3,1,0,10,0,0,208
INQUISIVI,atencion odontologica,primera consulta,2022-03-01,5,9,10,10,5,13,16,31,3,6,0,0,0,1,109
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2022-03-01,24,29,36,34,1,22,52,86,8,8,0,27,0,7,334
IXIAMAS,atencion odontologica,primera consulta,2022-03-01,3,3,14,10,3,7,9,23,2,1,0,2,0,1,78
JESUS DE MACHACA,atencion odontologica,primera consulta,2022-03-01,24,16,26,32,7,27,28,59,21,15,0,16,0,3,274
LA ASUNTA,atencion odontologica,primera consulta,2022-03-01,40,44,181,203,21,51,69,152,4,4,0,91,0,15,875
LA GUARDIA,atencion odontologica,primera consulta,2022-03-01,32,20,67,49,8,13,17,68,13,4,0,0,0,5,296
LA PAZ,atencion odontologica,primera consulta,2022-03-01,446,398,375,408,131,213,691,1269,215,240,0,270,0,38,4694
LA RIVERA,atencion odontologica,primera consulta,2022-03-01,2,3,2,1,0,0,1,5,1,3,0,0,0,0,18
LAGUNILLAS,atencion odontologica,primera consulta,2022-03-01,1,5,9,8,6,2,12,18,3,0,0,0,0,0,64
LAJA,atencion odontologica,primera consulta,2022-03-01,25,32,17,20,7,25,24,66,11,8,0,32,0,2,269
LAS CARRERAS,atencion odontologica,primera consulta,2022-03-01,5,11,38,46,3,10,24,22,2,1,0,2,0,0,164
LICOMA PAMPA,atencion odontologica,primera consulta,2022-03-01,16,13,23,22,1,1,6,9,2,1,0,0,0,1,95
LLALLAGUA,atencion odontologica,primera consulta,2022-03-01,83,67,122,103,9,31,26,116,2,4,0,15,0,2,580
LLICA,atencion odontologica,primera consulta,2022-03-01,6,1,4,2,0,2,6,10,0,3,0,2,0,1,37
LORETO,atencion odontologica,primera consulta,2022-03-01,1,4,13,12,4,10,8,19,1,2,0,0,0,0,74
LURIBAY,atencion odontologica,primera consulta,2022-03-01,4,6,16,23,4,9,17,50,9,7,0,4,0,1,150
MACHACAMARCA,atencion odontologica,primera consulta,2022-03-01,4,4,13,12,2,9,14,36,26,28,0,3,0,2,153
MACHARETI,atencion odontologica,primera consulta,2022-03-01,10,9,7,8,1,6,10,37,8,6,0,9,0,0,111
MAGDALENA,atencion odontologica,primera consulta,2022-03-01,2,2,12,9,4,10,12,23,3,4,0,1,0,0,82
MAIRANA,atencion odontologica,primera consulta,2022-03-01,15,9,22,17,2,8,19,37,8,9,0,17,0,2,165
MALLA,atencion odontologica,primera consulta,2022-03-01,5,7,26,29,0,3,6,13,2,4,0,0,0,0,95
MAPIRI,atencion odontologica,primera consulta,2022-03-01,8,6,2,3,2,4,4,18,1,1,0,7,0,1,57
MECAPACA,atencion odontologica,primera consulta,2022-03-01,13,11,19,36,10,22,28,70,5,3,0,6,0,0,223
MINEROS,atencion odontologica,primera consulta,2022-03-01,62,54,55,60,0,18,7,45,4,5,0,26,0,1,337
MIZQUE,atencion odontologica,primera consulta,2022-03-01,10,18,38,32,1,19,24,59,5,8,0,3,0,2,219
MOCOMOCO,atencion odontologica,primera consulta,2022-03-01,9,15,32,31,9,24,30,50,10,10,0,3,0,1,224
MOJINETE,atencion odontologica,primera consulta,2022-03-01,1,3,2,5,1,2,1,6,1,4,0,0,0,0,26
MOJOCOYA,atencion odontologica,primera consulta,2022-03-01,9,3,7,11,9,7,26,46,9,3,0,13,0,0,143
MONTEAGUDO,atencion odontologica,primera consulta,2022-03-01,20,24,63,69,11,35,74,103,9,9,0,7,0,3,427
MONTERO,atencion odontologica,primera consulta,2022-03-01,196,209,102,117,28,60,105,319,28,19,0,315,0,12,1510
MORO MORO,atencion odontologica,primera consulta,2022-03-01,4,1,5,6,0,5,8,19,2,0,0,3,0,0,53
MOROCHATA,atencion odontologica,primera consulta,2022-03-01,12,8,49,42,0,25,27,63,17,22,0,8,0,2,275
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2022-03-01,28,31,51,32,0,4,2,14,0,0,0,0,0,1,163
NAZACARA DE PACAJES,atencion odontologica,primera consulta,2022-03-01,0,1,2,1,0,2,1,4,0,1,0,2,0,0,14
OCURI,atencion odontologica,primera consulta,2022-03-01,40,43,45,63,12,31,41,90,46,51,0,15,0,2,479
OKINAWA,atencion odontologica,primera consulta,2022-03-01,0,2,4,6,5,5,4,17,0,1,0,0,0,0,44
OMEREQUE,atencion odontologica,primera consulta,2022-03-01,3,1,17,17,2,14,6,12,1,1,0,2,0,1,77
ORURO,atencion odontologica,primera consulta,2022-03-01,281,268,482,554,133,271,768,1484,175,141,0,597,0,62,5216
PADCAYA,atencion odontologica,primera consulta,2022-03-01,13,7,33,36,7,10,31,87,5,7,0,1,0,0,237
PADILLA,atencion odontologica,primera consulta,2022-03-01,3,3,14,14,8,17,29,50,12,5,0,15,0,1,171
PAILON,atencion odontologica,primera consulta,2022-03-01,15,13,25,20,4,22,14,62,6,3,0,3,0,1,188
PALCA,atencion odontologica,primera consulta,2022-03-01,24,23,30,52,20,32,59,93,35,27,0,9,0,5,409
PALOS BLANCOS,atencion odontologica,primera consulta,2022-03-01,23,29,74,77,8,20,31,81,6,4,0,17,0,5,375
PAMPA AULLAGAS,atencion odontologica,primera consulta,2022-03-01,4,9,0,2,2,2,3,3,0,1,0,3,0,0,29
PAMPA GRANDE,atencion odontologica,primera consulta,2022-03-01,9,6,12,20,6,7,17,36,9,3,0,3,0,0,128
PAPEL PAMPA,atencion odontologica,primera consulta,2022-03-01,6,5,7,6,2,5,17,21,7,6,0,2,0,0,84
PASORAPA,atencion odontologica,primera consulta,2022-03-01,4,3,15,19,4,8,24,42,12,4,0,11,0,0,146
PATACAMAYA,atencion odontologica,primera consulta,2022-03-01,20,23,23,57,5,21,9,111,4,4,0,31,0,10,318
PAZÑA,atencion odontologica,primera consulta,2022-03-01,6,6,11,14,5,12,17,42,6,2,0,12,0,0,133
PELECHUCO,atencion odontologica,primera consulta,2022-03-01,4,5,4,5,1,5,10,21,3,4,0,0,0,0,62
POCOATA,atencion odontologica,primera consulta,2022-03-01,27,50,68,72,15,36,45,101,43,44,0,20,0,9,530
POCONA,atencion odontologica,primera consulta,2022-03-01,7,8,31,53,12,18,24,56,4,3,0,3,0,0,219
POJO (CBBA),atencion odontologica,primera consulta,2022-03-01,18,20,11,12,6,16,11,57,6,4,0,55,0,14,230
POOPO,atencion odontologica,primera consulta,2022-03-01,18,10,45,44,6,11,8,32,6,8,0,7,0,0,195
PORCO,atencion odontologica,primera consulta,2022-03-01,8,12,3,5,2,13,6,34,3,5,0,22,0,2,115
POROMA,atencion odontologica,primera consulta,2022-03-01,15,18,25,32,6,20,22,42,6,6,0,22,0,1,215
