,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MEDIANA MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MEDIANA EMB,CIRUGIA BUCOMAXILOFACIAL MEDIANA EMB,CIRUGIA BUCOMAXILOFACIAL MEDIANA POST,CIRUGIA BUCOMAXILOFACIAL MEDIANA POST,TOTALES
WARNES,atencion odontologica,cirugia bucomaxilofacial mediana,2022-10-01,0,0,0,0,0,0,4,1,1,0,0,0,0,0,6
YACUIBA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,0,0,0,10,2,2,0,0,0,0,0,14
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,1,0,1,1,5,0,0,0,0,0,0,8
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4
HUANUNI,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,4,3,1,0,0,1,0,1,0,0,0,0,10
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,43,28,5,4,32,58,40,23,0,0,0,0,233
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,4,3,1,1,8,5,23,30,2,0,0,0,0,0,77
PAILON,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,0,1,1,13,4,0,2,0,0,0,0,21
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,1,10,4,1,1,4,9,3,0,0,0,0,0,33
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,0,0,1,3,5,0,3,0,0,0,0,12
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,0,0,0,8,19,0,0,0,0,0,0,27
TUPIZA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
CABEZAS,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
COBIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,0,0,10,7,16,13,2,4,0,0,0,0,52
HUANUNI,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,3,5,2,2,4,20,5,7,0,0,0,0,48
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,5,4,9,2,4,4,24,16,4,4,0,0,0,0,76
PADCAYA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PAZÑA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,2,1,1,1,4,5,1,0,0,0,0,0,15
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,2,3,1,0,0,0,0,0,0,0,0,0,6
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,0,0,0,5,6,2,0,0,0,0,0,0,13
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,0,7,2,0,0,1,6,0,0,0,0,0,0,16
TINGUIPAYA,atencion odontologica,cirugia bucomaxilofacial mediana,2022-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
