,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,9,2,11
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,12,0,12
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,53,6,59
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,20,0,20
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,45,0,45
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,50,1,51
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,79,12,91
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,6,1,7
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,15,0,15
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,11,0,11
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,20,0,20
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,19,0,19
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,103,1,104
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,10,7,17
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,36,1,37
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,44,21,65
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,22,0,22
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,20,1,21
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,2,0,2
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,27,0,27
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,18,1,19
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,4,1,5
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,1,0,1
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,1,0,1
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,15,3,18
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,10,0,10
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,15,0,15
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,27,0,27
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,2628,5,2633
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,8,0,8
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,21,0,21
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,2,0,2
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,7,1,8
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,4,2,6
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,3,0,3
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,11,0,11
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,3,0,3
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,3,1,4
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,6,0,6
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,78,0,78
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,16,0,16
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,2,0,2
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,84,0,84
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,7,1,8
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,10,1,11
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,24,5,29
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,691,3,694
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,1,0,1
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,9,0,9
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,11,0,11
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,7,1,8
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,2,0,2
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,19,3,22
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,13,3,16
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,5,0,5
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,18,0,18
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,457,0,457
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,19,5,24
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,12,3,15
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,10,1,11
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,14,0,14
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,22,0,22
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,99,5,104
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,16,1,17
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,5,0,5
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,11,0,11
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,2,0,2
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,14,0,14
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,9,0,9
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,14,1,15
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,20,3,23
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,3,0,3
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,4,0,4
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,242,1,243
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,57,2,59
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,3,0,3
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,6,0,6
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,24,4,28
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,9,0,9
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,12,0,12
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,29,2,31
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,11,1,12
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,20,0,20
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,83,0,83
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,4,0,4
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,13,6,19
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,82,0,82
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,2,0,2
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,13,1,14
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,13,3,16
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,178,0,178
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,13,1,14
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,57,2,59
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,109,0,109
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,7,1,8
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,3,0,3
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,203,1,204
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,8,3,11
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,201,2,203
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,5,0,5
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,8,0,8
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,69,1,70
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,5,0,5
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,10,0,10
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,2,1,3
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-02-01,17,2,19
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,1,8
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,47,5,52
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,15,1,16
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,59,1,60
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,1,2
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,3,0,3
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,19,0,19
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,10,1,11
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,1,2
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,6,1,7
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,9,0,9
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,19,1,20
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,11,1,12
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,24,0,24
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,17,1,18
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,20,0,20
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,40,0,40
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,27,0,27
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,3,0,3
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,8,1,9
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,11,0,11
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,41,2,43
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,10,5,15
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,16,6,22
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,4,0,4
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,0,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,1,2
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,0,1
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,72,1,73
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,47,6,53
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,0,5
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,2,1,3
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,6,1,7
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,18,0,18
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,32,2,34
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,15,2,17
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,10,7,17
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,14,0,14
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,4,1,5
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,8,2,10
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,30,4,34
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,3,1,4
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,70,3,73
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,45,0,45
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,2,9
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,29,0,29
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,79,6,85
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,26,2,28
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,9,16
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,0,7
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,58,5,63
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,12,1,13
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,44,0,44
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,0,2,2
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,21,7,28
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,31,4,35
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,6,0,6
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,0,7
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,11,6,17
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,27,3,30
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,37,0,37
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,129,0,129
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,12,19
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1709,3,1712
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,96,0,96
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,22,2,24
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,0,5
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,32,0,32
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,9,0,9
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,30,10,40
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,0,7
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,20,5,25
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,3,1,4
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,31,0,31
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,0,3,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,18,0,18
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,12,0,12
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,20,0,20
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,1,6
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,16,0,16
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,1,6
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,42,0,42
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,97,0,97
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,35,1,36
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,0,1
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,1,6
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,31,7,38
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,2,1,3
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,2,0,2
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,9,0,9
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1350,0,1350
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,2,1,3
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,25,0,25
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,16,0,16
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,120,0,120
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,0,7
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,26,3,29
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,56,0,56
ESCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,0,1
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,12,0,12
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,6,0,6
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,0,5
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,29,0,29
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,6,5,11
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,22,0,22
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,15,5,20
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,27,3,30
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,3,8
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,91,0,91
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,24,4,28
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,16,1,17
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,10,1,11
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,0,1
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,77,0,77
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,0,5
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,0,5
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,3,0,3
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,2,7
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,2,3
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,11,8,19
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,13,3,16
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,2,2,4
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,10,3,13
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,16,0,16
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,16,0,16
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,13,0,13
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,105,0,105
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,133,0,133
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1536,0,1536
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,4,9
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,16,0,16
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,6,0,6
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,3,0,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,69,5,74
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,8,0,8
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,3,0,3
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,9,1,10
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,5,1,6
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,14,0,14
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,17,0,17
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,23,0,23
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,1,2
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,29,0,29
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,22,0,22
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,43,0,43
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,37,1,38
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,9,0,9
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,1,0,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,2,9
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,61,3,64
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,221,0,221
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,1,8
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,13,2,15
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,6,0,6
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,15,7,22
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,27,0,27
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,0,7
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,870,2,872
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,22,1,23
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,28,0,28
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,40,2,42
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,18,3,21
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,57,1,58
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,4,0,4
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,15,0,15
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,4,2,6
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,6,0,6
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,28,0,28
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,7,0,7
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,13,0,13
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,27,7,34
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,13,0,13
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,26,0,26
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,9,0,9
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,23,0,23
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,21,3,24
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-03-01,13,3,16
