,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,1,2,3
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,2,3,5
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,7,1,8
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,19,5,24
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,7,0,7
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,80,3,83
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,15,1,16
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,3,0,3
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,5,2,7
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,6,1,7
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,5,7,12
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,4,0,4
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,5,4,9
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,13,1,14
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,1,1,2
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,182,0,182
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,50,4,54
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,1,2,3
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,1,0,1
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,12,3,15
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,2,2,4
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,4,3,7
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,25,3,28
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,11,3,14
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,9,2,11
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,33,4,37
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,1,1,2
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,1,2,3
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,30,0,30
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,0,1,1
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,11,1,12
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,3,0,3
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,75,3,78
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,4,1,5
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,25,2,27
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,82,1,83
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,9,0,9
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,1,1,2
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,80,0,80
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,1,6,7
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,79,0,79
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,5,0,5
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,61,0,61
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,8,0,8
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,4,0,4
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,1,1,2
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-03-01,2,1,3
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,21,3,24
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,16,1,17
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,4,7
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,0,5
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,12,0,12
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,3,4
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,4,10
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,4,5
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,1,5
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,2,5
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,11,1,12
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,1,6
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,2,7
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,4,9
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,18,1,19
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,3,9
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,15,2,17
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,1,2
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,24,0,24
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,1,11
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,1,5
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,12,3,15
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,7,9
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,0,5
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,0,10
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,20,2,22
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,21,0,21
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,2,9
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,0,8
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,34,5,39
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,9,0,9
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,3,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,1,3
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,0,1,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,14,1,15
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,25,3,28
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,14,2,16
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,16,0,16
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,1,7
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,13,1,14
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,10,18
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,832,7,839
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,49,0,49
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,18,0,18
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,17,1,18
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,1,6
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,1,5
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,0,8
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,0,1,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,0,7
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,11,2,13
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,3,8
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,0,5
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,21,0,21
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,2,4
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,15,0,15
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,30,0,30
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,15,0,15
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,1,7
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,726,1,727
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,0,5
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,1,3
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,0,7
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,18,0,18
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,0,7
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,2,5
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,18,0,18
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,0,1,1
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,0,10
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,0,5
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,0,10
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,2,6
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,27,0,27
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,12,4,16
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,1,2
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,16,0,16
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,1,3
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,1,3
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,4,8
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,0,2,2
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,2,3
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,1,3
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,9,4,13
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,1,3
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,33,0,33
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,29,1,30
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,931,2,933
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,0,10
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,23,0,23
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,17,18
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,9,0,9
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,1,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,0,7
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,9,15
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,16,5,21
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,0,7
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,13,0,13
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,103,0,103
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,7,12
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,2,7
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,1,4
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,362,6,368
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,24,0,24
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,4,12
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,11,0,11
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,22,0,22
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,2,12
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,4,14
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,1,4
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,16,0,16
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,1,6
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,11,6,17
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,15,0,15
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,403,2,405
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,1,5
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,12,6,18
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,3,6
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,3,11
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,1,2
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,40,0,40
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,50,0,50
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,12,0,12
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,40,0,40
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,204,2,206
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,1,9
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,3,4
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,116,2,118
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,0,8
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,97,0,97
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,2,5
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,1,4
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,3,9
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,4,10
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,0,7
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,14,7,21
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,1,6
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,9,0,9
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,14,1,15
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,33,5,38
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,0,8
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,2,7
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,1,2
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,15,4,19
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,0,5
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,1,2
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,9,0,9
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,1,11
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,0,7
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1530,0,1530
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,1,6
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,1,11
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,3,5
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,1,6
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,2,5
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,24,0,24
