,group,variable,month,NRO DE PARTICIPANTES DE TELECAPACITACION MEDICOS,NRO DE PARTICIPANTES DE TELECAPACITACION MEDICOS,NRO DE PARTICIPANTES DE TELECAPACITACION ENFERMERA,NRO DE PARTICIPANTES DE TELECAPACITACION ENFERMERA,NRO DE PARTICIPANTES DE TELECAPACITACION AUXILIAR,NRO DE PARTICIPANTES DE TELECAPACITACION AUXILIAR,NRO DE PARTICIPANTES DE TELECAPACITACION ODONTO,NRO DE PARTICIPANTES DE TELECAPACITACION ODONTO,NRO DE PARTICIPANTES DE TELECAPACITACION OTRO_PERSONAL,NRO DE PARTICIPANTES DE TELECAPACITACION OTRO_PERSONAL,NRO DE PARTICIPANTES DE TELECAPACITACION ESCOLAR,NRO DE PARTICIPANTES DE TELECAPACITACION ESCOLAR,NRO DE PARTICIPANTES DE TELECAPACITACION JOVENES,NRO DE PARTICIPANTES DE TELECAPACITACION JOVENES,NRO DE PARTICIPANTES DE TELECAPACITACION ADULTOS,NRO DE PARTICIPANTES DE TELECAPACITACION ADULTOS,NRO DE PARTICIPANTES DE TELECAPACITACION DIRIGENTE,NRO DE PARTICIPANTES DE TELECAPACITACION DIRIGENTE,NRO DE PARTICIPANTES DE TELECAPACITACION PROMOTORES,NRO DE PARTICIPANTES DE TELECAPACITACION PROMOTORES,NRO DE PARTICIPANTES DE TELECAPACITACION OTROS,NRO DE PARTICIPANTES DE TELECAPACITACION OTROS,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",teleeducacion,nro de participantes de telecapacitacion,2024-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
COLLANA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLOMI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLQUIRI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CORO CORO,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COTOCA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CULPINA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
EL VILLAR,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
ESCOMA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACARETA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUACHACALLA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMANATA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
ICHOCA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
JESUS DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,2,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
LA GUARDIA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,141,55,99,0,31,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,276,61,337
LAGUNILLAS,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LAJA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MACHARETI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MOCOMOCO,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MOJINETE,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POTOSI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PUERTO CARABUCO,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO PEREZ,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUIABAYA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAMAIPATA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN BENITO,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN BORJA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(PND),teleeducacion,nro de participantes de telecapacitacion,2024-06-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAN MIGUEL DE VELASCO,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
SAN PEDRO DE QUEMES,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTIAGO DE CALLAPA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAPAHAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SOPACHUY,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SUCRE,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,15,15,10,10,5,5,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,50,70,120
TACACHI,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,4
TAHUA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TARVITA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TOMINA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
UMALA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UNCIA,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
VILLA SERRANO,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,2,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
WALDO BALLIVIAN,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-06-01,5,5,0,0,0,0,0,0,0,0,12,12,0,0,15,15,0,0,0,0,0,0,32,32,64
ACACIO,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANCORAIMES,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ANDAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ARAMPAMPA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ARQUE,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ATOCHA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYATA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELEN DE URMIRI,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARAPARI,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CARMEN RIVERO TORREZ,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CHALLAPATA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHIMORE,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"COLCHA ""K""",teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLOMI,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
COLQUIRI,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CULPINA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
EL ALTO,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,2,3,0,2,0,3,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16
FERNANDEZ ALONSO,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
GRAL. J.J. PEREZ (CHARAZANI),teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUACARETA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUACHACALLA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
HUANUNI,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,20,20,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,21,43
ICHOCA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA GUARDIA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,82,0,0,75,0,22,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,89,97,186
LAGUNILLAS,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LAS CARRERAS,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MACHARETI,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MOJINETE,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,37,45,1,7,1,5,2,1,20,27,0,0,0,0,0,0,0,0,0,0,1,0,62,85,147
POTOSI,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO ACOSTA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO CARABUCO,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QUIABAYA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SACABA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,59,93,4,27,3,37,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,77,160,237
SAN LORENZO(PND),teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SAN PABLO DE LIPEZ,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SOPACHUY,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,2,4,0,2,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17
SORATA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TAHUA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TARVITA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,2,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
TOLATA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOMINA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,57,45,0,8,0,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,62,70,132
TURCO,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UNCIA,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA SERRANO,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6
WARNES,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-07-01,3,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,31,28,59
ANCORAIMES,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANDAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARAMPAMPA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,9,10,19
ATOCHA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CAIZA ""D""",teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CATACORA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHALLAPATA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHIMORE,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"COLCHA ""K""",teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLQUIRI,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTOCA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CULPINA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,4,0,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
EL VILLAR,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ESCOMA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
FERNANDEZ ALONSO,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GAIOC JATUN AYLLU YURA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,11,11
HUACHACALLA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUARINA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ICHOCA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA GUARDIA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,12,0,0,65,0,28,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,93,109
LAGUNILLAS,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LAS CARRERAS,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LLALLAGUA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MACHARETI,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOJINETE,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAPEL PAMPA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUIME,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SACABA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,41,49,3,38,4,34,1,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,53,138,191
SAMAIPATA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BENITO,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN MIGUEL DE VELASCO,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,3,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
SAN PABLO DE LIPEZ,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE QUEMES,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,1,4,8,24,0,0,0,0,0,0,10,28,38
SORATA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TARACO,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARVITA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TITO YUPANQUI (PARQUIPUJIO),teleeducacion,nro de participantes de telecapacitacion,2024-08-01,0,3,0,1,0,1,0,0,3,3,0,0,0,0,1,12,0,0,0,0,0,0,4,20,24
TOCO,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
