,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
AIQUILE,chagas,tratamientos de 15 anos y mas,2019-10-01,2,0,0,0,2,0
ALCALA,chagas,tratamientos de 15 anos y mas,2019-10-01,0,4,1,1,1,5
ARQUE,chagas,tratamientos de 15 anos y mas,2019-10-01,0,0,1,1,1,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-10-01,0,1,1,2,1,3
CARAPARI,chagas,tratamientos de 15 anos y mas,2019-10-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-10-01,9,17,2,6,11,23
COTAGAITA,chagas,tratamientos de 15 anos y mas,2019-10-01,5,7,5,2,10,9
COTOCA,chagas,tratamientos de 15 anos y mas,2019-10-01,0,1,0,0,0,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2019-10-01,0,4,0,2,0,6
CUEVO,chagas,tratamientos de 15 anos y mas,2019-10-01,0,1,0,0,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2019-10-01,1,0,2,1,3,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2019-10-01,0,1,0,0,0,1
LA PAZ,chagas,tratamientos de 15 anos y mas,2019-10-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2019-10-01,1,2,0,0,1,2
MORO MORO,chagas,tratamientos de 15 anos y mas,2019-10-01,1,0,0,0,1,0
PADILLA,chagas,tratamientos de 15 anos y mas,2019-10-01,0,1,0,0,0,1
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2019-10-01,1,1,0,0,1,1
PUCARA,chagas,tratamientos de 15 anos y mas,2019-10-01,0,0,1,0,1,0
PUNATA,chagas,tratamientos de 15 anos y mas,2019-10-01,2,2,4,2,6,4
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2019-10-01,0,1,0,0,0,1
SACABA,chagas,tratamientos de 15 anos y mas,2019-10-01,3,8,0,6,3,14
SAN ANDRES,chagas,tratamientos de 15 anos y mas,2019-10-01,0,0,1,0,1,0
SAN BENITO,chagas,tratamientos de 15 anos y mas,2019-10-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2019-10-01,1,1,0,0,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-10-01,2,0,0,2,2,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2019-10-01,1,3,0,0,1,3
SUCRE,chagas,tratamientos de 15 anos y mas,2019-10-01,35,22,2,7,37,29
TARABUCO,chagas,tratamientos de 15 anos y mas,2019-10-01,1,2,0,0,1,2
TARATA,chagas,tratamientos de 15 anos y mas,2019-10-01,0,2,0,1,0,3
TARIJA,chagas,tratamientos de 15 anos y mas,2019-10-01,6,14,4,8,10,22
TOLATA,chagas,tratamientos de 15 anos y mas,2019-10-01,0,0,1,0,1,0
TOMINA,chagas,tratamientos de 15 anos y mas,2019-10-01,1,0,0,0,1,0
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2019-10-01,1,1,2,1,3,2
TRIGAL,chagas,tratamientos de 15 anos y mas,2019-10-01,0,0,0,2,0,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-10-01,19,18,17,5,36,23
URIONDO (A. CONCEPCION),chagas,tratamientos de 15 anos y mas,2019-10-01,0,0,0,1,0,1
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2019-10-01,0,2,0,0,0,2
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2019-10-01,1,0,1,0,2,0
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-10-01,12,23,1,2,13,25
VINTO,chagas,tratamientos de 15 anos y mas,2019-10-01,0,0,0,1,0,1
VITICHI,chagas,tratamientos de 15 anos y mas,2019-10-01,3,1,0,0,3,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2019-10-01,1,2,0,0,1,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2019-11-01,0,1,0,0,0,1
ALCALA,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,2,3,2,3
ARANI,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,1,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-11-01,2,0,0,0,2,0
CAPINOTA,chagas,tratamientos de 15 anos y mas,2019-11-01,1,1,1,1,2,2
CLIZA,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,2,0,2,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-11-01,1,8,3,5,4,13
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2019-11-01,1,1,0,0,1,1
COMARAPA,chagas,tratamientos de 15 anos y mas,2019-11-01,1,1,0,0,1,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2019-11-01,0,1,0,0,0,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2019-11-01,0,4,0,1,0,5
EL TORNO,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,1,0,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2019-11-01,1,1,2,1,3,2
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2019-11-01,1,0,0,1,1,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,2,0,2
LA PAZ,chagas,tratamientos de 15 anos y mas,2019-11-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2019-11-01,3,2,0,0,3,2
PADILLA,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,1,1,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,6,2,6,2
SACABA,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,2,9,2,9
SAN BENITO,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,1,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,2,0,2
SUCRE,chagas,tratamientos de 15 anos y mas,2019-11-01,26,24,38,28,64,52
TAPACARI,chagas,tratamientos de 15 anos y mas,2019-11-01,0,2,0,0,0,2
TARATA,chagas,tratamientos de 15 anos y mas,2019-11-01,1,0,0,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2019-11-01,2,3,7,8,9,11
TOMAVE,chagas,tratamientos de 15 anos y mas,2019-11-01,0,1,0,0,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2019-11-01,1,0,3,4,4,4
TRIGAL,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,2,0,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-11-01,5,12,12,20,17,32
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2019-11-01,2,4,1,0,3,4
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,1,0,1
VILLA SERRANO,chagas,tratamientos de 15 anos y mas,2019-11-01,1,2,0,0,1,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-11-01,0,0,0,2,0,2
VINTO,chagas,tratamientos de 15 anos y mas,2019-11-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2019-12-01,1,0,0,0,1,0
ALCALA,chagas,tratamientos de 15 anos y mas,2019-12-01,1,0,0,1,1,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2019-12-01,0,1,0,0,0,1
CARANAVI,chagas,tratamientos de 15 anos y mas,2019-12-01,0,1,0,0,0,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2019-12-01,6,2,1,2,7,4
CLIZA,chagas,tratamientos de 15 anos y mas,2019-12-01,2,1,0,0,2,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2019-12-01,4,10,7,6,11,16
COTAGAITA,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,2,2,2,2
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,0,1,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,1,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,0,2,0,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2019-12-01,0,1,1,0,1,1
MORO MORO,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,1,0,1,0
OCURI,chagas,tratamientos de 15 anos y mas,2019-12-01,1,3,0,0,1,3
OMEREQUE,chagas,tratamientos de 15 anos y mas,2019-12-01,1,1,0,0,1,1
PADILLA,chagas,tratamientos de 15 anos y mas,2019-12-01,1,2,0,1,1,3
PUNATA,chagas,tratamientos de 15 anos y mas,2019-12-01,1,1,2,1,3,2
RAVELO,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,0,1,0,1
SACABA,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,2,7,2,7
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2019-12-01,0,1,0,0,0,1
SHINAOTA,chagas,tratamientos de 15 anos y mas,2019-12-01,1,0,0,0,1,0
SICAYA,chagas,tratamientos de 15 anos y mas,2019-12-01,0,1,0,0,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2019-12-01,1,0,0,0,1,0
SOPACHUY,chagas,tratamientos de 15 anos y mas,2019-12-01,0,1,0,1,0,2
SUCRE,chagas,tratamientos de 15 anos y mas,2019-12-01,32,19,10,5,42,24
TAPACARI,chagas,tratamientos de 15 anos y mas,2019-12-01,0,1,0,0,0,1
TARABUCO,chagas,tratamientos de 15 anos y mas,2019-12-01,0,1,1,2,1,3
TARATA,chagas,tratamientos de 15 anos y mas,2019-12-01,3,1,1,0,4,1
TOLATA,chagas,tratamientos de 15 anos y mas,2019-12-01,1,1,0,0,1,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,0,2,0,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2019-12-01,16,16,17,16,33,32
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,0,2,0,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,11,22,11,22
VINTO,chagas,tratamientos de 15 anos y mas,2019-12-01,2,2,0,0,2,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2019-12-01,0,0,0,1,0,1
