municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
MIZQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,5,5
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,6,6
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,4,4
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,3,3
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,4,4
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,288,288
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,3,3
PAPEL PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
PELECHUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
POOPO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,6,6
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,38,38
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,12,12
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
SACACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,4,4
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,4,4
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,6,6
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,2,2
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,3,3
SAN PABLO DE LIPEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,2,2
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,15,15
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,2,2
SANTIVAÑES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
SAPAHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,99,99
TACOPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,2,2
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,4,4
TIAWANACU,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
TIPUANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
TIQUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,2,2
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,15,15
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,15,15
TURCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,5,5
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,3,3
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,3,3
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,35,35
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,3,3
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,41,41
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-04-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
ANZALDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,3,3
ARANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,8,8
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,3,3
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
CAMIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
CATACORA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,56,56
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,3,3
COIPASA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
COLOMI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
COLQUENCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
CORIPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
COROICO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,3,3
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,29,29
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,9,9
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
CUEVO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,14,14
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
EL PUENTE(TJA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,6,6
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
EXALTACION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
GENERAL SAAVEDRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
GUAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
HUARINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
HUMANATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,214,214
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,25,25
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,5,5
OKINAWA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,300,300
PAILON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
PAZÑA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,8,8
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
POOPO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,3,3
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
PUCARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
PUERTO ACOSTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,5,5
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,11,11
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,13,13
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SALINAS DE GARCI MENDOZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
SAN BUENA VENTURA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,3,3
SAN LORENZO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,6,6
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SAN PEDRO DE CURAHUARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,61,61
SANTUARIO DE QUILLACAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SAPAHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,3,3
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,117,117
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,6,6
TIAWANACU,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,6,6
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
TORO TORO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,6,6
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
VILLA RIVERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,57,57
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,2,2
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,4,4
YACO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,7,7
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,13,13
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-05-01,1,1
ANZALDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
ARBIETO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,5,5
BOLPEBRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,15,15
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
CAQUIAVIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
CATACORA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,67,67
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,5,5
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,4,4
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,7,7
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,27,27
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,10,10
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,56,56
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,4,4
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,6,6
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
FILADELFIA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
HUARINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
IRUPANA (VILLA DE LANZA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,4,4
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,216,216
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
MIZQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,4,4
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,161,161
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,4,4
PAMPA AULLAGAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
PAPEL PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
PORVENIR,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,38,38
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
PUERTO ACOSTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
PUERTO QUIJARRO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,5,5
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,21,21
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
SACACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
SAN ANTONIO DE ESMORUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
SAN BENITO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,5,5
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,20,20
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
SANTIVAÑES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
SORACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,122,122
TACOPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,4,4
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,6,6
TIAWANACU,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
TIPUANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
TODOS SANTOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
TORO TORO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,96,96
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,24,24
UNCIA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
VILA VILA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,3,3
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,47,47
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,5,5
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,14,14
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-06-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,3,3
ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,3,3
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,5,5
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
BOLPEBRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,15,15
CAIROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
CALAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,7,7
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,94,94
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,3,3
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
COLQUENCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,10,10
CURAHUARA DE CARANGAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,5,5
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,10,10
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
HUMANATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,7,7
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,284,284
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,6,6
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
