municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
SAN MATIAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-10-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-10-01,1,1
TARATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-10-01,1,1
TINGUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-10-01,3,3
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-10-01,2,2
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,2,2
BETANZOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,2,2
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
CKOCHAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
COLQUECHACA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
CORQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,8,8
CUATRO CAÑADAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,7,7
CULPINA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,3,3
DESAGUADERO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,8,8
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,4,4
ENTRE RIOS TRJ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,2,2
JESUS DE MACHACA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,5,5
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,2,2
MACHARETI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,9,9
MONTEAGUDO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
OMEREQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
PALOS BLANCOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,2,2
POROMA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,2,2
PUNA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,16,16
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,12,12
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,2,2
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,19,19
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,162,162
SUCRE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,2,2
TARIJA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,4,4
VACAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,1,1
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-11-01,5,5
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,4,4
AZURDUY,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,2,2
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,7,7
BETANZOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,3,3
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
CAMARGO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,2,2
CARAPARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
CHARAGUA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
CKOCHAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,2,2
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,4,4
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,7,7
CUATRO CAÑADAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,6,6
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,5,5
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,5,5
MACHARETI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
PALOS BLANCOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
POCOATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
PORTACHUELO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
POTOSI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,5,5
PUNA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,2,2
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,4,4
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,10,10
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,3,3
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,16,16
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,6,6
SUCRE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
TAPACARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
TINGUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,2,2
TRINIDAD,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,7,7
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,2,2
VINTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,4,4
VITICHI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
YACUIBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
YAPACANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2010-12-01,1,1
