municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,18,18
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
ANZALDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
APOLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,14,14
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
ARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
ARBIETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
ARQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,62,62
ATOCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,18,18
AUCAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
AYATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
AYO AYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,16,16
AZURDUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,18,18
BATALLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,9,9
BAURES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,36,36
BETANZOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,42,42
BOLIVAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
BOYUIBE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,22,22
CABEZAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,21,21
CAIROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,11,11
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
CAJUATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,12,12
CALACOTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,14,14
CAMARGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,31,31
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,11,11
CAMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,21,21
CAPINOTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,44,44
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
CARACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,19,19
CARANAVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,82,82
CARAPARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
CARIPUYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,34,34
CHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
CHARAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,32,32
CHARAÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,22,22
CHIMORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,19,19
CHIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,39,39
CHUMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
CLIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,45,45
COBIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,72,72
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,853,853
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,75,75
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,14,14
COLLANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
COLOMI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,20,20
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,45,45
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
COLQUIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,36,36
COMANCHE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
COMARAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,30,30
COMBAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
CONCEPCION,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
COPACABANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
CORIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
CORO CORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
COROICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,19,19
CORQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
COTAGAITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,23,23
COTOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,50,50
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,19,19
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
CUEVO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
CULPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,27,27
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
CURVA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
EL ALTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,979,979
EL CHORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,9,9
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,15,15
EL TORNO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,52,52
EL VILLAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,33,33
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,25,25
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
EXALTACION,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,17,17
FILADELFIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
GUANAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,22,22
GUAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,11,11
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,75,75
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
HUACARETA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,9,9
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
HUANUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,71,71
HUARACAJE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,10,10
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
ICHOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
ICLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,15,15
INCAHUASI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,42,42
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
INQUISIVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,10,10
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,12,12
IXIAMAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,34,34
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,56,56
LA PAZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1137,1137
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,14,14
LAJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,9,9
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,47,47
LLICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
LORETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
LURIBAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
MACHARETI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,11,11
MAGDALENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,25,25
MAIRANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
MALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
MAPIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,21,21
MECAPACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
MINEROS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,42,42
MIZQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,28,28
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,11,11
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,43,43
MONTERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,165,165
MORO MORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,22,22
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
OCURI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,26,26
OKINAWA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,23,23
OMEREQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
ORURO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,558,558
PADCAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,29,29
PADILLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,43,43
PAILON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,20,20
PALCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,48,48
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
PASORAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,35,35
PAZÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
PELECHUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
POCOATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,17,17
POCONA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
POOPO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
PORCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
POROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,11,11
PORONGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,12,12
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,83,83
PORVENIR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
POTOSI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,305,305
PRESTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
PUCARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
PUCARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,22,22
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,14,14
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,11,11
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,25,25
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,62,62
PUNA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,26,26
PUNATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,57,57
QUIABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,181,181
QUIME,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
RAVELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,21,21
REYES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,21,21
RIBERALTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,300,300
ROBORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,26,26
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,33,33
SABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
SACABA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,166,166
SACABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
SACACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,18,18
SAIPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,9,9
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,14,14
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
SAN BENITO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,18,18
SAN BORJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,47,47
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,15,15
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,58,58
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,55,55
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,77,77
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,17,17
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,28,28
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,16,16
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,72,72
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,16,16
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,54,54
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,12,12
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,17,17
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,36,36
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,17,17
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,30,30
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,16,16
SANTA ANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2401,2401
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,31,31
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,38,38
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,11,11
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
SENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,9,9
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,11,11
SICAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,37,37
SOPACHUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,21,21
SORACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
SORATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
SUCRE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,460,460
TACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
TACOPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
TAHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,2,2
TAPACARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,17,17
TARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,31,31
TARACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
TARATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
TARIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,261,261
TARVITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,23,23
TEOPONTE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
TIAWANACU,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,12,12
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,22,22
TIPUANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,16,16
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,41,41
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,65,65
TOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
TODOS SANTOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
TOLATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
TOLEDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
TOMAVE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,9,9
TOMINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
TORO TORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,18,18
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,209,209
TUPIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,69,69
TURCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
UMALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
UNCIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,30,30
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,14,14
URUBICHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,19,19
UYUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,18,18
VACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,24,24
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,22,22
VIACHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,39,39
VILA VILA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,3,3
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,47,47
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,8,8
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,17,17
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,67,67
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,18,18
VILLAZON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,43,43
VINTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,29,29
VITICHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,14,14
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,1,1
WARNES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,83,83
YACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
YACUIBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,116,116
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,7,7
YANACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,64,64
YOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,4,4
YOTALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,13,13
YUNCHARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,5,5
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-03-01,6,6
ACACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-04-01,7,7
ACHACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-04-01,34,34
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-04-01,6,6
AIQUILE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-04-01,35,35
