municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,30,30
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,5,5
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,4,4
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,110,110
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,5,5
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,15,15
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,42,42
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,5,5
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,53,53
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,11,11
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,85,85
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,4,4
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,3,3
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,37,37
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,2,2
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,9,9
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,1,1
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-02-01,7,7
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,73,73
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,19,19
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,71,71
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
ALCALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,18,18
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,29,29
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,15,15
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,20,20
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,40,40
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,43,43
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,17,17
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,15,15
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,20,20
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,60,60
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,15,15
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,21,21
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,9,9
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,31,31
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,35,35
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,18,18
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,34,34
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,75,75
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,20,20
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,47,47
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,58,58
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,22,22
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,34,34
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,16,16
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,26,26
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1437,1437
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,66,66
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,17,17
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,27,27
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,37,37
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,17,17
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,18,18
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,13,13
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,14,14
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,14,14
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,25,25
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,78,78
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,23,23
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1296,1296
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,9,9
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,9,9
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,56,56
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,19,19
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,47,47
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,9,9
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,39,39
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,51,51
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,9,9
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,16,16
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,24,24
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,18,18
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,30,30
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,80,80
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1630,1630
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,13,13
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,74,74
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,14,14
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,21,21
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,9,9
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,21,21
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,32,32
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,18,18
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,311,311
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,65,65
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,31,31
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,505,505
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,9,9
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,16,16
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,31,31
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,9,9
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,31,31
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,32,32
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,18,18
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,28,28
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,17,17
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,24,24
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,23,23
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,874,874
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
PUCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,26,26
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,30,30
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,13,13
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,17,17
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,108,108
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,45,45
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,31,31
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,168,168
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
QUIRUSILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,27,27
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,14,14
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,182,182
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,22,22
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,209,209
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,9,9
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,25,25
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,17,17
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,16,16
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,47,47
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,31,31
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,41,41
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,95,95
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,21,21
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,26,26
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,30,30
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,19,19
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,32,32
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,18,18
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,14,14
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,46,46
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
SAN PEDRO DE QUEMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,19,19
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3287,3287
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,10,10
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,21,21
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,6,6
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,41,41
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,54,54
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,8,8
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,23,23
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,350,350
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,18,18
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,22,22
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,49,49
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,23,23
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,5,5
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,19,19
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,185,185
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,20,20
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,55,55
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,14,14
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,58,58
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,105,105
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,3,3
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,4,4
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,7,7
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,11,11
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,12,12
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,14,14
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,44,44
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,13,13
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,1,1
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,221,221
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,38,38
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2006-03-01,2,2
