municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-02-01,8,8
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-02-01,57,57
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-02-01,3,3
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-02-01,8,8
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-02-01,8,8
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-02-01,15,15
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,13,13
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,67,67
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,45,45
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,16,16
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,4,4
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,15,15
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,29,29
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,15,15
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,13,13
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,70,70
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,27,27
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,46,46
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,26,26
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,15,15
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,4,4
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,31,31
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,59,59
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,9,9
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,4,4
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,25,25
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,37,37
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,13,13
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,15,15
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,9,9
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,46,46
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,63,63
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,32,32
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,10,10
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,26,26
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,82,82
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,16,16
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,41,41
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,35,35
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,20,20
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,40,40
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,30,30
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,41,41
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,93,93
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1618,1618
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,74,74
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,17,17
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,31,31
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,52,52
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,26,26
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,39,39
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,23,23
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,13,13
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,20,20
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,9,9
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,22,22
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,36,36
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,58,58
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,48,48
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,39,39
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1611,1611
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,12,12
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,24,24
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,94,94
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,9,9
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,41,41
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,28,28
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,10,10
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,21,21
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,38,38
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,12,12
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,22,22
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,10,10
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,104,104
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,19,19
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,18,18
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,43,43
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,11,11
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,13,13
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,58,58
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,14,14
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,23,23
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,23,23
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,10,10
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,47,47
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,104,104
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1576,1576
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,75,75
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,12,12
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,11,11
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,12,12
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,32,32
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,24,24
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,22,22
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,10,10
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,41,41
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,50,50
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,15,15
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,9,9
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,70,70
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,287,287
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,41,41
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,31,31
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,32,32
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,4,4
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,568,568
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,24,24
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,27,27
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,25,25
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,46,46
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,13,13
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,4,4
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,31,31
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,4,4
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,29,29
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,9,9
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,30,30
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,11,11
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,20,20
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,25,25
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,17,17
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,40,40
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,15,15
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,606,606
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,32,32
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,33,33
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,11,11
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,18,18
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,12,12
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,29,29
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,100,100
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,45,45
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,67,67
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,254,254
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,38,38
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,28,28
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,267,267
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,25,25
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,30,30
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,271,271
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,38,38
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,14,14
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,17,17
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,15,15
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,19,19
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,4,4
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,21,21
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,73,73
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,18,18
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,51,51
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,56,56
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,138,138
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,20,20
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,37,37
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,25,25
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,52,52
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,10,10
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,27,27
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,78,78
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,17,17
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,21,21
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,35,35
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,32,32
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,12,12
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,14,14
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,29,29
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3073,3073
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,26,26
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,28,28
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,7,7
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,20,20
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,25,25
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,65,65
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,26,26
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,6,6
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,17,17
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,705,705
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,9,9
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,12,12
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,1,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,38,38
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,50,50
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,4,4
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,13,13
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,377,377
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,46,46
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,11,11
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,9,9
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,43,43
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,38,38
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,93,93
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,102,102
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,10,10
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,9,9
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,26,26
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,21,21
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,22,22
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,200,200
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,104,104
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,4,4
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,60,60
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,18,18
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,21,21
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,23,23
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,19,19
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,21,21
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,45,45
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,47,47
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,3,3
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,5,5
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,22,22
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,147,147
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,17,17
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,76,76
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,55,55
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,21,21
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,2,2
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,108,108
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-03-01,8,8
