,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SORATA,vih,no de personas con prueba rapida,2019-02-01,8,20,28
SUCRE,vih,no de personas con prueba rapida,2019-02-01,160,246,406
TACACOMA,vih,no de personas con prueba rapida,2019-02-01,8,7,15
TACOBAMBA,vih,no de personas con prueba rapida,2019-02-01,1,0,1
TACOPAYA,vih,no de personas con prueba rapida,2019-02-01,5,9,14
TAPACARI,vih,no de personas con prueba rapida,2019-02-01,7,7,14
TARABUCO,vih,no de personas con prueba rapida,2019-02-01,21,45,66
TARATA,vih,no de personas con prueba rapida,2019-02-01,0,2,2
TARIJA,vih,no de personas con prueba rapida,2019-02-01,73,196,269
TARVITA,vih,no de personas con prueba rapida,2019-02-01,4,9,13
TEOPONTE,vih,no de personas con prueba rapida,2019-02-01,0,1,1
TIAHUANACU,vih,no de personas con prueba rapida,2019-02-01,3,1,4
TIPUANI,vih,no de personas con prueba rapida,2019-02-01,1,1,2
TIQUIPAYA,vih,no de personas con prueba rapida,2019-02-01,15,39,54
TIRAQUE (CBBA),vih,no de personas con prueba rapida,2019-02-01,0,2,2
TOCO,vih,no de personas con prueba rapida,2019-02-01,1,0,1
TOLATA,vih,no de personas con prueba rapida,2019-02-01,1,1,2
TOLEDO,vih,no de personas con prueba rapida,2019-02-01,0,1,1
TOTORA(CBBA),vih,no de personas con prueba rapida,2019-02-01,3,5,8
TOTORA(ORR),vih,no de personas con prueba rapida,2019-02-01,1,1,2
TRINIDAD,vih,no de personas con prueba rapida,2019-02-01,183,65,248
TUPIZA,vih,no de personas con prueba rapida,2019-02-01,50,137,187
UNCIA,vih,no de personas con prueba rapida,2019-02-01,11,5,16
URUBICHA,vih,no de personas con prueba rapida,2019-02-01,10,9,19
UYUNI,vih,no de personas con prueba rapida,2019-02-01,5,32,37
VACAS,vih,no de personas con prueba rapida,2019-02-01,1,0,1
VALLEGRANDE,vih,no de personas con prueba rapida,2019-02-01,7,17,24
VIACHA,vih,no de personas con prueba rapida,2019-02-01,62,73,135
VILA VILA,vih,no de personas con prueba rapida,2019-02-01,1,4,5
VILLA CHARCAS,vih,no de personas con prueba rapida,2019-02-01,7,8,15
VILLA MONTES,vih,no de personas con prueba rapida,2019-02-01,15,24,39
VILLA RIVERO,vih,no de personas con prueba rapida,2019-02-01,1,1,2
VILLA SERRANO,vih,no de personas con prueba rapida,2019-02-01,3,3,6
VILLA TUNARI,vih,no de personas con prueba rapida,2019-02-01,86,126,212
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2019-02-01,2,24,26
VILLAZON,vih,no de personas con prueba rapida,2019-02-01,19,36,55
VINTO,vih,no de personas con prueba rapida,2019-02-01,12,47,59
WARNES,vih,no de personas con prueba rapida,2019-02-01,40,45,85
YACUIBA,vih,no de personas con prueba rapida,2019-02-01,28,57,85
YAMPARAEZ,vih,no de personas con prueba rapida,2019-02-01,1,6,7
YAPACANI,vih,no de personas con prueba rapida,2019-02-01,32,90,122
YUNCHARA,vih,no de personas con prueba rapida,2019-02-01,2,2,4
ZUDAÑEZ,vih,no de personas con prueba rapida,2019-02-01,4,14,18
ALCALA,vih,no de personas con prueba rapida,2019-03-01,10,8,18
ANDAMARCA,vih,no de personas con prueba rapida,2019-03-01,0,4,4
ANTEQUERA,vih,no de personas con prueba rapida,2019-03-01,1,3,4
ANZALDO,vih,no de personas con prueba rapida,2019-03-01,3,5,8
APOLO,vih,no de personas con prueba rapida,2019-03-01,1,2,3
ARBIETO,vih,no de personas con prueba rapida,2019-03-01,3,9,12
ARQUE,vih,no de personas con prueba rapida,2019-03-01,4,10,14
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2019-03-01,41,111,152
AYATA,vih,no de personas con prueba rapida,2019-03-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2019-03-01,3,9,12
AZURDUY,vih,no de personas con prueba rapida,2019-03-01,1,5,6
BERMEJO,vih,no de personas con prueba rapida,2019-03-01,4,23,27
BETANZOS,vih,no de personas con prueba rapida,2019-03-01,1,4,5
BOLIVAR,vih,no de personas con prueba rapida,2019-03-01,13,21,34
BOYUIBE,vih,no de personas con prueba rapida,2019-03-01,68,2,70
BUENA VISTA,vih,no de personas con prueba rapida,2019-03-01,11,20,31
CABEZAS,vih,no de personas con prueba rapida,2019-03-01,19,22,41
CAJUATA,vih,no de personas con prueba rapida,2019-03-01,1,1,2
CALACOTO,vih,no de personas con prueba rapida,2019-03-01,2,1,3
CAMARGO,vih,no de personas con prueba rapida,2019-03-01,34,52,86
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2019-03-01,8,13,21
CAMIRI,vih,no de personas con prueba rapida,2019-03-01,11,20,31
CAPINOTA,vih,no de personas con prueba rapida,2019-03-01,4,1,5
CARACOLLO,vih,no de personas con prueba rapida,2019-03-01,1,2,3
CARANAVI,vih,no de personas con prueba rapida,2019-03-01,28,28,56
CARIPUYO,vih,no de personas con prueba rapida,2019-03-01,0,7,7
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2019-03-01,10,10,20
CHALLAPATA,vih,no de personas con prueba rapida,2019-03-01,23,101,124
CHAQUI,vih,no de personas con prueba rapida,2019-03-01,1,0,1
CHARAGUA,vih,no de personas con prueba rapida,2019-03-01,6,2,8
CHAYANTA,vih,no de personas con prueba rapida,2019-03-01,1,0,1
CHIMORE,vih,no de personas con prueba rapida,2019-03-01,43,25,68
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2019-03-01,14,15,29
CHUMA,vih,no de personas con prueba rapida,2019-03-01,9,12,21
CKOCHAS,vih,no de personas con prueba rapida,2019-03-01,0,3,3
CLIZA,vih,no de personas con prueba rapida,2019-03-01,4,7,11
COBIJA,vih,no de personas con prueba rapida,2019-03-01,209,162,371
COCHABAMBA,vih,no de personas con prueba rapida,2019-03-01,537,729,1266
COIPASA,vih,no de personas con prueba rapida,2019-03-01,8,0,8
COLCAPIRHUA,vih,no de personas con prueba rapida,2019-03-01,44,46,90
COLOMI,vih,no de personas con prueba rapida,2019-03-01,0,12,12
COLQUECHACA,vih,no de personas con prueba rapida,2019-03-01,1,1,2
COLQUIRI,vih,no de personas con prueba rapida,2019-03-01,2,0,2
COMARAPA,vih,no de personas con prueba rapida,2019-03-01,3,10,13
CONCEPCION,vih,no de personas con prueba rapida,2019-03-01,7,1,8
CORIPATA,vih,no de personas con prueba rapida,2019-03-01,10,4,14
COROICO,vih,no de personas con prueba rapida,2019-03-01,21,18,39
CORQUE,vih,no de personas con prueba rapida,2019-03-01,25,44,69
COTAGAITA,vih,no de personas con prueba rapida,2019-03-01,2,1,3
COTOCA,vih,no de personas con prueba rapida,2019-03-01,75,116,191
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2019-03-01,13,42,55
CUCHUMUELA (V. G. VILLARROEL),vih,no de personas con prueba rapida,2019-03-01,0,1,1
CUEVO,vih,no de personas con prueba rapida,2019-03-01,175,2,177
CULPINA,vih,no de personas con prueba rapida,2019-03-01,9,48,57
CURVA,vih,no de personas con prueba rapida,2019-03-01,0,2,2
DESAGUADERO,vih,no de personas con prueba rapida,2019-03-01,4,6,10
EL ALTO,vih,no de personas con prueba rapida,2019-03-01,959,1856,2815
EL PUENTE(STC),vih,no de personas con prueba rapida,2019-03-01,24,42,66
EL PUENTE(TJA),vih,no de personas con prueba rapida,2019-03-01,0,2,2
EL TORNO,vih,no de personas con prueba rapida,2019-03-01,77,203,280
EL VILLAR,vih,no de personas con prueba rapida,2019-03-01,1,0,1
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2019-03-01,5,28,33
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2019-03-01,51,120,171
ESCARA,vih,no de personas con prueba rapida,2019-03-01,1,0,1
ESCOMA,vih,no de personas con prueba rapida,2019-03-01,2,9,11
EUCALIPTUS,vih,no de personas con prueba rapida,2019-03-01,7,10,17
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2019-03-01,15,80,95
FILADELFIA,vih,no de personas con prueba rapida,2019-03-01,2,8,10
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2019-03-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2019-03-01,1,4,5
GUANAY,vih,no de personas con prueba rapida,2019-03-01,5,1,6
GUAYARAMERIN,vih,no de personas con prueba rapida,2019-03-01,213,257,470
GUTIERREZ,vih,no de personas con prueba rapida,2019-03-01,10,27,37
HUACARETA,vih,no de personas con prueba rapida,2019-03-01,1,2,3
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2019-03-01,1,0,1
HUACHACALLA,vih,no de personas con prueba rapida,2019-03-01,242,5,247
HUANUNI,vih,no de personas con prueba rapida,2019-03-01,58,109,167
HUARINA,vih,no de personas con prueba rapida,2019-03-01,2,4,6
HUAYLLAMARCA,vih,no de personas con prueba rapida,2019-03-01,0,1,1
ICLA,vih,no de personas con prueba rapida,2019-03-01,3,7,10
INCAHUASI,vih,no de personas con prueba rapida,2019-03-01,7,18,25
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2019-03-01,2,0,2
JESUS DE MACHACA,vih,no de personas con prueba rapida,2019-03-01,4,2,6
LA ASUNTA,vih,no de personas con prueba rapida,2019-03-01,81,128,209
LA GUARDIA,vih,no de personas con prueba rapida,2019-03-01,152,217,369
LA PAZ,vih,no de personas con prueba rapida,2019-03-01,1177,1418,2595
LAGUNILLAS,vih,no de personas con prueba rapida,2019-03-01,4,11,15
LAJA,vih,no de personas con prueba rapida,2019-03-01,12,14,26
LAS CARRERAS,vih,no de personas con prueba rapida,2019-03-01,2,6,8
LLALLAGUA,vih,no de personas con prueba rapida,2019-03-01,15,17,32
MACHACAMARCA,vih,no de personas con prueba rapida,2019-03-01,0,4,4
MACHARETI,vih,no de personas con prueba rapida,2019-03-01,2,11,13
MAIRANA,vih,no de personas con prueba rapida,2019-03-01,1,4,5
MAPIRI,vih,no de personas con prueba rapida,2019-03-01,6,0,6
MINEROS,vih,no de personas con prueba rapida,2019-03-01,3,75,78
MIZQUE,vih,no de personas con prueba rapida,2019-03-01,35,68,103
MOJOCOYA,vih,no de personas con prueba rapida,2019-03-01,13,20,33
MONTEAGUDO,vih,no de personas con prueba rapida,2019-03-01,20,70,90
MONTERO,vih,no de personas con prueba rapida,2019-03-01,616,442,1058
OCURI,vih,no de personas con prueba rapida,2019-03-01,0,3,3
OKINAWA,vih,no de personas con prueba rapida,2019-03-01,3,2,5
OMEREQUE,vih,no de personas con prueba rapida,2019-03-01,2,5,7
ORURO,vih,no de personas con prueba rapida,2019-03-01,235,996,1231
PADCAYA,vih,no de personas con prueba rapida,2019-03-01,0,1,1
PADILLA,vih,no de personas con prueba rapida,2019-03-01,2,14,16
PAILON,vih,no de personas con prueba rapida,2019-03-01,81,178,259
PALCA,vih,no de personas con prueba rapida,2019-03-01,0,2,2
PALOS BLANCOS,vih,no de personas con prueba rapida,2019-03-01,2,8,10
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2019-03-01,1,3,4
PAMPA GRANDE,vih,no de personas con prueba rapida,2019-03-01,4,5,9
PASORAPA,vih,no de personas con prueba rapida,2019-03-01,6,9,15
PATACAMAYA,vih,no de personas con prueba rapida,2019-03-01,3,0,3
PAZÑA,vih,no de personas con prueba rapida,2019-03-01,1,14,15
PELECHUCO,vih,no de personas con prueba rapida,2019-03-01,1,1,2
POCOATA,vih,no de personas con prueba rapida,2019-03-01,0,1,1
POCONA,vih,no de personas con prueba rapida,2019-03-01,148,166,314
POJO (CBBA),vih,no de personas con prueba rapida,2019-03-01,3,3,6
POOPO,vih,no de personas con prueba rapida,2019-03-01,27,79,106
PORCO,vih,no de personas con prueba rapida,2019-03-01,1,9,10
POROMA,vih,no de personas con prueba rapida,2019-03-01,1,3,4
PORONGO,vih,no de personas con prueba rapida,2019-03-01,0,3,3
PORTACHUELO,vih,no de personas con prueba rapida,2019-03-01,5,0,5
POTOSI,vih,no de personas con prueba rapida,2019-03-01,47,35,82
PRESTO,vih,no de personas con prueba rapida,2019-03-01,1,1,2
PUCARANI,vih,no de personas con prueba rapida,2019-03-01,2,0,2
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2019-03-01,1,2,3
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2019-03-01,2,2,4
PUERTO RICO,vih,no de personas con prueba rapida,2019-03-01,0,11,11
PUERTO SUAREZ,vih,no de personas con prueba rapida,2019-03-01,2,2,4
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2019-03-01,267,295,562
PUNA,vih,no de personas con prueba rapida,2019-03-01,1,0,1
PUNATA,vih,no de personas con prueba rapida,2019-03-01,43,44,87
QUILLACOLLO,vih,no de personas con prueba rapida,2019-03-01,90,127,217
QUIME,vih,no de personas con prueba rapida,2019-03-01,3,12,15
RAVELO,vih,no de personas con prueba rapida,2019-03-01,0,1,1
REYES,vih,no de personas con prueba rapida,2019-03-01,4,1,5
RIBERALTA,vih,no de personas con prueba rapida,2019-03-01,285,292,577
ROBORE,vih,no de personas con prueba rapida,2019-03-01,7,0,7
RURRENABAQUE,vih,no de personas con prueba rapida,2019-03-01,11,23,34
SABAYA,vih,no de personas con prueba rapida,2019-03-01,24,28,52
SACABA,vih,no de personas con prueba rapida,2019-03-01,142,167,309
SACACA,vih,no de personas con prueba rapida,2019-03-01,0,1,1
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2019-03-01,22,17,39
SAN ANDRES,vih,no de personas con prueba rapida,2019-03-01,2,0,2
SAN BENITO,vih,no de personas con prueba rapida,2019-03-01,0,2,2
SAN BORJA,vih,no de personas con prueba rapida,2019-03-01,2,2,4
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2019-03-01,6,10,16
SAN CARLOS,vih,no de personas con prueba rapida,2019-03-01,11,29,40
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2019-03-01,12,15,27
SAN JAVIER(STC),vih,no de personas con prueba rapida,2019-03-01,1,0,1
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2019-03-01,19,167,186
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2019-03-01,7,10,17
SAN JULIAN,vih,no de personas con prueba rapida,2019-03-01,44,79,123
SAN LORENZO(PND),vih,no de personas con prueba rapida,2019-03-01,1,5,6
SAN LUCAS,vih,no de personas con prueba rapida,2019-03-01,8,135,143
SAN MATIAS,vih,no de personas con prueba rapida,2019-03-01,11,13,24
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2019-03-01,2,1,3
SAN PEDRO,vih,no de personas con prueba rapida,2019-03-01,30,61,91
SAN RAFAEL,vih,no de personas con prueba rapida,2019-03-01,2,1,3
SAN RAMON BENI,vih,no de personas con prueba rapida,2019-03-01,2,2,4
SAN RAMON SCZ,vih,no de personas con prueba rapida,2019-03-01,1,0,1
SANTA ANA,vih,no de personas con prueba rapida,2019-03-01,17,15,32
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2019-03-01,1278,2371,3649
SANTA ROSA,vih,no de personas con prueba rapida,2019-03-01,1,0,1
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2019-03-01,0,5,5
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2019-03-01,22,26,48
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2019-03-01,2,7,9
SENA,vih,no de personas con prueba rapida,2019-03-01,0,1,1
SHINAOTA,vih,no de personas con prueba rapida,2019-03-01,20,54,74
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2019-03-01,1,0,1
SICAYA,vih,no de personas con prueba rapida,2019-03-01,0,3,3
SIPE SIPE,vih,no de personas con prueba rapida,2019-03-01,8,8,16
SOPACHUY,vih,no de personas con prueba rapida,2019-03-01,29,59,88
SORATA,vih,no de personas con prueba rapida,2019-03-01,0,6,6
SUCRE,vih,no de personas con prueba rapida,2019-03-01,205,290,495
TACACHI,vih,no de personas con prueba rapida,2019-03-01,3,2,5
TACACOMA,vih,no de personas con prueba rapida,2019-03-01,19,7,26
TACOBAMBA,vih,no de personas con prueba rapida,2019-03-01,0,10,10
TACOPAYA,vih,no de personas con prueba rapida,2019-03-01,7,14,21
TAPACARI,vih,no de personas con prueba rapida,2019-03-01,6,11,17
TARABUCO,vih,no de personas con prueba rapida,2019-03-01,43,60,103
TARATA,vih,no de personas con prueba rapida,2019-03-01,1,2,3
TARIJA,vih,no de personas con prueba rapida,2019-03-01,128,278,406
TARVITA,vih,no de personas con prueba rapida,2019-03-01,3,14,17
TEOPONTE,vih,no de personas con prueba rapida,2019-03-01,1,0,1
TIAHUANACU,vih,no de personas con prueba rapida,2019-03-01,3,2,5
TINGUIPAYA,vih,no de personas con prueba rapida,2019-03-01,0,1,1
TIPUANI,vih,no de personas con prueba rapida,2019-03-01,15,21,36
TIQUIPAYA,vih,no de personas con prueba rapida,2019-03-01,9,8,17
TIRAQUE (CBBA),vih,no de personas con prueba rapida,2019-03-01,1,0,1
TOCO,vih,no de personas con prueba rapida,2019-03-01,3,2,5
TODOS SANTOS,vih,no de personas con prueba rapida,2019-03-01,6,0,6
TOLATA,vih,no de personas con prueba rapida,2019-03-01,0,6,6
TOLEDO,vih,no de personas con prueba rapida,2019-03-01,0,4,4
TOMAVE,vih,no de personas con prueba rapida,2019-03-01,0,1,1
TOMINA,vih,no de personas con prueba rapida,2019-03-01,5,0,5
TORO TORO,vih,no de personas con prueba rapida,2019-03-01,1,1,2
TOTORA(CBBA),vih,no de personas con prueba rapida,2019-03-01,6,11,17
TOTORA(ORR),vih,no de personas con prueba rapida,2019-03-01,0,1,1
TRINIDAD,vih,no de personas con prueba rapida,2019-03-01,428,327,755
TUPIZA,vih,no de personas con prueba rapida,2019-03-01,81,169,250
UNCIA,vih,no de personas con prueba rapida,2019-03-01,2,4,6
URUBICHA,vih,no de personas con prueba rapida,2019-03-01,40,40,80
UYUNI,vih,no de personas con prueba rapida,2019-03-01,1,23,24
VACAS,vih,no de personas con prueba rapida,2019-03-01,8,13,21
VALLEGRANDE,vih,no de personas con prueba rapida,2019-03-01,19,9,28
VIACHA,vih,no de personas con prueba rapida,2019-03-01,14,11,25
VILA VILA,vih,no de personas con prueba rapida,2019-03-01,2,1,3
VILLA MONTES,vih,no de personas con prueba rapida,2019-03-01,15,23,38
VILLA NUEVA (LOMA ALTA),vih,no de personas con prueba rapida,2019-03-01,0,1,1
VILLA RIVERO,vih,no de personas con prueba rapida,2019-03-01,10,28,38
VILLA SERRANO,vih,no de personas con prueba rapida,2019-03-01,8,132,140
VILLA TUNARI,vih,no de personas con prueba rapida,2019-03-01,85,94,179
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2019-03-01,1,9,10
VILLAZON,vih,no de personas con prueba rapida,2019-03-01,35,40,75
VINTO,vih,no de personas con prueba rapida,2019-03-01,27,222,249
WARNES,vih,no de personas con prueba rapida,2019-03-01,54,63,117
YACUIBA,vih,no de personas con prueba rapida,2019-03-01,26,58,84
YAMPARAEZ,vih,no de personas con prueba rapida,2019-03-01,3,8,11
YANACACHI,vih,no de personas con prueba rapida,2019-03-01,20,20,40
YAPACANI,vih,no de personas con prueba rapida,2019-03-01,30,87,117
YUNCHARA,vih,no de personas con prueba rapida,2019-03-01,3,4,7
ZUDAÑEZ,vih,no de personas con prueba rapida,2019-03-01,3,23,26
ACHACACHI,vih,no de personas con prueba rapida,2019-04-01,0,2,2
AIQUILE,vih,no de personas con prueba rapida,2019-04-01,8,21,29
ALCALA,vih,no de personas con prueba rapida,2019-04-01,1,2,3
ANCORAIMES,vih,no de personas con prueba rapida,2019-04-01,2,1,3
ANDAMARCA,vih,no de personas con prueba rapida,2019-04-01,0,1,1
ANTEQUERA,vih,no de personas con prueba rapida,2019-04-01,1,1,2
ANZALDO,vih,no de personas con prueba rapida,2019-04-01,0,2,2
APOLO,vih,no de personas con prueba rapida,2019-04-01,3,2,5
ARANI,vih,no de personas con prueba rapida,2019-04-01,2,0,2
ARBIETO,vih,no de personas con prueba rapida,2019-04-01,15,34,49
ARQUE,vih,no de personas con prueba rapida,2019-04-01,5,20,25
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2019-04-01,65,66,131
AYATA,vih,no de personas con prueba rapida,2019-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2019-04-01,1,10,11
AZURDUY,vih,no de personas con prueba rapida,2019-04-01,2,14,16
BERMEJO,vih,no de personas con prueba rapida,2019-04-01,16,23,39
BETANZOS,vih,no de personas con prueba rapida,2019-04-01,0,2,2
BOLIVAR,vih,no de personas con prueba rapida,2019-04-01,7,12,19
BOYUIBE,vih,no de personas con prueba rapida,2019-04-01,1,0,1
CABEZAS,vih,no de personas con prueba rapida,2019-04-01,7,34,41
"CAIZA ""D""",vih,no de personas con prueba rapida,2019-04-01,0,1,1
CAMARGO,vih,no de personas con prueba rapida,2019-04-01,12,38,50
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2019-04-01,4,5,9
CAMIRI,vih,no de personas con prueba rapida,2019-04-01,12,30,42
CAPINOTA,vih,no de personas con prueba rapida,2019-04-01,4,15,19
CARACOLLO,vih,no de personas con prueba rapida,2019-04-01,2,2,4
CARANAVI,vih,no de personas con prueba rapida,2019-04-01,39,25,64
CARAPARI,vih,no de personas con prueba rapida,2019-04-01,2,0,2
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2019-04-01,39,0,39
CHALLAPATA,vih,no de personas con prueba rapida,2019-04-01,21,49,70
CHARAGUA,vih,no de personas con prueba rapida,2019-04-01,5,13,18
CHAYANTA,vih,no de personas con prueba rapida,2019-04-01,0,1,1
CHIMORE,vih,no de personas con prueba rapida,2019-04-01,5,17,22
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2019-04-01,9,7,16
CHUMA,vih,no de personas con prueba rapida,2019-04-01,2,5,7
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2019-04-01,0,2,2
CKOCHAS,vih,no de personas con prueba rapida,2019-04-01,0,3,3
CLIZA,vih,no de personas con prueba rapida,2019-04-01,7,4,11
COBIJA,vih,no de personas con prueba rapida,2019-04-01,729,517,1246
COCAPATA,vih,no de personas con prueba rapida,2019-04-01,0,1,1
COCHABAMBA,vih,no de personas con prueba rapida,2019-04-01,686,846,1532
COIPASA,vih,no de personas con prueba rapida,2019-04-01,0,3,3
COLCAPIRHUA,vih,no de personas con prueba rapida,2019-04-01,53,75,128
"COLCHA ""K""",vih,no de personas con prueba rapida,2019-04-01,37,43,80
COLOMI,vih,no de personas con prueba rapida,2019-04-01,7,6,13
COLPA BELGICA,vih,no de personas con prueba rapida,2019-04-01,2,1,3
COLQUECHACA,vih,no de personas con prueba rapida,2019-04-01,0,2,2
COLQUIRI,vih,no de personas con prueba rapida,2019-04-01,1,1,2
COMARAPA,vih,no de personas con prueba rapida,2019-04-01,70,19,89
CONCEPCION,vih,no de personas con prueba rapida,2019-04-01,3,1,4
COPACABANA,vih,no de personas con prueba rapida,2019-04-01,2,0,2
CORIPATA,vih,no de personas con prueba rapida,2019-04-01,5,2,7
CORO CORO,vih,no de personas con prueba rapida,2019-04-01,1,0,1
COROICO,vih,no de personas con prueba rapida,2019-04-01,6,3,9
CORQUE,vih,no de personas con prueba rapida,2019-04-01,74,155,229
COTAGAITA,vih,no de personas con prueba rapida,2019-04-01,3,1,4
COTOCA,vih,no de personas con prueba rapida,2019-04-01,13,22,35
CRUZ DE MACHACAMARCA,vih,no de personas con prueba rapida,2019-04-01,0,1,1
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2019-04-01,5,40,45
CUCHUMUELA (V. G. VILLARROEL),vih,no de personas con prueba rapida,2019-04-01,0,1,1
CUEVO,vih,no de personas con prueba rapida,2019-04-01,1,3,4
CULPINA,vih,no de personas con prueba rapida,2019-04-01,4,31,35
CURVA,vih,no de personas con prueba rapida,2019-04-01,0,1,1
DESAGUADERO,vih,no de personas con prueba rapida,2019-04-01,3,6,9
EL ALTO,vih,no de personas con prueba rapida,2019-04-01,658,1352,2010
EL PUENTE(STC),vih,no de personas con prueba rapida,2019-04-01,7,6,13
EL PUENTE(TJA),vih,no de personas con prueba rapida,2019-04-01,0,1,1
EL TORNO,vih,no de personas con prueba rapida,2019-04-01,188,168,356
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2019-04-01,8,13,21
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2019-04-01,18,139,157
ESCARA,vih,no de personas con prueba rapida,2019-04-01,1,0,1
ESMERALDA,vih,no de personas con prueba rapida,2019-04-01,3,2,5
EUCALIPTUS,vih,no de personas con prueba rapida,2019-04-01,3,13,16
EUREKA (SANTOS MERCADO),vih,no de personas con prueba rapida,2019-04-01,0,1,1
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2019-04-01,17,50,67
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2019-04-01,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2019-04-01,1,9,10
GUANAY,vih,no de personas con prueba rapida,2019-04-01,3,1,4
GUAYARAMERIN,vih,no de personas con prueba rapida,2019-04-01,37,57,94
HUANUNI,vih,no de personas con prueba rapida,2019-04-01,86,40,126
HUARINA,vih,no de personas con prueba rapida,2019-04-01,4,9,13
ICLA,vih,no de personas con prueba rapida,2019-04-01,2,7,9
INCAHUASI,vih,no de personas con prueba rapida,2019-04-01,14,15,29
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2019-04-01,4,2,6
JESUS DE MACHACA,vih,no de personas con prueba rapida,2019-04-01,4,7,11
LA ASUNTA,vih,no de personas con prueba rapida,2019-04-01,17,25,42
LA GUARDIA,vih,no de personas con prueba rapida,2019-04-01,60,127,187
LA PAZ,vih,no de personas con prueba rapida,2019-04-01,1244,1924,3168
LAGUNILLAS,vih,no de personas con prueba rapida,2019-04-01,1,0,1
LAJA,vih,no de personas con prueba rapida,2019-04-01,7,2,9
LLALLAGUA,vih,no de personas con prueba rapida,2019-04-01,17,10,27
MACHACAMARCA,vih,no de personas con prueba rapida,2019-04-01,1,6,7
MACHARETI,vih,no de personas con prueba rapida,2019-04-01,5,42,47
MAIRANA,vih,no de personas con prueba rapida,2019-04-01,3,15,18
MINEROS,vih,no de personas con prueba rapida,2019-04-01,5,100,105
MIZQUE,vih,no de personas con prueba rapida,2019-04-01,26,39,65
MOJOCOYA,vih,no de personas con prueba rapida,2019-04-01,1,3,4
MONTEAGUDO,vih,no de personas con prueba rapida,2019-04-01,26,84,110
MONTERO,vih,no de personas con prueba rapida,2019-04-01,381,540,921
MOROCHATA,vih,no de personas con prueba rapida,2019-04-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2019-04-01,1,0,1
OCURI,vih,no de personas con prueba rapida,2019-04-01,2,13,15
OKINAWA,vih,no de personas con prueba rapida,2019-04-01,1,5,6
OMEREQUE,vih,no de personas con prueba rapida,2019-04-01,4,7,11
ORURO,vih,no de personas con prueba rapida,2019-04-01,270,773,1043
PADILLA,vih,no de personas con prueba rapida,2019-04-01,2,17,19
PAILON,vih,no de personas con prueba rapida,2019-04-01,34,92,126
PALOS BLANCOS,vih,no de personas con prueba rapida,2019-04-01,6,6,12
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2019-04-01,3,6,9
PAMPA GRANDE,vih,no de personas con prueba rapida,2019-04-01,4,6,10
