,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,0,0,0,2,8,0,0,0,0,0,0,10
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,1,1,6,4,2,1,0,0,0,0,0,0,0,0,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,3,0,0,4,0,2,0,0,0,0,0,9
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,7,3,0,2,3,2,0,0,0,0,0,0,17
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,1,0,0,1,0,4,0,0,0,0,0,6
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,0,0,1,3,8,1,1,0,0,0,0,14
VINTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,2,1,0,0,0,1,2,0,0,0,0,0,6
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,0,0,7,0,0,3,0,0,0,0,0,10
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CUEVO,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,5,10,12,0,5,0,4,0,0,0,0,0,0,0,36
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,2,0,4,4,1,2,4,8,2,0,0,0,0,0,27
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,2,3,9,9,13,3,1,0,0,0,0,40
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,0,0,0,1,1,3,0,0,0,0,0,5
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,1,1,2,3,0,2,10,9,0,0,0,0,0,0,28
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,0,3,1,3,3,1,0,0,0,0,0,11
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,3,5,0,1,2,2,2,3,0,0,0,0,18
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,1,1,3,0,1,4,4,4,0,0,0,0,0,18
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,1,4,4,0,0,2,4,0,0,0,0,0,0,15
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,0,1,0,13,0,0,0,0,0,0,0,14
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,3,0,2,7,7,0,1,0,0,0,0,20
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2020-11-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
ACHOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,2,1,2,0,0,5,0,0,0,0,0,0,10
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
COROICO,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,2,1,10,9,3,5,2,4,5,3,0,0,0,0,44
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,3,2,0,1,2,2,0,0,0,0,0,0,10
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,2,0,1,1,2,3,3,0,0,0,0,0,0,12
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,1,0,2,1,4,7,8,9,4,1,0,0,0,0,37
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,5,3,10,2,0,0,0,0,0,20
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,4,2,1,1,1,7,3,2,0,0,0,0,21
SAN RAMON SCZ,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,2,1,0,0,2,3,1,1,0,0,0,0,10
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,2,1,0,0,5,2,2,1,0,0,0,0,13
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,1,0,0,0,1,10,0,0,0,0,0,0,12
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,0,0,0,0,1,2,0,4,0,0,0,0,7
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2020-12-01,0,0,3,1,0,0,1,4,0,4,0,0,0,0,13
