,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
TOLATA,atencion odontologica,medidas preventivas,2020-02-01,0,4,2,2,2,3,1,4,0,0,0,0,0,0,18
TOLEDO,atencion odontologica,medidas preventivas,2020-02-01,8,8,147,146,0,10,0,6,1,0,0,0,0,0,326
TOMAVE,atencion odontologica,medidas preventivas,2020-02-01,4,12,0,4,0,0,0,0,0,0,0,0,0,0,20
TOMINA,atencion odontologica,medidas preventivas,2020-02-01,35,36,9,13,0,5,2,14,0,0,0,0,0,0,114
TORO TORO,atencion odontologica,medidas preventivas,2020-02-01,2,0,0,0,0,1,0,1,0,2,0,0,0,0,6
TOTORA(CBBA),atencion odontologica,medidas preventivas,2020-02-01,9,7,100,17,0,8,2,17,5,1,0,0,0,0,166
TOTORA(ORR),atencion odontologica,medidas preventivas,2020-02-01,3,0,0,0,0,1,0,4,2,2,0,0,0,0,12
TRIGAL,atencion odontologica,medidas preventivas,2020-02-01,3,8,3,12,0,0,0,0,0,0,0,0,0,0,26
TRINIDAD,atencion odontologica,medidas preventivas,2020-02-01,133,131,95,96,24,59,51,168,20,5,0,0,0,0,782
TUPIZA,atencion odontologica,medidas preventivas,2020-02-01,28,37,24,26,19,35,52,93,46,26,0,0,0,0,386
TURCO,atencion odontologica,medidas preventivas,2020-02-01,11,7,0,2,2,0,4,2,2,2,0,0,0,0,32
UMALA,atencion odontologica,medidas preventivas,2020-02-01,3,13,4,4,1,1,0,1,0,0,0,0,0,0,27
UNCIA,atencion odontologica,medidas preventivas,2020-02-01,37,59,14,25,17,22,15,30,9,3,0,0,0,0,231
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2020-02-01,5,2,14,17,5,12,7,27,0,0,0,0,0,0,89
UYUNI,atencion odontologica,medidas preventivas,2020-02-01,19,17,27,17,3,8,15,24,5,6,0,0,0,0,141
VACAS,atencion odontologica,medidas preventivas,2020-02-01,10,4,31,27,0,13,2,0,0,0,0,0,0,0,87
VALLEGRANDE,atencion odontologica,medidas preventivas,2020-02-01,65,76,42,40,14,6,40,83,7,20,0,0,0,0,393
VIACHA,atencion odontologica,medidas preventivas,2020-02-01,55,57,74,107,44,48,98,143,13,8,0,0,0,0,647
VILA VILA,atencion odontologica,medidas preventivas,2020-02-01,1,1,1,10,2,6,10,6,3,0,0,0,0,0,40
VILLA CHARCAS,atencion odontologica,medidas preventivas,2020-02-01,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11
VILLA MONTES,atencion odontologica,medidas preventivas,2020-02-01,23,18,49,85,54,58,140,137,22,7,0,0,0,0,593
VILLA RIVERO,atencion odontologica,medidas preventivas,2020-02-01,4,6,11,8,1,21,6,9,1,4,0,0,0,0,71
VILLA SERRANO,atencion odontologica,medidas preventivas,2020-02-01,12,9,7,4,1,3,1,9,0,0,0,0,0,0,46
VILLA TUNARI,atencion odontologica,medidas preventivas,2020-02-01,30,23,65,63,14,23,85,133,10,7,0,0,0,0,453
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2020-02-01,48,50,22,18,2,22,7,34,0,2,0,0,0,0,205
VILLAZON,atencion odontologica,medidas preventivas,2020-02-01,45,35,22,23,7,7,11,48,3,12,0,0,0,0,213
VINTO,atencion odontologica,medidas preventivas,2020-02-01,58,86,59,95,40,97,30,108,7,14,0,0,0,0,594
VITICHI,atencion odontologica,medidas preventivas,2020-02-01,22,20,25,31,2,4,5,9,0,1,0,0,0,0,119
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2020-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
WARNES,atencion odontologica,medidas preventivas,2020-02-01,18,27,28,30,2,12,2,21,4,3,0,0,0,0,147
YACO,atencion odontologica,medidas preventivas,2020-02-01,18,24,18,19,3,0,0,2,0,0,0,0,0,0,84
YACUIBA,atencion odontologica,medidas preventivas,2020-02-01,11,26,112,165,60,75,72,188,16,4,0,0,0,0,729
YAMPARAEZ,atencion odontologica,medidas preventivas,2020-02-01,109,87,6,2,1,2,0,1,0,0,0,0,0,0,208
YANACACHI,atencion odontologica,medidas preventivas,2020-02-01,5,1,2,5,2,2,2,14,1,0,0,0,0,0,34
YAPACANI,atencion odontologica,medidas preventivas,2020-02-01,17,24,29,33,21,31,33,69,3,0,0,0,0,0,260
YOCALLA,atencion odontologica,medidas preventivas,2020-02-01,2,4,9,6,0,0,1,5,0,0,0,0,0,0,27
YOTALA,atencion odontologica,medidas preventivas,2020-02-01,2,2,4,2,0,4,0,2,0,0,0,0,0,0,16
YUNCHARA,atencion odontologica,medidas preventivas,2020-02-01,4,3,8,15,2,5,1,8,2,0,0,0,0,0,48
ZUDAÑEZ,atencion odontologica,medidas preventivas,2020-02-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
ACACIO,atencion odontologica,medidas preventivas,2020-03-01,0,25,122,106,27,19,8,32,1,1,0,0,0,0,341
ACHACACHI,atencion odontologica,medidas preventivas,2020-03-01,29,38,35,35,12,16,11,27,5,2,0,0,0,0,210
ACHOCALLA,atencion odontologica,medidas preventivas,2020-03-01,51,52,31,24,5,11,5,15,0,0,0,0,0,0,194
AIQUILE,atencion odontologica,medidas preventivas,2020-03-01,37,41,42,82,13,23,75,102,8,3,0,0,0,0,426
ALALAY,atencion odontologica,medidas preventivas,2020-03-01,0,0,0,0,1,0,2,4,0,0,0,0,0,0,7
ALCALA,atencion odontologica,medidas preventivas,2020-03-01,34,32,1,1,0,3,0,6,1,0,0,0,0,0,78
ALTO BENI,atencion odontologica,medidas preventivas,2020-03-01,24,24,13,26,20,13,11,15,0,3,0,0,0,0,149
ANCORAIMES,atencion odontologica,medidas preventivas,2020-03-01,1,4,0,0,0,2,2,2,0,3,0,0,0,0,14
ANDAMARCA,atencion odontologica,medidas preventivas,2020-03-01,13,29,129,107,8,4,4,14,24,23,0,0,0,0,355
ANTEQUERA,atencion odontologica,medidas preventivas,2020-03-01,13,8,58,38,9,10,7,8,3,6,0,0,0,0,160
ANZALDO,atencion odontologica,medidas preventivas,2020-03-01,0,5,11,10,3,6,3,10,4,8,0,0,0,0,60
APOLO,atencion odontologica,medidas preventivas,2020-03-01,20,22,7,9,4,10,6,3,1,1,0,0,0,0,83
ARAMPAMPA,atencion odontologica,medidas preventivas,2020-03-01,0,6,7,18,0,7,2,1,1,2,0,0,0,0,44
ARANI,atencion odontologica,medidas preventivas,2020-03-01,6,4,7,16,12,25,5,30,2,9,0,0,0,0,116
ARBIETO,atencion odontologica,medidas preventivas,2020-03-01,60,28,40,47,7,14,14,36,5,2,0,0,0,0,253
ARQUE,atencion odontologica,medidas preventivas,2020-03-01,0,16,64,26,4,15,8,18,1,1,0,0,0,0,153
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2020-03-01,82,86,13,6,8,10,12,16,0,0,0,0,0,0,233
ATOCHA,atencion odontologica,medidas preventivas,2020-03-01,17,21,53,73,20,39,189,92,6,2,0,0,0,0,512
AUCAPATA,atencion odontologica,medidas preventivas,2020-03-01,2,3,35,21,1,3,5,8,0,0,0,0,0,0,78
AYATA,atencion odontologica,medidas preventivas,2020-03-01,2,6,6,7,0,0,0,0,0,0,0,0,0,0,21
AYO AYO,atencion odontologica,medidas preventivas,2020-03-01,1,2,0,3,2,5,0,6,1,0,0,0,0,0,20
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2020-03-01,16,10,33,32,11,32,45,95,8,3,0,0,0,0,285
AZURDUY,atencion odontologica,medidas preventivas,2020-03-01,0,0,0,0,1,1,2,5,0,0,0,0,0,0,9
BATALLAS,atencion odontologica,medidas preventivas,2020-03-01,4,7,3,1,0,0,0,0,0,0,0,0,0,0,15
BAURES,atencion odontologica,medidas preventivas,2020-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2020-03-01,1,1,9,5,0,1,0,3,0,2,0,0,0,0,22
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2020-03-01,1,5,0,2,1,2,3,3,4,2,0,0,0,0,23
BELLA FLOR,atencion odontologica,medidas preventivas,2020-03-01,28,20,42,36,0,2,0,6,0,0,0,0,0,0,134
BERMEJO,atencion odontologica,medidas preventivas,2020-03-01,5,7,37,25,8,14,16,52,2,3,0,0,0,0,169
BETANZOS,atencion odontologica,medidas preventivas,2020-03-01,29,54,15,13,0,1,4,3,0,2,0,0,0,0,121
BOLIVAR,atencion odontologica,medidas preventivas,2020-03-01,0,0,6,2,0,0,0,1,0,0,0,0,0,0,9
BOLPEBRA,atencion odontologica,medidas preventivas,2020-03-01,2,2,0,0,2,0,0,4,0,0,0,0,0,0,10
BUENA VISTA,atencion odontologica,medidas preventivas,2020-03-01,3,7,5,10,0,1,0,1,0,0,0,0,0,0,27
CABEZAS,atencion odontologica,medidas preventivas,2020-03-01,30,46,14,8,0,4,1,4,0,0,0,0,0,0,107
CAIROMA,atencion odontologica,medidas preventivas,2020-03-01,0,9,21,43,0,20,4,8,0,1,0,0,0,0,106
"CAIZA ""D""",atencion odontologica,medidas preventivas,2020-03-01,2,2,1,3,0,0,0,0,0,0,0,0,0,0,8
CAJUATA,atencion odontologica,medidas preventivas,2020-03-01,3,4,7,6,0,8,1,8,0,0,0,0,0,0,37
CALACOTO,atencion odontologica,medidas preventivas,2020-03-01,2,6,9,6,0,0,0,2,0,0,0,0,0,0,25
CALAMARCA,atencion odontologica,medidas preventivas,2020-03-01,5,9,4,6,2,3,0,6,0,1,0,0,0,0,36
CAMARGO,atencion odontologica,medidas preventivas,2020-03-01,1,9,25,28,0,3,1,2,0,0,0,0,0,0,69
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2020-03-01,2,5,28,19,0,0,4,1,0,0,0,0,0,0,59
CAMIRI,atencion odontologica,medidas preventivas,2020-03-01,190,192,179,171,0,5,10,38,14,2,0,0,0,0,801
CAPINOTA,atencion odontologica,medidas preventivas,2020-03-01,18,46,36,68,28,42,39,98,7,15,0,0,0,0,397
CAQUIAVIRI,atencion odontologica,medidas preventivas,2020-03-01,10,4,3,1,0,4,0,2,0,0,0,0,0,0,24
CARACOLLO,atencion odontologica,medidas preventivas,2020-03-01,10,13,19,16,8,7,17,32,8,0,0,0,0,0,130
CARANAVI,atencion odontologica,medidas preventivas,2020-03-01,56,68,53,62,10,13,12,28,1,2,0,0,0,0,305
CARANGAS,atencion odontologica,medidas preventivas,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,medidas preventivas,2020-03-01,15,2,16,21,2,10,11,17,1,0,0,0,0,0,95
CARIPUYO,atencion odontologica,medidas preventivas,2020-03-01,0,4,0,0,0,0,0,1,0,0,0,0,0,0,5
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2020-03-01,14,11,4,11,0,2,0,0,0,0,0,0,0,0,42
CATACORA,atencion odontologica,medidas preventivas,2020-03-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
CHACARILLA,atencion odontologica,medidas preventivas,2020-03-01,3,2,1,0,0,0,1,1,0,1,0,0,0,0,9
CHALLAPATA,atencion odontologica,medidas preventivas,2020-03-01,72,68,87,94,9,18,3,41,4,3,0,0,0,0,399
CHAQUI,atencion odontologica,medidas preventivas,2020-03-01,22,27,4,5,0,5,3,2,0,1,0,0,0,0,69
CHARAGUA,atencion odontologica,medidas preventivas,2020-03-01,45,47,10,4,0,3,2,11,5,1,0,0,0,0,128
CHARAÑA,atencion odontologica,medidas preventivas,2020-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,medidas preventivas,2020-03-01,34,41,9,8,0,2,0,17,0,1,0,0,0,0,112
CHIMORE,atencion odontologica,medidas preventivas,2020-03-01,17,23,15,19,12,9,4,18,2,0,0,0,0,0,119
CHIPAYA,atencion odontologica,medidas preventivas,2020-03-01,27,12,209,151,0,0,0,3,0,0,0,0,0,0,402
CHOQUE COTA,atencion odontologica,medidas preventivas,2020-03-01,3,1,25,15,2,0,0,0,1,0,0,0,0,0,47
CHUA COCANI,atencion odontologica,medidas preventivas,2020-03-01,17,11,36,29,3,3,5,22,4,8,0,0,0,0,138
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2020-03-01,1,7,16,10,2,1,1,1,0,0,0,0,0,0,39
CHUMA,atencion odontologica,medidas preventivas,2020-03-01,9,23,12,11,1,18,11,29,5,4,0,0,0,0,123
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2020-03-01,6,15,6,2,2,3,2,14,9,10,0,0,0,0,69
CKOCHAS,atencion odontologica,medidas preventivas,2020-03-01,32,12,10,12,3,4,4,19,13,9,0,0,0,0,118
CLIZA,atencion odontologica,medidas preventivas,2020-03-01,6,3,29,28,5,10,0,9,2,2,0,0,0,0,94
COBIJA,atencion odontologica,medidas preventivas,2020-03-01,172,133,91,69,12,31,33,186,12,6,0,0,0,0,745
COCAPATA,atencion odontologica,medidas preventivas,2020-03-01,60,66,67,93,21,51,26,64,42,40,0,0,0,0,530
COCHABAMBA,atencion odontologica,medidas preventivas,2020-03-01,802,735,1478,1539,538,920,1914,2836,723,500,0,0,0,0,11985
COIPASA,atencion odontologica,medidas preventivas,2020-03-01,1,0,0,1,0,0,2,0,1,0,0,0,0,0,5
COLCAPIRHUA,atencion odontologica,medidas preventivas,2020-03-01,24,22,45,38,9,21,24,52,6,2,0,0,0,0,243
"COLCHA ""K""",atencion odontologica,medidas preventivas,2020-03-01,14,2,26,39,3,4,4,5,3,0,0,0,0,0,100
COLLANA,atencion odontologica,medidas preventivas,2020-03-01,18,4,22,13,0,4,3,19,0,0,0,0,0,0,83
COLOMI,atencion odontologica,medidas preventivas,2020-03-01,32,57,44,48,27,24,10,27,2,3,0,0,0,0,274
COLPA BELGICA,atencion odontologica,medidas preventivas,2020-03-01,17,2,3,0,7,11,2,9,2,1,0,0,0,0,54
COLQUECHACA,atencion odontologica,medidas preventivas,2020-03-01,36,36,71,106,28,72,50,128,60,74,0,0,0,0,661
COLQUENCHA,atencion odontologica,medidas preventivas,2020-03-01,18,25,20,21,4,14,3,22,1,1,0,0,0,0,129
COLQUIRI,atencion odontologica,medidas preventivas,2020-03-01,10,12,30,26,7,25,19,30,14,26,0,0,0,0,199
COMANCHE,atencion odontologica,medidas preventivas,2020-03-01,0,0,3,9,0,2,0,8,0,0,0,0,0,0,22
COMARAPA,atencion odontologica,medidas preventivas,2020-03-01,7,19,1,1,0,0,1,0,0,0,0,0,0,0,29
CONCEPCION,atencion odontologica,medidas preventivas,2020-03-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,13
COPACABANA,atencion odontologica,medidas preventivas,2020-03-01,12,11,6,11,0,2,0,2,1,0,0,0,0,0,45
CORIPATA,atencion odontologica,medidas preventivas,2020-03-01,7,7,17,19,7,6,4,6,1,0,0,0,0,0,74
CORO CORO,atencion odontologica,medidas preventivas,2020-03-01,5,12,6,12,2,3,5,17,0,0,0,0,0,0,62
COROICO,atencion odontologica,medidas preventivas,2020-03-01,6,6,19,21,6,2,0,0,0,0,0,0,0,0,60
CORQUE,atencion odontologica,medidas preventivas,2020-03-01,2,8,12,19,0,3,3,6,1,5,0,0,0,0,59
COTAGAITA,atencion odontologica,medidas preventivas,2020-03-01,30,26,24,35,3,7,3,26,9,12,0,0,0,0,175
COTOCA,atencion odontologica,medidas preventivas,2020-03-01,36,34,14,8,1,2,0,5,0,0,0,0,0,0,100
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2020-03-01,0,0,2,4,0,1,0,0,0,0,0,0,0,0,7
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2020-03-01,32,53,15,33,3,5,3,23,4,2,0,0,0,0,173
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2020-03-01,0,2,1,4,2,0,5,8,0,0,0,0,0,0,22
CUEVO,atencion odontologica,medidas preventivas,2020-03-01,6,9,0,0,0,0,0,3,0,0,0,0,0,0,18
CULPINA,atencion odontologica,medidas preventivas,2020-03-01,9,12,14,22,1,9,4,19,2,1,0,0,0,0,93
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2020-03-01,26,15,27,22,1,2,5,16,8,6,0,0,0,0,128
CURVA,atencion odontologica,medidas preventivas,2020-03-01,3,4,1,2,1,3,4,13,3,8,0,0,0,0,42
DESAGUADERO,atencion odontologica,medidas preventivas,2020-03-01,7,4,9,3,1,1,5,11,3,1,0,0,0,0,45
EL ALTO,atencion odontologica,medidas preventivas,2020-03-01,440,467,553,573,259,370,352,871,124,83,0,0,0,0,4092
EL CHORO,atencion odontologica,medidas preventivas,2020-03-01,8,12,39,35,0,1,7,10,9,9,0,0,0,0,130
EL PUENTE(STC),atencion odontologica,medidas preventivas,2020-03-01,36,4,57,41,11,6,4,23,1,0,0,0,0,0,183
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2020-03-01,11,8,7,8,7,1,0,4,0,1,0,0,0,0,47
EL TORNO,atencion odontologica,medidas preventivas,2020-03-01,266,218,66,63,1,2,2,21,0,3,0,0,0,0,642
EL VILLAR,atencion odontologica,medidas preventivas,2020-03-01,20,7,27,40,0,14,0,2,0,0,0,0,0,0,110
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2020-03-01,14,12,14,15,1,6,6,8,4,2,0,0,0,0,82
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2020-03-01,12,16,22,18,14,19,9,29,3,1,0,0,0,0,143
ESCARA,atencion odontologica,medidas preventivas,2020-03-01,0,1,1,0,0,0,0,4,0,0,0,0,0,0,6
ESCOMA,atencion odontologica,medidas preventivas,2020-03-01,5,3,14,9,1,5,0,1,0,0,0,0,0,0,38
ESMERALDA,atencion odontologica,medidas preventivas,2020-03-01,0,0,0,1,0,0,2,1,2,1,0,0,0,0,7
EUCALIPTUS,atencion odontologica,medidas preventivas,2020-03-01,0,0,2,0,0,2,2,1,0,0,0,0,0,0,7
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2020-03-01,11,5,7,6,2,9,3,11,0,0,0,0,0,0,54
FILADELFIA,atencion odontologica,medidas preventivas,2020-03-01,30,32,34,34,0,8,3,11,1,0,0,0,0,0,153
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2020-03-01,0,0,0,12,2,3,0,3,0,0,0,0,0,0,20
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2020-03-01,9,9,31,11,0,3,0,5,0,0,0,0,0,0,68
GUANAY,atencion odontologica,medidas preventivas,2020-03-01,0,0,17,24,0,2,1,3,0,0,0,0,0,0,47
GUAQUI,atencion odontologica,medidas preventivas,2020-03-01,3,4,2,0,0,0,0,3,2,5,0,0,0,0,19
GUAYARAMERIN,atencion odontologica,medidas preventivas,2020-03-01,13,2,19,15,3,19,1,9,0,0,0,0,0,0,81
GUTIERREZ,atencion odontologica,medidas preventivas,2020-03-01,16,19,26,31,2,9,5,11,1,0,0,0,0,0,120
HUACARETA,atencion odontologica,medidas preventivas,2020-03-01,0,16,12,0,0,0,0,1,0,0,0,0,0,0,29
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2020-03-01,24,9,14,27,2,0,0,1,0,0,0,0,0,0,77
HUACHACALLA,atencion odontologica,medidas preventivas,2020-03-01,0,0,4,2,0,0,0,1,0,0,0,0,0,0,7
HUANUNI,atencion odontologica,medidas preventivas,2020-03-01,25,45,83,80,23,36,39,78,10,16,0,0,0,0,435
HUARACAJE,atencion odontologica,medidas preventivas,2020-03-01,0,1,3,1,0,2,2,1,0,0,0,0,0,0,10
HUARINA,atencion odontologica,medidas preventivas,2020-03-01,0,1,2,0,1,2,0,14,1,0,0,0,0,0,21
HUATAJATA,atencion odontologica,medidas preventivas,2020-03-01,3,1,5,3,0,3,0,6,0,0,0,0,0,0,21
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2020-03-01,15,2,12,10,0,0,1,4,5,3,0,0,0,0,52
HUMANATA,atencion odontologica,medidas preventivas,2020-03-01,1,8,24,11,11,9,13,26,11,16,0,0,0,0,130
ICHOCA,atencion odontologica,medidas preventivas,2020-03-01,7,2,0,5,0,2,0,10,0,0,0,0,0,0,26
ICLA,atencion odontologica,medidas preventivas,2020-03-01,78,100,6,23,0,8,1,14,0,0,0,0,0,0,230
INCAHUASI,atencion odontologica,medidas preventivas,2020-03-01,0,6,2,0,0,1,1,1,0,1,0,0,0,0,12
INQUISIVI,atencion odontologica,medidas preventivas,2020-03-01,18,25,58,59,9,17,16,26,5,2,0,0,0,0,235
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2020-03-01,23,22,20,26,8,16,9,16,1,1,0,0,0,0,142
IXIAMAS,atencion odontologica,medidas preventivas,2020-03-01,4,8,1,4,0,1,0,3,1,0,0,0,0,0,22
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2020-03-01,15,9,8,3,4,6,6,16,3,1,0,0,0,0,71
LA ASUNTA,atencion odontologica,medidas preventivas,2020-03-01,42,37,67,70,19,32,37,75,1,0,0,0,0,0,380
LA GUARDIA,atencion odontologica,medidas preventivas,2020-03-01,113,132,21,10,9,5,11,48,8,7,0,0,0,0,364
LA PAZ,atencion odontologica,medidas preventivas,2020-03-01,1010,1009,1093,1402,324,458,1011,1660,491,354,0,0,0,0,8812
LA RIVERA,atencion odontologica,medidas preventivas,2020-03-01,0,0,11,10,0,0,0,0,0,0,0,0,0,0,21
LAGUNILLAS,atencion odontologica,medidas preventivas,2020-03-01,0,1,0,8,0,0,0,0,0,0,0,0,0,0,9
LAJA,atencion odontologica,medidas preventivas,2020-03-01,5,6,9,11,3,2,0,0,0,0,0,0,0,0,36
LAS CARRERAS,atencion odontologica,medidas preventivas,2020-03-01,9,2,2,10,1,2,1,1,0,0,0,0,0,0,28
LICOMA PAMPA,atencion odontologica,medidas preventivas,2020-03-01,4,6,1,3,0,0,0,1,0,0,0,0,0,0,15
LLALLAGUA,atencion odontologica,medidas preventivas,2020-03-01,71,76,28,52,21,23,14,50,9,17,0,0,0,0,361
LLICA,atencion odontologica,medidas preventivas,2020-03-01,4,13,10,25,3,2,10,24,9,9,0,0,0,0,109
LORETO,atencion odontologica,medidas preventivas,2020-03-01,1,0,2,4,0,0,0,1,0,0,0,0,0,0,8
LURIBAY,atencion odontologica,medidas preventivas,2020-03-01,4,3,0,3,0,1,0,9,1,0,0,0,0,0,21
MACHACAMARCA,atencion odontologica,medidas preventivas,2020-03-01,9,12,15,8,12,7,13,22,17,13,0,0,0,0,128
MACHARETI,atencion odontologica,medidas preventivas,2020-03-01,7,1,0,2,0,0,0,1,0,0,0,0,0,0,11
MAGDALENA,atencion odontologica,medidas preventivas,2020-03-01,1,1,8,2,1,0,2,2,0,0,0,0,0,0,17
MAIRANA,atencion odontologica,medidas preventivas,2020-03-01,43,31,41,49,10,26,17,55,5,4,0,0,0,0,281
MALLA,atencion odontologica,medidas preventivas,2020-03-01,1,2,38,15,3,4,7,5,0,2,0,0,0,0,77
MAPIRI,atencion odontologica,medidas preventivas,2020-03-01,2,0,2,1,0,0,0,5,0,0,0,0,0,0,10
MECAPACA,atencion odontologica,medidas preventivas,2020-03-01,10,10,14,18,0,1,2,9,0,0,0,0,0,0,64
MINEROS,atencion odontologica,medidas preventivas,2020-03-01,13,10,7,4,1,4,1,7,1,2,0,0,0,0,50
MIZQUE,atencion odontologica,medidas preventivas,2020-03-01,6,7,6,9,0,8,3,6,0,1,0,0,0,0,46
MOCOMOCO,atencion odontologica,medidas preventivas,2020-03-01,0,4,1,2,0,8,0,12,2,0,0,0,0,0,29
MOJINETE,atencion odontologica,medidas preventivas,2020-03-01,1,1,6,8,2,2,2,8,1,0,0,0,0,0,31
MOJOCOYA,atencion odontologica,medidas preventivas,2020-03-01,12,18,24,12,26,10,10,33,4,2,0,0,0,0,151
MONTEAGUDO,atencion odontologica,medidas preventivas,2020-03-01,4,12,3,8,2,10,5,17,0,0,0,0,0,0,61
MONTERO,atencion odontologica,medidas preventivas,2020-03-01,111,148,179,147,33,73,52,234,21,13,0,0,0,0,1011
MORO MORO,atencion odontologica,medidas preventivas,2020-03-01,1,13,0,1,1,0,0,0,0,0,0,0,0,0,16
MOROCHATA,atencion odontologica,medidas preventivas,2020-03-01,10,4,20,29,17,12,14,31,7,8,0,0,0,0,152
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2020-03-01,1,2,3,2,0,0,1,2,0,0,0,0,0,0,11
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,medidas preventivas,2020-03-01,2,1,4,0,1,0,0,1,0,0,0,0,0,0,9
OCURI,atencion odontologica,medidas preventivas,2020-03-01,10,27,15,11,7,18,6,20,2,4,0,0,0,0,120
OKINAWA,atencion odontologica,medidas preventivas,2020-03-01,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4
OMEREQUE,atencion odontologica,medidas preventivas,2020-03-01,2,1,12,10,7,13,2,16,1,1,0,0,0,0,65
ORURO,atencion odontologica,medidas preventivas,2020-03-01,95,105,239,242,68,100,240,409,56,43,0,0,0,0,1597
PADCAYA,atencion odontologica,medidas preventivas,2020-03-01,1,4,14,13,0,0,4,6,0,2,0,0,0,0,44
PADILLA,atencion odontologica,medidas preventivas,2020-03-01,8,16,13,7,3,2,9,12,2,0,0,0,0,0,72
PAILON,atencion odontologica,medidas preventivas,2020-03-01,14,10,7,8,0,5,2,13,3,1,0,0,0,0,63
PALCA,atencion odontologica,medidas preventivas,2020-03-01,16,15,15,13,1,7,2,18,13,7,0,0,0,0,107
PALOS BLANCOS,atencion odontologica,medidas preventivas,2020-03-01,21,44,59,70,17,11,23,49,4,5,0,0,0,0,303
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2020-03-01,2,1,9,7,0,0,0,1,0,0,0,0,0,0,20
PAMPA GRANDE,atencion odontologica,medidas preventivas,2020-03-01,4,2,0,5,1,3,3,13,1,1,0,0,0,0,33
PAPEL PAMPA,atencion odontologica,medidas preventivas,2020-03-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8
PASORAPA,atencion odontologica,medidas preventivas,2020-03-01,0,1,1,4,0,2,2,4,1,1,0,0,0,0,16
PATACAMAYA,atencion odontologica,medidas preventivas,2020-03-01,50,43,24,26,0,14,1,2,0,0,0,0,0,0,160
PAZÑA,atencion odontologica,medidas preventivas,2020-03-01,13,14,8,12,0,1,2,3,2,2,0,0,0,0,57
PELECHUCO,atencion odontologica,medidas preventivas,2020-03-01,17,16,2,0,0,2,0,6,0,1,0,0,0,0,44
POCOATA,atencion odontologica,medidas preventivas,2020-03-01,8,9,6,1,1,13,7,16,2,1,0,0,0,0,64
POCONA,atencion odontologica,medidas preventivas,2020-03-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
POJO (CBBA),atencion odontologica,medidas preventivas,2020-03-01,6,5,13,13,3,16,6,19,1,0,0,0,0,0,82
