,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
SAN LUCAS,atencion odontologica,restauraciones,2020-02-01,8,28,31,104,35,50,46,89,2,0,0,0,0,0,393
SAN MATIAS,atencion odontologica,restauraciones,2020-02-01,4,5,1,4,2,8,2,11,0,0,0,0,0,0,37
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2020-02-01,0,2,4,4,2,8,8,25,0,0,0,0,0,0,53
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2020-02-01,2,0,9,0,1,10,0,11,0,1,0,0,0,0,34
SAN PEDRO,atencion odontologica,restauraciones,2020-02-01,5,3,31,29,24,37,55,74,9,12,0,0,0,0,279
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2020-02-01,2,1,5,11,1,8,13,20,5,4,0,0,0,0,70
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2020-02-01,4,6,8,2,0,2,6,2,1,3,0,0,0,0,34
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2020-02-01,0,0,0,0,0,2,2,0,0,1,0,0,0,0,5
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2020-02-01,0,0,4,1,0,1,4,8,1,1,0,0,0,0,20
SAN RAFAEL,atencion odontologica,restauraciones,2020-02-01,0,1,1,5,0,0,0,3,0,0,0,0,0,0,10
SAN RAMON BENI,atencion odontologica,restauraciones,2020-02-01,0,0,4,4,4,11,17,13,0,0,0,0,0,0,53
SAN RAMON SCZ,atencion odontologica,restauraciones,2020-02-01,5,4,4,5,11,13,6,12,6,2,0,0,0,0,68
SANTA ANA,atencion odontologica,restauraciones,2020-02-01,0,2,22,36,16,18,31,42,4,0,0,0,0,0,171
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2020-02-01,364,431,683,762,393,768,1427,2983,488,356,0,0,0,0,8655
SANTA ROSA,atencion odontologica,restauraciones,2020-02-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2020-02-01,2,2,9,1,4,15,8,26,0,0,0,0,0,0,67
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2020-02-01,3,8,5,10,0,0,3,16,1,0,0,0,0,0,46
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2020-02-01,30,31,61,23,18,33,37,63,21,10,0,0,0,0,327
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2020-02-01,6,5,5,4,18,11,13,16,3,4,0,0,0,0,85
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2020-02-01,5,6,8,3,2,7,12,16,2,0,0,0,0,0,61
SANTIVAÑES,atencion odontologica,restauraciones,2020-02-01,2,10,15,32,14,11,40,44,8,14,0,0,0,0,190
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2020-02-01,1,2,7,8,2,3,9,28,7,0,0,0,0,0,67
SAPAHAQUI,atencion odontologica,restauraciones,2020-02-01,9,9,16,30,11,16,25,64,0,0,0,0,0,0,180
SENA,atencion odontologica,restauraciones,2020-02-01,3,4,5,1,2,1,9,18,0,0,0,0,0,0,43
SHINAOTA,atencion odontologica,restauraciones,2020-02-01,3,7,2,0,2,3,3,16,2,1,0,0,0,0,39
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2020-02-01,3,0,5,13,3,10,22,24,6,4,0,0,0,0,90
SICAYA,atencion odontologica,restauraciones,2020-02-01,0,1,0,5,0,5,5,1,0,0,0,0,0,0,17
SIPE SIPE,atencion odontologica,restauraciones,2020-02-01,52,82,97,150,59,113,86,231,10,8,0,0,0,0,888
SOPACHUY,atencion odontologica,restauraciones,2020-02-01,2,4,22,18,5,5,13,24,0,1,0,0,0,0,94
SORACACHI,atencion odontologica,restauraciones,2020-02-01,20,10,24,59,11,27,14,55,16,3,0,0,0,0,239
SORATA,atencion odontologica,restauraciones,2020-02-01,6,6,11,28,10,26,17,43,1,1,0,0,0,0,149
SUCRE,atencion odontologica,restauraciones,2020-02-01,313,403,676,746,341,739,1267,2962,226,140,0,0,0,0,7813
TACACHI,atencion odontologica,restauraciones,2020-02-01,0,0,2,2,0,4,3,6,0,0,0,0,0,0,17
TACACOMA,atencion odontologica,restauraciones,2020-02-01,2,1,6,11,7,28,25,58,1,0,0,0,0,0,139
TACOPAYA,atencion odontologica,restauraciones,2020-02-01,0,3,4,6,8,18,20,32,13,13,0,0,0,0,117
TAHUA,atencion odontologica,restauraciones,2020-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
TAPACARI,atencion odontologica,restauraciones,2020-02-01,36,14,21,22,19,34,46,92,5,8,0,0,0,0,297
TARABUCO,atencion odontologica,restauraciones,2020-02-01,3,3,8,17,10,28,19,51,0,3,0,0,0,0,142
TARACO,atencion odontologica,restauraciones,2020-02-01,2,0,2,3,7,6,12,14,5,2,0,0,0,0,53
TARATA,atencion odontologica,restauraciones,2020-02-01,3,1,8,22,5,9,22,47,5,10,0,0,0,0,132
TARIJA,atencion odontologica,restauraciones,2020-02-01,89,60,220,245,150,197,388,813,89,61,0,0,0,0,2312
TARVITA,atencion odontologica,restauraciones,2020-02-01,1,8,21,25,6,29,46,61,3,2,0,0,0,0,202
TEOPONTE,atencion odontologica,restauraciones,2020-02-01,4,7,29,27,9,12,26,34,0,0,0,0,0,0,148
TIAHUANACU,atencion odontologica,restauraciones,2020-02-01,3,1,4,8,2,7,7,49,2,2,0,0,0,0,85
TINGUIPAYA,atencion odontologica,restauraciones,2020-02-01,0,2,4,6,2,4,12,27,0,1,0,0,0,0,58
TIPUANI,atencion odontologica,restauraciones,2020-02-01,0,0,5,4,1,4,2,3,0,0,0,0,0,0,19
TIQUIPAYA,atencion odontologica,restauraciones,2020-02-01,200,208,201,169,62,165,122,373,10,8,0,0,0,0,1518
TIRAQUE (CBBA),atencion odontologica,restauraciones,2020-02-01,24,29,21,33,11,30,18,59,8,1,0,0,0,0,234
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2020-02-01,1,0,0,3,0,2,2,16,0,1,0,0,0,0,25
TOCO,atencion odontologica,restauraciones,2020-02-01,1,1,5,22,5,29,16,58,0,3,0,0,0,0,140
TODOS SANTOS,atencion odontologica,restauraciones,2020-02-01,0,2,0,0,0,0,4,2,0,0,0,0,0,0,8
TOLATA,atencion odontologica,restauraciones,2020-02-01,2,2,2,1,3,2,3,1,0,0,0,0,0,0,16
TOLEDO,atencion odontologica,restauraciones,2020-02-01,0,13,19,14,5,3,9,19,1,4,0,0,0,0,87
TOMAVE,atencion odontologica,restauraciones,2020-02-01,3,3,16,10,3,16,6,33,1,0,0,0,0,0,91
TOMINA,atencion odontologica,restauraciones,2020-02-01,10,13,27,36,0,11,39,93,5,0,0,0,0,0,234
TORO TORO,atencion odontologica,restauraciones,2020-02-01,9,8,9,10,4,18,20,74,11,19,0,0,0,0,182
TOTORA(CBBA),atencion odontologica,restauraciones,2020-02-01,35,22,38,43,15,39,25,59,1,0,0,0,0,0,277
TOTORA(ORR),atencion odontologica,restauraciones,2020-02-01,0,1,2,0,3,1,3,17,0,1,0,0,0,0,28
TRIGAL,atencion odontologica,restauraciones,2020-02-01,0,0,4,4,1,2,0,2,0,0,0,0,0,0,13
TRINIDAD,atencion odontologica,restauraciones,2020-02-01,24,32,77,119,40,117,163,304,38,26,0,0,0,0,940
TUPIZA,atencion odontologica,restauraciones,2020-02-01,12,6,17,18,13,22,39,71,36,22,0,0,0,0,256
TURCO,atencion odontologica,restauraciones,2020-02-01,6,7,5,8,5,14,8,36,3,1,0,0,0,0,93
UMALA,atencion odontologica,restauraciones,2020-02-01,2,4,4,2,0,6,3,5,0,0,0,0,0,0,26
UNCIA,atencion odontologica,restauraciones,2020-02-01,10,19,18,25,12,33,23,71,9,5,0,0,0,0,225
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2020-02-01,11,10,29,26,35,54,59,142,0,3,0,0,0,0,369
URUBICHA,atencion odontologica,restauraciones,2020-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
UYUNI,atencion odontologica,restauraciones,2020-02-01,6,12,21,23,5,11,27,71,11,11,0,0,0,0,198
VACAS,atencion odontologica,restauraciones,2020-02-01,7,9,20,27,10,23,30,68,4,3,0,0,0,0,201
VALLEGRANDE,atencion odontologica,restauraciones,2020-02-01,8,12,32,29,19,9,29,44,3,19,0,0,0,0,204
VIACHA,atencion odontologica,restauraciones,2020-02-01,71,60,106,116,32,86,119,182,40,17,0,0,0,0,829
VILA VILA,atencion odontologica,restauraciones,2020-02-01,0,1,0,12,1,7,12,4,0,0,0,0,0,0,37
VILLA CHARCAS,atencion odontologica,restauraciones,2020-02-01,2,4,5,12,11,36,9,17,3,0,0,0,0,0,99
VILLA MONTES,atencion odontologica,restauraciones,2020-02-01,11,20,50,105,69,58,196,283,39,10,0,0,0,0,841
VILLA RIVERO,atencion odontologica,restauraciones,2020-02-01,4,4,5,1,0,16,18,41,0,5,0,0,0,0,94
VILLA SERRANO,atencion odontologica,restauraciones,2020-02-01,20,22,20,28,20,26,32,52,4,1,0,0,0,0,225
VILLA TUNARI,atencion odontologica,restauraciones,2020-02-01,52,58,113,136,52,145,147,332,20,11,0,0,0,0,1066
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2020-02-01,16,17,44,24,12,51,28,105,0,1,0,0,0,0,298
VILLAZON,atencion odontologica,restauraciones,2020-02-01,11,11,37,52,20,49,34,116,4,15,0,0,0,0,349
VINTO,atencion odontologica,restauraciones,2020-02-01,46,61,59,108,47,74,103,350,13,24,0,0,0,0,885
VITICHI,atencion odontologica,restauraciones,2020-02-01,5,5,46,44,4,19,11,32,3,1,0,0,0,0,170
WALDO BALLIVIAN,atencion odontologica,restauraciones,2020-02-01,2,2,4,10,11,10,2,12,0,0,0,0,0,0,53
WARNES,atencion odontologica,restauraciones,2020-02-01,10,12,24,43,8,23,24,100,21,8,0,0,0,0,273
YACO,atencion odontologica,restauraciones,2020-02-01,4,1,10,2,16,11,5,16,0,0,0,0,0,0,65
YACUIBA,atencion odontologica,restauraciones,2020-02-01,27,19,144,126,97,135,239,537,39,28,0,0,0,0,1391
YAMPARAEZ,atencion odontologica,restauraciones,2020-02-01,7,2,12,11,10,28,9,44,1,6,0,0,0,0,130
YANACACHI,atencion odontologica,restauraciones,2020-02-01,6,9,7,8,1,0,3,2,1,0,0,0,0,0,37
YAPACANI,atencion odontologica,restauraciones,2020-02-01,18,24,54,57,38,92,73,223,6,10,0,0,0,0,595
YOCALLA,atencion odontologica,restauraciones,2020-02-01,9,3,2,4,0,9,11,18,1,1,0,0,0,0,58
YOTALA,atencion odontologica,restauraciones,2020-02-01,7,3,17,7,1,25,12,38,0,1,0,0,0,0,111
YUNCHARA,atencion odontologica,restauraciones,2020-02-01,6,5,7,11,10,11,17,40,5,4,0,0,0,0,116
ZUDAÑEZ,atencion odontologica,restauraciones,2020-02-01,2,0,19,9,1,16,11,21,0,0,0,0,0,0,79
ACACIO,atencion odontologica,restauraciones,2020-03-01,0,7,15,21,4,4,5,15,2,1,0,0,0,0,74
ACHACACHI,atencion odontologica,restauraciones,2020-03-01,54,24,44,42,25,54,63,114,13,9,0,0,0,0,442
ACHOCALLA,atencion odontologica,restauraciones,2020-03-01,33,20,11,34,6,14,7,38,1,0,0,0,0,0,164
AIQUILE,atencion odontologica,restauraciones,2020-03-01,6,4,13,23,5,18,15,48,5,1,0,0,0,0,138
ALALAY,atencion odontologica,restauraciones,2020-03-01,0,0,0,1,0,0,0,4,0,0,0,0,0,0,5
ALCALA,atencion odontologica,restauraciones,2020-03-01,7,2,1,7,3,9,5,41,0,0,0,0,0,0,75
ALTO BENI,atencion odontologica,restauraciones,2020-03-01,3,2,12,15,5,6,16,15,2,0,0,0,0,0,76
ANCORAIMES,atencion odontologica,restauraciones,2020-03-01,4,4,7,9,5,34,14,66,4,7,0,0,0,0,154
ANDAMARCA,atencion odontologica,restauraciones,2020-03-01,7,6,17,22,0,3,8,33,4,7,0,0,0,0,107
ANTEQUERA,atencion odontologica,restauraciones,2020-03-01,2,0,6,7,4,7,35,20,1,0,0,0,0,0,82
ANZALDO,atencion odontologica,restauraciones,2020-03-01,0,3,3,7,2,3,2,2,0,0,0,0,0,0,22
APOLO,atencion odontologica,restauraciones,2020-03-01,7,6,16,12,7,12,10,5,0,0,0,0,0,0,75
ARAMPAMPA,atencion odontologica,restauraciones,2020-03-01,0,2,0,6,0,3,2,14,0,0,0,0,0,0,27
ARANI,atencion odontologica,restauraciones,2020-03-01,12,7,5,8,15,11,6,32,0,2,0,0,0,0,98
ARBIETO,atencion odontologica,restauraciones,2020-03-01,37,17,29,35,5,26,9,85,11,0,0,0,0,0,254
ARQUE,atencion odontologica,restauraciones,2020-03-01,4,7,12,28,2,18,22,47,4,0,0,0,0,0,144
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2020-03-01,17,27,47,60,7,48,29,62,9,5,0,0,0,0,311
ATOCHA,atencion odontologica,restauraciones,2020-03-01,9,8,36,58,25,39,92,94,13,7,0,0,0,0,381
AUCAPATA,atencion odontologica,restauraciones,2020-03-01,4,4,9,4,3,11,11,18,1,2,0,0,0,0,67
AYATA,atencion odontologica,restauraciones,2020-03-01,2,2,4,6,3,6,16,20,0,2,0,0,0,0,61
AYO AYO,atencion odontologica,restauraciones,2020-03-01,3,2,2,6,1,8,0,13,1,1,0,0,0,0,37
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2020-03-01,17,19,25,21,21,22,60,81,7,2,0,0,0,0,275
AZURDUY,atencion odontologica,restauraciones,2020-03-01,0,4,10,9,8,7,19,35,0,0,0,0,0,0,92
BATALLAS,atencion odontologica,restauraciones,2020-03-01,7,15,17,23,2,0,6,6,0,0,0,0,0,0,76
BAURES,atencion odontologica,restauraciones,2020-03-01,1,1,6,3,3,3,5,15,0,0,0,0,0,0,37
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2020-03-01,4,0,3,6,0,8,5,1,1,2,0,0,0,0,30
BELEN DE URMIRI,atencion odontologica,restauraciones,2020-03-01,2,2,0,3,0,2,5,6,0,1,0,0,0,0,21
BERMEJO,atencion odontologica,restauraciones,2020-03-01,7,10,40,41,30,38,58,137,20,12,0,0,0,0,393
BETANZOS,atencion odontologica,restauraciones,2020-03-01,24,29,54,51,10,77,41,146,5,6,0,0,0,0,443
BOLIVAR,atencion odontologica,restauraciones,2020-03-01,0,0,0,1,1,0,0,3,0,0,0,0,0,0,5
BOYUIBE,atencion odontologica,restauraciones,2020-03-01,0,0,3,0,0,12,4,15,2,1,0,0,0,0,37
BUENA VISTA,atencion odontologica,restauraciones,2020-03-01,1,3,4,12,3,2,9,12,1,0,0,0,0,0,47
CABEZAS,atencion odontologica,restauraciones,2020-03-01,0,0,3,3,3,15,8,20,0,0,0,0,0,0,52
CAIROMA,atencion odontologica,restauraciones,2020-03-01,1,1,18,15,5,14,6,15,0,0,0,0,0,0,75
"CAIZA ""D""",atencion odontologica,restauraciones,2020-03-01,1,3,2,6,1,3,6,15,3,4,0,0,0,0,44
CAJUATA,atencion odontologica,restauraciones,2020-03-01,6,2,12,12,6,4,13,28,1,0,0,0,0,0,84
CALACOTO,atencion odontologica,restauraciones,2020-03-01,0,0,2,3,3,0,6,13,2,0,0,0,0,0,29
CALAMARCA,atencion odontologica,restauraciones,2020-03-01,8,3,10,22,6,16,10,30,0,4,0,0,0,0,109
CAMARGO,atencion odontologica,restauraciones,2020-03-01,6,11,56,77,11,40,10,66,6,5,0,0,0,0,288
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2020-03-01,4,1,22,19,16,14,15,20,0,0,0,0,0,0,111
CAMIRI,atencion odontologica,restauraciones,2020-03-01,14,19,21,32,7,16,20,107,15,11,0,0,0,0,262
CAPINOTA,atencion odontologica,restauraciones,2020-03-01,10,38,22,57,23,33,26,98,4,11,0,0,0,0,322
CAQUIAVIRI,atencion odontologica,restauraciones,2020-03-01,6,3,6,7,4,15,5,20,3,0,0,0,0,0,69
CARACOLLO,atencion odontologica,restauraciones,2020-03-01,11,13,21,44,14,19,41,75,12,17,0,0,0,0,267
CARANAVI,atencion odontologica,restauraciones,2020-03-01,31,27,28,64,34,57,54,131,8,3,0,0,0,0,437
CARANGAS,atencion odontologica,restauraciones,2020-03-01,4,0,0,5,0,1,12,3,0,1,0,0,0,0,26
CARAPARI,atencion odontologica,restauraciones,2020-03-01,12,2,31,45,28,33,56,92,1,1,0,0,0,0,301
CARIPUYO,atencion odontologica,restauraciones,2020-03-01,0,1,2,0,3,2,7,21,0,0,0,0,0,0,36
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2020-03-01,1,0,2,4,0,3,6,12,0,1,0,0,0,0,29
CATACORA,atencion odontologica,restauraciones,2020-03-01,11,7,10,3,1,10,8,6,1,0,0,0,0,0,57
CHACARILLA,atencion odontologica,restauraciones,2020-03-01,0,0,4,2,0,1,4,8,1,2,0,0,0,0,22
CHALLAPATA,atencion odontologica,restauraciones,2020-03-01,27,28,54,70,19,43,59,169,29,23,0,0,0,0,521
CHAQUI,atencion odontologica,restauraciones,2020-03-01,9,6,6,11,2,9,14,25,3,3,0,0,0,0,88
CHARAGUA,atencion odontologica,restauraciones,2020-03-01,13,20,2,16,5,14,7,20,10,0,0,0,0,0,107
CHARAÑA,atencion odontologica,restauraciones,2020-03-01,0,0,0,1,5,2,9,8,0,0,0,0,0,0,25
CHAYANTA,atencion odontologica,restauraciones,2020-03-01,5,7,1,13,14,5,8,20,0,2,0,0,0,0,75
CHIMORE,atencion odontologica,restauraciones,2020-03-01,5,4,13,25,17,19,19,44,0,0,0,0,0,0,146
CHIPAYA,atencion odontologica,restauraciones,2020-03-01,0,1,43,15,0,9,0,1,0,0,0,0,0,0,69
CHOQUE COTA,atencion odontologica,restauraciones,2020-03-01,2,0,1,3,3,0,2,6,0,1,0,0,0,0,18
CHUA COCANI,atencion odontologica,restauraciones,2020-03-01,2,3,0,0,0,8,3,21,1,0,0,0,0,0,38
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2020-03-01,7,8,11,7,4,9,13,12,0,0,0,0,0,0,71
CHUMA,atencion odontologica,restauraciones,2020-03-01,2,6,11,24,11,65,42,79,1,2,0,0,0,0,243
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2020-03-01,2,4,1,5,0,4,2,14,0,0,0,0,0,0,32
CKOCHAS,atencion odontologica,restauraciones,2020-03-01,17,8,6,9,1,11,6,14,4,4,0,0,0,0,80
CLIZA,atencion odontologica,restauraciones,2020-03-01,13,14,50,28,17,22,12,90,10,26,0,0,0,0,282
COBIJA,atencion odontologica,restauraciones,2020-03-01,32,65,100,150,51,81,145,285,25,8,0,0,0,0,942
COCAPATA,atencion odontologica,restauraciones,2020-03-01,15,24,24,37,15,36,24,54,3,0,0,0,0,0,232
COCHABAMBA,atencion odontologica,restauraciones,2020-03-01,508,538,788,905,352,685,1502,3082,575,377,0,0,0,0,9312
COIPASA,atencion odontologica,restauraciones,2020-03-01,0,0,3,2,0,4,2,3,1,0,0,0,0,0,15
COLCAPIRHUA,atencion odontologica,restauraciones,2020-03-01,35,13,44,61,3,30,44,98,10,7,0,0,0,0,345
"COLCHA ""K""",atencion odontologica,restauraciones,2020-03-01,14,13,13,20,5,21,20,46,3,5,0,0,0,0,160
COLLANA,atencion odontologica,restauraciones,2020-03-01,2,6,5,18,11,9,0,17,0,1,0,0,0,0,69
COLOMI,atencion odontologica,restauraciones,2020-03-01,18,13,28,42,17,32,25,42,3,5,0,0,0,0,225
COLPA BELGICA,atencion odontologica,restauraciones,2020-03-01,2,1,1,0,5,8,8,10,1,0,0,0,0,0,36
COLQUECHACA,atencion odontologica,restauraciones,2020-03-01,6,10,39,52,13,51,52,114,7,10,0,0,0,0,354
COLQUENCHA,atencion odontologica,restauraciones,2020-03-01,10,9,10,14,16,23,10,54,1,2,0,0,0,0,149
COLQUIRI,atencion odontologica,restauraciones,2020-03-01,5,6,12,10,22,28,32,35,5,5,0,0,0,0,160
COMANCHE,atencion odontologica,restauraciones,2020-03-01,4,6,6,9,2,14,1,8,1,0,0,0,0,0,51
COMARAPA,atencion odontologica,restauraciones,2020-03-01,0,0,0,0,0,1,1,18,2,6,0,0,0,0,28
COMBAYA,atencion odontologica,restauraciones,2020-03-01,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
CONCEPCION,atencion odontologica,restauraciones,2020-03-01,5,2,3,0,2,0,3,11,0,0,0,0,0,0,26
COPACABANA,atencion odontologica,restauraciones,2020-03-01,2,6,8,6,0,1,1,8,0,2,0,0,0,0,34
CORIPATA,atencion odontologica,restauraciones,2020-03-01,11,6,25,22,4,25,7,9,1,0,0,0,0,0,110
CORO CORO,atencion odontologica,restauraciones,2020-03-01,22,18,11,14,4,15,11,31,0,0,0,0,0,0,126
COROICO,atencion odontologica,restauraciones,2020-03-01,4,6,40,50,11,24,39,57,8,0,0,0,0,0,239
CORQUE,atencion odontologica,restauraciones,2020-03-01,6,7,9,12,1,5,10,41,8,4,0,0,0,0,103
COTAGAITA,atencion odontologica,restauraciones,2020-03-01,7,9,28,28,23,34,50,124,21,12,0,0,0,0,336
COTOCA,atencion odontologica,restauraciones,2020-03-01,2,1,25,39,8,32,18,73,0,1,0,0,0,0,199
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2020-03-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,restauraciones,2020-03-01,17,24,56,54,19,48,30,102,6,1,0,0,0,0,357
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2020-03-01,0,5,0,4,2,0,2,9,0,0,0,0,0,0,22
CUEVO,atencion odontologica,restauraciones,2020-03-01,1,1,1,10,1,2,2,11,0,1,0,0,0,0,30
CULPINA,atencion odontologica,restauraciones,2020-03-01,7,7,18,18,3,16,26,44,7,8,0,0,0,0,154
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2020-03-01,4,13,16,11,0,3,4,32,7,4,0,0,0,0,94
CURVA,atencion odontologica,restauraciones,2020-03-01,1,2,1,4,0,4,2,9,2,0,0,0,0,0,25
DESAGUADERO,atencion odontologica,restauraciones,2020-03-01,0,3,6,6,0,4,0,12,3,1,0,0,0,0,35
EL ALTO,atencion odontologica,restauraciones,2020-03-01,444,544,572,723,292,556,643,1518,136,81,0,0,0,0,5509
EL CHORO,atencion odontologica,restauraciones,2020-03-01,2,3,15,14,2,4,12,34,8,10,0,0,0,0,104
EL PUENTE(STC),atencion odontologica,restauraciones,2020-03-01,5,4,5,14,3,5,9,29,0,2,0,0,0,0,76
EL PUENTE(TJA),atencion odontologica,restauraciones,2020-03-01,4,0,11,18,5,12,14,44,1,2,0,0,0,0,111
EL TORNO,atencion odontologica,restauraciones,2020-03-01,46,51,10,0,13,24,26,80,22,23,0,0,0,0,295
EL VILLAR,atencion odontologica,restauraciones,2020-03-01,4,1,10,28,17,34,35,46,1,1,0,0,0,0,177
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2020-03-01,6,2,20,21,10,9,16,48,5,0,0,0,0,0,137
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2020-03-01,4,11,23,18,13,32,12,49,3,0,0,0,0,0,165
ESCARA,atencion odontologica,restauraciones,2020-03-01,0,0,0,1,0,2,2,3,2,0,0,0,0,0,10
ESCOMA,atencion odontologica,restauraciones,2020-03-01,7,4,34,21,10,10,4,4,0,0,0,0,0,0,94
ESMERALDA,atencion odontologica,restauraciones,2020-03-01,0,0,0,0,1,0,2,2,1,2,0,0,0,0,8
EUCALIPTUS,atencion odontologica,restauraciones,2020-03-01,1,0,3,2,0,0,2,4,0,0,0,0,0,0,12
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2020-03-01,5,7,20,26,6,14,11,44,1,1,0,0,0,0,135
FILADELFIA,atencion odontologica,restauraciones,2020-03-01,0,0,2,8,2,2,3,9,0,0,0,0,0,0,26
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2020-03-01,0,0,0,3,2,4,2,8,0,0,0,0,0,0,19
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2020-03-01,13,4,17,5,10,16,14,47,2,3,0,0,0,0,131
GUANAY,atencion odontologica,restauraciones,2020-03-01,0,0,2,5,6,10,4,15,1,0,0,0,0,0,43
GUAQUI,atencion odontologica,restauraciones,2020-03-01,4,1,5,8,7,22,5,33,6,5,0,0,0,0,96
GUAYARAMERIN,atencion odontologica,restauraciones,2020-03-01,20,26,180,180,33,30,168,250,73,24,0,0,0,0,984
GUTIERREZ,atencion odontologica,restauraciones,2020-03-01,2,0,6,11,0,14,14,19,2,0,0,0,0,0,68
HUACARETA,atencion odontologica,restauraciones,2020-03-01,2,2,28,15,1,26,15,72,6,2,0,0,0,0,169
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2020-03-01,8,0,12,4,10,1,8,11,0,0,0,0,0,0,54
HUACHACALLA,atencion odontologica,restauraciones,2020-03-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3
HUANUNI,atencion odontologica,restauraciones,2020-03-01,32,27,66,62,54,90,55,130,11,14,0,0,0,0,541
HUARACAJE,atencion odontologica,restauraciones,2020-03-01,0,0,0,2,1,2,3,7,4,0,0,0,0,0,19
HUARINA,atencion odontologica,restauraciones,2020-03-01,0,0,0,4,0,11,0,54,0,0,0,0,0,0,69
HUATAJATA,atencion odontologica,restauraciones,2020-03-01,3,0,4,5,1,1,0,23,0,2,0,0,0,0,39
HUAYLLAMARCA,atencion odontologica,restauraciones,2020-03-01,2,3,15,18,5,8,21,28,3,5,0,0,0,0,108
HUMANATA,atencion odontologica,restauraciones,2020-03-01,0,0,4,4,1,2,6,7,4,2,0,0,0,0,30
ICHOCA,atencion odontologica,restauraciones,2020-03-01,5,4,3,8,0,3,2,8,0,0,0,0,0,0,33
ICLA,atencion odontologica,restauraciones,2020-03-01,7,5,2,23,11,20,14,32,5,1,0,0,0,0,120
INCAHUASI,atencion odontologica,restauraciones,2020-03-01,2,1,8,4,2,1,3,14,0,8,0,0,0,0,43
INQUISIVI,atencion odontologica,restauraciones,2020-03-01,2,8,16,20,19,37,11,26,3,3,0,0,0,0,145
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2020-03-01,9,19,20,37,16,21,32,45,3,3,0,0,0,0,205
IXIAMAS,atencion odontologica,restauraciones,2020-03-01,1,2,7,6,3,6,4,17,2,1,0,0,0,0,49
JESUS DE MACHACA,atencion odontologica,restauraciones,2020-03-01,3,3,3,11,9,15,12,31,3,8,0,0,0,0,98
LA ASUNTA,atencion odontologica,restauraciones,2020-03-01,12,20,67,60,31,78,66,118,0,0,0,0,0,0,452
LA GUARDIA,atencion odontologica,restauraciones,2020-03-01,51,29,24,28,3,34,32,126,15,3,0,0,0,0,345
LA PAZ,atencion odontologica,restauraciones,2020-03-01,711,762,1114,1277,447,743,1740,3156,652,477,0,0,0,0,11079
LA RIVERA,atencion odontologica,restauraciones,2020-03-01,2,0,16,0,8,0,2,6,2,2,0,0,0,0,38
