,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
PUERTO SUAREZ,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,3,6,0,0,0,0,0,0,9
PUERTO VILLARROEL,atencion odontologica,endodoncia,2020-03-01,7,6,10,12,0,7,11,29,1,1,0,0,0,0,84
PUNA,atencion odontologica,endodoncia,2020-03-01,0,0,1,1,0,1,0,2,0,0,0,0,0,0,5
PUNATA,atencion odontologica,endodoncia,2020-03-01,9,1,3,14,3,4,3,5,4,1,0,0,0,0,47
QUIABAYA,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,endodoncia,2020-03-01,8,8,22,13,1,4,15,35,19,5,0,0,0,0,130
QUIME,atencion odontologica,endodoncia,2020-03-01,1,4,5,15,3,7,35,22,1,0,0,0,0,0,93
RAVELO,atencion odontologica,endodoncia,2020-03-01,1,0,0,1,0,2,1,8,0,0,0,0,0,0,13
REYES,atencion odontologica,endodoncia,2020-03-01,0,1,0,0,0,3,4,5,0,4,0,0,0,0,17
RIBERALTA,atencion odontologica,endodoncia,2020-03-01,3,1,2,15,8,11,20,6,0,0,0,0,0,0,66
RURRENABAQUE,atencion odontologica,endodoncia,2020-03-01,1,1,2,3,0,0,0,0,0,0,0,0,0,0,7
SABAYA,atencion odontologica,endodoncia,2020-03-01,0,2,2,1,0,0,1,2,1,0,0,0,0,0,9
SACABA,atencion odontologica,endodoncia,2020-03-01,8,13,17,10,4,3,20,30,3,4,0,0,0,0,112
SACABAMBA,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SACACA,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4
SAIPINA,atencion odontologica,endodoncia,2020-03-01,1,1,4,6,0,0,1,2,0,0,0,0,0,0,15
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2020-03-01,1,1,1,1,0,2,3,3,3,1,0,0,0,0,16
SAMAIPATA,atencion odontologica,endodoncia,2020-03-01,0,2,0,0,1,0,0,3,0,0,0,0,0,0,6
SAN ANDRES,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,1,5,0,9,3,1,0,0,0,0,19
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2020-03-01,1,0,0,7,4,4,6,5,0,0,0,0,0,0,27
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncia,2020-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,endodoncia,2020-03-01,0,1,2,2,0,1,0,2,0,0,0,0,0,0,8
SAN BORJA,atencion odontologica,endodoncia,2020-03-01,0,3,0,1,0,3,2,8,0,0,0,0,0,0,17
SAN BUENA VENTURA,atencion odontologica,endodoncia,2020-03-01,1,1,0,1,0,0,2,0,0,0,0,0,0,0,5
SAN CARLOS,atencion odontologica,endodoncia,2020-03-01,4,1,2,1,2,1,3,19,3,4,0,0,0,0,40
SAN IGNACIO,atencion odontologica,endodoncia,2020-03-01,0,0,0,3,1,3,2,4,0,1,0,0,0,0,14
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2020-03-01,0,0,2,2,3,2,4,13,4,0,0,0,0,0,30
SAN JAVIER(STC),atencion odontologica,endodoncia,2020-03-01,0,2,1,2,0,0,0,0,0,0,0,0,0,0,5
SAN JOAQUIN,atencion odontologica,endodoncia,2020-03-01,0,0,3,1,2,3,1,1,0,0,0,0,0,0,11
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2020-03-01,1,5,6,4,0,0,0,1,0,0,0,0,0,0,17
SAN JULIAN,atencion odontologica,endodoncia,2020-03-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,endodoncia,2020-03-01,1,0,6,5,3,2,10,13,0,0,0,0,0,0,40
SAN LUCAS,atencion odontologica,endodoncia,2020-03-01,4,0,6,18,3,8,11,31,0,3,0,0,0,0,84
SAN MATIAS,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2020-03-01,1,0,0,3,0,0,3,7,0,0,0,0,0,0,14
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2020-03-01,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4
SAN PEDRO,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,1,2,0,2,0,0,0,0,0,0,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2020-03-01,1,1,9,2,0,2,4,6,0,0,0,0,0,0,25
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2020-03-01,0,0,3,0,0,1,3,5,0,0,0,0,0,0,12
SAN RAFAEL,atencion odontologica,endodoncia,2020-03-01,0,0,1,1,0,0,2,2,0,0,0,0,0,0,6
SAN RAMON BENI,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,2,2,3,0,0,0,0,0,0,7
SANTA ANA,atencion odontologica,endodoncia,2020-03-01,9,0,0,3,0,3,0,9,0,4,0,0,0,0,28
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2020-03-01,47,32,59,51,24,39,173,260,84,40,0,0,0,0,809
SANTA ROSA,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,5,1,10,0,0,0,0,0,0,16
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2020-03-01,3,1,1,2,1,1,3,1,1,1,0,0,0,0,15
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2020-03-01,0,4,0,6,0,1,1,13,10,1,0,0,0,0,36
SANTIAGO DE MACHACA,atencion odontologica,endodoncia,2020-03-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
SANTIVAÑES,atencion odontologica,endodoncia,2020-03-01,0,1,1,0,0,0,1,0,1,2,0,0,0,0,6
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2020-03-01,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3
SAPAHAQUI,atencion odontologica,endodoncia,2020-03-01,0,0,1,0,0,0,1,3,1,0,0,0,0,0,6
SENA,atencion odontologica,endodoncia,2020-03-01,4,0,2,0,0,1,0,3,0,0,0,0,0,0,10
SHINAOTA,atencion odontologica,endodoncia,2020-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SICAYA,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,endodoncia,2020-03-01,3,1,4,3,0,0,1,5,0,1,0,0,0,0,18
SOPACHUY,atencion odontologica,endodoncia,2020-03-01,0,2,1,3,1,2,0,4,0,0,0,0,0,0,13
SORACACHI,atencion odontologica,endodoncia,2020-03-01,0,1,0,1,0,0,0,3,1,0,0,0,0,0,6
SORATA,atencion odontologica,endodoncia,2020-03-01,0,4,3,2,0,0,1,1,0,0,0,0,0,0,11
SUCRE,atencion odontologica,endodoncia,2020-03-01,40,63,131,78,12,41,52,138,11,6,0,0,0,0,572
TACACOMA,atencion odontologica,endodoncia,2020-03-01,1,0,0,4,1,1,0,7,0,0,0,0,0,0,14
TACOPAYA,atencion odontologica,endodoncia,2020-03-01,0,0,0,2,1,2,2,6,1,2,0,0,0,0,16
TAHUA,atencion odontologica,endodoncia,2020-03-01,1,0,0,1,0,1,2,3,1,0,0,0,0,0,9
TAPACARI,atencion odontologica,endodoncia,2020-03-01,0,0,2,4,1,0,1,1,0,0,0,0,0,0,9
TARABUCO,atencion odontologica,endodoncia,2020-03-01,2,1,1,1,1,7,5,9,0,3,0,0,0,0,30
TARACO,atencion odontologica,endodoncia,2020-03-01,1,0,5,2,2,0,4,8,1,3,0,0,0,0,26
TARATA,atencion odontologica,endodoncia,2020-03-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,5
TARIJA,atencion odontologica,endodoncia,2020-03-01,13,5,37,43,9,8,58,106,25,15,0,0,0,0,319
TARVITA,atencion odontologica,endodoncia,2020-03-01,0,0,5,4,6,7,6,9,0,0,0,0,0,0,37
TEOPONTE,atencion odontologica,endodoncia,2020-03-01,0,0,0,2,0,1,0,3,0,0,0,0,0,0,6
TIAHUANACU,atencion odontologica,endodoncia,2020-03-01,3,0,5,3,2,4,0,11,0,2,0,0,0,0,30
TINGUIPAYA,atencion odontologica,endodoncia,2020-03-01,3,0,4,3,1,0,4,2,0,0,0,0,0,0,17
TIPUANI,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,endodoncia,2020-03-01,5,4,13,12,3,6,6,19,0,0,0,0,0,0,68
TIRAQUE (CBBA),atencion odontologica,endodoncia,2020-03-01,1,2,0,0,1,0,0,1,0,0,0,0,0,0,5
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncia,2020-03-01,0,0,2,0,0,3,3,0,1,0,0,0,0,0,9
TOCO,atencion odontologica,endodoncia,2020-03-01,0,1,3,4,0,1,1,2,0,1,0,0,0,0,13
TOLATA,atencion odontologica,endodoncia,2020-03-01,0,0,0,1,0,1,0,4,0,1,0,0,0,0,7
TOLEDO,atencion odontologica,endodoncia,2020-03-01,0,0,1,1,0,0,0,2,0,0,0,0,0,0,4
TOMAVE,atencion odontologica,endodoncia,2020-03-01,0,0,2,0,0,4,4,2,1,0,0,0,0,0,13
TOMINA,atencion odontologica,endodoncia,2020-03-01,2,1,2,4,1,4,1,11,1,0,0,0,0,0,27
TORO TORO,atencion odontologica,endodoncia,2020-03-01,0,0,1,0,0,3,6,11,0,0,0,0,0,0,21
TOTORA(CBBA),atencion odontologica,endodoncia,2020-03-01,1,0,3,2,2,1,0,2,3,0,0,0,0,0,14
TOTORA(ORR),atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRIGAL,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
TRINIDAD,atencion odontologica,endodoncia,2020-03-01,4,3,12,7,10,0,38,49,5,5,0,0,0,0,133
TUPIZA,atencion odontologica,endodoncia,2020-03-01,2,1,15,15,8,18,17,36,24,7,0,0,0,0,143
TURCO,atencion odontologica,endodoncia,2020-03-01,3,1,0,0,0,0,2,0,0,0,0,0,0,0,6
UMALA,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
UNCIA,atencion odontologica,endodoncia,2020-03-01,1,2,4,4,0,2,7,9,2,2,0,0,0,0,33
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2020-03-01,0,0,3,0,2,2,2,6,0,0,0,0,0,0,15
UYUNI,atencion odontologica,endodoncia,2020-03-01,1,0,11,6,1,3,1,9,6,0,0,0,0,0,38
VACAS,atencion odontologica,endodoncia,2020-03-01,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4
VALLEGRANDE,atencion odontologica,endodoncia,2020-03-01,0,0,3,1,1,2,5,12,4,0,0,0,0,0,28
VIACHA,atencion odontologica,endodoncia,2020-03-01,6,4,13,10,4,5,9,31,5,6,0,0,0,0,93
VILA VILA,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6
VILLA CHARCAS,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,1,0,0,4,1,0,0,0,0,0,6
VILLA MONTES,atencion odontologica,endodoncia,2020-03-01,0,2,3,6,3,2,9,14,1,0,0,0,0,0,40
VILLA RIVERO,atencion odontologica,endodoncia,2020-03-01,0,0,2,2,0,0,1,2,0,0,0,0,0,0,7
VILLA SERRANO,atencion odontologica,endodoncia,2020-03-01,0,1,0,1,0,0,4,1,0,0,0,0,0,0,7
VILLA TUNARI,atencion odontologica,endodoncia,2020-03-01,1,5,12,14,9,25,19,60,7,0,0,0,0,0,152
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2020-03-01,0,0,1,3,0,0,2,0,0,0,0,0,0,0,6
VILLAZON,atencion odontologica,endodoncia,2020-03-01,2,2,26,18,1,5,10,23,1,2,0,0,0,0,90
VINTO,atencion odontologica,endodoncia,2020-03-01,15,4,11,14,1,6,4,29,2,6,0,0,0,0,92
VITICHI,atencion odontologica,endodoncia,2020-03-01,1,0,2,2,2,4,4,10,2,2,0,0,0,0,29
WALDO BALLIVIAN,atencion odontologica,endodoncia,2020-03-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
WARNES,atencion odontologica,endodoncia,2020-03-01,2,1,9,14,1,0,26,22,0,0,0,0,0,0,75
YACO,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
YACUIBA,atencion odontologica,endodoncia,2020-03-01,4,2,18,14,1,7,27,56,3,4,0,0,0,0,136
YAMPARAEZ,atencion odontologica,endodoncia,2020-03-01,1,0,2,3,1,3,2,6,1,0,0,0,0,0,19
YANACACHI,atencion odontologica,endodoncia,2020-03-01,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3
YAPACANI,atencion odontologica,endodoncia,2020-03-01,0,5,4,11,4,10,8,12,3,1,0,0,0,0,58
YOCALLA,atencion odontologica,endodoncia,2020-03-01,1,1,2,1,0,1,0,1,0,0,0,0,0,0,7
YOTALA,atencion odontologica,endodoncia,2020-03-01,0,0,1,1,1,3,1,5,0,1,0,0,0,0,13
YUNCHARA,atencion odontologica,endodoncia,2020-03-01,0,0,1,2,0,0,0,4,0,0,0,0,0,0,7
ZUDAÑEZ,atencion odontologica,endodoncia,2020-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ACHACACHI,atencion odontologica,endodoncia,2020-04-01,1,1,1,4,3,3,16,20,5,3,0,0,0,0,57
ACHOCALLA,atencion odontologica,endodoncia,2020-04-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
AIQUILE,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,1,0,0,7,1,0,0,0,0,0,9
ALTO BENI,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,2,1,1,2,0,0,0,0,0,0,6
ANCORAIMES,atencion odontologica,endodoncia,2020-04-01,0,0,2,0,0,1,0,1,0,0,0,0,0,0,4
ANDAMARCA,atencion odontologica,endodoncia,2020-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
APOLO,atencion odontologica,endodoncia,2020-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARAMPAMPA,atencion odontologica,endodoncia,2020-04-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4
ARANI,atencion odontologica,endodoncia,2020-04-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
ARBIETO,atencion odontologica,endodoncia,2020-04-01,1,0,1,0,0,0,2,2,0,0,0,0,0,0,6
ARQUE,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ATOCHA,atencion odontologica,endodoncia,2020-04-01,1,2,10,19,3,13,29,26,0,5,0,0,0,0,108
AUCAPATA,atencion odontologica,endodoncia,2020-04-01,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6
AYATA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2020-04-01,0,2,1,1,0,2,5,8,1,0,0,0,0,0,20
AZURDUY,atencion odontologica,endodoncia,2020-04-01,1,4,0,0,0,3,0,2,0,0,0,0,0,0,10
BATALLAS,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2020-04-01,5,0,1,4,0,0,7,3,0,0,0,0,0,0,20
BELEN DE URMIRI,atencion odontologica,endodoncia,2020-04-01,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5
BERMEJO,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,5,3,0,0,0,0,0,0,8
BETANZOS,atencion odontologica,endodoncia,2020-04-01,0,0,0,1,0,0,1,1,1,0,0,0,0,0,4
BUENA VISTA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAIROMA,atencion odontologica,endodoncia,2020-04-01,9,0,4,5,1,13,19,1,0,0,0,0,0,0,52
CAJUATA,atencion odontologica,endodoncia,2020-04-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
CALAMARCA,atencion odontologica,endodoncia,2020-04-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3
CAMARGO,atencion odontologica,endodoncia,2020-04-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2020-04-01,0,0,2,0,0,0,3,2,0,0,0,0,0,0,7
CAMIRI,atencion odontologica,endodoncia,2020-04-01,0,0,1,0,2,0,1,3,0,0,0,0,0,0,7
CAPINOTA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAQUIAVIRI,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,endodoncia,2020-04-01,0,1,1,1,0,0,2,2,2,0,0,0,0,0,9
CARANAVI,atencion odontologica,endodoncia,2020-04-01,1,1,1,0,2,1,7,10,0,0,0,0,0,0,23
CARANGAS,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CARAPARI,atencion odontologica,endodoncia,2020-04-01,1,0,0,1,0,1,3,5,0,0,0,0,0,0,11
CHALLAPATA,atencion odontologica,endodoncia,2020-04-01,0,0,1,2,0,0,1,2,0,0,0,0,0,0,6
CHAQUI,atencion odontologica,endodoncia,2020-04-01,1,1,0,2,0,0,2,2,1,0,0,0,0,0,9
CHARAGUA,atencion odontologica,endodoncia,2020-04-01,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3
CHOQUE COTA,atencion odontologica,endodoncia,2020-04-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
CHUA COCANI,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,3,1,0,1,0,0,0,0,0,0,5
CHUMA,atencion odontologica,endodoncia,2020-04-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5
CLIZA,atencion odontologica,endodoncia,2020-04-01,1,0,0,0,4,1,0,1,1,1,0,0,0,0,9
COBIJA,atencion odontologica,endodoncia,2020-04-01,1,4,2,6,0,4,4,13,0,0,0,0,0,0,34
COCAPATA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,endodoncia,2020-04-01,12,8,10,10,6,3,33,41,13,3,0,0,0,0,139
COLCAPIRHUA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5
"COLCHA ""K""",atencion odontologica,endodoncia,2020-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COLOMI,atencion odontologica,endodoncia,2020-04-01,0,0,1,0,0,2,3,4,0,0,0,0,0,0,10
COLPA BELGICA,atencion odontologica,endodoncia,2020-04-01,0,0,0,1,0,3,0,3,0,0,0,0,0,0,7
COLQUECHACA,atencion odontologica,endodoncia,2020-04-01,0,0,3,2,1,2,3,5,0,0,0,0,0,0,16
COLQUENCHA,atencion odontologica,endodoncia,2020-04-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
COLQUIRI,atencion odontologica,endodoncia,2020-04-01,1,1,1,0,0,2,1,3,0,0,0,0,0,0,9
COPACABANA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
CORIPATA,atencion odontologica,endodoncia,2020-04-01,0,0,2,0,0,1,1,1,0,0,0,0,0,0,5
COROICO,atencion odontologica,endodoncia,2020-04-01,0,0,0,2,0,0,6,5,0,0,0,0,0,0,13
COTAGAITA,atencion odontologica,endodoncia,2020-04-01,4,1,2,8,2,16,5,40,2,5,0,0,0,0,85
CUATRO CAÑADAS,atencion odontologica,endodoncia,2020-04-01,0,3,0,1,0,1,0,1,0,0,0,0,0,0,6
CULPINA,atencion odontologica,endodoncia,2020-04-01,0,0,2,4,0,2,3,5,0,0,0,0,0,0,16
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2020-04-01,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4
EL ALTO,atencion odontologica,endodoncia,2020-04-01,6,6,10,9,3,7,12,25,2,1,0,0,0,0,81
EL CHORO,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3
EL PUENTE(STC),atencion odontologica,endodoncia,2020-04-01,0,0,5,1,0,1,11,17,0,0,0,0,0,0,35
EL PUENTE(TJA),atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
EL TORNO,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2020-04-01,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2020-04-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
ESCARA,atencion odontologica,endodoncia,2020-04-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
ESCOMA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ESMERALDA,atencion odontologica,endodoncia,2020-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
FILADELFIA,atencion odontologica,endodoncia,2020-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2020-04-01,0,0,2,1,0,1,2,6,1,1,0,0,0,0,14
GUANAY,atencion odontologica,endodoncia,2020-04-01,0,0,0,6,0,1,0,1,0,0,0,0,0,0,8
GUAQUI,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,1,2,3,1,1,0,0,0,0,8
GUAYARAMERIN,atencion odontologica,endodoncia,2020-04-01,0,0,2,4,0,0,4,2,3,8,0,0,0,0,23
GUTIERREZ,atencion odontologica,endodoncia,2020-04-01,0,0,1,0,0,7,13,20,0,0,0,0,0,0,41
HUACARETA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,endodoncia,2020-04-01,1,2,1,3,0,0,0,1,0,0,0,0,0,0,8
HUATAJATA,atencion odontologica,endodoncia,2020-04-01,0,0,5,4,1,5,7,9,1,1,0,0,0,0,33
HUAYLLAMARCA,atencion odontologica,endodoncia,2020-04-01,0,1,1,3,0,1,1,0,0,3,0,0,0,0,10
HUMANATA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,4,3,4,1,0,0,0,0,0,12
ICHOCA,atencion odontologica,endodoncia,2020-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
INCAHUASI,atencion odontologica,endodoncia,2020-04-01,0,0,1,2,0,0,1,1,0,0,0,0,0,0,5
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
IXIAMAS,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,endodoncia,2020-04-01,1,0,4,1,0,0,3,3,1,0,0,0,0,0,13
LA ASUNTA,atencion odontologica,endodoncia,2020-04-01,0,2,0,3,5,0,1,2,0,0,0,0,0,0,13
LA PAZ,atencion odontologica,endodoncia,2020-04-01,13,10,15,21,6,7,44,92,17,7,0,0,0,0,232
LAGUNILLAS,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
LAJA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
LAS CARRERAS,atencion odontologica,endodoncia,2020-04-01,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4
LLALLAGUA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
LURIBAY,atencion odontologica,endodoncia,2020-04-01,0,0,0,1,1,0,3,1,0,0,0,0,0,0,6
MACHACAMARCA,atencion odontologica,endodoncia,2020-04-01,1,0,1,1,0,0,0,12,0,1,0,0,0,0,16
MAGDALENA,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
MAPIRI,atencion odontologica,endodoncia,2020-04-01,0,0,1,3,0,0,4,0,0,0,0,0,0,0,8
MECAPACA,atencion odontologica,endodoncia,2020-04-01,3,2,5,7,4,4,17,19,0,2,0,0,0,0,63
MIZQUE,atencion odontologica,endodoncia,2020-04-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
MOJOCOYA,atencion odontologica,endodoncia,2020-04-01,0,0,1,3,1,1,2,4,0,1,0,0,0,0,13
MONTEAGUDO,atencion odontologica,endodoncia,2020-04-01,2,0,1,0,1,0,2,4,0,0,0,0,0,0,10
MONTERO,atencion odontologica,endodoncia,2020-04-01,0,1,0,1,0,2,6,6,1,0,0,0,0,0,17
MOROCHATA,atencion odontologica,endodoncia,2020-04-01,1,4,0,1,0,2,3,7,0,1,0,0,0,0,19
NAZACARA DE PACAJES,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,atencion odontologica,endodoncia,2020-04-01,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4
ORURO,atencion odontologica,endodoncia,2020-04-01,5,3,20,12,4,3,23,36,10,4,0,0,0,0,120
PADCAYA,atencion odontologica,endodoncia,2020-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
PALCA,atencion odontologica,endodoncia,2020-04-01,1,1,1,3,2,1,13,11,1,0,0,0,0,0,34
PALOS BLANCOS,atencion odontologica,endodoncia,2020-04-01,0,0,3,2,0,2,2,3,1,0,0,0,0,0,13
PAMPA AULLAGAS,atencion odontologica,endodoncia,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
