,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
CATACORA,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,12,6,3,6,5,11,0,0,0,0,0,0,44
CHACARILLA,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,2,2,0,2,1,7,0,1,0,0,0,0,16
CHALLAPATA,atencion odontologica,cirugia bucal menor,2020-04-01,7,3,21,18,4,10,22,39,10,13,0,0,0,0,147
CHAQUI,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,8,5,3,6,13,15,3,8,0,0,0,0,63
CHARAGUA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,2,2,11,8,18,1,0,0,0,0,0,44
CHARAÑA,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,0,1,1,3,6,10,0,0,0,0,0,0,23
CHAYANTA,atencion odontologica,cirugia bucal menor,2020-04-01,2,2,12,10,4,8,24,28,5,6,0,0,0,0,101
CHIMORE,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,5,2,2,0,2,3,0,0,0,0,0,0,14
CHIPAYA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,3,1,0,1,1,1,0,0,0,0,0,9
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,1,1,0,7,3,6,1,1,0,0,0,0,22
CHUA COCANI,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,1,2,1,3,8,9,4,0,0,0,0,0,29
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2020-04-01,1,1,2,1,0,1,5,9,0,2,0,0,0,0,22
CHUMA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,7,9,10,9,15,38,2,4,0,0,0,0,94
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,3,2,1,3,2,1,2,0,0,0,0,14
CKOCHAS,atencion odontologica,cirugia bucal menor,2020-04-01,3,2,9,7,2,8,20,31,9,3,0,0,0,0,94
CLIZA,atencion odontologica,cirugia bucal menor,2020-04-01,3,0,8,5,2,7,7,16,6,8,0,0,0,0,62
COBIJA,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,2,4,4,4,12,22,10,2,0,0,0,0,62
COCAPATA,atencion odontologica,cirugia bucal menor,2020-04-01,4,0,23,12,12,16,25,28,3,6,0,0,0,0,129
COCHABAMBA,atencion odontologica,cirugia bucal menor,2020-04-01,9,16,36,35,9,21,40,80,39,12,0,0,0,0,297
COIPASA,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,0,3,8,5,1,3,0,0,0,0,0,0,21
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,4,1,5,3,6,1,0,0,0,0,0,22
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2020-04-01,6,5,12,8,6,3,16,24,6,3,0,0,0,0,89
COLLANA,atencion odontologica,cirugia bucal menor,2020-04-01,3,0,4,1,2,9,9,5,1,3,0,0,0,0,37
COLOMI,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,11,8,1,7,4,12,2,1,0,0,0,0,47
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
COLQUECHACA,atencion odontologica,cirugia bucal menor,2020-04-01,6,11,30,25,17,24,57,68,21,11,0,0,0,0,270
COLQUENCHA,atencion odontologica,cirugia bucal menor,2020-04-01,1,3,6,12,4,10,15,28,4,1,0,0,0,0,84
COLQUIRI,atencion odontologica,cirugia bucal menor,2020-04-01,1,2,8,7,5,5,15,19,2,5,0,0,0,0,69
COMANCHE,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,0,5,0,6,1,8,1,0,0,0,0,0,22
COMBAYA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,0,0,0,8,13,1,2,0,0,0,0,24
COPACABANA,atencion odontologica,cirugia bucal menor,2020-04-01,2,1,3,6,0,0,13,7,1,1,0,0,0,0,34
CORIPATA,atencion odontologica,cirugia bucal menor,2020-04-01,4,6,8,5,4,6,14,9,3,0,0,0,0,0,59
CORO CORO,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,0,2,5,1,3,15,1,1,0,0,0,0,29
COROICO,atencion odontologica,cirugia bucal menor,2020-04-01,5,1,4,8,7,14,31,49,3,1,0,0,0,0,123
CORQUE,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,0,2,2,0,1,13,7,1,0,0,0,0,27
COTAGAITA,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,8,9,6,6,18,24,10,6,0,0,0,0,88
COTOCA,atencion odontologica,cirugia bucal menor,2020-04-01,0,2,1,1,0,0,4,12,0,1,0,0,0,0,21
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,4,3,3,1,3,7,1,0,0,0,0,0,24
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,1,0,0,5,0,0,0,0,0,0,0,7
CUEVO,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,1,0,0,0,1,2,1,0,0,0,0,0,6
CULPINA,atencion odontologica,cirugia bucal menor,2020-04-01,3,0,12,13,7,3,16,31,9,3,0,0,0,0,97
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,2,5,3,3,5,8,0,5,0,0,0,0,32
CURVA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,4,5,0,3,6,2,3,3,0,0,0,0,26
DESAGUADERO,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,2,4,0,1,1,3,0,0,0,0,0,0,12
EL ALTO,atencion odontologica,cirugia bucal menor,2020-04-01,44,43,132,125,65,68,138,272,30,26,0,0,0,0,943
EL CHORO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,5,3,3,2,8,12,4,3,0,0,0,0,40
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2020-04-01,0,0,8,8,5,0,11,13,1,0,0,0,0,0,46
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2020-04-01,3,2,9,4,3,7,15,33,2,1,0,0,0,0,79
EL TORNO,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,5,1,0,3,10,13,5,2,0,0,0,0,40
EL VILLAR,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,0,0,0,4,7,0,0,0,0,0,0,13
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2020-04-01,2,1,10,11,3,4,13,28,3,2,0,0,0,0,77
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2020-04-01,0,2,1,5,0,1,1,2,2,0,0,0,0,0,14
ESCARA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,2,1,1,2,1,4,0,0,0,0,0,12
ESCOMA,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,2,0,1,2,5,10,2,0,0,0,0,0,23
ESMERALDA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,0,1,1,2,4,2,2,0,0,0,0,15
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,1,0,0,4,4,0,0,0,0,0,0,10
FILADELFIA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,3,3,0,4,7,1,0,0,0,0,0,21
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2020-04-01,1,2,11,2,5,10,21,26,7,7,0,0,0,0,92
GUANAY,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,6,4,0,0,4,7,3,0,0,0,0,0,24
GUAQUI,atencion odontologica,cirugia bucal menor,2020-04-01,2,1,2,3,3,4,10,12,8,2,0,0,0,0,47
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,12,16,1,8,15,28,0,1,0,0,0,0,82
GUTIERREZ,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,18,19,7,14,26,32,8,1,0,0,0,0,125
HUACARETA,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,1,4,1,1,13,8,0,0,0,0,0,0,29
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,1,1,0,3,3,0,0,0,0,0,0,11
HUACHACALLA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,1,0,0,0,1,0,3,0,0,0,0,6
HUANUNI,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,6,12,3,6,21,23,4,0,0,0,0,0,75
HUARACAJE,atencion odontologica,cirugia bucal menor,2020-04-01,2,2,2,1,0,0,6,0,2,1,0,0,0,0,16
HUATAJATA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,5,7,5,2,7,6,9,0,0,0,0,44
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2020-04-01,2,0,10,3,0,1,1,5,0,0,0,0,0,0,22
HUMANATA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,7,2,5,4,10,4,7,0,0,0,0,42
ICHOCA,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,7,3,1,2,4,11,5,1,0,0,0,0,35
ICLA,atencion odontologica,cirugia bucal menor,2020-04-01,3,0,3,5,5,2,8,18,13,2,0,0,0,0,59
INCAHUASI,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,2,5,3,0,6,3,0,0,0,0,0,0,20
INQUISIVI,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,10,5,1,7,18,24,5,8,0,0,0,0,79
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2020-04-01,1,2,8,8,2,4,7,20,1,3,0,0,0,0,56
IXIAMAS,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,2,1,2,7,6,3,0,0,0,0,0,24
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2020-04-01,3,0,5,5,6,3,25,19,5,4,0,0,0,0,75
LA ASUNTA,atencion odontologica,cirugia bucal menor,2020-04-01,4,0,20,11,4,4,15,17,1,0,0,0,0,0,76
LA GUARDIA,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,0,1,0,0,3,1,1,1,0,0,0,0,9
LA PAZ,atencion odontologica,cirugia bucal menor,2020-04-01,47,50,125,117,45,64,203,331,73,48,0,0,0,0,1103
LA RIVERA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,2,1,0,1,4,9,0,0,0,0,0,0,19
LAJA,atencion odontologica,cirugia bucal menor,2020-04-01,3,1,3,0,5,6,19,12,1,4,0,0,0,0,54
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
LLALLAGUA,atencion odontologica,cirugia bucal menor,2020-04-01,7,9,18,27,12,11,31,52,18,12,0,0,0,0,197
LLICA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,2,3,4,9,6,0,0,0,0,0,0,26
LURIBAY,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,2,4,1,1,6,8,0,0,0,0,0,0,23
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2020-04-01,3,0,2,3,0,2,4,7,5,2,0,0,0,0,28
MACHARETI,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,3,1,2,3,12,0,0,0,0,0,0,23
MAGDALENA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,13,2,1,2,0,5,0,0,0,0,0,0,23
MALLA,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,2,1,1,0,5,5,0,1,0,0,0,0,16
MAPIRI,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,4,3,1,2,6,3,0,1,0,0,0,0,22
MECAPACA,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,19,18,3,7,21,50,9,3,0,0,0,0,131
MIZQUE,atencion odontologica,cirugia bucal menor,2020-04-01,0,2,9,8,2,2,10,21,8,2,0,0,0,0,64
MOCOMOCO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,9,4,2,19,14,5,1,0,0,0,0,56
MOJINETE,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,5,0,2,3,2,0,1,0,0,0,0,14
MOJOCOYA,atencion odontologica,cirugia bucal menor,2020-04-01,2,1,6,17,3,3,22,25,1,3,0,0,0,0,83
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2020-04-01,0,2,4,5,2,4,8,18,0,0,0,0,0,0,43
MONTERO,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,9,13,3,9,17,32,5,3,0,0,0,0,92
MORO MORO,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,0,1,0,2,2,2,0,0,0,0,0,0,8
MOROCHATA,atencion odontologica,cirugia bucal menor,2020-04-01,1,3,5,11,5,12,10,27,2,7,0,0,0,0,83
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2020-04-01,0,0,5,1,0,0,6,0,0,0,0,0,0,0,12
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,3,0,1,3,3,2,0,0,0,0,0,13
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
OCURI,atencion odontologica,cirugia bucal menor,2020-04-01,3,2,10,4,2,7,13,37,5,10,0,0,0,0,93
OKINAWA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
OMEREQUE,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ORURO,atencion odontologica,cirugia bucal menor,2020-04-01,34,14,101,84,26,36,132,231,42,20,0,0,0,0,720
PADCAYA,atencion odontologica,cirugia bucal menor,2020-04-01,0,3,2,3,1,2,6,11,0,1,0,0,0,0,29
PADILLA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,3,0,1,5,4,0,0,0,0,0,0,16
PALCA,atencion odontologica,cirugia bucal menor,2020-04-01,6,2,9,8,10,10,34,44,9,9,0,0,0,0,141
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2020-04-01,3,1,12,6,1,2,11,17,1,0,0,0,0,0,54
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,0,0,0,1,2,2,1,2,0,0,0,0,9
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2020-04-01,1,3,3,3,2,0,5,17,8,1,0,0,0,0,43
PASORAPA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PATACAMAYA,atencion odontologica,cirugia bucal menor,2020-04-01,2,0,0,0,0,0,1,3,0,0,0,0,0,0,6
PAZÑA,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,8,4,6,4,2,9,1,1,0,0,0,0,36
PELECHUCO,atencion odontologica,cirugia bucal menor,2020-04-01,0,3,8,6,8,7,19,7,5,1,0,0,0,0,64
POCOATA,atencion odontologica,cirugia bucal menor,2020-04-01,3,3,6,12,2,20,31,26,19,17,0,0,0,0,139
POCONA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,4,2,1,3,12,1,0,0,0,0,0,24
POJO (CBBA),atencion odontologica,cirugia bucal menor,2020-04-01,1,1,1,4,0,2,12,18,1,0,0,0,0,0,40
POOPO,atencion odontologica,cirugia bucal menor,2020-04-01,4,4,13,6,3,6,21,14,6,7,0,0,0,0,84
PORCO,atencion odontologica,cirugia bucal menor,2020-04-01,2,1,0,1,0,2,6,4,0,0,0,0,0,0,16
POROMA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,1,0,2,11,8,1,3,0,0,0,0,27
PORONGO,atencion odontologica,cirugia bucal menor,2020-04-01,2,0,7,3,3,5,8,10,1,2,0,0,0,0,41
PORTACHUELO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,4,10,0,1,1,14,0,0,0,0,0,0,30
PORVENIR,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,0,2,4,14,1,1,0,0,0,0,0,22
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,3,0,0,2,0,0,2,0,0,0,0,8
POTOSI,atencion odontologica,cirugia bucal menor,2020-04-01,28,15,34,57,13,32,72,126,13,12,0,0,0,0,402
PRESTO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,6,4,2,0,18,12,4,1,0,0,0,0,47
PUCARA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,1,0,0,1,3,0,1,0,0,0,0,7
PUCARANI,atencion odontologica,cirugia bucal menor,2020-04-01,6,8,24,26,21,22,34,58,12,8,0,0,0,0,219
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2020-04-01,2,1,6,8,3,9,11,30,8,4,0,0,0,0,82
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,5,5,5,19,26,8,5,0,0,0,0,76
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,7,8,1,4,8,14,1,0,0,0,0,0,43
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,2,0,0,1,1,0,0,0,0,0,0,5
PUERTO RICO,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,11,8,3,6,12,29,5,5,0,0,0,0,80
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2020-04-01,9,3,26,14,2,5,15,35,4,1,0,0,0,0,114
PUNA,atencion odontologica,cirugia bucal menor,2020-04-01,2,3,12,3,4,5,13,20,6,3,0,0,0,0,71
PUNATA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,2,0,0,1,5,1,0,0,0,0,0,11
QUIABAYA,atencion odontologica,cirugia bucal menor,2020-04-01,2,0,2,5,2,6,20,9,0,1,0,0,0,0,47
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2020-04-01,1,3,13,9,3,2,13,24,6,7,0,0,0,0,81
QUIME,atencion odontologica,cirugia bucal menor,2020-04-01,10,7,23,9,4,2,56,42,4,2,0,0,0,0,159
RAVELO,atencion odontologica,cirugia bucal menor,2020-04-01,6,3,2,6,7,15,23,62,20,26,0,0,0,0,170
REYES,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,cirugia bucal menor,2020-04-01,0,5,12,21,11,12,15,22,1,0,0,0,0,0,99
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2020-04-01,4,2,1,0,0,0,8,3,2,0,0,0,0,0,20
SABAYA,atencion odontologica,cirugia bucal menor,2020-04-01,2,3,20,12,1,3,9,22,6,11,0,0,0,0,89
SACABA,atencion odontologica,cirugia bucal menor,2020-04-01,9,5,29,26,12,19,27,55,17,10,0,0,0,0,209
SACABAMBA,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,6,11,2,4,3,9,1,5,0,0,0,0,42
SACACA,atencion odontologica,cirugia bucal menor,2020-04-01,0,4,8,10,6,2,18,19,6,4,0,0,0,0,77
SAIPINA,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2020-04-01,4,5,17,14,3,10,27,32,9,9,0,0,0,0,130
SAMAIPATA,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,5,3,0,1,3,3,0,0,0,0,0,0,16
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
SAN ANDRES,atencion odontologica,cirugia bucal menor,2020-04-01,0,2,0,0,0,2,5,2,3,0,0,0,0,0,14
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,3,7,2,7,6,21,7,9,0,0,0,0,63
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,4,8,2,0,1,4,0,0,0,0,0,0,21
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2020-04-01,1,3,1,0,1,1,4,2,1,0,0,0,0,0,14
SAN BENITO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,4,0,1,2,6,2,1,0,0,0,0,16
SAN BORJA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,9,6,0,8,6,19,0,1,0,0,0,0,49
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,1,0,1,2,8,1,1,0,0,0,0,16
SAN CARLOS,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,1,0,0,1,0,0,0,2,0,0,0,0,6
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,8,5,2,4,5,5,4,1,0,0,0,0,34
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,0,0,2,0,5,9,10,0,0,0,0,27
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,1,1,3,1,4,0,0,0,0,0,0,10
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,13,12,2,0,0,0,0,0,0,0,0,0,27
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,6,3,2,4,8,3,3,0,0,0,0,32
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,2,0,0,3,1,1,0,0,0,0,0,8
SAN JULIAN,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,3,3,3,3,3,9,3,0,0,0,0,0,27
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2020-04-01,2,3,0,4,0,0,2,2,0,0,0,0,0,0,13
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2020-04-01,0,2,6,8,4,7,20,40,2,0,0,0,0,0,89
SAN LUCAS,atencion odontologica,cirugia bucal menor,2020-04-01,2,2,10,6,9,3,20,31,1,1,0,0,0,0,85
SAN MATIAS,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,0,2,1,1,1,0,0,0,0,0,0,6
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,4,1,0,0,2,9,4,1,0,0,0,0,22
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,0,3,3,1,6,6,0,0,0,0,0,0,20
SAN PEDRO,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,2,0,4,1,4,1,3,0,0,0,0,17
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,8,6,0,9,14,31,3,9,0,0,0,0,80
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2020-04-01,0,2,5,1,1,2,7,9,4,1,0,0,0,0,32
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,1,2,0,1,0,2,0,0,0,0,0,0,6
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,6,7,1,14,15,16,1,1,0,0,0,0,63
SAN PEDRO(PND),atencion odontologica,cirugia bucal menor,2020-04-01,0,0,5,2,0,1,4,7,0,0,0,0,0,0,19
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,0,0,2,2,3,1,1,0,0,0,0,11
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,6,0,5,3,10,0,0,0,0,0,0,24
SANTA ANA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,2,3,0,0,8,1,0,1,0,0,0,0,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2020-04-01,10,5,7,6,5,14,16,46,11,0,0,0,0,0,120
SANTA ROSA,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,3,1,0,1,3,7,1,0,0,0,0,0,17
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,4,4,0,2,10,7,2,1,0,0,0,0,30
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2020-04-01,0,1,7,4,0,4,3,3,12,7,0,0,0,0,41
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2020-04-01,1,2,8,11,2,5,12,18,8,3,0,0,0,0,70
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2020-04-01,2,3,5,6,7,1,22,14,5,2,0,0,0,0,67
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,0,4,2,3,3,8,3,2,0,0,0,0,27
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,0,1,1,1,1,2,2,0,0,0,0,0,9
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2020-04-01,1,1,3,3,0,3,6,3,2,1,0,0,0,0,23
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,5,2,4,5,7,7,5,0,0,0,0,0,35
SENA,atencion odontologica,cirugia bucal menor,2020-04-01,2,1,8,3,1,3,3,5,0,0,0,0,0,0,26
SHINAOTA,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,4,0,0,1,3,3,0,0,0,0,0,0,12
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2020-04-01,6,1,7,3,3,11,29,32,5,8,0,0,0,0,105
SICAYA,atencion odontologica,cirugia bucal menor,2020-04-01,3,0,6,8,2,3,4,10,5,1,0,0,0,0,42
SIPE SIPE,atencion odontologica,cirugia bucal menor,2020-04-01,5,7,12,11,0,2,15,21,4,3,0,0,0,0,80
SOPACHUY,atencion odontologica,cirugia bucal menor,2020-04-01,0,2,2,2,1,2,3,3,3,2,0,0,0,0,20
SORACACHI,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,10,7,4,4,19,16,4,0,0,0,0,0,65
SORATA,atencion odontologica,cirugia bucal menor,2020-04-01,1,2,6,11,1,14,12,19,5,0,0,0,0,0,71
SUCRE,atencion odontologica,cirugia bucal menor,2020-04-01,13,13,17,16,7,12,36,66,11,6,0,0,0,0,197
TACACHI,atencion odontologica,cirugia bucal menor,2020-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TACACOMA,atencion odontologica,cirugia bucal menor,2020-04-01,1,0,0,2,0,1,7,10,0,1,0,0,0,0,22
