,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
REYES,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,1,5,0,1,0,0,0,0,0,0,7
RIBERALTA,atencion odontologica,consulta repetida,2020-03-01,12,23,35,49,44,31,59,59,32,46,0,0,0,0,390
ROBORE,atencion odontologica,consulta repetida,2020-03-01,2,1,10,8,8,8,14,30,16,2,0,2,0,0,101
RURRENABAQUE,atencion odontologica,consulta repetida,2020-03-01,0,2,0,3,3,4,8,5,2,0,0,0,0,0,27
SABAYA,atencion odontologica,consulta repetida,2020-03-01,0,1,3,0,0,5,10,16,3,2,0,6,0,0,46
SACABA,atencion odontologica,consulta repetida,2020-03-01,16,10,15,14,4,8,36,66,4,8,0,0,0,1,182
SACABAMBA,atencion odontologica,consulta repetida,2020-03-01,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
SACACA,atencion odontologica,consulta repetida,2020-03-01,0,0,0,1,3,0,1,1,2,0,0,0,0,0,8
SAIPINA,atencion odontologica,consulta repetida,2020-03-01,4,3,4,12,0,1,2,4,1,1,0,1,0,0,33
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2020-03-01,1,0,2,3,2,11,14,23,7,3,0,0,0,0,66
SAMAIPATA,atencion odontologica,consulta repetida,2020-03-01,0,0,2,1,0,1,1,5,1,0,0,0,0,0,11
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2020-03-01,0,0,0,2,4,2,1,2,0,0,0,0,0,0,11
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2020-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,consulta repetida,2020-03-01,8,14,18,30,12,24,16,53,6,4,0,1,0,1,187
SAN BORJA,atencion odontologica,consulta repetida,2020-03-01,2,4,8,8,5,2,15,40,1,2,0,0,0,0,87
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN CARLOS,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN IGNACIO,atencion odontologica,consulta repetida,2020-03-01,0,1,1,1,0,11,1,63,0,0,0,0,0,0,78
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2020-03-01,0,1,3,2,5,1,17,18,3,0,0,1,0,0,51
SAN JAVIER(STC),atencion odontologica,consulta repetida,2020-03-01,0,2,3,1,0,1,0,1,0,0,0,0,0,0,8
SAN JOAQUIN,atencion odontologica,consulta repetida,2020-03-01,4,1,1,8,6,12,8,26,2,0,0,2,0,0,70
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2020-03-01,0,0,2,0,3,0,5,5,2,0,0,0,0,0,17
SAN JULIAN,atencion odontologica,consulta repetida,2020-03-01,6,9,0,2,0,7,6,35,2,2,0,0,0,5,74
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2020-03-01,3,5,10,10,8,2,13,32,0,1,0,0,0,0,84
SAN LUCAS,atencion odontologica,consulta repetida,2020-03-01,2,1,6,15,0,9,10,41,0,2,0,2,0,1,89
SAN MATIAS,atencion odontologica,consulta repetida,2020-03-01,1,0,1,0,0,1,1,2,0,0,0,0,0,0,6
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2020-03-01,0,0,1,9,2,3,7,17,1,0,0,0,0,0,40
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2020-03-01,0,5,2,0,0,1,2,5,0,0,0,0,0,0,15
SAN PEDRO,atencion odontologica,consulta repetida,2020-03-01,3,0,6,4,11,23,13,28,7,2,0,0,0,0,97
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2020-03-01,2,1,7,0,0,7,11,24,2,0,0,1,0,0,55
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2020-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SAN RAFAEL,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,1,6,4,15,1,0,0,0,0,0,27
SAN RAMON BENI,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,1,9,2,0,0,0,0,0,0,12
SAN RAMON SCZ,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA ANA,atencion odontologica,consulta repetida,2020-03-01,0,0,3,3,0,0,2,2,0,0,0,0,0,0,10
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2020-03-01,160,140,256,232,137,202,692,1082,272,171,0,9,0,6,3359
SANTA ROSA,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2020-03-01,1,4,7,5,11,2,26,28,7,21,0,0,0,0,112
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,0,0,6,2,0,0,1,0,0,9
SANTIVAÑES,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,4,3,5,1,4,0,0,0,0,17
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2020-03-01,7,0,0,0,0,0,16,5,4,4,0,0,0,2,38
SAPAHAQUI,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,1,0,4,8,1,0,0,2,0,2,18
SENA,atencion odontologica,consulta repetida,2020-03-01,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
SHINAOTA,atencion odontologica,consulta repetida,2020-03-01,1,0,0,0,0,0,1,4,0,0,0,0,0,0,6
SIPE SIPE,atencion odontologica,consulta repetida,2020-03-01,25,26,57,60,11,8,13,106,13,11,0,2,0,0,332
SOPACHUY,atencion odontologica,consulta repetida,2020-03-01,0,1,2,5,1,3,5,11,1,0,0,0,0,0,29
SORACACHI,atencion odontologica,consulta repetida,2020-03-01,0,0,3,5,2,2,0,11,6,1,0,0,0,0,30
SORATA,atencion odontologica,consulta repetida,2020-03-01,0,2,3,1,0,4,3,3,0,0,0,0,0,0,16
SUCRE,atencion odontologica,consulta repetida,2020-03-01,71,120,138,76,52,112,262,452,46,13,0,4,0,4,1350
TACACHI,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TACACOMA,atencion odontologica,consulta repetida,2020-03-01,1,0,3,1,0,10,1,32,0,1,0,27,0,1,77
TACOPAYA,atencion odontologica,consulta repetida,2020-03-01,2,2,5,6,4,15,9,31,11,10,0,7,0,0,102
TAHUA,atencion odontologica,consulta repetida,2020-03-01,0,1,2,0,4,0,2,2,0,0,0,0,0,0,11
TAPACARI,atencion odontologica,consulta repetida,2020-03-01,0,0,1,5,0,3,0,6,0,0,0,0,0,0,15
TARABUCO,atencion odontologica,consulta repetida,2020-03-01,2,1,3,2,1,0,4,7,2,0,0,2,0,1,25
TARACO,atencion odontologica,consulta repetida,2020-03-01,0,0,1,0,2,0,3,5,0,1,0,0,0,0,12
TARATA,atencion odontologica,consulta repetida,2020-03-01,0,0,1,0,0,1,0,4,0,0,0,0,0,0,6
TARIJA,atencion odontologica,consulta repetida,2020-03-01,28,30,105,107,46,80,187,343,67,50,0,12,0,0,1055
TARVITA,atencion odontologica,consulta repetida,2020-03-01,1,0,2,4,4,15,5,10,0,3,0,0,0,0,44
TEOPONTE,atencion odontologica,consulta repetida,2020-03-01,0,0,0,4,0,1,3,11,0,0,0,2,0,0,21
TIAHUANACU,atencion odontologica,consulta repetida,2020-03-01,2,0,8,6,2,6,2,18,0,0,0,0,0,0,44
TINGUIPAYA,atencion odontologica,consulta repetida,2020-03-01,4,2,4,2,8,1,2,7,0,0,0,0,0,0,30
TIPUANI,atencion odontologica,consulta repetida,2020-03-01,0,0,0,1,0,1,1,2,1,0,0,0,0,0,6
TIQUIPAYA,atencion odontologica,consulta repetida,2020-03-01,9,19,9,11,3,7,11,25,1,1,0,0,0,2,98
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2020-03-01,1,2,1,3,2,5,2,9,0,1,0,0,0,0,26
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta repetida,2020-03-01,0,0,1,0,0,2,1,0,0,0,0,0,0,0,4
TOCO,atencion odontologica,consulta repetida,2020-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
TODOS SANTOS,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
TOLEDO,atencion odontologica,consulta repetida,2020-03-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
TOMAVE,atencion odontologica,consulta repetida,2020-03-01,0,0,1,4,1,5,3,11,1,0,0,0,0,0,26
TOMINA,atencion odontologica,consulta repetida,2020-03-01,2,1,12,13,2,12,7,21,5,0,0,1,0,0,76
TORO TORO,atencion odontologica,consulta repetida,2020-03-01,1,0,0,4,2,5,18,21,0,2,0,3,0,5,61
TOTORA(CBBA),atencion odontologica,consulta repetida,2020-03-01,5,1,11,6,4,8,1,12,8,1,0,0,0,1,58
TOTORA(ORR),atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
TRIGAL,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5
TRINIDAD,atencion odontologica,consulta repetida,2020-03-01,14,10,20,29,19,6,75,109,17,8,0,2,0,0,309
TUPIZA,atencion odontologica,consulta repetida,2020-03-01,6,3,31,27,15,38,41,103,50,24,0,2,0,0,340
TURCO,atencion odontologica,consulta repetida,2020-03-01,9,4,0,3,0,1,20,8,3,3,0,0,0,0,51
UNCIA,atencion odontologica,consulta repetida,2020-03-01,9,1,8,10,6,5,21,36,3,1,0,1,0,1,102
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2020-03-01,0,1,1,3,4,3,5,29,0,4,0,3,0,0,53
URUBICHA,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
UYUNI,atencion odontologica,consulta repetida,2020-03-01,1,0,10,9,3,6,1,18,12,6,0,0,0,0,66
VACAS,atencion odontologica,consulta repetida,2020-03-01,0,4,5,2,0,8,2,13,2,0,0,0,0,1,37
VALLEGRANDE,atencion odontologica,consulta repetida,2020-03-01,1,3,3,2,3,2,8,15,4,3,0,1,0,1,46
VIACHA,atencion odontologica,consulta repetida,2020-03-01,10,11,23,26,4,19,22,54,5,3,0,5,0,0,182
VILLA CHARCAS,atencion odontologica,consulta repetida,2020-03-01,0,1,0,1,1,3,2,6,3,0,0,0,0,0,17
VILLA MONTES,atencion odontologica,consulta repetida,2020-03-01,0,7,12,12,9,12,20,30,17,0,0,0,0,0,119
VILLA RIVERO,atencion odontologica,consulta repetida,2020-03-01,0,1,1,6,0,2,3,11,1,0,0,0,0,0,25
VILLA TUNARI,atencion odontologica,consulta repetida,2020-03-01,2,6,5,6,7,6,6,22,2,1,0,0,0,2,65
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2020-03-01,0,0,1,3,4,2,7,4,0,1,0,0,0,0,22
VILLAZON,atencion odontologica,consulta repetida,2020-03-01,13,7,40,46,6,29,27,85,4,10,0,6,0,0,273
VINTO,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
VITICHI,atencion odontologica,consulta repetida,2020-03-01,6,8,24,25,3,7,18,31,0,1,0,0,0,0,123
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2020-03-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4
WARNES,atencion odontologica,consulta repetida,2020-03-01,12,7,16,10,2,13,67,78,1,5,0,0,0,0,211
YACUIBA,atencion odontologica,consulta repetida,2020-03-01,7,3,18,26,11,24,30,78,6,4,0,5,0,1,213
YAMPARAEZ,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,1,4,3,3,1,0,0,1,0,0,13
YANACACHI,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,0,3,1,3,0,0,0,0,0,0,7
YAPACANI,atencion odontologica,consulta repetida,2020-03-01,2,9,2,6,4,9,12,21,3,4,0,1,0,1,74
YOCALLA,atencion odontologica,consulta repetida,2020-03-01,1,2,7,1,3,2,1,25,2,1,0,2,0,0,47
YOTALA,atencion odontologica,consulta repetida,2020-03-01,0,0,0,0,1,0,0,3,0,3,0,0,0,0,7
YUNCHARA,atencion odontologica,consulta repetida,2020-03-01,5,1,4,4,4,1,0,15,0,3,0,0,0,0,37
ZUDAÑEZ,atencion odontologica,consulta repetida,2020-03-01,0,1,0,0,0,0,1,7,0,0,0,0,0,0,9
ACACIO,atencion odontologica,consulta repetida,2020-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,consulta repetida,2020-04-01,1,0,1,0,4,4,16,16,3,0,0,0,0,0,45
ACHOCALLA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6
ALCALA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
ANCORAIMES,atencion odontologica,consulta repetida,2020-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ANDAMARCA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,2,0,1,0,1,0,0,0,0,0,0,4
ANTEQUERA,atencion odontologica,consulta repetida,2020-04-01,0,0,4,1,2,2,0,5,0,0,0,0,0,0,14
ARAMPAMPA,atencion odontologica,consulta repetida,2020-04-01,3,0,1,0,0,1,2,0,1,0,0,1,0,0,9
ARANI,atencion odontologica,consulta repetida,2020-04-01,3,1,6,4,0,4,1,2,1,0,0,0,0,0,22
ARBIETO,atencion odontologica,consulta repetida,2020-04-01,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3
ARQUE,atencion odontologica,consulta repetida,2020-04-01,0,0,1,0,0,2,0,9,0,1,0,5,0,1,19
ATOCHA,atencion odontologica,consulta repetida,2020-04-01,5,1,16,23,9,21,64,61,11,19,0,0,0,0,230
AYO AYO,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2020-04-01,0,0,1,1,2,4,3,5,0,0,0,0,0,0,16
AZURDUY,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,6,2,4,0,2,0,0,0,0,14
BATALLAS,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BAURES,atencion odontologica,consulta repetida,2020-04-01,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2020-04-01,1,0,1,1,0,2,5,0,0,0,0,0,0,0,10
BERMEJO,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,0,5,4,1,0,0,1,0,0,12
BETANZOS,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,2,4,3,6,1,0,0,0,0,0,16
CABEZAS,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAIROMA,atencion odontologica,consulta repetida,2020-04-01,9,0,3,5,2,8,17,0,1,0,0,0,0,0,45
"CAIZA ""D""",atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
CAJUATA,atencion odontologica,consulta repetida,2020-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CALAMARCA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,2,0,1,1,1,0,0,0,0,0,0,5
CAMARGO,atencion odontologica,consulta repetida,2020-04-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2020-04-01,1,0,1,0,1,0,4,5,6,0,0,0,0,0,18
CAMIRI,atencion odontologica,consulta repetida,2020-04-01,0,4,0,1,0,0,2,7,4,0,0,3,0,0,21
CAPINOTA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4
CAQUIAVIRI,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,2,3,0,0,0,0,0,1,6
CARACOLLO,atencion odontologica,consulta repetida,2020-04-01,2,2,0,8,0,2,4,8,0,0,0,1,0,0,27
CARANAVI,atencion odontologica,consulta repetida,2020-04-01,1,3,3,1,2,2,3,3,0,0,0,0,0,0,18
CARANGAS,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,0,3,8,2,0,0,0,0,0,14
CARAPARI,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,1,1,0,2,1,0,0,0,0,0,5
CHALLAPATA,atencion odontologica,consulta repetida,2020-04-01,0,0,4,4,0,2,4,19,3,1,0,0,0,0,37
CHAQUI,atencion odontologica,consulta repetida,2020-04-01,1,2,0,0,0,1,3,5,2,2,0,0,0,0,16
CHARAGUA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,consulta repetida,2020-04-01,0,1,2,2,2,3,10,12,0,1,0,1,0,0,34
CHIMORE,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CHIPAYA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
CHOQUE COTA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUA COCANI,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUMA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,2,0,1,1,0,2,0,0,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,6,2,2,2,0,0,0,2,0,0,14
CKOCHAS,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CLIZA,atencion odontologica,consulta repetida,2020-04-01,2,0,0,0,4,1,2,3,1,2,0,0,0,0,15
COBIJA,atencion odontologica,consulta repetida,2020-04-01,0,2,1,4,0,3,5,7,0,0,0,5,0,0,27
COCAPATA,atencion odontologica,consulta repetida,2020-04-01,1,0,7,5,4,5,5,14,0,0,0,1,0,0,42
COCHABAMBA,atencion odontologica,consulta repetida,2020-04-01,14,11,14,23,5,13,43,38,22,1,0,0,0,0,184
COIPASA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3
COLCAPIRHUA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
COLLANA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
COLOMI,atencion odontologica,consulta repetida,2020-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COLQUECHACA,atencion odontologica,consulta repetida,2020-04-01,0,1,3,8,0,5,15,11,4,3,0,0,0,0,50
COLQUENCHA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
COLQUIRI,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,2,2,5,0,1,0,0,0,0,11
CORIPATA,atencion odontologica,consulta repetida,2020-04-01,0,0,1,0,0,0,1,3,0,0,0,0,0,0,5
CORO CORO,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
COROICO,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
CORQUE,atencion odontologica,consulta repetida,2020-04-01,0,0,1,0,0,0,0,2,1,0,0,0,0,0,4
COTAGAITA,atencion odontologica,consulta repetida,2020-04-01,2,6,1,4,2,6,7,40,1,5,0,6,0,4,84
CRUZ DE MACHACAMARCA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2020-04-01,0,8,0,3,1,0,1,1,0,0,0,0,0,0,14
CUEVO,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CULPINA,atencion odontologica,consulta repetida,2020-04-01,0,0,3,1,1,1,3,5,3,1,0,0,0,0,18
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2020-04-01,4,0,0,1,3,1,4,0,2,0,0,0,0,0,15
EL ALTO,atencion odontologica,consulta repetida,2020-04-01,23,4,11,5,5,14,14,29,1,1,0,10,0,0,117
EL CHORO,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
EL PUENTE(STC),atencion odontologica,consulta repetida,2020-04-01,0,0,3,0,0,0,7,4,0,1,0,4,0,0,19
EL PUENTE(TJA),atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,1,1,3,7,0,0,0,0,0,0,12
EL VILLAR,atencion odontologica,consulta repetida,2020-04-01,0,0,1,0,0,0,3,2,0,0,0,0,0,0,6
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
ESMERALDA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
EUCALIPTUS,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
FILADELFIA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
GUANAY,atencion odontologica,consulta repetida,2020-04-01,2,5,0,5,0,0,0,1,0,0,0,0,0,0,13
GUAYARAMERIN,atencion odontologica,consulta repetida,2020-04-01,0,0,3,12,4,8,26,35,0,6,0,0,0,0,94
GUTIERREZ,atencion odontologica,consulta repetida,2020-04-01,0,1,7,5,0,5,6,10,0,0,0,0,0,1,35
HUACARETA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2020-04-01,0,0,4,0,1,0,1,2,0,0,0,0,0,0,8
HUACHACALLA,atencion odontologica,consulta repetida,2020-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,consulta repetida,2020-04-01,4,0,3,3,2,3,20,16,2,0,0,0,0,0,53
HUATAJATA,atencion odontologica,consulta repetida,2020-04-01,0,0,3,3,2,6,6,9,1,1,0,0,0,0,31
HUAYLLAMARCA,atencion odontologica,consulta repetida,2020-04-01,1,1,1,0,0,3,0,0,0,8,0,0,0,0,14
HUMANATA,atencion odontologica,consulta repetida,2020-04-01,6,4,2,6,2,7,4,12,3,4,0,0,0,1,51
ICLA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,consulta repetida,2020-04-01,0,0,0,2,0,1,2,3,0,0,0,0,0,0,8
INQUISIVI,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
IXIAMAS,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,0,1,6,0,0,0,0,0,0,8
LA ASUNTA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
LA GUARDIA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,consulta repetida,2020-04-01,21,15,32,32,13,24,84,160,38,33,0,11,0,1,464
LA RIVERA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
LAGUNILLAS,atencion odontologica,consulta repetida,2020-04-01,0,0,1,2,2,1,7,12,0,0,0,0,0,0,25
LAS CARRERAS,atencion odontologica,consulta repetida,2020-04-01,0,0,2,0,0,0,1,1,1,0,0,0,0,0,5
LLALLAGUA,atencion odontologica,consulta repetida,2020-04-01,0,0,3,4,1,3,13,12,9,3,0,0,0,0,48
LLICA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
LURIBAY,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,consulta repetida,2020-04-01,1,0,3,1,0,0,3,17,5,2,0,0,0,0,32
MACHARETI,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
MECAPACA,atencion odontologica,consulta repetida,2020-04-01,2,0,0,2,0,0,3,5,0,0,0,0,0,0,12
MIZQUE,atencion odontologica,consulta repetida,2020-04-01,0,0,1,1,0,3,4,10,5,1,0,0,0,0,25
MOJINETE,atencion odontologica,consulta repetida,2020-04-01,0,0,0,1,0,0,1,3,0,0,0,0,0,0,5
MOJOCOYA,atencion odontologica,consulta repetida,2020-04-01,0,0,1,3,0,4,5,8,0,0,0,0,0,0,21
MONTEAGUDO,atencion odontologica,consulta repetida,2020-04-01,2,0,2,2,0,0,2,5,0,0,0,0,0,0,13
MONTERO,atencion odontologica,consulta repetida,2020-04-01,0,0,0,3,0,2,6,8,1,1,0,0,0,0,21
MOROCHATA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
NAZACARA DE PACAJES,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
OMEREQUE,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ORURO,atencion odontologica,consulta repetida,2020-04-01,39,13,70,61,22,38,133,238,45,26,0,12,0,4,701
PADCAYA,atencion odontologica,consulta repetida,2020-04-01,1,0,0,1,0,0,0,1,2,0,0,0,0,0,5
PALCA,atencion odontologica,consulta repetida,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
