,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
CABEZAS,atencion odontologica,consulta nueva,2020-03-01,29,46,27,17,25,21,42,33,17,10,0,7,0,2,276
CAIROMA,atencion odontologica,consulta nueva,2020-03-01,2,11,44,65,12,56,28,62,8,5,0,5,0,0,298
"CAIZA ""D""",atencion odontologica,consulta nueva,2020-03-01,5,7,7,6,0,5,2,19,11,13,0,1,0,5,81
CAJUATA,atencion odontologica,consulta nueva,2020-03-01,11,7,20,28,7,17,35,50,3,0,0,17,0,1,196
CALACOTO,atencion odontologica,consulta nueva,2020-03-01,2,6,11,10,7,4,8,22,6,1,0,3,0,0,80
CALAMARCA,atencion odontologica,consulta nueva,2020-03-01,23,17,29,44,9,33,18,73,4,10,0,21,0,10,291
CAMARGO,atencion odontologica,consulta nueva,2020-03-01,34,4,112,159,22,70,30,150,12,15,0,13,0,8,629
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2020-03-01,6,7,55,46,19,15,32,42,3,3,0,3,0,0,231
CAMIRI,atencion odontologica,consulta nueva,2020-03-01,228,240,356,306,11,18,33,109,41,33,0,44,0,8,1427
CAPINOTA,atencion odontologica,consulta nueva,2020-03-01,34,85,86,123,43,82,60,201,15,29,0,13,0,11,782
CAQUIAVIRI,atencion odontologica,consulta nueva,2020-03-01,20,10,38,20,13,26,16,44,10,10,0,9,0,1,217
CARACOLLO,atencion odontologica,consulta nueva,2020-03-01,19,23,54,60,22,35,64,141,18,25,0,14,0,4,479
CARANAVI,atencion odontologica,consulta nueva,2020-03-01,110,127,165,206,82,134,110,326,23,17,0,81,0,16,1397
CARANGAS,atencion odontologica,consulta nueva,2020-03-01,5,0,3,11,0,1,15,5,2,1,0,0,0,0,43
CARAPARI,atencion odontologica,consulta nueva,2020-03-01,22,4,73,93,49,48,82,162,6,3,0,4,0,0,546
CARIPUYO,atencion odontologica,consulta nueva,2020-03-01,2,10,7,5,5,3,18,36,4,1,0,2,0,0,93
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2020-03-01,16,10,5,21,3,10,18,22,1,5,0,1,0,1,113
CATACORA,atencion odontologica,consulta nueva,2020-03-01,12,8,12,6,3,21,14,14,2,0,0,0,0,4,96
CHACARILLA,atencion odontologica,consulta nueva,2020-03-01,6,4,5,6,0,1,4,10,3,3,0,0,0,0,42
CHALLAPATA,atencion odontologica,consulta nueva,2020-03-01,129,133,231,284,38,96,105,353,98,80,0,61,0,15,1623
CHAQUI,atencion odontologica,consulta nueva,2020-03-01,34,38,22,32,4,28,38,61,19,18,0,3,0,1,298
CHARAGUA,atencion odontologica,consulta nueva,2020-03-01,69,69,28,38,14,29,36,66,23,6,0,17,0,8,403
CHARAÑA,atencion odontologica,consulta nueva,2020-03-01,0,1,0,7,6,3,12,16,1,1,0,0,0,1,48
CHAYANTA,atencion odontologica,consulta nueva,2020-03-01,42,48,22,25,24,24,34,89,9,11,0,12,0,2,342
CHIMORE,atencion odontologica,consulta nueva,2020-03-01,22,35,45,63,38,34,32,99,6,4,0,9,0,1,388
CHIPAYA,atencion odontologica,consulta nueva,2020-03-01,27,12,262,171,1,12,2,8,2,1,0,0,0,2,500
CHOQUE COTA,atencion odontologica,consulta nueva,2020-03-01,10,1,30,20,8,2,4,16,6,8,0,2,0,0,107
CHUA COCANI,atencion odontologica,consulta nueva,2020-03-01,44,32,72,68,14,26,26,99,14,26,0,20,0,24,465
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2020-03-01,32,27,62,53,9,30,31,46,0,3,0,2,0,0,295
CHUMA,atencion odontologica,consulta nueva,2020-03-01,16,34,57,56,39,125,108,232,25,23,0,33,0,7,755
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2020-03-01,9,19,13,10,7,15,14,45,10,11,0,9,0,6,168
CKOCHAS,atencion odontologica,consulta nueva,2020-03-01,49,21,28,34,8,27,23,80,29,36,0,8,0,8,351
CLIZA,atencion odontologica,consulta nueva,2020-03-01,25,19,107,95,29,41,22,162,19,60,0,2,0,0,581
COBIJA,atencion odontologica,consulta nueva,2020-03-01,181,180,244,214,79,152,233,557,55,30,0,87,0,17,2029
COCAPATA,atencion odontologica,consulta nueva,2020-03-01,76,96,144,173,55,133,98,190,56,47,0,7,0,25,1100
COCHABAMBA,atencion odontologica,consulta nueva,2020-03-01,973,1007,1805,1913,567,1235,1920,4160,671,569,0,311,0,65,15196
COIPASA,atencion odontologica,consulta nueva,2020-03-01,1,0,7,5,0,4,8,8,6,0,0,0,0,0,39
COLCAPIRHUA,atencion odontologica,consulta nueva,2020-03-01,95,59,127,166,20,78,139,285,31,23,0,4,0,0,1027
"COLCHA ""K""",atencion odontologica,consulta nueva,2020-03-01,28,19,42,53,21,34,49,95,11,12,0,2,0,3,369
COLLANA,atencion odontologica,consulta nueva,2020-03-01,33,16,50,61,18,27,21,78,6,2,0,0,0,7,319
COLOMI,atencion odontologica,consulta nueva,2020-03-01,47,70,76,97,51,65,45,95,11,11,0,4,0,1,573
COLPA BELGICA,atencion odontologica,consulta nueva,2020-03-01,19,2,14,3,11,26,18,41,2,2,0,1,0,0,139
COLQUECHACA,atencion odontologica,consulta nueva,2020-03-01,51,53,143,172,47,120,157,376,102,122,0,32,0,19,1394
COLQUENCHA,atencion odontologica,consulta nueva,2020-03-01,32,35,53,53,27,50,30,122,4,11,0,24,0,0,441
COLQUIRI,atencion odontologica,consulta nueva,2020-03-01,24,33,59,46,40,58,53,90,25,35,0,6,0,1,470
COMANCHE,atencion odontologica,consulta nueva,2020-03-01,4,7,15,22,4,20,9,31,2,1,0,18,0,0,133
COMARAPA,atencion odontologica,consulta nueva,2020-03-01,11,31,7,9,8,11,5,66,6,8,0,4,0,14,180
COMBAYA,atencion odontologica,consulta nueva,2020-03-01,0,0,0,0,2,0,6,6,12,7,0,0,0,0,33
CONCEPCION,atencion odontologica,consulta nueva,2020-03-01,3,4,0,0,1,1,3,5,3,0,0,0,0,0,20
COPACABANA,atencion odontologica,consulta nueva,2020-03-01,8,4,11,9,1,6,5,17,1,6,0,1,0,0,69
CORIPATA,atencion odontologica,consulta nueva,2020-03-01,26,21,76,73,16,41,29,29,4,0,0,3,0,0,318
CORO CORO,atencion odontologica,consulta nueva,2020-03-01,13,22,21,38,12,21,20,44,3,3,0,3,0,0,200
COROICO,atencion odontologica,consulta nueva,2020-03-01,11,15,75,92,25,41,62,87,8,0,0,4,0,0,420
CORQUE,atencion odontologica,consulta nueva,2020-03-01,9,15,31,36,4,10,24,67,13,15,0,3,0,0,227
COTAGAITA,atencion odontologica,consulta nueva,2020-03-01,52,43,68,100,39,62,91,243,63,54,0,16,0,8,839
COTOCA,atencion odontologica,consulta nueva,2020-03-01,63,71,65,76,18,53,46,176,12,10,0,10,0,0,600
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2020-03-01,0,0,2,5,0,1,0,5,1,0,0,0,0,0,14
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2020-03-01,57,87,133,145,28,82,64,204,16,14,0,21,0,5,856
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2020-03-01,0,7,5,13,5,1,13,21,0,0,0,0,0,0,65
CUEVO,atencion odontologica,consulta nueva,2020-03-01,8,10,4,15,1,3,5,27,0,2,0,2,0,0,77
CULPINA,atencion odontologica,consulta nueva,2020-03-01,21,22,48,61,17,41,58,138,32,28,0,24,0,9,499
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2020-03-01,33,29,54,53,3,11,14,81,20,11,0,1,0,0,310
CURVA,atencion odontologica,consulta nueva,2020-03-01,4,8,3,12,2,8,14,32,8,12,0,4,0,3,110
DESAGUADERO,atencion odontologica,consulta nueva,2020-03-01,9,8,17,21,4,14,14,36,11,6,0,1,0,0,141
EL ALTO,atencion odontologica,consulta nueva,2020-03-01,994,998,1329,1556,439,863,900,2471,238,162,0,507,0,51,10508
EL CHORO,atencion odontologica,consulta nueva,2020-03-01,17,28,93,77,3,12,40,79,33,34,0,6,0,0,422
EL PUENTE(STC),atencion odontologica,consulta nueva,2020-03-01,43,4,33,38,11,32,28,83,6,10,0,8,0,2,298
EL PUENTE(TJA),atencion odontologica,consulta nueva,2020-03-01,13,12,78,84,16,22,56,120,17,22,0,1,0,0,441
EL TORNO,atencion odontologica,consulta nueva,2020-03-01,369,333,115,106,31,48,71,214,70,56,0,61,0,39,1513
EL VILLAR,atencion odontologica,consulta nueva,2020-03-01,28,7,43,71,21,46,40,59,1,3,0,6,0,6,331
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2020-03-01,28,24,65,74,21,29,51,128,19,8,0,6,0,0,453
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2020-03-01,18,26,61,47,36,70,39,119,17,2,0,11,0,9,455
ESCARA,atencion odontologica,consulta nueva,2020-03-01,0,1,1,3,0,4,2,8,3,0,0,4,0,0,26
ESCOMA,atencion odontologica,consulta nueva,2020-03-01,10,6,54,44,11,18,20,19,7,3,0,2,0,0,194
ESMERALDA,atencion odontologica,consulta nueva,2020-03-01,0,1,0,3,1,0,5,8,3,5,0,1,0,1,28
EUCALIPTUS,atencion odontologica,consulta nueva,2020-03-01,11,1,16,9,0,14,16,29,2,11,0,8,0,2,119
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2020-03-01,24,17,38,58,12,32,26,115,11,5,0,3,0,0,341
FILADELFIA,atencion odontologica,consulta nueva,2020-03-01,30,32,43,46,2,13,7,28,1,0,0,5,0,0,207
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2020-03-01,3,0,6,14,4,11,3,27,2,2,0,1,0,3,76
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2020-03-01,34,20,81,50,19,36,60,122,20,16,0,18,0,1,477
GUANAY,atencion odontologica,consulta nueva,2020-03-01,0,2,38,45,6,13,20,37,7,7,0,2,0,0,177
GUAQUI,atencion odontologica,consulta nueva,2020-03-01,10,8,20,23,14,40,25,74,38,34,0,6,0,3,295
GUAYARAMERIN,atencion odontologica,consulta nueva,2020-03-01,15,7,63,54,23,53,51,113,5,3,0,31,0,5,423
GUTIERREZ,atencion odontologica,consulta nueva,2020-03-01,32,24,53,71,13,39,52,95,17,7,0,7,0,9,419
HUACARETA,atencion odontologica,consulta nueva,2020-03-01,3,21,61,33,4,36,29,134,13,3,0,2,0,1,340
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2020-03-01,31,10,28,45,15,5,12,35,0,1,0,5,0,2,189
HUACHACALLA,atencion odontologica,consulta nueva,2020-03-01,0,0,6,5,2,0,0,8,2,2,0,3,0,0,28
HUANUNI,atencion odontologica,consulta nueva,2020-03-01,69,59,164,157,68,120,118,248,39,39,0,23,0,11,1115
HUARACAJE,atencion odontologica,consulta nueva,2020-03-01,3,1,8,3,1,3,16,12,4,1,0,1,0,0,53
HUARINA,atencion odontologica,consulta nueva,2020-03-01,1,3,5,12,1,13,3,81,12,5,0,44,0,20,200
HUATAJATA,atencion odontologica,consulta nueva,2020-03-01,10,2,12,17,4,11,4,49,6,4,0,5,0,1,125
HUAYLLAMARCA,atencion odontologica,consulta nueva,2020-03-01,27,12,36,38,10,21,32,64,21,31,0,2,0,2,296
HUMANATA,atencion odontologica,consulta nueva,2020-03-01,1,4,12,8,8,6,10,18,8,14,0,2,0,1,92
ICHOCA,atencion odontologica,consulta nueva,2020-03-01,13,9,8,22,3,12,9,38,3,9,0,8,0,0,134
ICLA,atencion odontologica,consulta nueva,2020-03-01,89,111,17,69,15,48,36,114,18,10,0,20,0,1,548
INCAHUASI,atencion odontologica,consulta nueva,2020-03-01,4,7,13,15,6,12,13,31,2,15,0,1,0,0,119
INQUISIVI,atencion odontologica,consulta nueva,2020-03-01,23,40,109,111,48,69,76,121,22,25,0,4,0,1,649
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2020-03-01,39,48,53,112,57,47,88,129,14,8,0,24,0,7,626
IXIAMAS,atencion odontologica,consulta nueva,2020-03-01,5,12,19,32,9,18,14,53,11,9,0,9,0,0,191
JESUS DE MACHACA,atencion odontologica,consulta nueva,2020-03-01,19,16,26,31,24,63,53,104,34,15,0,18,0,4,407
LA ASUNTA,atencion odontologica,consulta nueva,2020-03-01,64,66,199,182,84,143,193,339,11,5,0,64,0,15,1365
LA GUARDIA,atencion odontologica,consulta nueva,2020-03-01,256,224,85,57,11,72,71,278,60,43,0,129,0,41,1327
LA PAZ,atencion odontologica,consulta nueva,2020-03-01,1357,1461,1620,1893,583,935,2306,4462,890,660,0,681,0,161,17009
LA RIVERA,atencion odontologica,consulta nueva,2020-03-01,4,0,30,11,9,1,4,10,5,4,0,0,0,0,78
LAGUNILLAS,atencion odontologica,consulta nueva,2020-03-01,1,2,10,26,4,12,23,69,2,5,0,0,0,0,154
LAJA,atencion odontologica,consulta nueva,2020-03-01,29,34,46,49,17,62,49,110,38,18,0,19,0,3,474
LAS CARRERAS,atencion odontologica,consulta nueva,2020-03-01,13,8,16,19,6,20,35,71,6,3,0,4,0,0,201
LICOMA PAMPA,atencion odontologica,consulta nueva,2020-03-01,10,8,10,10,4,0,5,8,0,0,0,0,0,0,55
LLALLAGUA,atencion odontologica,consulta nueva,2020-03-01,141,163,109,181,54,105,75,361,37,32,0,47,0,18,1323
LLICA,atencion odontologica,consulta nueva,2020-03-01,4,13,25,30,5,2,42,42,13,10,0,3,0,0,189
LORETO,atencion odontologica,consulta nueva,2020-03-01,1,0,2,4,0,0,1,4,1,0,0,0,0,0,13
LURIBAY,atencion odontologica,consulta nueva,2020-03-01,8,4,5,19,1,10,15,25,3,2,0,5,0,0,97
MACHACAMARCA,atencion odontologica,consulta nueva,2020-03-01,29,28,37,24,26,35,50,83,58,44,0,8,0,3,425
MACHARETI,atencion odontologica,consulta nueva,2020-03-01,9,6,8,16,5,6,15,38,0,1,0,3,0,4,111
MAGDALENA,atencion odontologica,consulta nueva,2020-03-01,4,1,24,19,12,21,19,41,5,3,0,1,0,3,153
MAIRANA,atencion odontologica,consulta nueva,2020-03-01,50,37,56,92,14,20,21,88,2,27,0,4,0,0,411
MALLA,atencion odontologica,consulta nueva,2020-03-01,2,3,59,28,6,11,26,16,0,5,0,1,0,2,159
MAPIRI,atencion odontologica,consulta nueva,2020-03-01,6,6,15,25,7,17,23,47,5,2,0,3,0,0,156
MECAPACA,atencion odontologica,consulta nueva,2020-03-01,35,23,63,79,25,30,62,51,56,10,0,0,0,0,434
MINEROS,atencion odontologica,consulta nueva,2020-03-01,31,23,27,28,12,24,12,79,8,5,0,3,0,2,254
MIZQUE,atencion odontologica,consulta nueva,2020-03-01,30,40,62,118,13,57,44,115,19,23,0,3,0,1,525
MOCOMOCO,atencion odontologica,consulta nueva,2020-03-01,4,5,23,45,18,46,45,93,21,16,0,34,0,6,356
MOJINETE,atencion odontologica,consulta nueva,2020-03-01,2,3,19,27,4,6,9,29,3,1,0,0,0,0,103
MOJOCOYA,atencion odontologica,consulta nueva,2020-03-01,14,40,64,48,54,43,58,141,13,7,0,5,0,5,492
MONTEAGUDO,atencion odontologica,consulta nueva,2020-03-01,39,70,116,145,47,106,181,389,16,17,0,9,0,6,1141
MONTERO,atencion odontologica,consulta nueva,2020-03-01,219,245,352,371,143,287,205,809,69,61,0,111,0,14,2886
MORO MORO,atencion odontologica,consulta nueva,2020-03-01,4,14,8,9,3,3,8,21,1,2,0,0,0,0,73
MOROCHATA,atencion odontologica,consulta nueva,2020-03-01,21,10,57,94,58,37,66,142,34,37,0,0,0,2,558
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2020-03-01,2,3,8,5,2,4,4,13,0,0,0,1,0,1,43
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consulta nueva,2020-03-01,2,1,5,0,1,0,1,2,0,0,0,0,0,0,12
OCURI,atencion odontologica,consulta nueva,2020-03-01,16,44,51,42,29,72,69,165,38,31,0,27,0,6,590
OKINAWA,atencion odontologica,consulta nueva,2020-03-01,1,3,7,6,2,0,8,20,3,5,0,0,0,0,55
OMEREQUE,atencion odontologica,consulta nueva,2020-03-01,1,2,4,3,2,7,2,8,1,1,0,0,0,0,31
ORURO,atencion odontologica,consulta nueva,2020-03-01,392,420,619,737,216,354,976,2046,260,203,0,274,0,87,6584
PADCAYA,atencion odontologica,consulta nueva,2020-03-01,3,13,52,51,15,9,56,76,7,7,0,1,0,0,290
PADILLA,atencion odontologica,consulta nueva,2020-03-01,15,33,50,61,29,35,109,123,7,9,0,19,0,1,491
PAILON,atencion odontologica,consulta nueva,2020-03-01,33,45,29,27,1,16,15,77,9,13,0,13,0,5,283
PALCA,atencion odontologica,consulta nueva,2020-03-01,35,44,65,78,26,51,75,148,23,18,0,8,0,9,580
PALOS BLANCOS,atencion odontologica,consulta nueva,2020-03-01,48,55,147,195,47,48,75,122,18,4,0,17,0,12,788
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2020-03-01,11,3,42,23,0,3,12,25,12,10,0,2,0,0,143
PAMPA GRANDE,atencion odontologica,consulta nueva,2020-03-01,5,2,6,22,1,11,14,34,3,6,0,4,0,0,108
PAPEL PAMPA,atencion odontologica,consulta nueva,2020-03-01,5,11,6,4,3,6,11,16,34,20,0,1,0,1,118
PASORAPA,atencion odontologica,consulta nueva,2020-03-01,1,6,20,27,0,7,16,56,10,10,0,0,0,0,153
PATACAMAYA,atencion odontologica,consulta nueva,2020-03-01,82,88,85,87,17,64,55,126,13,6,0,8,0,6,637
PAZÑA,atencion odontologica,consulta nueva,2020-03-01,23,32,41,33,10,12,14,45,10,13,0,7,0,0,240
PELECHUCO,atencion odontologica,consulta nueva,2020-03-01,38,41,35,48,11,32,63,88,5,4,0,8,0,2,375
POCOATA,atencion odontologica,consulta nueva,2020-03-01,15,13,37,10,11,31,68,87,23,17,0,21,0,17,350
POCONA,atencion odontologica,consulta nueva,2020-03-01,1,1,7,0,3,5,8,27,11,0,0,1,0,0,64
POJO (CBBA),atencion odontologica,consulta nueva,2020-03-01,22,16,60,54,29,76,38,110,7,3,0,11,0,6,432
POOPO,atencion odontologica,consulta nueva,2020-03-01,32,42,93,123,26,58,90,132,29,28,0,26,0,1,680
PORCO,atencion odontologica,consulta nueva,2020-03-01,15,21,31,30,7,19,13,80,6,13,0,49,0,2,286
POROMA,atencion odontologica,consulta nueva,2020-03-01,31,23,86,129,15,46,58,95,10,8,0,3,0,0,504
PORONGO,atencion odontologica,consulta nueva,2020-03-01,51,56,44,51,11,17,26,86,69,44,0,14,0,15,484
PORTACHUELO,atencion odontologica,consulta nueva,2020-03-01,0,1,6,12,1,5,7,23,5,0,0,9,0,4,73
PORVENIR,atencion odontologica,consulta nueva,2020-03-01,15,16,22,17,10,33,28,45,6,2,0,22,0,3,219
POSTRER VALLE,atencion odontologica,consulta nueva,2020-03-01,10,0,6,19,7,3,18,14,3,1,0,0,0,0,81
POTOSI,atencion odontologica,consulta nueva,2020-03-01,298,230,496,513,106,311,419,869,116,101,0,93,0,28,3580
PRESTO,atencion odontologica,consulta nueva,2020-03-01,12,18,46,113,24,99,57,156,43,11,0,10,0,0,589
PUCARA,atencion odontologica,consulta nueva,2020-03-01,9,9,2,1,0,0,2,12,0,5,0,1,0,1,42
PUCARANI,atencion odontologica,consulta nueva,2020-03-01,41,59,73,75,37,114,88,252,46,26,0,60,0,16,887
PUERTO ACOSTA,atencion odontologica,consulta nueva,2020-03-01,5,8,16,22,7,21,29,40,20,6,0,4,0,2,180
PUERTO CARABUCO,atencion odontologica,consulta nueva,2020-03-01,11,7,55,51,22,34,33,73,16,27,0,13,0,3,345
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2020-03-01,5,2,7,22,9,18,47,52,1,0,0,0,0,0,163
PUERTO PEREZ,atencion odontologica,consulta nueva,2020-03-01,5,3,7,14,0,10,12,30,4,0,0,7,0,0,92
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2020-03-01,10,29,20,20,5,9,24,55,41,2,0,4,0,0,219
PUERTO RICO,atencion odontologica,consulta nueva,2020-03-01,6,14,27,36,13,21,43,60,2,0,0,5,0,4,231
PUERTO SUAREZ,atencion odontologica,consulta nueva,2020-03-01,40,44,24,13,3,6,9,37,5,3,0,2,0,1,187
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2020-03-01,56,61,117,148,47,72,103,345,30,17,0,48,0,16,1060
PUNA,atencion odontologica,consulta nueva,2020-03-01,13,19,55,61,15,36,30,103,10,28,0,23,0,2,395
PUNATA,atencion odontologica,consulta nueva,2020-03-01,40,23,96,105,14,39,61,205,25,44,0,14,0,0,666
QUIABAYA,atencion odontologica,consulta nueva,2020-03-01,5,7,4,2,5,3,11,10,0,1,0,1,0,1,50
QUILLACOLLO,atencion odontologica,consulta nueva,2020-03-01,219,268,406,497,130,221,279,860,127,82,0,46,0,16,3151
QUIME,atencion odontologica,consulta nueva,2020-03-01,23,47,44,110,28,49,158,133,9,5,0,4,0,18,628
QUIRUSILLAS,atencion odontologica,consulta nueva,2020-03-01,1,4,44,40,17,26,6,21,1,4,0,0,0,0,164
RAVELO,atencion odontologica,consulta nueva,2020-03-01,121,66,59,54,18,66,63,230,119,104,0,34,0,20,954
REYES,atencion odontologica,consulta nueva,2020-03-01,0,0,8,4,4,11,3,7,0,0,0,1,0,0,38
RIBERALTA,atencion odontologica,consulta nueva,2020-03-01,186,200,171,181,66,162,92,357,66,58,0,195,0,40,1774
ROBORE,atencion odontologica,consulta nueva,2020-03-01,7,18,22,22,4,7,20,48,0,2,0,6,0,1,157
RURRENABAQUE,atencion odontologica,consulta nueva,2020-03-01,12,22,40,20,18,13,41,61,17,12,0,12,0,5,273
SABAYA,atencion odontologica,consulta nueva,2020-03-01,7,20,77,80,21,29,24,55,16,13,0,16,0,4,362
SACABA,atencion odontologica,consulta nueva,2020-03-01,260,234,570,744,166,403,455,1228,134,100,0,45,0,0,4339
SACABAMBA,atencion odontologica,consulta nueva,2020-03-01,0,3,15,12,1,18,9,32,3,9,0,13,0,0,115
SACACA,atencion odontologica,consulta nueva,2020-03-01,9,18,75,68,42,44,55,64,12,10,0,5,0,0,402
SAIPINA,atencion odontologica,consulta nueva,2020-03-01,13,12,13,26,0,1,13,21,5,8,0,6,0,1,119
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2020-03-01,63,89,189,198,19,62,150,194,77,104,0,9,0,4,1158
SAMAIPATA,atencion odontologica,consulta nueva,2020-03-01,12,17,63,64,12,32,31,48,11,9,0,5,0,3,307
SAN AGUSTIN,atencion odontologica,consulta nueva,2020-03-01,3,0,2,0,0,3,8,2,3,0,0,0,0,0,21
SAN ANDRES,atencion odontologica,consulta nueva,2020-03-01,19,27,17,24,7,20,15,36,17,12,0,4,0,2,200
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2020-03-01,5,4,11,15,7,13,17,20,13,3,0,2,0,0,110
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2020-03-01,0,0,4,3,2,6,1,11,1,0,0,0,0,0,28
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2020-03-01,22,31,8,6,1,4,16,28,0,1,0,9,0,1,127
SAN BENITO,atencion odontologica,consulta nueva,2020-03-01,37,37,75,132,27,74,73,159,23,38,0,16,0,7,698
SAN BORJA,atencion odontologica,consulta nueva,2020-03-01,12,14,37,50,15,44,26,109,10,1,0,2,0,7,327
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2020-03-01,3,5,2,3,1,2,1,19,2,6,0,3,0,1,48
SAN CARLOS,atencion odontologica,consulta nueva,2020-03-01,0,0,4,2,3,2,4,34,7,3,0,3,0,12,74
SAN IGNACIO,atencion odontologica,consulta nueva,2020-03-01,9,18,83,86,30,62,61,169,6,2,0,1,0,0,527
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2020-03-01,69,68,38,41,13,19,27,79,45,27,0,23,0,10,459
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2020-03-01,2,1,1,1,0,0,0,3,0,0,0,0,0,0,8
SAN JAVIER(STC),atencion odontologica,consulta nueva,2020-03-01,25,32,8,4,2,4,5,14,4,3,0,3,0,3,107
SAN JOAQUIN,atencion odontologica,consulta nueva,2020-03-01,20,11,10,40,11,30,24,80,13,20,0,7,0,5,271
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2020-03-01,1,5,7,7,10,7,18,28,9,0,0,0,0,0,92
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2020-03-01,8,9,50,45,0,8,17,40,4,5,0,2,0,4,192
SAN JULIAN,atencion odontologica,consulta nueva,2020-03-01,151,129,106,150,74,138,106,367,38,30,0,67,0,22,1378
SAN LORENZO(PND),atencion odontologica,consulta nueva,2020-03-01,3,4,2,2,3,4,3,17,0,0,0,2,0,0,40
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2020-03-01,13,12,39,69,20,44,80,194,10,12,0,2,0,5,500
SAN LUCAS,atencion odontologica,consulta nueva,2020-03-01,105,73,80,122,40,133,77,309,7,41,0,50,0,4,1041
SAN MATIAS,atencion odontologica,consulta nueva,2020-03-01,18,13,3,2,2,7,6,17,0,0,0,13,0,7,88
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2020-03-01,68,66,15,20,6,22,10,92,2,5,0,12,0,0,318
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2020-03-01,5,6,4,6,2,7,33,28,4,2,0,7,0,1,105
SAN PEDRO,atencion odontologica,consulta nueva,2020-03-01,100,78,75,60,27,79,77,184,20,15,0,17,0,2,734
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2020-03-01,62,24,95,84,9,39,66,142,28,25,0,17,0,8,599
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2020-03-01,14,7,35,20,19,15,7,35,7,6,0,15,0,0,180
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2020-03-01,2,2,3,2,0,2,4,5,2,1,0,0,0,0,23
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2020-03-01,4,8,28,18,11,14,25,39,11,2,0,7,0,2,169
SAN PEDRO(PND),atencion odontologica,consulta nueva,2020-03-01,0,0,2,4,0,0,1,4,0,0,0,0,0,0,11
SAN RAFAEL,atencion odontologica,consulta nueva,2020-03-01,1,10,13,14,3,7,11,32,4,1,0,0,0,0,96
SAN RAMON BENI,atencion odontologica,consulta nueva,2020-03-01,0,0,0,1,1,7,1,17,1,0,0,0,0,0,28
SAN RAMON SCZ,atencion odontologica,consulta nueva,2020-03-01,0,1,5,5,1,7,1,19,0,1,0,0,0,0,40
SANTA ANA,atencion odontologica,consulta nueva,2020-03-01,37,0,57,106,33,54,24,115,0,5,0,2,0,0,433
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2020-03-01,1021,1090,1323,1333,469,917,2021,4318,9605,723,0,1194,0,83,24097
SANTA ROSA,atencion odontologica,consulta nueva,2020-03-01,4,2,15,6,0,3,2,10,0,0,0,0,0,0,42
