,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
DESAGUADERO,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4
EL ALTO,atencion odontologica,aplicacion de fluor,2020-03-01,154,169,86,108,69,107,102,148,31,27,0,0,0,0,1001
EL CHORO,atencion odontologica,aplicacion de fluor,2020-03-01,3,2,4,3,0,0,0,0,0,0,0,0,0,0,12
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2020-03-01,7,2,29,23,6,4,4,13,1,0,0,0,0,0,89
EL TORNO,atencion odontologica,aplicacion de fluor,2020-03-01,127,110,27,27,1,1,1,13,0,3,0,0,0,0,310
EL VILLAR,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,4,2,0,1,0,1,0,0,0,0,0,0,8
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,0,2,0,1,1,4,0,0,0,0,0,0,10
ESCARA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
ESCOMA,atencion odontologica,aplicacion de fluor,2020-03-01,6,2,4,10,1,0,0,0,0,0,0,0,0,0,23
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
FILADELFIA,atencion odontologica,aplicacion de fluor,2020-03-01,25,30,14,11,0,0,0,0,0,0,0,0,0,0,80
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2020-03-01,4,2,6,5,0,0,0,0,0,0,0,0,0,0,17
GUANAY,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,8,11,0,0,0,0,0,0,0,0,0,0,19
GUAQUI,atencion odontologica,aplicacion de fluor,2020-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2020-03-01,4,0,6,6,2,4,0,5,0,0,0,0,0,0,27
GUTIERREZ,atencion odontologica,aplicacion de fluor,2020-03-01,14,12,18,21,1,4,2,6,1,0,0,0,0,0,79
HUACARETA,atencion odontologica,aplicacion de fluor,2020-03-01,0,2,3,0,0,0,0,1,0,0,0,0,0,0,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2020-03-01,1,0,1,8,1,0,0,0,0,0,0,0,0,0,11
HUACHACALLA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
HUANUNI,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,3,2,2,4,18,0,0,0,0,0,0,30
HUARACAJE,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3
HUARINA,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
HUATAJATA,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,1,2,0,0,0,1,0,0,0,0,0,0,5
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
HUMANATA,atencion odontologica,aplicacion de fluor,2020-03-01,0,2,3,0,0,0,0,0,1,0,0,0,0,0,6
ICHOCA,atencion odontologica,aplicacion de fluor,2020-03-01,4,1,0,1,0,1,0,4,0,0,0,0,0,0,11
ICLA,atencion odontologica,aplicacion de fluor,2020-03-01,12,18,0,0,0,0,0,1,0,0,0,0,0,0,31
INQUISIVI,atencion odontologica,aplicacion de fluor,2020-03-01,4,10,17,6,2,4,0,1,0,0,0,0,0,0,44
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2020-03-01,4,5,1,2,1,0,5,3,0,0,0,0,0,0,21
IXIAMAS,atencion odontologica,aplicacion de fluor,2020-03-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2020-03-01,6,3,0,0,1,0,1,3,0,1,0,0,0,0,15
LA ASUNTA,atencion odontologica,aplicacion de fluor,2020-03-01,8,14,3,13,0,5,1,2,0,0,0,0,0,0,46
LA GUARDIA,atencion odontologica,aplicacion de fluor,2020-03-01,78,64,7,4,1,5,2,9,3,1,0,0,0,0,174
LA PAZ,atencion odontologica,aplicacion de fluor,2020-03-01,317,303,235,427,23,36,86,144,36,45,0,0,0,0,1652
LA RIVERA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6
LAGUNILLAS,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,8,0,0,0,0,0,0,0,0,0,0,9
LAJA,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,5
LAS CARRERAS,atencion odontologica,aplicacion de fluor,2020-03-01,5,0,1,5,1,2,0,1,0,0,0,0,0,0,15
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2020-03-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,6
LLALLAGUA,atencion odontologica,aplicacion de fluor,2020-03-01,5,5,6,4,2,3,2,8,2,1,0,0,0,0,38
LURIBAY,atencion odontologica,aplicacion de fluor,2020-03-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,6
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3
MAGDALENA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MAIRANA,atencion odontologica,aplicacion de fluor,2020-03-01,15,8,14,10,5,8,9,21,1,1,0,0,0,0,92
MECAPACA,atencion odontologica,aplicacion de fluor,2020-03-01,0,2,0,0,0,0,1,2,0,0,0,0,0,0,5
MIZQUE,atencion odontologica,aplicacion de fluor,2020-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MOCOMOCO,atencion odontologica,aplicacion de fluor,2020-03-01,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5
MOJINETE,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
MOJOCOYA,atencion odontologica,aplicacion de fluor,2020-03-01,0,2,2,1,2,0,1,5,0,1,0,0,0,0,14
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2020-03-01,0,3,0,1,1,2,1,7,0,0,0,0,0,0,15
MONTERO,atencion odontologica,aplicacion de fluor,2020-03-01,47,60,34,32,2,8,1,30,0,0,0,0,0,0,214
MORO MORO,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,1,0,1,0,0,1,0,0,0,0,0,4
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2020-03-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,aplicacion de fluor,2020-03-01,2,1,4,0,0,0,0,0,0,0,0,0,0,0,7
OCURI,atencion odontologica,aplicacion de fluor,2020-03-01,4,10,1,2,1,0,0,1,0,0,0,0,0,0,19
OKINAWA,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
OMEREQUE,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
ORURO,atencion odontologica,aplicacion de fluor,2020-03-01,9,11,9,11,4,9,12,35,9,5,0,0,0,0,114
PADCAYA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
PADILLA,atencion odontologica,aplicacion de fluor,2020-03-01,0,4,3,1,1,0,2,3,0,0,0,0,0,0,14
PAILON,atencion odontologica,aplicacion de fluor,2020-03-01,6,3,0,0,0,0,0,1,1,1,0,0,0,0,12
PALCA,atencion odontologica,aplicacion de fluor,2020-03-01,3,3,1,2,0,1,0,0,0,0,0,0,0,0,10
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2020-03-01,13,25,28,21,0,2,2,3,0,0,0,0,0,0,94
PAMPA AULLAGAS,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2020-03-01,2,1,0,2,0,0,0,3,0,0,0,0,0,0,8
PATACAMAYA,atencion odontologica,aplicacion de fluor,2020-03-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,5
PELECHUCO,atencion odontologica,aplicacion de fluor,2020-03-01,6,5,0,0,0,1,0,0,0,0,0,0,0,0,12
POCOATA,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,2,0,0,4,3,6,0,0,0,0,0,0,16
POCONA,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POJO (CBBA),atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
POOPO,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,3,1,1,1,0,0,0,0,0,0,0,0,7
PORCO,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POROMA,atencion odontologica,aplicacion de fluor,2020-03-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,6
PORONGO,atencion odontologica,aplicacion de fluor,2020-03-01,44,48,35,28,4,11,17,55,63,45,0,0,0,0,350
PORVENIR,atencion odontologica,aplicacion de fluor,2020-03-01,4,5,2,0,1,3,0,1,0,0,0,0,0,0,16
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2020-03-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
POTOSI,atencion odontologica,aplicacion de fluor,2020-03-01,5,18,5,18,9,5,14,15,3,0,0,0,0,0,92
PRESTO,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,5
PUCARA,atencion odontologica,aplicacion de fluor,2020-03-01,9,9,0,0,0,0,0,0,0,0,0,0,0,0,18
PUCARANI,atencion odontologica,aplicacion de fluor,2020-03-01,3,9,3,3,0,2,0,13,0,0,0,0,0,0,33
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2020-03-01,1,3,2,0,0,0,0,0,0,0,0,0,0,0,6
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2020-03-01,2,2,3,4,0,0,0,0,0,0,0,0,0,0,11
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2020-03-01,3,1,0,0,0,0,1,1,0,0,0,0,0,0,6
PUERTO PEREZ,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2020-03-01,5,6,11,12,2,8,3,16,0,0,0,0,0,0,63
PUERTO RICO,atencion odontologica,aplicacion de fluor,2020-03-01,4,3,9,5,0,0,0,0,0,0,0,0,0,0,21
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2020-03-01,6,10,3,0,0,0,0,0,0,0,0,0,0,0,19
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,2,0,0,0,0,1,0,0,0,0,0,0,4
PUNA,atencion odontologica,aplicacion de fluor,2020-03-01,3,6,13,12,1,1,0,3,0,0,0,0,0,0,39
PUNATA,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,1,1,0,0,1,2,0,0,0,0,0,0,7
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2020-03-01,10,10,9,9,2,2,14,24,9,9,0,0,0,0,98
QUIME,atencion odontologica,aplicacion de fluor,2020-03-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,5
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,10,10,0,0,0,0,0,0,0,0,0,0,22
RAVELO,atencion odontologica,aplicacion de fluor,2020-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REYES,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,aplicacion de fluor,2020-03-01,20,12,1,4,4,9,2,14,0,0,0,0,0,0,66
ROBORE,atencion odontologica,aplicacion de fluor,2020-03-01,8,19,3,4,1,3,11,2,11,0,0,0,0,0,62
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2020-03-01,5,6,6,2,0,3,2,3,1,0,0,0,0,0,28
SABAYA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4
SACABA,atencion odontologica,aplicacion de fluor,2020-03-01,12,7,10,15,4,5,6,19,5,1,0,0,0,0,84
SACACA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2020-03-01,5,10,2,2,0,1,0,0,0,0,0,0,0,0,20
SAMAIPATA,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
SAN AGUSTIN,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES,atencion odontologica,aplicacion de fluor,2020-03-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2020-03-01,2,4,2,2,0,0,0,1,0,0,0,0,0,0,11
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,1,8,0,1,2,3,1,0,0,0,0,0,18
SAN BORJA,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,1,0,1,0,1,0,0,0,0,0,0,4
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2020-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN CARLOS,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,2,2,1,1,0,0,0,0,0,0,0,0,7
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2020-03-01,14,16,3,7,0,2,0,0,0,0,0,0,0,0,42
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2020-03-01,7,8,0,0,0,1,0,0,0,0,0,0,0,0,16
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN JULIAN,atencion odontologica,aplicacion de fluor,2020-03-01,55,46,34,43,27,29,9,44,4,4,0,0,0,0,295
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2020-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN LUCAS,atencion odontologica,aplicacion de fluor,2020-03-01,34,31,0,0,1,4,2,7,0,0,0,0,0,0,79
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2020-03-01,53,52,0,1,0,0,0,0,0,0,0,0,0,0,106
SAN PABLO DE LIPEZ,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2020-03-01,10,3,16,6,0,4,0,0,0,0,0,0,0,0,39
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2020-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE QUEMES,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2020-03-01,2,0,5,3,1,0,0,0,0,0,0,0,0,0,11
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2020-03-01,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2020-03-01,254,268,135,155,34,98,68,292,40,27,0,0,0,0,1371
SANTA ROSA,atencion odontologica,aplicacion de fluor,2020-03-01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2020-03-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2020-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2020-03-01,2,5,3,1,0,2,0,5,0,0,0,0,0,0,18
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2020-03-01,6,2,2,1,2,0,0,0,0,0,0,0,0,0,13
SANTIVAÑES,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2020-03-01,1,3,0,0,0,1,0,0,0,0,0,0,0,0,5
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2020-03-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,6
SENA,atencion odontologica,aplicacion de fluor,2020-03-01,3,3,5,6,0,1,0,4,0,0,0,0,0,0,22
SHINAOTA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,aplicacion de fluor,2020-03-01,4,5,1,1,0,1,0,1,0,0,0,0,0,0,13
SOPACHUY,atencion odontologica,aplicacion de fluor,2020-03-01,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
SORACACHI,atencion odontologica,aplicacion de fluor,2020-03-01,4,5,4,5,2,0,0,2,0,0,0,0,0,0,22
SORATA,atencion odontologica,aplicacion de fluor,2020-03-01,2,1,3,3,0,0,0,3,0,0,0,0,0,0,12
SUCRE,atencion odontologica,aplicacion de fluor,2020-03-01,34,34,25,31,5,8,21,29,5,3,0,0,0,0,195
TACACOMA,atencion odontologica,aplicacion de fluor,2020-03-01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,6
TAHUA,atencion odontologica,aplicacion de fluor,2020-03-01,8,9,2,3,0,1,0,4,1,0,0,0,0,0,28
TAPACARI,atencion odontologica,aplicacion de fluor,2020-03-01,2,3,0,0,1,0,0,0,0,0,0,0,0,0,6
TARABUCO,atencion odontologica,aplicacion de fluor,2020-03-01,22,23,7,2,1,5,0,8,0,0,0,0,0,0,68
TARATA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,aplicacion de fluor,2020-03-01,9,2,11,7,1,5,5,6,4,5,0,0,0,0,55
TARVITA,atencion odontologica,aplicacion de fluor,2020-03-01,28,22,1,3,1,2,3,4,0,0,0,0,0,0,64
TEOPONTE,atencion odontologica,aplicacion de fluor,2020-03-01,4,5,1,4,0,0,0,0,0,0,0,0,0,0,14
TIAHUANACU,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,9,14,2,7,1,13,0,0,0,0,0,0,47
TIPUANI,atencion odontologica,aplicacion de fluor,2020-03-01,4,1,7,5,0,0,0,0,0,0,0,0,0,0,17
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2020-03-01,15,28,9,10,3,5,4,8,1,0,0,0,0,0,83
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2020-03-01,1,1,0,0,1,2,0,3,0,1,0,0,0,0,9
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,aplicacion de fluor,2020-03-01,1,4,0,0,0,0,0,1,0,0,0,0,0,0,6
TOCO,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TOLEDO,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,14,22,1,0,0,0,0,0,0,0,0,0,37
TOMINA,atencion odontologica,aplicacion de fluor,2020-03-01,5,8,3,2,0,0,5,3,0,0,0,0,0,0,26
TORO TORO,atencion odontologica,aplicacion de fluor,2020-03-01,21,14,1,0,0,0,0,1,0,0,0,0,0,0,37
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TRIGAL,atencion odontologica,aplicacion de fluor,2020-03-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
TRINIDAD,atencion odontologica,aplicacion de fluor,2020-03-01,21,11,14,13,4,4,2,40,1,0,0,0,0,0,110
TUPIZA,atencion odontologica,aplicacion de fluor,2020-03-01,6,3,1,4,3,3,4,18,6,4,0,0,0,0,52
TURCO,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,2,3,0,2,2,8,0,0,0,0,0,0,17
UMALA,atencion odontologica,aplicacion de fluor,2020-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNCIA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,16,58,0,3,0,4,0,1,0,0,0,0,82
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2020-03-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
UYUNI,atencion odontologica,aplicacion de fluor,2020-03-01,2,1,4,2,0,1,0,6,0,0,0,0,0,0,16
VACAS,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,3,1,0,0,0,1,0,0,0,0,0,0,5
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2020-03-01,35,47,15,13,1,0,0,0,0,0,0,0,0,0,111
VIACHA,atencion odontologica,aplicacion de fluor,2020-03-01,11,11,25,21,1,5,4,6,0,1,0,0,0,0,85
VILA VILA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,aplicacion de fluor,2020-03-01,1,1,2,2,0,0,0,3,2,0,0,0,0,0,11
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,1,0,0,0,1,0,1,0,0,0,0,4
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,1,1,0,0,0,2,0,0,0,0,0,0,5
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2020-03-01,2,3,4,3,1,4,11,9,1,1,0,0,0,0,39
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2020-03-01,7,9,7,0,1,0,2,5,0,0,0,0,0,0,31
VILLAZON,atencion odontologica,aplicacion de fluor,2020-03-01,1,0,7,8,1,1,3,22,2,0,0,0,0,0,45
VINTO,atencion odontologica,aplicacion de fluor,2020-03-01,5,2,1,9,1,4,2,4,0,0,0,0,0,0,28
WARNES,atencion odontologica,aplicacion de fluor,2020-03-01,15,13,25,23,1,2,0,5,3,2,0,0,0,0,89
YACO,atencion odontologica,aplicacion de fluor,2020-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
YACUIBA,atencion odontologica,aplicacion de fluor,2020-03-01,1,8,12,7,2,7,3,3,1,0,0,0,0,0,44
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2020-03-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,12
YANACACHI,atencion odontologica,aplicacion de fluor,2020-03-01,3,1,11,11,0,0,1,0,0,0,0,0,0,0,27
YAPACANI,atencion odontologica,aplicacion de fluor,2020-03-01,12,10,7,5,0,1,3,10,0,1,0,0,0,0,49
YOCALLA,atencion odontologica,aplicacion de fluor,2020-03-01,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4
YOTALA,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3
YUNCHARA,atencion odontologica,aplicacion de fluor,2020-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2020-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ACACIO,atencion odontologica,aplicacion de fluor,2020-04-01,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12
ACHACACHI,atencion odontologica,aplicacion de fluor,2020-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
ACHOCALLA,atencion odontologica,aplicacion de fluor,2020-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALTO BENI,atencion odontologica,aplicacion de fluor,2020-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
ANCORAIMES,atencion odontologica,aplicacion de fluor,2020-04-01,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4
ANDAMARCA,atencion odontologica,aplicacion de fluor,2020-04-01,1,0,0,0,0,0,0,3,1,1,0,0,0,0,6
ANTEQUERA,atencion odontologica,aplicacion de fluor,2020-04-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
APOLO,atencion odontologica,aplicacion de fluor,2020-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2020-04-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4
ARQUE,atencion odontologica,aplicacion de fluor,2020-04-01,0,0,1,1,0,1,0,0,1,0,0,0,0,0,4
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2020-04-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
ATOCHA,atencion odontologica,aplicacion de fluor,2020-04-01,0,0,1,2,2,1,0,1,0,0,0,0,0,0,7
AUCAPATA,atencion odontologica,aplicacion de fluor,2020-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AYATA,atencion odontologica,aplicacion de fluor,2020-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BELLA FLOR,atencion odontologica,aplicacion de fluor,2020-04-01,1,0,0,0,0,1,0,2,0,0,0,0,0,0,4
BUENA VISTA,atencion odontologica,aplicacion de fluor,2020-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAIROMA,atencion odontologica,aplicacion de fluor,2020-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
