,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
PADILLA,atencion odontologica,primera consulta,2020-02-01,11,13,15,14,7,9,33,59,4,2,0,9,0,0,176
PAILON,atencion odontologica,primera consulta,2020-02-01,11,12,15,15,8,13,27,43,5,2,0,4,0,7,162
PALCA,atencion odontologica,primera consulta,2020-02-01,24,17,30,37,9,25,47,83,19,9,0,8,0,6,314
PALOS BLANCOS,atencion odontologica,primera consulta,2020-02-01,31,28,49,51,21,31,54,108,9,4,0,12,0,8,406
PAMPA AULLAGAS,atencion odontologica,primera consulta,2020-02-01,5,6,9,9,1,5,9,13,2,3,0,2,0,0,64
PAMPA GRANDE,atencion odontologica,primera consulta,2020-02-01,10,7,7,7,5,4,8,20,1,1,0,5,0,0,75
PAPEL PAMPA,atencion odontologica,primera consulta,2020-02-01,1,1,1,3,2,1,8,11,6,5,0,0,0,0,39
PASORAPA,atencion odontologica,primera consulta,2020-02-01,1,2,8,4,1,6,7,17,5,4,0,2,0,0,57
PATACAMAYA,atencion odontologica,primera consulta,2020-02-01,21,23,24,24,9,25,11,64,7,5,0,22,0,8,243
PAZÑA,atencion odontologica,primera consulta,2020-02-01,3,2,7,9,3,5,6,11,8,1,0,1,0,0,56
PELECHUCO,atencion odontologica,primera consulta,2020-02-01,11,16,15,12,4,17,27,38,4,3,0,8,0,1,156
POCOATA,atencion odontologica,primera consulta,2020-02-01,10,11,14,12,3,14,18,44,21,21,0,6,0,6,180
POCONA,atencion odontologica,primera consulta,2020-02-01,5,2,2,9,5,1,9,14,3,0,0,0,0,1,51
POJO (CBBA),atencion odontologica,primera consulta,2020-02-01,8,11,24,26,11,20,20,48,1,2,0,2,0,2,175
POOPO,atencion odontologica,primera consulta,2020-02-01,15,29,41,38,7,10,27,53,21,18,0,13,0,0,272
PORCO,atencion odontologica,primera consulta,2020-02-01,5,10,6,8,4,14,7,30,1,4,0,15,0,5,109
POROMA,atencion odontologica,primera consulta,2020-02-01,39,35,41,52,4,18,38,52,3,4,0,12,0,0,298
PORONGO,atencion odontologica,primera consulta,2020-02-01,40,40,14,16,5,11,21,44,49,36,0,12,0,3,291
PORTACHUELO,atencion odontologica,primera consulta,2020-02-01,1,1,7,5,1,7,4,21,4,0,0,6,0,8,65
PORVENIR,atencion odontologica,primera consulta,2020-02-01,2,5,8,9,4,9,9,25,6,1,0,11,0,0,89
POSTRER VALLE,atencion odontologica,primera consulta,2020-02-01,6,4,1,2,3,2,8,10,1,1,0,1,0,2,41
POTOSI,atencion odontologica,primera consulta,2020-02-01,134,137,163,184,61,137,212,582,39,33,0,102,0,24,1808
PRESTO,atencion odontologica,primera consulta,2020-02-01,25,28,23,21,5,14,10,34,4,4,0,15,0,2,185
PUCARA,atencion odontologica,primera consulta,2020-02-01,5,11,4,2,1,1,3,7,0,2,0,2,0,0,38
PUCARANI,atencion odontologica,primera consulta,2020-02-01,30,25,43,29,21,43,49,98,22,15,0,21,0,9,405
PUERTO ACOSTA,atencion odontologica,primera consulta,2020-02-01,6,1,9,7,3,14,9,13,16,9,0,7,0,6,100
PUERTO CARABUCO,atencion odontologica,primera consulta,2020-02-01,8,12,31,37,18,28,53,67,14,9,0,8,0,0,285
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2020-02-01,5,6,19,18,2,8,8,13,1,1,0,4,0,4,89
PUERTO PEREZ,atencion odontologica,primera consulta,2020-02-01,6,9,11,18,1,10,5,24,2,3,0,15,0,0,104
PUERTO QUIJARRO,atencion odontologica,primera consulta,2020-02-01,34,36,74,77,4,1,10,15,6,4,0,4,0,0,265
PUERTO RICO,atencion odontologica,primera consulta,2020-02-01,5,2,10,9,9,15,23,24,1,0,0,11,0,1,110
PUERTO SUAREZ,atencion odontologica,primera consulta,2020-02-01,14,7,3,5,4,4,10,22,1,1,0,2,0,1,74
PUERTO VILLARROEL,atencion odontologica,primera consulta,2020-02-01,12,18,27,35,15,19,30,95,9,2,0,13,0,4,279
PUNA,atencion odontologica,primera consulta,2020-02-01,10,17,11,11,14,24,19,59,12,20,0,12,0,7,216
PUNATA,atencion odontologica,primera consulta,2020-02-01,15,12,17,30,8,21,23,61,10,14,0,4,0,1,216
QUIABAYA,atencion odontologica,primera consulta,2020-02-01,4,4,3,8,2,4,17,15,2,1,0,1,0,1,62
QUILLACOLLO,atencion odontologica,primera consulta,2020-02-01,73,73,63,75,24,49,70,235,22,28,0,13,0,5,730
QUIME,atencion odontologica,primera consulta,2020-02-01,14,15,16,18,7,18,23,53,4,0,0,2,0,0,170
QUIRUSILLAS,atencion odontologica,primera consulta,2020-02-01,4,7,17,22,2,0,4,7,1,1,0,1,0,1,67
RAVELO,atencion odontologica,primera consulta,2020-02-01,5,9,12,14,3,15,18,55,84,92,0,11,0,2,320
REYES,atencion odontologica,primera consulta,2020-02-01,1,2,13,11,0,10,5,16,9,2,0,1,0,1,71
RIBERALTA,atencion odontologica,primera consulta,2020-02-01,81,101,95,108,71,155,89,311,32,27,0,168,0,21,1259
ROBORE,atencion odontologica,primera consulta,2020-02-01,19,29,19,19,9,7,23,55,5,7,0,10,0,1,203
RURRENABAQUE,atencion odontologica,primera consulta,2020-02-01,10,14,54,11,5,14,16,41,3,0,0,10,0,5,183
SABAYA,atencion odontologica,primera consulta,2020-02-01,5,9,29,26,4,4,13,28,0,1,0,5,0,1,125
SACABA,atencion odontologica,primera consulta,2020-02-01,59,62,109,113,38,78,114,316,44,34,0,5,0,14,986
SACABAMBA,atencion odontologica,primera consulta,2020-02-01,6,4,2,4,1,2,0,10,2,5,0,1,0,0,37
SACACA,atencion odontologica,primera consulta,2020-02-01,6,11,20,27,7,12,29,44,17,22,0,3,0,1,199
SAIPINA,atencion odontologica,primera consulta,2020-02-01,9,7,10,17,4,5,12,28,5,2,0,6,0,0,105
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2020-02-01,27,13,58,63,7,15,28,55,21,20,0,4,0,4,315
SAMAIPATA,atencion odontologica,primera consulta,2020-02-01,31,22,21,28,5,10,21,43,15,16,0,5,0,16,233
SAN AGUSTIN,atencion odontologica,primera consulta,2020-02-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5
SAN ANDRES,atencion odontologica,primera consulta,2020-02-01,30,17,14,13,1,1,7,12,5,7,0,5,0,1,113
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2020-02-01,1,2,3,4,3,4,9,13,7,8,0,1,0,0,55
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2020-02-01,1,0,1,2,1,0,3,0,1,0,0,0,0,0,9
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2020-02-01,15,18,8,6,1,9,7,33,2,3,0,10,0,1,113
SAN BENITO,atencion odontologica,primera consulta,2020-02-01,7,5,33,22,7,14,10,24,4,7,0,3,0,2,138
SAN BORJA,atencion odontologica,primera consulta,2020-02-01,10,17,24,30,21,24,20,66,6,3,0,7,0,13,241
SAN BUENA VENTURA,atencion odontologica,primera consulta,2020-02-01,8,3,2,0,0,1,4,7,1,0,0,0,0,0,26
SAN CARLOS,atencion odontologica,primera consulta,2020-02-01,11,8,13,9,4,12,9,24,11,5,0,8,0,9,123
SAN IGNACIO,atencion odontologica,primera consulta,2020-02-01,18,17,205,193,30,58,118,124,8,6,0,2,0,0,779
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2020-02-01,95,114,21,14,7,18,20,68,35,11,0,39,0,15,457
SAN JAVIER(BNI),atencion odontologica,primera consulta,2020-02-01,3,4,5,6,0,1,2,1,0,0,0,0,0,0,22
SAN JAVIER(STC),atencion odontologica,primera consulta,2020-02-01,11,10,2,2,0,4,0,14,0,0,0,14,0,4,61
SAN JOAQUIN,atencion odontologica,primera consulta,2020-02-01,5,2,6,6,3,11,7,34,2,0,0,13,0,2,91
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2020-02-01,0,3,8,12,15,14,13,25,5,0,0,0,0,0,95
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2020-02-01,19,112,24,13,5,7,13,39,7,5,0,0,0,1,245
SAN JULIAN,atencion odontologica,primera consulta,2020-02-01,125,104,81,86,21,44,56,149,39,31,0,47,0,8,791
SAN LORENZO(PND),atencion odontologica,primera consulta,2020-02-01,1,3,2,4,1,7,6,5,0,0,0,4,0,0,33
SAN LORENZO(TJA),atencion odontologica,primera consulta,2020-02-01,4,10,23,26,19,24,45,95,7,13,0,4,0,3,273
SAN LUCAS,atencion odontologica,primera consulta,2020-02-01,56,61,24,34,10,33,21,80,5,5,0,14,0,9,352
SAN MATIAS,atencion odontologica,primera consulta,2020-02-01,13,12,1,4,2,10,7,12,4,2,0,9,0,4,80
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2020-02-01,22,17,6,8,4,15,11,34,2,3,0,8,0,1,131
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2020-02-01,2,3,3,1,3,7,5,8,2,3,0,0,0,0,37
SAN PEDRO,atencion odontologica,primera consulta,2020-02-01,38,39,41,42,24,36,46,99,9,13,0,19,0,4,410
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2020-02-01,6,4,9,8,3,6,11,21,4,11,0,4,0,1,88
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2020-02-01,1,4,3,0,1,2,4,3,2,2,0,0,0,0,22
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2020-02-01,0,0,0,0,0,2,2,0,0,1,0,0,0,0,5
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2020-02-01,4,5,3,7,6,9,15,18,9,9,0,1,0,0,86
SAN PEDRO(PND),atencion odontologica,primera consulta,2020-02-01,2,2,1,2,0,1,1,9,0,0,0,5,0,0,23
SAN RAFAEL,atencion odontologica,primera consulta,2020-02-01,0,1,2,3,0,0,0,5,0,0,0,1,0,0,12
SAN RAMON BENI,atencion odontologica,primera consulta,2020-02-01,0,0,6,14,4,10,13,16,1,0,0,6,0,0,70
SAN RAMON SCZ,atencion odontologica,primera consulta,2020-02-01,19,17,17,8,11,11,11,27,3,8,0,10,0,10,152
SANTA ANA,atencion odontologica,primera consulta,2020-02-01,2,3,10,8,4,12,5,18,2,1,0,1,0,1,67
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2020-02-01,890,808,832,884,224,661,1014,2850,366,350,0,1229,0,154,10262
SANTA ROSA,atencion odontologica,primera consulta,2020-02-01,7,5,5,3,0,2,4,6,0,0,0,0,0,0,32
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2020-02-01,7,6,18,9,6,12,14,31,7,8,0,4,0,1,123
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2020-02-01,3,5,3,9,1,1,3,17,6,8,0,2,0,0,58
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2020-02-01,21,20,31,21,4,15,22,43,36,44,0,1,0,0,258
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2020-02-01,8,11,12,11,7,12,14,39,18,17,0,2,0,2,153
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2020-02-01,2,1,7,9,2,5,6,15,5,4,0,0,0,0,56
SANTIVAÑES,atencion odontologica,primera consulta,2020-02-01,2,6,12,21,7,7,18,37,11,13,0,0,0,1,135
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2020-02-01,1,5,5,4,2,5,9,13,10,10,0,3,0,0,67
SAPAHAQUI,atencion odontologica,primera consulta,2020-02-01,23,19,12,19,4,15,24,50,4,5,0,12,0,4,191
SENA,atencion odontologica,primera consulta,2020-02-01,16,19,16,21,8,9,23,38,2,2,0,14,0,7,175
SHINAOTA,atencion odontologica,primera consulta,2020-02-01,9,7,9,10,4,10,8,21,2,2,0,2,0,4,88
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2020-02-01,3,4,14,21,6,16,31,28,12,8,0,6,0,0,149
SICAYA,atencion odontologica,primera consulta,2020-02-01,1,0,6,10,2,7,10,10,2,1,0,1,0,0,50
SIPE SIPE,atencion odontologica,primera consulta,2020-02-01,39,58,77,81,21,43,43,146,19,24,0,3,0,3,557
SOPACHUY,atencion odontologica,primera consulta,2020-02-01,16,24,9,16,4,11,15,52,5,2,0,9,0,0,163
SORACACHI,atencion odontologica,primera consulta,2020-02-01,21,24,26,51,7,28,19,53,51,44,0,14,0,2,340
SORATA,atencion odontologica,primera consulta,2020-02-01,5,11,20,38,5,15,22,44,5,3,0,3,0,6,177
SUCRE,atencion odontologica,primera consulta,2020-02-01,351,423,266,250,115,223,402,967,105,81,0,219,0,45,3447
TACACHI,atencion odontologica,primera consulta,2020-02-01,0,0,1,1,0,3,1,2,0,0,0,0,0,0,8
TACACOMA,atencion odontologica,primera consulta,2020-02-01,7,8,13,18,4,20,31,52,2,3,0,13,0,3,174
TACOPAYA,atencion odontologica,primera consulta,2020-02-01,0,0,5,10,4,15,16,27,7,13,0,1,0,1,99
TAHUA,atencion odontologica,primera consulta,2020-02-01,5,2,3,2,0,2,1,8,0,1,0,2,0,0,26
TAPACARI,atencion odontologica,primera consulta,2020-02-01,32,24,38,31,14,24,39,75,11,13,0,6,0,5,312
TARABUCO,atencion odontologica,primera consulta,2020-02-01,14,19,17,24,8,14,24,47,3,10,0,12,0,0,192
TARACO,atencion odontologica,primera consulta,2020-02-01,0,0,3,4,5,6,10,14,4,4,0,0,0,0,50
TARATA,atencion odontologica,primera consulta,2020-02-01,2,1,7,7,2,9,12,24,4,9,0,1,0,0,78
TARIJA,atencion odontologica,primera consulta,2020-02-01,89,82,151,171,77,125,310,702,66,62,0,140,0,6,1981
TARVITA,atencion odontologica,primera consulta,2020-02-01,80,66,22,31,4,23,31,72,12,12,0,11,0,3,367
TEOPONTE,atencion odontologica,primera consulta,2020-02-01,7,16,24,38,6,15,22,49,6,1,0,6,0,2,192
TIAHUANACU,atencion odontologica,primera consulta,2020-02-01,11,6,7,14,3,18,13,51,10,4,0,25,0,5,167
TINGUIPAYA,atencion odontologica,primera consulta,2020-02-01,7,10,4,6,3,7,11,22,5,6,0,3,0,2,86
TIPUANI,atencion odontologica,primera consulta,2020-02-01,3,2,12,8,2,5,6,19,2,2,0,3,0,3,67
TIQUIPAYA,atencion odontologica,primera consulta,2020-02-01,91,90,109,108,34,66,63,177,12,20,0,13,0,9,792
TIRAQUE (CBBA),atencion odontologica,primera consulta,2020-02-01,7,11,10,17,3,14,9,39,3,3,0,2,0,3,121
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2020-02-01,0,0,0,1,0,1,3,1,0,0,0,0,0,0,6
TOCO,atencion odontologica,primera consulta,2020-02-01,3,2,10,8,2,5,8,19,4,3,0,1,0,1,66
TODOS SANTOS,atencion odontologica,primera consulta,2020-02-01,1,2,0,0,0,0,3,3,0,0,0,0,0,0,9
TOLATA,atencion odontologica,primera consulta,2020-02-01,1,4,0,1,3,3,5,5,0,1,0,0,0,4,27
TOLEDO,atencion odontologica,primera consulta,2020-02-01,4,6,63,66,1,0,4,7,2,2,0,1,0,0,156
TOMAVE,atencion odontologica,primera consulta,2020-02-01,8,23,20,21,8,14,22,41,8,11,0,4,0,2,182
TOMINA,atencion odontologica,primera consulta,2020-02-01,46,50,22,20,2,14,18,51,6,2,0,7,0,1,239
TORO TORO,atencion odontologica,primera consulta,2020-02-01,6,4,10,8,1,12,13,41,8,15,0,8,0,3,129
TOTORA(CBBA),atencion odontologica,primera consulta,2020-02-01,16,13,42,38,10,30,31,56,12,5,0,9,0,4,266
TOTORA(ORR),atencion odontologica,primera consulta,2020-02-01,2,1,2,4,1,3,2,16,3,5,0,2,0,3,44
TRIGAL,atencion odontologica,primera consulta,2020-02-01,3,4,3,6,1,1,1,9,1,0,0,3,0,1,33
TRINIDAD,atencion odontologica,primera consulta,2020-02-01,126,116,130,113,47,91,147,321,49,23,0,112,0,9,1284
TUPIZA,atencion odontologica,primera consulta,2020-02-01,18,18,23,21,9,17,38,93,15,13,0,45,0,2,312
TURCO,atencion odontologica,primera consulta,2020-02-01,5,6,5,6,4,3,12,20,3,1,0,1,0,0,66
UMALA,atencion odontologica,primera consulta,2020-02-01,2,6,4,5,1,4,6,10,1,1,0,3,0,0,43
UNCIA,atencion odontologica,primera consulta,2020-02-01,22,31,25,33,13,22,36,92,14,19,0,13,0,3,323
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2020-02-01,15,15,38,32,23,33,59,143,23,22,0,7,0,0,410
URUBICHA,atencion odontologica,primera consulta,2020-02-01,2,11,0,1,1,4,0,6,2,3,0,8,0,0,38
UYUNI,atencion odontologica,primera consulta,2020-02-01,22,20,36,25,8,14,18,70,8,5,0,16,0,3,245
VACAS,atencion odontologica,primera consulta,2020-02-01,12,6,20,16,6,15,23,33,6,10,0,3,0,2,152
VALLEGRANDE,atencion odontologica,primera consulta,2020-02-01,61,63,42,14,15,10,52,29,10,31,0,5,0,0,332
VIACHA,atencion odontologica,primera consulta,2020-02-01,55,54,71,89,16,56,59,174,21,31,0,31,0,9,666
VILA VILA,atencion odontologica,primera consulta,2020-02-01,1,0,0,7,2,4,9,5,6,0,0,0,0,0,34
VILLA CHARCAS,atencion odontologica,primera consulta,2020-02-01,3,4,4,5,2,14,7,25,3,1,0,10,0,0,78
VILLA MONTES,atencion odontologica,primera consulta,2020-02-01,21,29,68,99,49,68,145,274,25,7,0,22,0,1,808
VILLA RIVERO,atencion odontologica,primera consulta,2020-02-01,4,5,6,3,1,4,11,24,2,7,0,1,0,3,71
VILLA SERRANO,atencion odontologica,primera consulta,2020-02-01,30,24,9,6,10,11,18,24,4,0,0,2,0,0,138
VILLA TUNARI,atencion odontologica,primera consulta,2020-02-01,31,24,84,106,35,71,103,199,15,10,0,3,0,4,685
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2020-02-01,27,30,27,23,7,25,21,90,2,0,0,15,0,6,273
VILLAZON,atencion odontologica,primera consulta,2020-02-01,26,21,48,56,18,36,51,128,8,23,0,31,0,4,450
VINTO,atencion odontologica,primera consulta,2020-02-01,23,31,28,41,16,15,34,102,5,16,0,1,0,0,312
VITICHI,atencion odontologica,primera consulta,2020-02-01,23,19,53,55,8,23,18,48,7,12,0,6,0,6,278
WALDO BALLIVIAN,atencion odontologica,primera consulta,2020-02-01,1,4,8,8,5,5,4,15,1,0,0,1,0,1,53
WARNES,atencion odontologica,primera consulta,2020-02-01,13,29,38,45,7,23,12,70,10,8,0,7,0,2,264
YACO,atencion odontologica,primera consulta,2020-02-01,9,7,11,18,7,16,14,28,7,4,0,14,0,3,138
YACUIBA,atencion odontologica,primera consulta,2020-02-01,30,33,124,105,43,74,140,367,36,16,0,11,0,0,979
YAMPARAEZ,atencion odontologica,primera consulta,2020-02-01,38,30,6,8,3,14,10,33,4,5,0,10,0,1,162
YANACACHI,atencion odontologica,primera consulta,2020-02-01,6,8,11,14,5,6,9,24,1,1,0,13,0,0,98
YAPACANI,atencion odontologica,primera consulta,2020-02-01,23,31,41,51,13,35,47,127,14,7,0,16,0,11,416
YOCALLA,atencion odontologica,primera consulta,2020-02-01,5,5,3,3,0,3,11,13,2,0,0,4,0,0,49
YOTALA,atencion odontologica,primera consulta,2020-02-01,1,1,8,6,6,5,9,29,1,4,0,0,0,0,70
YUNCHARA,atencion odontologica,primera consulta,2020-02-01,7,6,27,29,11,13,25,44,5,11,0,1,0,0,179
ZUDAÑEZ,atencion odontologica,primera consulta,2020-02-01,7,9,3,1,4,3,10,12,3,2,0,2,0,0,56
ACACIO,atencion odontologica,primera consulta,2020-03-01,0,3,10,12,3,2,6,9,0,1,0,0,0,1,47
ACHACACHI,atencion odontologica,primera consulta,2020-03-01,40,31,38,45,16,37,43,116,22,25,0,20,0,17,450
ACHOCALLA,atencion odontologica,primera consulta,2020-03-01,46,35,35,39,4,20,18,95,8,5,0,59,0,6,370
AIQUILE,atencion odontologica,primera consulta,2020-03-01,7,11,10,11,3,8,12,18,4,2,0,1,0,2,89
ALALAY,atencion odontologica,primera consulta,2020-03-01,0,0,3,2,1,3,1,6,0,0,0,0,0,0,16
ALCALA,atencion odontologica,primera consulta,2020-03-01,11,8,4,6,5,6,19,26,1,1,0,3,0,1,91
ALTO BENI,atencion odontologica,primera consulta,2020-03-01,15,10,19,24,21,16,14,27,2,4,0,0,0,0,152
ANCORAIMES,atencion odontologica,primera consulta,2020-03-01,3,6,9,16,9,21,23,55,12,15,0,46,0,53,268
ANDAMARCA,atencion odontologica,primera consulta,2020-03-01,8,14,61,59,6,6,7,33,25,25,0,4,0,0,248
ANTEQUERA,atencion odontologica,primera consulta,2020-03-01,6,3,17,15,5,7,21,26,7,10,0,2,0,1,120
ANZALDO,atencion odontologica,primera consulta,2020-03-01,0,5,10,7,2,6,4,10,4,8,0,0,0,0,56
APOLO,atencion odontologica,primera consulta,2020-03-01,17,16,17,19,8,12,14,19,2,2,0,5,0,0,131
ARAMPAMPA,atencion odontologica,primera consulta,2020-03-01,0,5,7,10,0,3,3,12,2,4,0,1,0,2,49
ARANI,atencion odontologica,primera consulta,2020-03-01,6,2,5,8,6,10,5,22,2,9,0,5,0,0,80
ARBIETO,atencion odontologica,primera consulta,2020-03-01,31,15,28,40,8,17,21,61,11,12,0,8,0,5,257
ARQUE,atencion odontologica,primera consulta,2020-03-01,4,6,23,23,6,12,17,45,3,3,0,7,0,2,151
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2020-03-01,69,72,24,28,12,16,16,57,16,13,0,50,0,9,382
ATOCHA,atencion odontologica,primera consulta,2020-03-01,16,16,44,60,19,42,97,119,8,7,0,10,0,0,438
AUCAPATA,atencion odontologica,primera consulta,2020-03-01,2,1,0,0,0,3,0,3,0,0,0,6,0,0,15
AYATA,atencion odontologica,primera consulta,2020-03-01,3,8,10,13,6,9,20,34,2,2,0,4,0,0,111
AYO AYO,atencion odontologica,primera consulta,2020-03-01,2,1,7,2,2,5,1,16,3,1,0,1,0,1,42
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2020-03-01,8,8,26,23,15,23,44,73,9,5,0,2,0,13,249
AZURDUY,atencion odontologica,primera consulta,2020-03-01,1,3,7,4,4,4,15,19,3,1,0,5,0,1,67
BATALLAS,atencion odontologica,primera consulta,2020-03-01,7,12,17,23,1,14,13,48,11,13,0,28,0,3,190
BAURES,atencion odontologica,primera consulta,2020-03-01,1,1,3,7,2,6,10,12,1,3,0,0,0,0,46
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2020-03-01,6,7,23,23,0,4,4,8,5,8,0,0,0,0,88
BELEN DE URMIRI,atencion odontologica,primera consulta,2020-03-01,2,2,2,3,1,2,4,3,3,1,0,1,0,0,24
BELLA FLOR,atencion odontologica,primera consulta,2020-03-01,14,10,21,19,0,1,1,3,0,0,0,4,0,0,73
BERMEJO,atencion odontologica,primera consulta,2020-03-01,17,14,36,55,17,33,54,133,12,11,0,13,0,1,396
BETANZOS,atencion odontologica,primera consulta,2020-03-01,21,37,58,57,14,45,40,100,18,28,0,14,0,4,436
BOLIVAR,atencion odontologica,primera consulta,2020-03-01,1,0,1,0,2,1,0,0,0,1,0,0,0,0,6
BOLPEBRA,atencion odontologica,primera consulta,2020-03-01,2,2,0,0,2,0,0,4,0,0,0,1,0,2,13
BOYUIBE,atencion odontologica,primera consulta,2020-03-01,1,1,2,4,0,3,5,20,0,4,0,1,0,0,41
BUENA VISTA,atencion odontologica,primera consulta,2020-03-01,3,5,8,9,1,4,6,13,1,0,0,1,0,0,51
CABEZAS,atencion odontologica,primera consulta,2020-03-01,27,32,28,20,3,23,15,37,8,11,0,8,0,4,216
CAIROMA,atencion odontologica,primera consulta,2020-03-01,2,6,11,21,5,15,12,29,2,3,0,3,0,0,109
"CAIZA ""D""",atencion odontologica,primera consulta,2020-03-01,25,15,29,12,5,5,7,21,22,41,0,2,0,3,187
CAJUATA,atencion odontologica,primera consulta,2020-03-01,5,5,5,18,3,8,21,24,3,0,0,14,0,2,108
CALACOTO,atencion odontologica,primera consulta,2020-03-01,1,1,1,2,3,2,4,9,5,1,0,2,0,0,31
CALAMARCA,atencion odontologica,primera consulta,2020-03-01,12,6,13,9,5,13,10,31,1,7,0,9,0,4,120
CAMARGO,atencion odontologica,primera consulta,2020-03-01,22,19,36,61,4,21,16,55,4,6,0,9,0,3,256
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2020-03-01,5,5,21,15,2,2,15,10,6,1,0,0,0,0,82
CAMIRI,atencion odontologica,primera consulta,2020-03-01,100,91,248,200,12,12,25,55,25,26,0,19,0,2,815
CAPINOTA,atencion odontologica,primera consulta,2020-03-01,6,19,22,23,14,18,17,55,5,7,0,2,0,3,191
CAQUIAVIRI,atencion odontologica,primera consulta,2020-03-01,14,5,18,9,6,12,12,23,5,4,0,8,0,1,117
CARACOLLO,atencion odontologica,primera consulta,2020-03-01,10,12,17,18,6,11,25,49,5,5,0,12,0,3,173
CARANAVI,atencion odontologica,primera consulta,2020-03-01,55,50,75,72,40,47,41,130,8,7,0,48,0,4,577
CARANGAS,atencion odontologica,primera consulta,2020-03-01,2,0,1,3,0,2,3,4,3,0,0,1,0,0,19
CARAPARI,atencion odontologica,primera consulta,2020-03-01,10,1,47,40,15,20,42,98,8,3,0,3,0,0,287
CARIPUYO,atencion odontologica,primera consulta,2020-03-01,1,5,5,3,3,3,13,15,1,0,0,2,0,0,51
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2020-03-01,8,5,4,12,3,7,5,19,2,3,0,1,0,1,70
CATACORA,atencion odontologica,primera consulta,2020-03-01,4,5,6,4,3,9,8,9,1,0,0,0,0,1,50
CHACARILLA,atencion odontologica,primera consulta,2020-03-01,3,2,2,3,0,1,3,7,2,2,0,0,0,0,25
CHALLAPATA,atencion odontologica,primera consulta,2020-03-01,55,70,103,111,16,35,48,144,46,41,0,47,0,8,724
CHAQUI,atencion odontologica,primera consulta,2020-03-01,10,5,13,14,3,10,22,30,11,8,0,2,0,0,128
CHARAGUA,atencion odontologica,primera consulta,2020-03-01,29,22,12,12,13,7,25,38,7,4,0,5,0,4,178
CHARAÑA,atencion odontologica,primera consulta,2020-03-01,0,1,0,3,1,0,0,8,1,0,0,0,0,1,15
CHAYANTA,atencion odontologica,primera consulta,2020-03-01,24,34,15,15,13,15,23,65,10,9,0,11,0,8,242
CHIMORE,atencion odontologica,primera consulta,2020-03-01,5,17,21,17,12,6,12,32,3,2,0,3,0,0,130
CHIPAYA,atencion odontologica,primera consulta,2020-03-01,8,7,55,39,1,2,1,7,2,1,0,0,0,2,125
CHOQUE COTA,atencion odontologica,primera consulta,2020-03-01,4,1,16,15,3,1,4,10,3,6,0,2,0,0,65
CHUA COCANI,atencion odontologica,primera consulta,2020-03-01,16,10,33,24,5,6,10,27,6,8,0,4,0,6,155
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2020-03-01,9,8,19,14,0,10,7,17,0,1,0,1,0,0,86
CHUMA,atencion odontologica,primera consulta,2020-03-01,4,10,20,23,20,53,43,89,11,10,0,24,0,4,311
