,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,4,7,5,7,23
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,11,9,11,10,41
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,66,54,16,11,147
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,0,0,1,3
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,0,1,0,3
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,1,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,11,13,26
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,1,0,0,3
LURIBAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,1,0,2
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,0,2,3
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,1,0,2,5
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,2,2,1,5
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,1,2
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,3,0,1,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,4,9,9,4,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,0,2,2
OKINAWA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,3,0,4
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,12,23,2,2,39
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,4,1,1,1,7
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,2,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,3,2,4,3,12
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,1,5,7
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,2,0,0,4
POCOATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,4,3,1,9
POCONA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,0,1,0,3
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,2,1,3,8
POOPO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,1,2
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,2,0,2
POROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,0,1,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,2,1,0,4
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,1,2,0,5
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,19,13,6,11,49
PRESTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,1,0,3
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,0,6,3,11
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,4,1,6
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,4,2,0,8
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,2,1,0,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,9,8,11,10,38
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,4,1,0,7
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,8,13,28,20,69
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,5,1,2,1,9
RAVELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,3,3,0,1,7
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,13,17,14,14,58
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,1,1,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,3,5,0,9
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,13,11,5,3,32
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
SACACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
SAIPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,1,1,4
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,3,0,1,0,4
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,0,1,2,5
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,6,1,0,4,11
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,4,6,10
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,2,0,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,5,3,0,1,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,6,7,1,0,14
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,0,0,0,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,1,4,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,3,3,14,13,33
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,0,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,6,3,1,1,11
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,6,2,9
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,3,1,2,8
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,1,0,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,4,2,1,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,0,0,0,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,3,0,0,0,3
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,1,3,1,7
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,5,3,5,4,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,197,198,45,41,481
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,4,3,0,0,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,1,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,2,1,5
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,5,1,7,7,20
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,6,5,6,2,19
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,2,0,1,5
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,3,5,4,14
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,0,1,1
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,22,23,21,26,92
TACACOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,0,0,2
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,1,0,2
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,1,2
TARACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,1,1,0,4
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,2,2,0,4
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,9,10,12,12,43
TARVITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,1,2,2,7
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,2,0,2
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,0,1,1,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,6,5,3,5,19
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,2,2,4
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
TOCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,1,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,1,1,3
TOMINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
TRIGAL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,16,16,19,9,60
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,5,0,0,7
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,1,4,1,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,0,0,2
URUBICHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,4,0,1,2,7
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,2,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,4,16,5,6,31
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,2,3,7
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,3,1,2,1,7
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,0,4,1,5
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,0,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,9,8,9,8,34
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,4,3,0,1,8
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,4,2,1,3,10
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,6,3,4,15
VITICHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,0,0,2
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,19,17,3,9,48
YACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,0,2,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,3,3,2,8,16
YANACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,1,1,1,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,5,3,9
YOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,2,0,0,0,2
YOTALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,1,0,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-03-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,5,4,1,4,14
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,2,2,0,5
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,0,3,0,4
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,2,1,1,4
ANZALDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,1,1,2
APOLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,1,0,6,7
ARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,0,0,1,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,1,1,0,3
ARQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,1,2,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,3,3,18,12,36
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,0,4,2,7
AYATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,1,1,2,4
AYO AYO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,0,4,4,9
AZURDUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,1,1,2
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,3,4,1,8
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,1,0,0,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,6,3,6,3,18
BETANZOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,0,1,1,3
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,1,1,1,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,3,1,12,9,25
CAIROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,6,2,1,11
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,1,0,0,2
CAJUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,1,1,2
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,3,2,4,1,10
CAMARGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,3,0,3,8
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,2,8,10,21
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,1,2,3
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,0,3,1,6
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,1,4,2,7
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,3,8,3,16
CARAPARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,0,0,3,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,1,0,3,6
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,4,5,9,18
CHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,4,2,16,21,43
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,2,4,18,25
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,1,1,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,5,4,1,3,13
CHUMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,0,0,2,4
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,1,3,2,8
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,4,19,23,48
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,2,1,2,7
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,72,65,128,134,399
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,5,1,4,12
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,2,1,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,5,7,2,16
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,0,6,1,8
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,5,3,8
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,1,1,0,2
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,1,4,6,12
COMANCHE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,1,0,0,2
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,5,4,9,16,34
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,7,8,8,5,28
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,2,2,5,9
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,3,3,2,3,11
CORO CORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,1,1,0,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,1,2,1,4
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,13,11,31,42,97
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,2,6,6,14
CUEVO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,1,0,0,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,0,1,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,1,0,1,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,81,63,253,268,665
EL CHORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,1,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,2,1,5,5,13
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,3,1,3,2,9
EL VILLAR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,4,3,2,1,10
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,6,3,7,16,32
ESCOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,2,0,2
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-04-01,0,0,0,1,1
