,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,5,4,2,7,18
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,2,0,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,2,1,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,2,1,1,6
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,3,6,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,72,65,4,1,142
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,0,1,1
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,1,1,0,4
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,2,0,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,3,1,0,4
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,2,1,3,8
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,2,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,2,0,0,2
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,2,0,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,4,6,1,2,13
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,1,0,1,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,3,4,7
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,3,5,15,17,40
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,3,1,0,5
VACAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,1,2,4
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,2,0,1,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,0,0,1,1,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,4,0,1,6
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,3,0,1,1,5
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,2,2,0,1,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,5,4,0,6,15
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-02-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,4,0,0,0,4
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,1,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,3,1,0,0,4
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,2,0,0,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,1,2
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,1,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,1,0,1,4
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,1,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,3,0,1,6
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,3,2,0,0,5
CHUMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,2,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,1,1,5,9
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,31,25,5,6,67
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,3,1,0,5
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,1,0,0,3
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,4,2,7
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,1,0,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,1,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,6,5,3,2,16
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,0,0,0,2
CULPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,1,0,0,2
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,42,39,24,18,123
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,2,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,6,7,0,3,16
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,8,0,8
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,2,3
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,3,6,2,0,11
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,3,4
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,2,2,1,5
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,0,3,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,4,0,1,0,5
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,4,2,2,1,9
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,26,30,3,5,64
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,0,0,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,2,3
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,2,0,0,2
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,2,1,1,5
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,7,11,2,5,25
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,1,2
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,1,0,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,1,1,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,1,0,3,5
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,0,1,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,0,3,3
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,4,0,0,4
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,6,5,2,4,17
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,2,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,1,0,2
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,1,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,3,1,2,3,9
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,4,10,4,18
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,3,2,0,0,5
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,2,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,5,3,1,0,9
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,1,2,0,4
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,3,1,5
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,3,0,0,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,4,4,3,12
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,1,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,1,0,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,5,2,0,0,7
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,0,0,5,7
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,2,0,1,4
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,1,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,3,0,0,4
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,1,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,1,2,1,5
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,0,0,3,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,80,70,16,20,186
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,3,1,2,0,6
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,3,3,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,3,0,0,4
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,1,0,1,2
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,2,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,6,7,4,1,18
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,0,0,0,2
TARACO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,2,0,1,0,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,6,8,3,1,18
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,6,5,5,2,18
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,1,0,2
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,1,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,8,8,7,5,28
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,2,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,3,3,2,0,8
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,3,2,1,0,6
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,8,4,8,4,24
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,1,4,0,6
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,3,2,2,0,7
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,5,7,2,1,15
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,4,0,1,5
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,0,0,1,2,3
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-03-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,0,1,2
APOLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,0,0,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,1,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,3,7,3,14
AYATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
AYO AYO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,2,1,3,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,2,0,3
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,0,2,1,4
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,2,2,0,1,5
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,5,0,5
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,1,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,4,4
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,2,1,0,0,3
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,1,3,1,6
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,2,5,3,11
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,3,1,5
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,1,2,2,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,1,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,2,2,2,6
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,2,0,5,4,11
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,5,7,1,0,13
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,25,34,50,55,164
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,2,1,3,0,6
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,3,1,0,4
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,0,4,5
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,0,0,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,1,1,2
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,3,4,3,10
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,2,0,0,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,1,3,3,8
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,2,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,2,2,27,25,56
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,3,2,5
CULPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,1,1,2
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,34,37,99,103,273
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,1,3,1,6
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,3,2,6
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,1,8,1,10
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,2,1,2,1,6
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,3,1,4
GUAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2023-04-01,2,1,6,1,10
