,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,0,1,0,1,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,1,1,1,2,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,0,1,1,2,1
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,0,1,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,2,1,0,1,2,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,11,11,11,11,22,22
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,8,5,11,10,19,15
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,3,3,3,3,6,6
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,15,1,40,10,55,11
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,1,0,0,0,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,2,0,0,0,2,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,0,1,1,2,1
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,2,1,0,0,2,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,8,2,8,2,16,4
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,2,2,2,3,4,5
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,3,0,2,0,5
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,0,3,2,3,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,6,4,6,4,12,8
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,7,1,9,1,16,2
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,0,0,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,1,0,0,0,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,3,1,3,1,6,2
REYES,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,0,0,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,6,0,6,0,12,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,4,1,0,0,4,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,2,2,0,0,2,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,2,2,0,0,2,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,0,1,1,1,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,0,0,0,1,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,0,2,0,2,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,2,1,4,1,6,2
TIQUIPAYA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,0,1,0,2,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,0,0,0,1,0
VILLA MONTES,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,8,0,0,0,8,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,2,0,2,0,4,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,4,1,0,1,4,2
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,0,1,1,0,1,1
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2019-09-01,1,0,0,0,1,0
AIQUILE,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,1,0,0,0,1
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,4,1,4,1,8,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,1,0,0,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,3,1,3,1,6,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,2,0,2,0,4,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,9,4,1,1,10,5
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,8,7,1,0,9,7
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,3,0,4,1,7,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,4,4,0,0,4,4
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,2,0,7,3,9,3
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,1,0,1,0,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,5,0,0,0,5,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,7,1,1,0,8,1
ENTRE RIOS TRJ,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,1,0,0,0,1,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,0,1,0,1,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,1,0,1,0,2
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,0,1,0,1,0
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,2,0,0,0,2
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,4,0,3,1,7,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,2,1,0,1,2,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,6,10,2,3,8,13
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,0,1,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,4,0,1,0,5,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,2,4,0,0,2,4
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,2,2,6,4,8,6
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,0,0,2,0,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,1,0,0,0,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,0,1,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,5,0,5,0,10,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,1,0,4,1,5,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,2,0,1,0,3
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,6,4,2,1,8,5
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,1,0,1,0,2,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,1,0,1,0,2,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,0,1,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,1,0,1,0,2
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,4,2,7,2,11,4
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2019-10-01,0,1,0,1,0,2
AIQUILE,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,0,0,0,1,0,1
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,3,1,3,1,6,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,0,0,0,1,0,1
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,2,0,3,2,5,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,0,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,0,0,1,0,1,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,14,10,14,10,28,20
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,5,6,6,5,11,11
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,4,4,5,4
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,13,1,5,0,18,1
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,1,0,2,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,1,0,1,1,2
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,0,0,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,0,0,5,0,5,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,8,0,7,1,15,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,1,0,0,1,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,0,0,0,2,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,2,4,1,5,3
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,2,0,2,0,4,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,16,12,15,14,31,26
MONTERO,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,0,1,6,29,6,30
MOROCHATA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,3,0,4,0
OMEREQUE,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,2,0,0,1,2,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,4,2,6,6,10,8
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,2,0,3,0
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,3,1,0,0,3,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,0,0,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,2,0,0,1,2,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,0,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,5,2,2,0,7,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,13,2,0,0,13,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,1,1,0,2,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,5,4,6,4
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,0,0,1,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,2,0,3,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,7,7,7,5,14,12
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,3,0,0,0,3,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,5,2,1,0,6,2
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2019-11-01,1,0,0,2,1,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,0,1,0,2,0
ASCENCION DE GUARAYOS,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,0,1,0,2,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,1,0,0,0,1
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,8,3,7,2,15,5
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,0,2,0,2,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,3,2,4,4,7,6
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,4,1,13,1,17,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,0,0,0,1,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,0,1,1,1,1
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,0,1,0,1,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,4,2,0,3,4,5
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,5,2,10,6,15,8
MOROCHATA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,0,1,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,0,1,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,2,1,1,0,3,1
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,2,0,1,1,3,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,1,2,0,2,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,0,0,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,9,2,9,2,18,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,5,4,17,3,22,7
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,0,0,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,1,0,1,0,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,0,3,0,3,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,0,0,0,1,0
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,1,0,0,1,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,2,0,0,0,2,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,6,0,10,0,16,0
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,0,0,1,0,1,0
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2019-12-01,1,0,1,0,2,0
