,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,29,29
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,31,31
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,4,4
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,186,186
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,77,77
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,11,11
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,134,134
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2,2
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,113,113
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1,1
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,77,77
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,10,10
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,69,69
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,5,5
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,46,46
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,5,5
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,15,15
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,7,7
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,78,78
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,165,165
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,25,25
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1116,1116
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,149,149
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,13,13
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,13,13
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,20,20
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,47,47
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,69,69
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,5,5
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,4,4
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,197,197
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,58,58
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,22,22
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,11,11
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3095,3095
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,12,12
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,184,184
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2,2
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,22,22
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,69,69
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,5,5
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1,1
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,29,29
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,8,8
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1,1
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,13,13
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,12,12
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,184,184
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,28,28
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,13,13
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,5,5
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,52,52
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
ICLA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,13,13
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,13,13
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,26,26
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,8,8
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1147,1147
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,191,191
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2225,2225
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,7,7
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,160,160
LLICA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2,2
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,4,4
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,20,20
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,35,35
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,66,66
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,47,47
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,10,10
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,64,64
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,425,425
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,10,10
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2,2
OCURI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,42,42
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1,1
ORURO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,908,908
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,33,33
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,16,16
PAILON,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,60,60
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,52,52
PAMPA AULLAGAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,9,9
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,5,5
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
POCONA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2,2
PORCO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
POROMA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,11,11
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,108,108
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,5,5
POSTRER VALLE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1,1
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,432,432
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,11,11
PUCARA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2,2
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,23,23
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,4,4
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1,1
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,25,25
PUERTO SUAREZ,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,41,41
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,53,53
PUNA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,18,18
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,144,144
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,493,493
QUIME,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,12,12
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,29,29
REYES,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,9,9
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,625,625
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,28,28
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,40,40
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,8,8
SACABA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,488,488
SACABAMBA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
SACACA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,16,16
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,11,11
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,11,11
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2,2
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,20,20
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,77,77
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,54,54
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,23,23
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,186,186
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,28,28
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,102,102
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,16,16
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,67,67
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,9,9
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,63,63
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,38,38
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,18,18
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,41,41
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,29,29
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2,2
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,9,9
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,25,25
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,46,46
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3982,3982
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,4,4
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,26,26
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,2,2
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,7,7
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,7,7
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,114,114
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
SORATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,67,67
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,701,701
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1,1
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,6,6
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,10,10
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,18,18
TARATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,13,13
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,1583,1583
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,22,22
TIAWANACU,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,10,10
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,267,267
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,43,43
TOCO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,16,16
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,12,12
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,8,8
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,4,4
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,12,12
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,68,68
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,120,120
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,19,19
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,11,11
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,27,27
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,10,10
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,74,74
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,54,54
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,37,37
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,12,12
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,147,147
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,5,5
VILLA RIVERO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,12,12
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,13,13
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,267,267
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,16,16
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,160,160
VINTO,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,135,135
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,3,3
WARNES,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,347,347
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,157,157
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,12,12
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,220,220
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,17,17
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,17,17
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2016-04-01,0,15,15
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,6,6
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,64,64
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,59,59
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,10,10
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,10,10
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2,2
APOLO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,21,21
ARANI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2,2
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,32,32
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,95,95
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,31,31
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,13,13
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,4,4
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,5,5
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,61,61
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,3,3
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,7,7
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,14,14
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,47,47
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,4,4
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,12,12
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,4,4
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,39,39
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,1,1
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,143,143
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,79,79
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,41,41
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,125,125
CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,1,1
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2,2
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,5,5
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,11,11
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,136,136
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,56,56
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,41,41
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,39,39
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,27,27
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,5,5
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,10,10
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,85,85
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,180,180
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,8,8
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,1085,1085
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,157,157
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,3,3
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,28,28
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,14,14
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2,2
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,53,53
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,44,44
COROICO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,55,55
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,5,5
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,179,179
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,35,35
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,1,1
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,20,20
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2,2
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,8,8
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2737,2737
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,5,5
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,23,23
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,12,12
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,176,176
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,4,4
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,24,24
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,67,67
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,7,7
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,9,9
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,24,24
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,15,15
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,30,30
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2,2
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,15,15
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,12,12
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,174,174
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,47,47
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,11,11
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,3,3
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,57,57
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2,2
ICLA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,12,12
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,17,17
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,13,13
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,20,20
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,7,7
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,1,1
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,69,69
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,162,162
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2064,2064
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,2,2
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,3,3
LLICA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,4,4
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,10,10
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,44,44
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,33,33
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,54,54
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,65,65
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,5,5
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,46,46
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,403,403
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,9,9
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,8,8
OCURI,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,52,52
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,1,1
ORURO,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,855,855
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,35,35
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,8,8
PAILON,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,57,57
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,37,37
PAMPA AULLAGAS,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,7,7
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,20,20
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2016-05-01,0,5,5
