,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
COBIJA,vih,no de personas con prueba rapida,2016-03-01,15,10,25
COCHABAMBA,vih,no de personas con prueba rapida,2016-03-01,287,254,541
COLCAPIRHUA,vih,no de personas con prueba rapida,2016-03-01,18,25,43
"COLCHA ""K""",vih,no de personas con prueba rapida,2016-03-01,1,0,1
COLOMI,vih,no de personas con prueba rapida,2016-03-01,1,0,1
COLPA BELGICA,vih,no de personas con prueba rapida,2016-03-01,1,0,1
COMARAPA,vih,no de personas con prueba rapida,2016-03-01,33,22,55
CONCEPCION,vih,no de personas con prueba rapida,2016-03-01,45,83,128
COROICO,vih,no de personas con prueba rapida,2016-03-01,7,7,14
COTOCA,vih,no de personas con prueba rapida,2016-03-01,137,13,150
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2016-03-01,18,81,99
CUEVO,vih,no de personas con prueba rapida,2016-03-01,4,3,7
CULPINA,vih,no de personas con prueba rapida,2016-03-01,3,26,29
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2016-03-01,61,12,73
DESAGUADERO,vih,no de personas con prueba rapida,2016-03-01,0,14,14
EL ALTO,vih,no de personas con prueba rapida,2016-03-01,116,924,1040
EL CHORO,vih,no de personas con prueba rapida,2016-03-01,13,6,19
EL PUENTE(STC),vih,no de personas con prueba rapida,2016-03-01,35,44,79
EL PUENTE(TJA),vih,no de personas con prueba rapida,2016-03-01,2,0,2
EL TORNO,vih,no de personas con prueba rapida,2016-03-01,46,219,265
EL VILLAR,vih,no de personas con prueba rapida,2016-03-01,1,0,1
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2016-03-01,2,19,21
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2016-03-01,12,40,52
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2016-03-01,3,5,8
FILADELFIA,vih,no de personas con prueba rapida,2016-03-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2016-03-01,1,1,2
GUANAY,vih,no de personas con prueba rapida,2016-03-01,8,9,17
GUAQUI,vih,no de personas con prueba rapida,2016-03-01,2,1,3
GUAYARAMERIN,vih,no de personas con prueba rapida,2016-03-01,60,90,150
GUTIERREZ,vih,no de personas con prueba rapida,2016-03-01,0,9,9
HUACARETA,vih,no de personas con prueba rapida,2016-03-01,2,8,10
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2016-03-01,0,4,4
HUANUNI,vih,no de personas con prueba rapida,2016-03-01,26,99,125
HUAYLLAMARCA,vih,no de personas con prueba rapida,2016-03-01,2,3,5
ICLA,vih,no de personas con prueba rapida,2016-03-01,3,5,8
INCAHUASI,vih,no de personas con prueba rapida,2016-03-01,1,1,2
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2016-03-01,5,20,25
LA ASUNTA,vih,no de personas con prueba rapida,2016-03-01,14,17,31
LA GUARDIA,vih,no de personas con prueba rapida,2016-03-01,55,118,173
LA PAZ,vih,no de personas con prueba rapida,2016-03-01,327,1466,1793
LA RIVERA,vih,no de personas con prueba rapida,2016-03-01,5,12,17
LAJA,vih,no de personas con prueba rapida,2016-03-01,1,3,4
LLALLAGUA,vih,no de personas con prueba rapida,2016-03-01,41,30,71
MAIRANA,vih,no de personas con prueba rapida,2016-03-01,1,3,4
MAPIRI,vih,no de personas con prueba rapida,2016-03-01,1,0,1
MINEROS,vih,no de personas con prueba rapida,2016-03-01,3,0,3
MIZQUE,vih,no de personas con prueba rapida,2016-03-01,45,48,93
MOJOCOYA,vih,no de personas con prueba rapida,2016-03-01,3,3,6
MONTEAGUDO,vih,no de personas con prueba rapida,2016-03-01,11,25,36
MONTERO,vih,no de personas con prueba rapida,2016-03-01,466,856,1322
MOROCHATA,vih,no de personas con prueba rapida,2016-03-01,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2016-03-01,1,0,1
OCURI,vih,no de personas con prueba rapida,2016-03-01,1,21,22
ORURO,vih,no de personas con prueba rapida,2016-03-01,217,276,493
PADILLA,vih,no de personas con prueba rapida,2016-03-01,0,4,4
PAILON,vih,no de personas con prueba rapida,2016-03-01,5,25,30
PALOS BLANCOS,vih,no de personas con prueba rapida,2016-03-01,1,1,2
PAMPA GRANDE,vih,no de personas con prueba rapida,2016-03-01,2,0,2
PASORAPA,vih,no de personas con prueba rapida,2016-03-01,2,1,3
PAZÑA,vih,no de personas con prueba rapida,2016-03-01,8,4,12
POCOATA,vih,no de personas con prueba rapida,2016-03-01,14,17,31
POCONA,vih,no de personas con prueba rapida,2016-03-01,2,1,3
PORONGO,vih,no de personas con prueba rapida,2016-03-01,2,2,4
POTOSI,vih,no de personas con prueba rapida,2016-03-01,38,205,243
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2016-03-01,0,20,20
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2016-03-01,163,11,174
PUERTO RICO,vih,no de personas con prueba rapida,2016-03-01,0,6,6
PUERTO SUAREZ,vih,no de personas con prueba rapida,2016-03-01,50,24,74
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2016-03-01,53,92,145
PUNA,vih,no de personas con prueba rapida,2016-03-01,0,2,2
PUNATA,vih,no de personas con prueba rapida,2016-03-01,4,153,157
QUILLACOLLO,vih,no de personas con prueba rapida,2016-03-01,39,29,68
QUIME,vih,no de personas con prueba rapida,2016-03-01,12,10,22
RAVELO,vih,no de personas con prueba rapida,2016-03-01,0,1,1
RIBERALTA,vih,no de personas con prueba rapida,2016-03-01,23,101,124
ROBORE,vih,no de personas con prueba rapida,2016-03-01,73,83,156
RURRENABAQUE,vih,no de personas con prueba rapida,2016-03-01,2,63,65
SABAYA,vih,no de personas con prueba rapida,2016-03-01,22,37,59
SACABA,vih,no de personas con prueba rapida,2016-03-01,24,110,134
SACABAMBA,vih,no de personas con prueba rapida,2016-03-01,22,17,39
SAIPINA,vih,no de personas con prueba rapida,2016-03-01,1,1,2
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2016-03-01,11,20,31
SAMAIPATA,vih,no de personas con prueba rapida,2016-03-01,2,17,19
SAN BORJA,vih,no de personas con prueba rapida,2016-03-01,7,0,7
SAN CARLOS,vih,no de personas con prueba rapida,2016-03-01,8,17,25
SAN IGNACIO,vih,no de personas con prueba rapida,2016-03-01,0,2,2
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2016-03-01,34,66,100
SAN JAVIER(STC),vih,no de personas con prueba rapida,2016-03-01,4,40,44
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2016-03-01,4,12,16
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2016-03-01,26,46,72
SAN JULIAN,vih,no de personas con prueba rapida,2016-03-01,9,33,42
SAN LORENZO(PND),vih,no de personas con prueba rapida,2016-03-01,0,2,2
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2016-03-01,1,2,3
SAN LUCAS,vih,no de personas con prueba rapida,2016-03-01,2,52,54
SAN MATIAS,vih,no de personas con prueba rapida,2016-03-01,14,56,70
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2016-03-01,56,56,112
SAN PEDRO,vih,no de personas con prueba rapida,2016-03-01,29,49,78
SAN PEDRO DE QUEMES,vih,no de personas con prueba rapida,2016-03-01,30,26,56
SAN PEDRO(PND),vih,no de personas con prueba rapida,2016-03-01,0,1,1
SAN RAFAEL,vih,no de personas con prueba rapida,2016-03-01,1,1,2
SAN RAMON BENI,vih,no de personas con prueba rapida,2016-03-01,0,2,2
SAN RAMON SCZ,vih,no de personas con prueba rapida,2016-03-01,1,2,3
SANTA ANA,vih,no de personas con prueba rapida,2016-03-01,17,22,39
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2016-03-01,747,1704,2451
SANTA ROSA,vih,no de personas con prueba rapida,2016-03-01,3,0,3
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2016-03-01,0,2,2
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2016-03-01,0,1,1
SANTIVAÑES,vih,no de personas con prueba rapida,2016-03-01,1,0,1
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2016-03-01,4,3,7
SICAYA,vih,no de personas con prueba rapida,2016-03-01,1,1,2
SIPE SIPE,vih,no de personas con prueba rapida,2016-03-01,7,34,41
SOPACHUY,vih,no de personas con prueba rapida,2016-03-01,24,76,100
SORATA,vih,no de personas con prueba rapida,2016-03-01,2,2,4
SUCRE,vih,no de personas con prueba rapida,2016-03-01,167,1194,1361
TACACOMA,vih,no de personas con prueba rapida,2016-03-01,1,7,8
TACOPAYA,vih,no de personas con prueba rapida,2016-03-01,0,5,5
TAPACARI,vih,no de personas con prueba rapida,2016-03-01,10,33,43
TARABUCO,vih,no de personas con prueba rapida,2016-03-01,32,24,56
TARATA,vih,no de personas con prueba rapida,2016-03-01,0,1,1
TARIJA,vih,no de personas con prueba rapida,2016-03-01,100,148,248
TARVITA,vih,no de personas con prueba rapida,2016-03-01,3,30,33
TIAWANACU,vih,no de personas con prueba rapida,2016-03-01,0,8,8
TIQUIPAYA,vih,no de personas con prueba rapida,2016-03-01,103,257,360
TOCO,vih,no de personas con prueba rapida,2016-03-01,1,2,3
TOLATA,vih,no de personas con prueba rapida,2016-03-01,2,0,2
TOLEDO,vih,no de personas con prueba rapida,2016-03-01,3,25,28
TOTORA(CBBA),vih,no de personas con prueba rapida,2016-03-01,7,18,25
TOTORA(ORR),vih,no de personas con prueba rapida,2016-03-01,0,1,1
TRINIDAD,vih,no de personas con prueba rapida,2016-03-01,62,93,155
TUPIZA,vih,no de personas con prueba rapida,2016-03-01,3,34,37
UNCIA,vih,no de personas con prueba rapida,2016-03-01,26,35,61
URUBICHA,vih,no de personas con prueba rapida,2016-03-01,30,57,87
UYUNI,vih,no de personas con prueba rapida,2016-03-01,2,31,33
VALLEGRANDE,vih,no de personas con prueba rapida,2016-03-01,31,17,48
VIACHA,vih,no de personas con prueba rapida,2016-03-01,45,36,81
VILLA CHARCAS,vih,no de personas con prueba rapida,2016-03-01,0,18,18
VILLA MONTES,vih,no de personas con prueba rapida,2016-03-01,11,18,29
VILLA RIVERO,vih,no de personas con prueba rapida,2016-03-01,30,35,65
VILLA SERRANO,vih,no de personas con prueba rapida,2016-03-01,18,133,151
VILLA TUNARI,vih,no de personas con prueba rapida,2016-03-01,51,22,73
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2016-03-01,18,5,23
VILLAZON,vih,no de personas con prueba rapida,2016-03-01,57,185,242
VINTO,vih,no de personas con prueba rapida,2016-03-01,0,11,11
WARNES,vih,no de personas con prueba rapida,2016-03-01,18,18,36
YACUIBA,vih,no de personas con prueba rapida,2016-03-01,29,17,46
YAPACANI,vih,no de personas con prueba rapida,2016-03-01,25,8,33
YOCALLA,vih,no de personas con prueba rapida,2016-03-01,0,38,38
YOTALA,vih,no de personas con prueba rapida,2016-03-01,0,8,8
YUNCHARA,vih,no de personas con prueba rapida,2016-03-01,0,3,3
ZUDAÑEZ,vih,no de personas con prueba rapida,2016-03-01,1,4,5
ACHACACHI,vih,no de personas con prueba rapida,2016-04-01,1,13,14
AIQUILE,vih,no de personas con prueba rapida,2016-04-01,5,17,22
ALCALA,vih,no de personas con prueba rapida,2016-04-01,1,0,1
ALTO BENI,vih,no de personas con prueba rapida,2016-04-01,1,0,1
ANDAMARCA,vih,no de personas con prueba rapida,2016-04-01,1,6,7
ANTEQUERA,vih,no de personas con prueba rapida,2016-04-01,2,11,13
APOLO,vih,no de personas con prueba rapida,2016-04-01,1,26,27
ARBIETO,vih,no de personas con prueba rapida,2016-04-01,21,43,64
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2016-04-01,53,91,144
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2016-04-01,5,66,71
AZURDUY,vih,no de personas con prueba rapida,2016-04-01,0,22,22
BELEN DE ANDAMARCA,vih,no de personas con prueba rapida,2016-04-01,7,11,18
BELLA FLOR,vih,no de personas con prueba rapida,2016-04-01,4,8,12
BERMEJO,vih,no de personas con prueba rapida,2016-04-01,3,15,18
BETANZOS,vih,no de personas con prueba rapida,2016-04-01,0,2,2
BUENA VISTA,vih,no de personas con prueba rapida,2016-04-01,0,2,2
CABEZAS,vih,no de personas con prueba rapida,2016-04-01,3,3,6
CAMARGO,vih,no de personas con prueba rapida,2016-04-01,8,35,43
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2016-04-01,0,17,17
CAMIRI,vih,no de personas con prueba rapida,2016-04-01,31,23,54
CAPINOTA,vih,no de personas con prueba rapida,2016-04-01,4,6,10
CARACOLLO,vih,no de personas con prueba rapida,2016-04-01,45,98,143
CARANAVI,vih,no de personas con prueba rapida,2016-04-01,51,36,87
CARAPARI,vih,no de personas con prueba rapida,2016-04-01,2,0,2
CARIPUYO,vih,no de personas con prueba rapida,2016-04-01,1,0,1
CHALLAPATA,vih,no de personas con prueba rapida,2016-04-01,5,116,121
CHAQUI,vih,no de personas con prueba rapida,2016-04-01,0,1,1
CHARAGUA,vih,no de personas con prueba rapida,2016-04-01,1,5,6
CHIMORE,vih,no de personas con prueba rapida,2016-04-01,7,11,18
CHIPAYA,vih,no de personas con prueba rapida,2016-04-01,0,1,1
CHOQUE COTA,vih,no de personas con prueba rapida,2016-04-01,3,4,7
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2016-04-01,6,8,14
CHUMA,vih,no de personas con prueba rapida,2016-04-01,12,7,19
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2016-04-01,0,15,15
CLIZA,vih,no de personas con prueba rapida,2016-04-01,4,4,8
COBIJA,vih,no de personas con prueba rapida,2016-04-01,7,10,17
COCHABAMBA,vih,no de personas con prueba rapida,2016-04-01,107,218,325
COLCAPIRHUA,vih,no de personas con prueba rapida,2016-04-01,8,22,30
"COLCHA ""K""",vih,no de personas con prueba rapida,2016-04-01,0,5,5
COLPA BELGICA,vih,no de personas con prueba rapida,2016-04-01,0,1,1
COMARAPA,vih,no de personas con prueba rapida,2016-04-01,7,5,12
CONCEPCION,vih,no de personas con prueba rapida,2016-04-01,13,8,21
COTOCA,vih,no de personas con prueba rapida,2016-04-01,10,11,21
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2016-04-01,5,8,13
CUEVO,vih,no de personas con prueba rapida,2016-04-01,0,1,1
CULPINA,vih,no de personas con prueba rapida,2016-04-01,2,14,16
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2016-04-01,0,1,1
DESAGUADERO,vih,no de personas con prueba rapida,2016-04-01,3,13,16
EL ALTO,vih,no de personas con prueba rapida,2016-04-01,268,1132,1400
EL PUENTE(STC),vih,no de personas con prueba rapida,2016-04-01,2,11,13
EL PUENTE(TJA),vih,no de personas con prueba rapida,2016-04-01,1,3,4
EL TORNO,vih,no de personas con prueba rapida,2016-04-01,61,204,265
EL VILLAR,vih,no de personas con prueba rapida,2016-04-01,0,12,12
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2016-04-01,8,13,21
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2016-04-01,10,44,54
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2016-04-01,30,51,81
FILADELFIA,vih,no de personas con prueba rapida,2016-04-01,2,4,6
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2016-04-01,0,1,1
GUANAY,vih,no de personas con prueba rapida,2016-04-01,4,3,7
GUAQUI,vih,no de personas con prueba rapida,2016-04-01,1,4,5
GUAYARAMERIN,vih,no de personas con prueba rapida,2016-04-01,739,234,973
GUTIERREZ,vih,no de personas con prueba rapida,2016-04-01,2,20,22
HUACARETA,vih,no de personas con prueba rapida,2016-04-01,0,5,5
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2016-04-01,0,2,2
HUANUNI,vih,no de personas con prueba rapida,2016-04-01,11,73,84
HUAYLLAMARCA,vih,no de personas con prueba rapida,2016-04-01,3,1,4
INCAHUASI,vih,no de personas con prueba rapida,2016-04-01,0,4,4
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2016-04-01,2,2,4
IXIAMAS,vih,no de personas con prueba rapida,2016-04-01,1,0,1
LA ASUNTA,vih,no de personas con prueba rapida,2016-04-01,7,6,13
LA GUARDIA,vih,no de personas con prueba rapida,2016-04-01,17,99,116
LA PAZ,vih,no de personas con prueba rapida,2016-04-01,319,1329,1648
LLALLAGUA,vih,no de personas con prueba rapida,2016-04-01,37,32,69
MACHACAMARCA,vih,no de personas con prueba rapida,2016-04-01,1,0,1
MACHARETI,vih,no de personas con prueba rapida,2016-04-01,0,2,2
MAIRANA,vih,no de personas con prueba rapida,2016-04-01,1,0,1
MINEROS,vih,no de personas con prueba rapida,2016-04-01,0,8,8
MIZQUE,vih,no de personas con prueba rapida,2016-04-01,6,11,17
MOJOCOYA,vih,no de personas con prueba rapida,2016-04-01,3,4,7
MONTEAGUDO,vih,no de personas con prueba rapida,2016-04-01,17,30,47
MONTERO,vih,no de personas con prueba rapida,2016-04-01,621,603,1224
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2016-04-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,no de personas con prueba rapida,2016-04-01,0,2,2
OCURI,vih,no de personas con prueba rapida,2016-04-01,0,17,17
ORURO,vih,no de personas con prueba rapida,2016-04-01,145,252,397
PADILLA,vih,no de personas con prueba rapida,2016-04-01,0,6,6
PAILON,vih,no de personas con prueba rapida,2016-04-01,6,0,6
PALOS BLANCOS,vih,no de personas con prueba rapida,2016-04-01,5,4,9
PAMPA GRANDE,vih,no de personas con prueba rapida,2016-04-01,0,1,1
PAZÑA,vih,no de personas con prueba rapida,2016-04-01,1,2,3
POCONA,vih,no de personas con prueba rapida,2016-04-01,1,0,1
POJO (CBBA),vih,no de personas con prueba rapida,2016-04-01,1,0,1
PORCO,vih,no de personas con prueba rapida,2016-04-01,0,6,6
POTOSI,vih,no de personas con prueba rapida,2016-04-01,39,147,186
PRESTO,vih,no de personas con prueba rapida,2016-04-01,1,0,1
PUCARANI,vih,no de personas con prueba rapida,2016-04-01,0,5,5
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2016-04-01,6,53,59
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2016-04-01,3,2,5
PUERTO RICO,vih,no de personas con prueba rapida,2016-04-01,1,14,15
PUERTO SUAREZ,vih,no de personas con prueba rapida,2016-04-01,6,10,16
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2016-04-01,0,33,33
PUNATA,vih,no de personas con prueba rapida,2016-04-01,9,147,156
QUILLACOLLO,vih,no de personas con prueba rapida,2016-04-01,67,76,143
QUIME,vih,no de personas con prueba rapida,2016-04-01,10,14,24
RAVELO,vih,no de personas con prueba rapida,2016-04-01,1,0,1
RIBERALTA,vih,no de personas con prueba rapida,2016-04-01,18,73,91
ROBORE,vih,no de personas con prueba rapida,2016-04-01,1,2,3
RURRENABAQUE,vih,no de personas con prueba rapida,2016-04-01,42,52,94
SABAYA,vih,no de personas con prueba rapida,2016-04-01,18,19,37
SACABA,vih,no de personas con prueba rapida,2016-04-01,24,122,146
SACABAMBA,vih,no de personas con prueba rapida,2016-04-01,2,3,5
SACACA,vih,no de personas con prueba rapida,2016-04-01,0,3,3
SAIPINA,vih,no de personas con prueba rapida,2016-04-01,0,3,3
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2016-04-01,1,16,17
SAMAIPATA,vih,no de personas con prueba rapida,2016-04-01,0,8,8
SAN BENITO,vih,no de personas con prueba rapida,2016-04-01,0,2,2
SAN BORJA,vih,no de personas con prueba rapida,2016-04-01,1,2,3
SAN CARLOS,vih,no de personas con prueba rapida,2016-04-01,72,143,215
SAN IGNACIO,vih,no de personas con prueba rapida,2016-04-01,12,45,57
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2016-04-01,24,35,59
SAN JAVIER(STC),vih,no de personas con prueba rapida,2016-04-01,0,1,1
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2016-04-01,35,45,80
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2016-04-01,3,6,9
SAN JULIAN,vih,no de personas con prueba rapida,2016-04-01,4,19,23
SAN LORENZO(PND),vih,no de personas con prueba rapida,2016-04-01,0,2,2
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2016-04-01,0,1,1
SAN LUCAS,vih,no de personas con prueba rapida,2016-04-01,1,37,38
SAN MATIAS,vih,no de personas con prueba rapida,2016-04-01,6,60,66
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2016-04-01,1,0,1
SAN PEDRO,vih,no de personas con prueba rapida,2016-04-01,9,13,22
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2016-04-01,0,1,1
SAN PEDRO(PND),vih,no de personas con prueba rapida,2016-04-01,0,2,2
SAN RAFAEL,vih,no de personas con prueba rapida,2016-04-01,0,1,1
SAN RAMON SCZ,vih,no de personas con prueba rapida,2016-04-01,1,2,3
SANTA ANA,vih,no de personas con prueba rapida,2016-04-01,5,18,23
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2016-04-01,698,1527,2225
SANTA ROSA,vih,no de personas con prueba rapida,2016-04-01,1,1,2
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2016-04-01,0,2,2
SANTIVAÑES,vih,no de personas con prueba rapida,2016-04-01,0,1,1
SICAYA,vih,no de personas con prueba rapida,2016-04-01,3,5,8
SIPE SIPE,vih,no de personas con prueba rapida,2016-04-01,6,18,24
SOPACHUY,vih,no de personas con prueba rapida,2016-04-01,28,56,84
SORATA,vih,no de personas con prueba rapida,2016-04-01,2,8,10
SUCRE,vih,no de personas con prueba rapida,2016-04-01,160,1197,1357
TACOPAYA,vih,no de personas con prueba rapida,2016-04-01,0,5,5
TAPACARI,vih,no de personas con prueba rapida,2016-04-01,5,12,17
TARABUCO,vih,no de personas con prueba rapida,2016-04-01,3,9,12
TARATA,vih,no de personas con prueba rapida,2016-04-01,2,0,2
TARIJA,vih,no de personas con prueba rapida,2016-04-01,284,334,618
TARVITA,vih,no de personas con prueba rapida,2016-04-01,18,35,53
TIAWANACU,vih,no de personas con prueba rapida,2016-04-01,0,1,1
TINGUIPAYA,vih,no de personas con prueba rapida,2016-04-01,0,4,4
TIQUIPAYA,vih,no de personas con prueba rapida,2016-04-01,114,231,345
TOCO,vih,no de personas con prueba rapida,2016-04-01,1,1,2
TOLATA,vih,no de personas con prueba rapida,2016-04-01,2,1,3
TOLEDO,vih,no de personas con prueba rapida,2016-04-01,8,19,27
TOMINA,vih,no de personas con prueba rapida,2016-04-01,1,4,5
TOTORA(CBBA),vih,no de personas con prueba rapida,2016-04-01,6,18,24
TRINIDAD,vih,no de personas con prueba rapida,2016-04-01,33,63,96
TUPIZA,vih,no de personas con prueba rapida,2016-04-01,2,0,2
UNCIA,vih,no de personas con prueba rapida,2016-04-01,11,47,58
URUBICHA,vih,no de personas con prueba rapida,2016-04-01,24,49,73
UYUNI,vih,no de personas con prueba rapida,2016-04-01,6,39,45
VALLEGRANDE,vih,no de personas con prueba rapida,2016-04-01,51,15,66
VIACHA,vih,no de personas con prueba rapida,2016-04-01,11,22,33
VILLA CHARCAS,vih,no de personas con prueba rapida,2016-04-01,19,27,46
VILLA MONTES,vih,no de personas con prueba rapida,2016-04-01,23,28,51
VILLA NUEVA (LOMA ALTA),vih,no de personas con prueba rapida,2016-04-01,0,1,1
VILLA RIVERO,vih,no de personas con prueba rapida,2016-04-01,0,12,12
VILLA SERRANO,vih,no de personas con prueba rapida,2016-04-01,12,43,55
VILLA TUNARI,vih,no de personas con prueba rapida,2016-04-01,51,26,77
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2016-04-01,26,9,35
VILLAZON,vih,no de personas con prueba rapida,2016-04-01,28,237,265
VINTO,vih,no de personas con prueba rapida,2016-04-01,0,52,52
WARNES,vih,no de personas con prueba rapida,2016-04-01,7,10,17
YACUIBA,vih,no de personas con prueba rapida,2016-04-01,105,118,223
YAMPARAEZ,vih,no de personas con prueba rapida,2016-04-01,0,6,6
YAPACANI,vih,no de personas con prueba rapida,2016-04-01,58,20,78
YOTALA,vih,no de personas con prueba rapida,2016-04-01,0,1,1
YUNCHARA,vih,no de personas con prueba rapida,2016-04-01,4,3,7
ZUDAÑEZ,vih,no de personas con prueba rapida,2016-04-01,17,32,49
ACHACACHI,vih,no de personas con prueba rapida,2016-05-01,6,12,18
AIQUILE,vih,no de personas con prueba rapida,2016-05-01,2,13,15
ALCALA,vih,no de personas con prueba rapida,2016-05-01,0,4,4
ANCORAIMES,vih,no de personas con prueba rapida,2016-05-01,3,0,3
ANDAMARCA,vih,no de personas con prueba rapida,2016-05-01,5,4,9
ANTEQUERA,vih,no de personas con prueba rapida,2016-05-01,0,1,1
APOLO,vih,no de personas con prueba rapida,2016-05-01,1,22,23
ARBIETO,vih,no de personas con prueba rapida,2016-05-01,9,15,24
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2016-05-01,44,106,150
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2016-05-01,2,15,17
AZURDUY,vih,no de personas con prueba rapida,2016-05-01,0,13,13
BETANZOS,vih,no de personas con prueba rapida,2016-05-01,0,2,2
BOLPEBRA,vih,no de personas con prueba rapida,2016-05-01,0,2,2
BUENA VISTA,vih,no de personas con prueba rapida,2016-05-01,0,1,1
CABEZAS,vih,no de personas con prueba rapida,2016-05-01,4,6,10
CALAMARCA,vih,no de personas con prueba rapida,2016-05-01,2,5,7
CAMARGO,vih,no de personas con prueba rapida,2016-05-01,6,25,31
CAMIRI,vih,no de personas con prueba rapida,2016-05-01,27,18,45
CAPINOTA,vih,no de personas con prueba rapida,2016-05-01,7,18,25
CARACOLLO,vih,no de personas con prueba rapida,2016-05-01,3,5,8
CARANAVI,vih,no de personas con prueba rapida,2016-05-01,54,14,68
CARIPUYO,vih,no de personas con prueba rapida,2016-05-01,3,0,3
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2016-05-01,5,3,8
CHALLAPATA,vih,no de personas con prueba rapida,2016-05-01,7,138,145
CHARAGUA,vih,no de personas con prueba rapida,2016-05-01,1,5,6
CHIMORE,vih,no de personas con prueba rapida,2016-05-01,6,4,10
CHOQUE COTA,vih,no de personas con prueba rapida,2016-05-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2016-05-01,5,18,23
CHUMA,vih,no de personas con prueba rapida,2016-05-01,7,12,19
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2016-05-01,0,5,5
CLIZA,vih,no de personas con prueba rapida,2016-05-01,3,1,4
COBIJA,vih,no de personas con prueba rapida,2016-05-01,193,252,445
COCHABAMBA,vih,no de personas con prueba rapida,2016-05-01,94,225,319
COLCAPIRHUA,vih,no de personas con prueba rapida,2016-05-01,9,25,34
COLOMI,vih,no de personas con prueba rapida,2016-05-01,0,6,6
COLPA BELGICA,vih,no de personas con prueba rapida,2016-05-01,4,0,4
COLQUECHACA,vih,no de personas con prueba rapida,2016-05-01,0,4,4
COMARAPA,vih,no de personas con prueba rapida,2016-05-01,6,7,13
CONCEPCION,vih,no de personas con prueba rapida,2016-05-01,1,1,2
CORIPATA,vih,no de personas con prueba rapida,2016-05-01,1,0,1
COROICO,vih,no de personas con prueba rapida,2016-05-01,7,4,11
