municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
SUCRE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-10-01,5,5
TARATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-10-01,2,2
URUBICHA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-10-01,2,2
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-10-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-10-01,2,2
VILLAZON,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-10-01,2,2
ANZALDO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,2,2
ARANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,2,2
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,3,3
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,11,11
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
CARIPUYO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,4,4
CHIMORE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,3,3
COMARAPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,5,5
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
ENTRE RIOS TRJ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
PORTACHUELO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
POTOSI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,7,7
PUERTO SUAREZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
PUNA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,5,5
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,5,5
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,20,20
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
SAN MATIAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,3,3
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-11-01,2,2
ARQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,2,2
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,2,2
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,6,6
BETANZOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,3,3
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,1,1
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,2,2
COMARAPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,2,2
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,6,6
LA GUARDIA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,8,8
PAMPA GRANDE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,1,1
POCOATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,1,1
SAN JAVIER(BNI),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,19,19
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,4,4
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,3,3
SAN PEDRO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,6,6
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,5,5
TAPACARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,2,2
TARABUCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,1,1
TEOPONTE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,2,2
TOMAVE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,1,1
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2011-12-01,2,2
