municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,19,19
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,5,5
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,4,4
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,13,13
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
GUANAY,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,4,4
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,237,237
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,8,8
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
MIZQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,3,3
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,8,8
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
OMEREQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,159,159
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,3,3
PASORAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
PORTACHUELO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
PORVENIR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,58,58
PUCARANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,5,5
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,3,3
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
QUIRUSILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,23,23
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,12,12
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SAN BENITO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,15,15
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SAN JUAN DE YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,3,3
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,3,3
SANTA ANA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,66,66
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,4,4
SORACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,169,169
TACOBAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,3,3
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,20,20
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,6,6
TEOPONTE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,8,8
TORO TORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,3,3
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,5,5
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,71,71
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,43,43
TURCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
UMALA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
URUBICHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,4,4
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,14,14
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,2,2
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,43,43
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,5,5
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,33,33
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-04-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
ACHOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
ANZALDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
ASCENCION DE GUARAYOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
AUCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,9,9
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,4,4
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,101,101
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
COLOMI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,36,36
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,4,4
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,18,18
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,6,6
EL PUENTE(TJA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,235,235
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,5,5
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
MIZQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,6,6
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,35,35
MORO MORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
OKINAWA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,114,114
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
PASORAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,52,52
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,7,7
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,4,4
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,16,16
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,8,8
SACACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,6,6
SAN ANDRES DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
SAN ANTONIO DE LOMERIO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
SAN BENITO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,6,6
SAN LORENZO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,7,7
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
SAN PEDRO DE BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
SANTA ANA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,69,69
SIPE SIPE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,157,157
TACACOMA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,18,18
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,5,5
TEOPONTE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,8,8
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,116,116
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,103,103
TURCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,6,6
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,4,4
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,35,35
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,4,4
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,3,3
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,2,2
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,39,39
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-05-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
AYATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
BOYUIBE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
CHUMA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,75,75
COCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,18,18
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,8,8
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,15,15
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,4,4
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,7,7
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,4,4
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,4,4
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,411,411
MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,4,4
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,37,37
MORO MORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
OMEREQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,146,146
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,63,63
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,9,9
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,7,7
QUIABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,43,43
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,10,10
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,5,5
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,5,5
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
SANTA ANA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,162,162
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,4,4
SHINAOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,4,4
SIPE SIPE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,151,151
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,4,4
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,4,4
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,14,14
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,53,53
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,87,87
VACAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,5,5
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
VILA VILA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,35,35
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,2,2
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,3,3
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,54,54
YAMPARAEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,1,1
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-06-01,4,4
ANTEQUERA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
ARBIETO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,7,7
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,4,4
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,4,4
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
CHUMA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,3,3
CKOCHAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,87,87
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,22,22
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,4,4
CORIPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
CORO CORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,19,19
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,12,12
CUCHUMUELA (V. G. VILLARROEL),referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,9,9
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,9,9
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,3,3
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,3,3
HUANUNI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
HUMANATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
ICHOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,239,239
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
LICOMA PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,6,6
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,63,63
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,109,109
PATACAMAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,5,5
