,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,1,0,2,1,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,3,1,2,0,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,3,5,4,6,18
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,3,2,0,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,2,4,1,0,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,1,1,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,3,6,1,4,14
SENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,6,8,2,0,16
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,20,11,4,1,36
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,12,16,2,2,32
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,2,3,0,0,5
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,19,25,3,2,49
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,2,2,2,1,7
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,3,4,0,0,7
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,10,15,11,10,46
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,251,253,3,6,513
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,0,0,0,2,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,12,7,1,3,23
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,3,2,4,1,10
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,4,4,4,2,14
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,1,3,2,1,7
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,8,10,9,5,32
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,9,6,4,0,19
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,4,4,1,3,12
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,5,3,1,1,10
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,180,176,5,6,367
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,7,7,5,7,26
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,5,3,2,3,13
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,11,11,3,1,26
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,5,3,12,8,28
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,3,1,0,3,7
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,41,46,13,8,108
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,11,12,7,14,44
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,6,4,0,1,11
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,1,5,0,1,7
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,1,0,0,0,1
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,6,4,3,3,16
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,5,3,1,0,9
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,5,8,8,5,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,10,12,6,3,31
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,6,1,0,0,7
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,1,0,1,1,3
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,114,104,0,1,219
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,28,37,11,5,81
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,2,1,2,1,6
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,3,1,1,0,5
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,14,14,4,4,36
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,8,6,2,1,17
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,10,6,0,0,16
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,28,29,1,4,62
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,9,2,4,5,20
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,12,18,2,2,34
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,59,48,24,24,155
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,0,1,5,3,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,10,15,4,6,35
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,40,45,3,0,88
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,0,1,1,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,8,5,0,0,13
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,12,4,2,1,19
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,44,53,7,15,119
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,2,4,2,0,8
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,27,24,1,2,54
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,26,33,8,8,75
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,5,7,2,0,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,0,1,0,0,1
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,108,93,5,3,209
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,7,4,1,2,14
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,61,71,8,13,153
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,1,5,0,2,8
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,1,5,0,0,6
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,35,27,12,19,93
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,7,10,0,1,18
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,5,3,0,2,10
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,0,0,3,4,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-03-01,2,4,4,0,10
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,1,0,0,2
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,18,7,10,6,41
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,25,21,0,0,46
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,12,8,9,4,33
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,0,3,4,7
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,3,0,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,8,9,5,2,24
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,7,4,1,7,19
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,1,0,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,3,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,1,1,0,3
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,7,3,5,21
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,2,3,6,13
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,14,2,0,25
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,10,7,2,25
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,6,5,9,26
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,38,35,1,0,74
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,10,6,3,1,20
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,0,1,0,5
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,2,4,3,11
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,5,0,0,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,13,10,11,15,49
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,8,1,3,5,17
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,11,8,7,2,28
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,12,6,0,0,18
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,1,0,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,0,0,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,0,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,30,26,1,3,60
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,14,20,10,5,49
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,2,1,3,8
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,0,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,1,3,0,10
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,10,10,3,4,27
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,18,12,8,13,51
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,4,4,6,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,8,8,1,1,18
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,7,1,2,19
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,1,5,0,6
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,4,2,1,9
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,11,2,2,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,0,0,1,1
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,39,23,3,2,67
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,17,1,2,26
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,2,4,5,16
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,14,9,6,8,37
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,27,34,1,2,64
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,10,4,0,23
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,2,0,3,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,4,1,6,15
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,3,1,0,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,28,22,7,8,65
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,2,1,1,9
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,13,21,7,6,47
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,0,0,1,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,10,4,4,2,20
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,19,20,3,3,45
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,2,0,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,3,0,4,3,10
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,19,18,1,0,38
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,4,1,4,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,7,1,3,1,12
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,10,4,8,3,25
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,15,14,3,2,34
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,59,59,12,13,143
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,7,7,11,29
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,664,626,87,95,1472
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,1,1,2,4
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,32,41,1,0,74
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,8,0,1,15
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,1,3,2,11
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,21,21,0,0,42
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,3,1,3,13
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,14,17,12,6,49
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,4,0,2,11
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,12,13,11,42
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,1,0,0,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,16,9,0,2,27
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,5,2,5,13
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,17,14,9,10,50
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,4,11,7,27
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,16,17,3,1,37
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,2,2,2,8
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,11,4,10,34
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,2,1,0,7
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,16,12,2,1,31
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,58,64,8,14,144
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,20,15,15,12,62
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,0,1,1,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,3,0,6,1,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,8,5,1,3,17
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,1,0,0,5
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,1,2,3,8
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,4,5,0,9
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,716,664,145,143,1668
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,1,0,0,1
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,15,9,1,1,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,5,3,2,12
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,32,25,6,6,69
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,5,0,0,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,15,9,3,7,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,48,33,2,7,90
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,2,1,1,6
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,1,2,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,0,2,3,6
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,6,0,0,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,13,2,0,24
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,8,3,3,19
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,15,25,2,0,42
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,7,5,5,26
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,7,8,5,25
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,3,1,0,0,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,54,38,4,1,97
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,12,7,6,4,29
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,5,3,2,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,0,4,0,5
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,2,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,29,21,30,15,95
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,4,0,2,12
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,3,3,4,1,11
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,1,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,0,2,0,6
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,8,2,1,15
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,6,1,2,13
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,3,2,1,7
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,8,3,2,2,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,0,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,12,10,7,10,39
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,12,6,3,30
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,7,6,21,14,48
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,8,11,4,1,24
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,38,21,3,4,66
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,116,126,32,24,298
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,648,626,35,46,1355
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,2,4,4,15
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,9,5,6,29
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,3,0,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,2,4,1,9
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,31,24,24,24,103
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,1,0,1,2
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,0,3,3,7
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,8,11,3,2,24
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,3,0,2,1,6
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,4,2,3,13
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,7,11,2,4,24
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,13,1,0,23
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,0,3,4,7
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,14,16,0,2,32
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,7,5,8,26
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,20,16,2,2,40
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,14,12,5,3,34
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,6,6,1,19
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,0,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,3,0,0,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,13,13,2,0,28
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,142,111,4,6,263
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,3,1,0,5
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,0,7,3,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,2,0,0,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,1,0,0,2
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,6,4,4,3,17
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,5,5,1,5,16
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,3,1,1,9
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,235,258,23,20,536
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,15,10,4,1,30
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,10,6,0,0,16
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,22,20,19,11,72
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,9,9,15,12,45
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,22,23,7,4,56
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,1,0,0,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,3,10,4,5,22
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,4,2,0,1,7
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,0,1,1,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,20,16,3,6,45
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-04-01,3,3,0,0,6
