,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,16,9,1,7,33
TARACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,1,2,1,0,4
TARATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,6,7,2,2,17
TARIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,200,190,12,8,410
TARVITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,5,4,4,7,20
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,4,4,1,4,13
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,4,9,0,0,13
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,8,3,18,17,46
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,7,6,2,3,18
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,34,42,13,16,105
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,12,13,13,7,45
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,0,3,0,1,4
TOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,2,2,1,0,5
TOLATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,6,8,1,0,15
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,1,3,1,2,7
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,7,6,3,8,24
TOMINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,7,5,2,2,16
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,3,3,10,5,21
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,4,6,1,2,13
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,4,4,1,1,10
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,0,2,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,134,116,1,0,251
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,33,32,8,5,78
TURCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,1,1,1,0,3
UMALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,4,6,6,1,17
UNCIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,7,16,4,3,30
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,14,13,1,2,30
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,5,6,1,0,12
UYUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,15,26,7,1,49
VACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,4,4,1,3,12
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,10,9,0,0,19
VIACHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,57,45,13,4,119
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,0,3,0,7,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,3,11,1,5,20
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,43,42,4,4,93
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,1,0,0,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,6,6,1,2,15
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,4,2,2,1,9
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,71,58,7,7,143
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,7,5,0,1,13
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,33,31,4,4,72
VINTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,32,18,2,8,60
VITICHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,4,4,2,6,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,0,3,0,0,3
WARNES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,134,130,5,13,282
YACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,3,6,2,0,11
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,73,76,7,9,165
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,6,2,2,1,11
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,2,8,0,1,11
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,40,24,10,9,83
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,7,7,2,1,17
YOTALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,3,2,0,0,5
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,1,2,3,3,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-03-01,2,4,1,2,9
ACACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,0,1,0,1
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,14,20,7,3,44
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,14,13,1,1,29
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,9,7,5,11,32
ALCALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,1,1,0,6
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,8,7,1,2,18
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,2,1,5,14
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,1,0,1,2
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,0,2,3,5
APOLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,13,3,5,28
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,2,0,3
ARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,6,0,1,14
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,13,6,6,4,29
ARQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,4,5,8,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,39,35,0,0,74
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,3,1,3,13
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,2,0,1,3
AYATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,3,1,3,12
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,7,2,0,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,8,13,10,6,37
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,2,4,4,4,14
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,13,11,4,4,32
BAURES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,12,0,2,19
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,2,0,1,2,5
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,35,33,3,4,75
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,11,14,8,6,39
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,1,2,3,7
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,1,0,0,1
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,4,0,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,15,11,0,2,28
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,17,20,16,5,58
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,8,1,2,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,9,5,1,1,16
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,7,2,1,16
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,1,4,2,11
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,4,1,2,14
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,10,10,7,3,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,2,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,38,25,3,2,68
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,16,14,1,1,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,6,1,1,11
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,6,8,8,29
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,32,25,6,1,64
CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,1,0,0,1
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,17,8,1,2,28
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,3,1,1,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,3,1,4,8
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,15,23,5,6,49
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,3,1,3,10
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,13,16,17,9,55
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,1,1,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,10,4,3,4,21
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,17,22,6,1,46
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,1,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,1,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,3,1,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,14,16,0,1,31
CHUMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,1,4,5,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,6,1,3,14
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,8,9,8,3,28
CLIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,17,8,4,1,30
COBIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,59,44,18,11,132
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,15,3,6,16,40
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,563,574,5,8,1150
COIPASA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,45,38,0,2,85
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,8,7,2,2,19
COLLANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,3,2,1,7
COLOMI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,18,14,6,1,39
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,6,1,1,8
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,12,20,20,14,66
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,4,2,0,13
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,10,16,6,11,43
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,2,1,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,18,23,0,3,44
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,0,1,1,2
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,17,16,18,17,68
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,2,5,3,16
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,12,10,2,0,24
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,2,2,0,1,5
COROICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,3,3,6,18
CORQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,1,2,4
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,8,10,3,5,26
COTOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,61,57,9,9,136
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,19,11,13,5,48
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,1,0,2
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,2,0,4,6
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,10,7,3,23
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,4,1,6
CURVA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,1,0,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,4,0,0,5
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,561,549,146,105,1361
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,2,0,0,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,5,4,0,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,6,1,2,13
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,24,23,8,12,67
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,2,2,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,6,5,6,23
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,53,43,0,5,101
ESCARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,1,0,0,5
ESMERALDA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,0,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,1,0,0,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,0,1,2,3
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,2,1,1,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,19,6,1,3,29
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,2,5,5,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,12,13,0,0,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,2,2,1,11
GUANAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,5,4,2,17
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,2,4,2,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,28,28,5,2,63
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,12,11,2,5,30
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,8,2,0,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,1,2,0,4
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,1,0,2
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,5,3,7,20
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,2,2,3,11
HUARINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,4,4,4,15
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,1,2,0,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,1,0,2
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,1,1,2,5
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,4,2,1,10
ICLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,2,1,3,10
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,8,6,4,2,20
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,7,3,11,26
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,7,0,3,14
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,4,5,3,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,3,0,1,9
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,41,30,3,4,78
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,113,100,10,5,228
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,525,504,12,12,1053
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,2,2,6,15
LAJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,13,16,0,2,31
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,1,0,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,0,1,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,17,18,23,27,85
LLICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,2,1,0,1,4
LORETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,2,0,3
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,4,3,0,14
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,1,0,0,2
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,5,2,0,12
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,11,10,3,2,26
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,14,2,0,22
MALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,1,3,3,8
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,21,13,0,1,35
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,11,10,3,2,26
MINEROS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,21,11,5,4,41
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,11,14,5,5,35
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,5,3,0,12
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,4,3,0,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,17,16,0,2,35
MONTERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,108,131,9,6,254
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,2,0,0,5
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,2,1,5,7,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,1,6,2,10
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,2,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,1,2,3,6
OCURI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,4,8,5,18
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,9,2,6,21
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,4,3,4,12
ORURO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,228,251,17,20,516
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,17,11,2,0,30
PADILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,8,6,0,1,15
PAILON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,11,16,21,4,52
PALCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,11,7,2,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,14,15,3,5,37
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,2,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,9,1,1,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,1,0,1,5
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,0,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,16,13,9,2,40
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,2,4,2,0,8
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,4,4,4,17
POCOATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,8,3,10,6,27
POCONA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,14,10,5,4,33
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,14,10,2,3,29
POOPO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,4,5,0,1,10
PORCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,8,5,5,24
POROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,6,6,2,17
PORONGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,6,8,5,2,21
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,20,19,2,6,47
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,3,8,4,22
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,153,164,29,29,375
PRESTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,3,3,1,8
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,22,19,9,8,58
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,2,7,0,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,6,9,8,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,2,1,1,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,0,3,2,4,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,7,12,17,7,43
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,3,2,2,1,8
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,10,7,10,6,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,52,59,0,3,114
PUNA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,5,4,7,4,20
PUNATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-04-01,12,24,3,5,44
