,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,4,1,6,15
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,1,0,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,27,21,8,7,63
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,2,1,1,9
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,13,21,9,11,54
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,0,0,1,3
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,10,4,4,2,20
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,19,20,3,3,45
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,2,0,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,0,4,3,10
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,18,20,2,0,40
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,4,1,4,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,7,1,3,1,12
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,10,4,8,3,25
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,15,14,3,2,34
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,58,56,11,13,138
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,7,8,11,30
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,648,614,11,10,1283
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,1,1,2,4
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,32,41,1,0,74
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,7,0,1,14
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,1,3,2,11
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,21,23,0,1,45
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,3,1,3,13
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,13,17,12,6,48
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,4,0,2,11
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,12,13,11,42
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,1,0,0,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,16,9,0,2,27
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,5,0,2,8
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,16,17,13,15,61
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,4,7,6,22
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,14,16,2,0,32
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,2,2,2,8
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,11,4,10,34
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,2,1,0,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,16,12,2,1,31
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,58,65,7,17,147
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,18,14,10,7,49
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,0,1,1,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,0,6,1,10
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,5,1,3,17
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,1,0,0,5
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,1,2,3,8
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,4,6,0,11
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,686,661,146,140,1633
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,1,0,0,1
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,15,9,1,1,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,5,3,2,12
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,32,24,6,6,68
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,5,0,0,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,15,10,3,8,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,51,35,2,7,95
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,2,1,1,6
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,2,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,2,3,6
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,6,0,0,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,13,1,1,24
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,8,3,3,19
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,14,23,2,1,40
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,6,5,4,18
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,7,8,5,25
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,1,0,0,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,54,36,1,0,91
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,12,7,6,4,29
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,5,3,2,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,4,0,5
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,2,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,28,18,12,6,64
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,4,0,2,12
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,3,4,1,11
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,0,2,0,6
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,8,2,1,15
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,6,1,2,13
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,3,2,1,7
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,3,2,7,20
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,11,9,8,9,37
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,12,6,2,29
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,6,11,10,33
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,11,4,2,25
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,41,23,3,4,71
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,100,108,18,6,232
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,612,583,15,11,1221
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,2,4,4,15
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,9,5,6,29
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,3,0,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,2,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,31,24,24,24,103
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,1,0,1,2
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,3,3,7
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,11,3,2,24
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,0,2,1,6
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,4,2,3,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,11,2,4,25
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,9,1,0,18
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,0,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,14,16,0,2,32
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,7,5,7,25
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,21,17,2,2,42
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,14,12,4,3,33
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,6,6,1,19
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,1,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,3,0,0,7
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,13,13,2,1,29
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,141,112,4,5,262
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,3,1,0,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,7,3,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,0,0,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,0,0,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,4,4,4,18
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,5,1,5,16
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,3,2,1,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,239,263,15,16,533
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,15,10,4,1,30
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,10,6,0,0,16
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,23,20,14,6,63
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,10,12,8,38
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,21,23,7,4,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,0,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,6,2,2,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,2,0,1,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,1,1,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,20,17,3,7,47
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,3,0,0,6
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,5,3,2,11
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,6,5,5,24
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,7,8,1,1,17
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,7,4,0,20
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,3,0,0,8
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,12,12,3,4,31
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,5,4,5,19
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,12,5,6,32
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,20,13,2,0,35
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,6,5,6,18
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,160,191,35,20,406
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,0,3,5
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,19,20,11,8,58
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,2,1,1,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,6,11,14,36
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,6,4,5,18
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,2,0,3,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,11,9,10,7,37
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,10,11,0,3,24
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,14,10,2,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,64,60,2,1,127
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,3,5,4,16
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,15,20,9,5,49
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,0,0,2
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,66,82,25,26,199
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,3,0,1,7
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,8,3,1,18
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,6,10,6,31
REYES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,7,4,6,8,25
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,122,104,7,11,244
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,11,11,5,2,29
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,12,13,3,4,32
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,6,1,0,10
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,108,116,14,15,253
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,2,0,3
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,10,7,5,4,26
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,1,1,0,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,2,5,6,16
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,2,1,0,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,14,10,4,5,33
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,1,2,0,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,1,0,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,1,1,1,6
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,5,0,0,10
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,37,48,8,7,100
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,6,3,6,19
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,22,28,8,8,66
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,17,23,3,4,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,47,54,14,14,129
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,0,4,3,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,19,12,2,3,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,5,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,12,10,50,39,111
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,10,4,1,1,16
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,48,45,10,8,111
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,4,9,11,25
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,13,14,1,1,29
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,11,15,15,9,50
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,7,15,2,5,29
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,11,10,5,1,27
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,0,2,4
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,12,10,2,1,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,13,14,13,19,59
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,5,0,1,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,2,2,1,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,6,0,2,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,3,3,0,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,8,10,2,0,20
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,12,17,0,2,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1553,1435,13,12,3013
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,13,1,1,24
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,13,8,3,3,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,1,1,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,2,1,2,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,5,2,2,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,2,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,6,1,0,16
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,0,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,4,1,3,14
SENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,11,0,0,16
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,22,11,4,0,37
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,19,15,8,12,54
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,0,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,37,34,2,0,73
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,1,1,2,7
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,13,2,3,22
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,13,12,16,10,51
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,260,247,5,4,516
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,0,1,1,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,7,4,3,1,15
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,7,4,13
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,2,1,0,12
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,3,0,0,4
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,16,9,4,8,37
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,6,4,2,21
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,5,0,0,9
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,2,0,0,6
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,191,169,8,16,384
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,6,3,9,27
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,3,4,3,19
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,9,7,2,1,19
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,2,0,13,8,23
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,4,5,1,11
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,36,37,14,14,101
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,8,8,6,27
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,0,1,1,2
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,4,5,1,2,12
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,0,1,1,2
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,3,3,0,12
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,5,2,1,9
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,3,3,4,16
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,6,5,2,2,15
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,3,4,9,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,11,9,4,1,25
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,3,6,0,0,9
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,0,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,125,115,10,8,258
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,30,34,5,6,75
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,1,1,0,1,3
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2018-04-01,5,7,4,4,20
