,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,5,4,2,4,15
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,9,7,2,1,19
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,8,7,1,0,16
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,3,2,13,7,25
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,1,4,2,1,8
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,41,38,9,8,96
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,0,4,9,7,20
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,0,0,0,2,2
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,4,4,0,2,10
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,4,1,1,0,6
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,0,5,0,1,6
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,5,3,2,3,13
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,7,6,1,2,16
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,6,4,5,3,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,8,7,6,0,21
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,4,2,0,0,6
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,0,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,105,119,0,0,224
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,22,37,5,4,68
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,1,1,0,0,2
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,3,3,2,0,8
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,13,12,6,2,33
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,6,14,1,1,22
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,7,7,0,2,16
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,19,27,1,2,49
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,3,1,1,1,6
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,6,9,0,0,15
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,34,52,11,7,104
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,3,2,2,2,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,4,5,2,3,14
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,28,24,6,1,59
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,0,1,1,2,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,2,3,0,1,6
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,1,6,0,3,10
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,73,69,7,7,156
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,5,6,0,1,12
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,28,20,1,3,52
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,37,42,8,3,90
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,5,5,0,1,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,2,1,0,0,3
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,86,121,3,4,214
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,5,3,0,0,8
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,71,53,2,3,129
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,1,2,0,0,3
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,1,5,0,0,6
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,39,29,7,5,80
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,7,5,1,1,14
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,3,3,1,3,10
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,3,2,3,4,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-02-01,3,0,1,4,8
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,5,1,0,9
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,17,15,7,11,50
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,16,9,0,0,25
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,12,14,7,4,37
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,1,2,3,6
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,3,0,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,11,3,2,25
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,8,6,1,2,17
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,3,2,2,9
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,1,2,1,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,2,1,1,5
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,7,9,3,3,22
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,1,3,6,10
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,3,1,1,10
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,13,7,12,2,34
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,5,2,0,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,34,25,4,2,65
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,16,12,1,2,31
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,1,1,3,7
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,3,0,1,6
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,1,2,0,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,12,4,5,30
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,3,4,5,12
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,13,8,3,4,28
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,4,0,0,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,1,0,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,0,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,2,0,0,3
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,29,24,5,3,61
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,18,15,3,7,43
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,3,2,4,11
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,1,0,0,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,2,1,0,6
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,13,10,0,4,27
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,23,21,15,11,70
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,3,5,1,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,10,0,0,19
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,14,5,0,1,20
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,1,0,1,2
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,7,5,2,2,16
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,7,8,1,1,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,0,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,34,25,0,1,60
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,13,10,1,3,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,8,1,1,15
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,12,10,6,2,30
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,40,40,7,2,89
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,7,11,1,0,19
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,4,1,1,7
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,9,1,0,15
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,1,0,1,3
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,1,0,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,23,21,2,8,54
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,3,2,0,9
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,22,22,26,34,104
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,1,0,1,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,7,5,4,21
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,25,17,5,7,54
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,1,0,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,6,2,2,14
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,15,16,0,2,33
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,3,0,2,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,6,2,2,13
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,6,3,4,1,14
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,18,7,3,8,36
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,47,46,8,9,110
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,8,7,9,8,32
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,733,692,15,23,1463
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,0,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,28,35,0,2,65
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,8,5,2,1,16
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,4,0,0,5
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,20,19,1,2,42
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,5,3,1,12
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,11,19,11,14,55
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,12,5,0,0,17
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,9,11,12,41
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,12,23,1,1,37
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,2,2,1,5
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,22,21,5,3,51
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,15,7,4,3,29
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,24,16,0,0,40
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,3,3,2,13
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,7,9,5,2,23
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,5,2,3,13
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,11,7,3,3,24
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,68,78,1,1,148
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,23,18,6,4,51
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,0,0,1,4
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,5,1,2,8
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,9,3,7,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,2,1,0,4
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,0,2,0,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,8,6,0,0,14
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,714,760,188,153,1815
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,1,1,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,5,2,1,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,1,1,0,5
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,32,44,6,11,93
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,5,1,0,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,14,11,6,3,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,34,42,1,0,77
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,0,0,0,4
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,1,0,2,5
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,1,2,1,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,0,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,0,1,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,12,4,1,2,19
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,3,2,6,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,11,12,0,0,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,3,3,1,11
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,13,11,10,3,37
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,7,0,1,1,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,38,37,3,1,79
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,14,10,1,2,27
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,4,6,4,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,0,2,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,12,5,5,31
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,4,0,1,10
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,1,2,3,9
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,1,0,1,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,2,0,0,5
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,1,2,1,6
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,4,1,1,6
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,4,2,3,13
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,8,2,1,12
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,3,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,10,4,4,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,8,10,2,0,20
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,8,0,3,20
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,6,3,1,14
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,47,40,3,2,92
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,137,116,5,1,259
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,631,610,10,8,1259
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,1,3,2,8
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,11,18,0,1,30
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,1,0,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,2,0,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,19,22,14,25,80
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,1,1,0,3
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,1,4,2,7
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,8,5,1,5,19
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,3,1,0,5
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,4,1,1,11
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,9,0,0,18
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,18,10,0,0,28
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,0,1,3,5
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,21,13,0,1,35
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,6,2,4,21
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,18,20,1,0,39
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,12,21,4,2,39
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,3,4,3,13
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,1,0,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,3,3,2,10
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,24,12,2,2,40
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,147,116,5,3,271
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,3,0,0,5
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,3,6,7,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,0,2,3,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,2,2,2,6
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,7,8,2,4,21
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,12,6,0,1,19
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,7,0,1,8
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,294,306,17,13,630
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,6,2,0,13
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,12,3,2,1,18
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,24,26,50,55,155
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,17,13,1,5,36
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,23,13,4,2,42
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,3,2,3,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,7,3,1,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,1,4,2,11
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,3,1,0,5
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,10,18,2,0,30
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,3,0,1,7
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,5,2,0,10
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,9,4,17,13,43
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,4,8,5,2,19
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,7,7,1,1,16
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,6,2,3,1,12
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,13,16,1,2,32
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,10,4,4,5,23
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,8,4,2,0,14
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,19,13,0,0,32
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,8,3,8,4,23
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,4,0,1,6
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,192,211,44,35,482
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,2,2,2,11
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,0,1,1,0,2
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,13,13,9,8,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,2,2,2,7
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,3,6,5,5,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,2,3,4,4,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,1,4,4,1,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,5,11,1,3,20
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-03-01,11,15,1,2,29
