municipality,group,variable,month,Restauraciones,TOTAL
PADILLA,consultas odontologicas,restauraciones,2005-04-01,55,55
PAILON,consultas odontologicas,restauraciones,2005-04-01,22,22
PALCA,consultas odontologicas,restauraciones,2005-04-01,2,2
PALOS BLANCOS,consultas odontologicas,restauraciones,2005-04-01,19,19
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2005-04-01,15,15
PAMPA GRANDE,consultas odontologicas,restauraciones,2005-04-01,2,2
PAPEL PAMPA,consultas odontologicas,restauraciones,2005-04-01,6,6
PATACAMAYA,consultas odontologicas,restauraciones,2005-04-01,4,4
PAZÑA,consultas odontologicas,restauraciones,2005-04-01,16,16
PELECHUCO,consultas odontologicas,restauraciones,2005-04-01,4,4
POCOATA,consultas odontologicas,restauraciones,2005-04-01,8,8
POCONA,consultas odontologicas,restauraciones,2005-04-01,36,36
POJO (CBBA),consultas odontologicas,restauraciones,2005-04-01,67,67
POOPO,consultas odontologicas,restauraciones,2005-04-01,14,14
PORCO,consultas odontologicas,restauraciones,2005-04-01,6,6
PORVENIR,consultas odontologicas,restauraciones,2005-04-01,5,5
POSTRER VALLE,consultas odontologicas,restauraciones,2005-04-01,73,73
POTOSI,consultas odontologicas,restauraciones,2005-04-01,397,397
PRESTO,consultas odontologicas,restauraciones,2005-04-01,27,27
PUCARA,consultas odontologicas,restauraciones,2005-04-01,7,7
PUCARANI,consultas odontologicas,restauraciones,2005-04-01,14,14
PUERTO ACOSTA,consultas odontologicas,restauraciones,2005-04-01,37,37
PUERTO CARABUCO,consultas odontologicas,restauraciones,2005-04-01,18,18
PUERTO GONZALO MORENO,consultas odontologicas,restauraciones,2005-04-01,17,17
PUERTO PEREZ,consultas odontologicas,restauraciones,2005-04-01,1,1
PUERTO RICO,consultas odontologicas,restauraciones,2005-04-01,37,37
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2005-04-01,308,308
PUNA,consultas odontologicas,restauraciones,2005-04-01,75,75
PUNATA,consultas odontologicas,restauraciones,2005-04-01,161,161
QUILLACOLLO,consultas odontologicas,restauraciones,2005-04-01,335,335
QUIME,consultas odontologicas,restauraciones,2005-04-01,25,25
QUIRUSILLAS,consultas odontologicas,restauraciones,2005-04-01,9,9
RAVELO,consultas odontologicas,restauraciones,2005-04-01,65,65
RIBERALTA,consultas odontologicas,restauraciones,2005-04-01,29,29
ROBORE,consultas odontologicas,restauraciones,2005-04-01,74,74
SACABA,consultas odontologicas,restauraciones,2005-04-01,547,547
SACACA,consultas odontologicas,restauraciones,2005-04-01,48,48
SAIPINA,consultas odontologicas,restauraciones,2005-04-01,3,3
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2005-04-01,7,7
SAMAIPATA,consultas odontologicas,restauraciones,2005-04-01,191,191
SAN AGUSTIN,consultas odontologicas,restauraciones,2005-04-01,2,2
SAN ANTONIO DE LOMERIO,consultas odontologicas,restauraciones,2005-04-01,8,8
SAN BENITO,consultas odontologicas,restauraciones,2005-04-01,116,116
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2005-04-01,53,53
SAN IGNACIO,consultas odontologicas,restauraciones,2005-04-01,136,136
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2005-04-01,252,252
SAN JAVIER(STC),consultas odontologicas,restauraciones,2005-04-01,4,4
SAN JOAQUIN,consultas odontologicas,restauraciones,2005-04-01,48,48
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2005-04-01,66,66
SAN JULIAN,consultas odontologicas,restauraciones,2005-04-01,168,168
SAN LORENZO(PND),consultas odontologicas,restauraciones,2005-04-01,15,15
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2005-04-01,76,76
SAN LUCAS,consultas odontologicas,restauraciones,2005-04-01,47,47
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2005-04-01,165,165
SAN PEDRO,consultas odontologicas,restauraciones,2005-04-01,21,21
SAN PEDRO DE TIQUINA,consultas odontologicas,restauraciones,2005-04-01,12,12
SAN PEDRO(PND),consultas odontologicas,restauraciones,2005-04-01,14,14
SAN RAFAEL,consultas odontologicas,restauraciones,2005-04-01,74,74
SAN RAMON,consultas odontologicas,restauraciones,2005-04-01,30,30
SAN RAMON,consultas odontologicas,restauraciones,2005-04-01,32,32
SANTA ANA,consultas odontologicas,restauraciones,2005-04-01,23,23
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2005-04-01,1642,1642
SANTIAGO DE CALLAPA,consultas odontologicas,restauraciones,2005-04-01,2,2
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2005-04-01,50,50
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2005-04-01,20,20
SANTIVAÑES,consultas odontologicas,restauraciones,2005-04-01,6,6
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2005-04-01,6,6
SAPAHAQUI,consultas odontologicas,restauraciones,2005-04-01,12,12
SENA,consultas odontologicas,restauraciones,2005-04-01,4,4
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2005-04-01,1,1
SIPE SIPE,consultas odontologicas,restauraciones,2005-04-01,187,187
SOPACHUY,consultas odontologicas,restauraciones,2005-04-01,31,31
SORACACHI,consultas odontologicas,restauraciones,2005-04-01,1,1
SORATA,consultas odontologicas,restauraciones,2005-04-01,24,24
SUCRE,consultas odontologicas,restauraciones,2005-04-01,112,112
TACACOMA,consultas odontologicas,restauraciones,2005-04-01,14,14
TACOPAYA,consultas odontologicas,restauraciones,2005-04-01,17,17
TAPACARI,consultas odontologicas,restauraciones,2005-04-01,13,13
TARABUCO,consultas odontologicas,restauraciones,2005-04-01,38,38
TARACO,consultas odontologicas,restauraciones,2005-04-01,15,15
TARIJA,consultas odontologicas,restauraciones,2005-04-01,691,691
TARVITA,consultas odontologicas,restauraciones,2005-04-01,3,3
TEOPONTE,consultas odontologicas,restauraciones,2005-04-01,21,21
TIAWANACU,consultas odontologicas,restauraciones,2005-04-01,50,50
TINGUIPAYA,consultas odontologicas,restauraciones,2005-04-01,15,15
TIPUANI,consultas odontologicas,restauraciones,2005-04-01,19,19
TIQUIPAYA,consultas odontologicas,restauraciones,2005-04-01,237,237
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2005-04-01,249,249
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,restauraciones,2005-04-01,17,17
TOLEDO,consultas odontologicas,restauraciones,2005-04-01,66,66
TOMAVE,consultas odontologicas,restauraciones,2005-04-01,1,1
TOMINA,consultas odontologicas,restauraciones,2005-04-01,94,94
TORO TORO,consultas odontologicas,restauraciones,2005-04-01,21,21
TOTORA(CBBA),consultas odontologicas,restauraciones,2005-04-01,91,91
TRIGAL,consultas odontologicas,restauraciones,2005-04-01,63,63
TRINIDAD,consultas odontologicas,restauraciones,2005-04-01,144,144
TURCO,consultas odontologicas,restauraciones,2005-04-01,7,7
UNCIA,consultas odontologicas,restauraciones,2005-04-01,228,228
UYUNI,consultas odontologicas,restauraciones,2005-04-01,89,89
VACAS,consultas odontologicas,restauraciones,2005-04-01,19,19
VALLEGRANDE,consultas odontologicas,restauraciones,2005-04-01,111,111
VIACHA,consultas odontologicas,restauraciones,2005-04-01,276,276
VILA VILA,consultas odontologicas,restauraciones,2005-04-01,4,4
VILLA MONTES,consultas odontologicas,restauraciones,2005-04-01,68,68
VILLA RIVERO,consultas odontologicas,restauraciones,2005-04-01,29,29
VILLA SERRANO,consultas odontologicas,restauraciones,2005-04-01,103,103
VILLA TUNARI,consultas odontologicas,restauraciones,2005-04-01,345,345
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2005-04-01,64,64
VINTO,consultas odontologicas,restauraciones,2005-04-01,90,90
YACUIBA,consultas odontologicas,restauraciones,2005-04-01,188,188
YAMPARAEZ,consultas odontologicas,restauraciones,2005-04-01,35,35
YANACACHI,consultas odontologicas,restauraciones,2005-04-01,13,13
YOTALA,consultas odontologicas,restauraciones,2005-04-01,36,36
YUNCHARA,consultas odontologicas,restauraciones,2005-04-01,7,7
ZUDAÑEZ,consultas odontologicas,restauraciones,2005-04-01,20,20
ACACIO,consultas odontologicas,restauraciones,2005-05-01,3,3
ACHACACHI,consultas odontologicas,restauraciones,2005-05-01,85,85
ACHOCALLA,consultas odontologicas,restauraciones,2005-05-01,12,12
AIQUILE,consultas odontologicas,restauraciones,2005-05-01,73,73
ALALAY,consultas odontologicas,restauraciones,2005-05-01,33,33
ANCORAIMES,consultas odontologicas,restauraciones,2005-05-01,27,27
APOLO,consultas odontologicas,restauraciones,2005-05-01,19,19
ARAMPAMPA,consultas odontologicas,restauraciones,2005-05-01,15,15
ARANI,consultas odontologicas,restauraciones,2005-05-01,37,37
ARQUE,consultas odontologicas,restauraciones,2005-05-01,57,57
ATOCHA,consultas odontologicas,restauraciones,2005-05-01,249,249
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2005-05-01,110,110
AZURDUY,consultas odontologicas,restauraciones,2005-05-01,18,18
BAURES,consultas odontologicas,restauraciones,2005-05-01,41,41
BELLA FLOR,consultas odontologicas,restauraciones,2005-05-01,8,8
BERMEJO,consultas odontologicas,restauraciones,2005-05-01,72,72
BETANZOS,consultas odontologicas,restauraciones,2005-05-01,15,15
BOLIVAR,consultas odontologicas,restauraciones,2005-05-01,28,28
BOYUIBE,consultas odontologicas,restauraciones,2005-05-01,28,28
CABEZAS,consultas odontologicas,restauraciones,2005-05-01,47,47
"CAIZA ""D""",consultas odontologicas,restauraciones,2005-05-01,3,3
CALACOTO,consultas odontologicas,restauraciones,2005-05-01,7,7
CALAMARCA,consultas odontologicas,restauraciones,2005-05-01,18,18
CAMARGO,consultas odontologicas,restauraciones,2005-05-01,118,118
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2005-05-01,35,35
CAMIRI,consultas odontologicas,restauraciones,2005-05-01,357,357
CAPINOTA,consultas odontologicas,restauraciones,2005-05-01,24,24
CAQUIAVIRI,consultas odontologicas,restauraciones,2005-05-01,16,16
CARACOLLO,consultas odontologicas,restauraciones,2005-05-01,35,35
CARANAVI,consultas odontologicas,restauraciones,2005-05-01,56,56
CARAPARI,consultas odontologicas,restauraciones,2005-05-01,19,19
CHALLAPATA,consultas odontologicas,restauraciones,2005-05-01,27,27
CHAQUI,consultas odontologicas,restauraciones,2005-05-01,12,12
CHARAGUA,consultas odontologicas,restauraciones,2005-05-01,36,36
CHAYANTA,consultas odontologicas,restauraciones,2005-05-01,24,24
CHIMORE,consultas odontologicas,restauraciones,2005-05-01,79,79
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2005-05-01,58,58
CHUMA,consultas odontologicas,restauraciones,2005-05-01,11,11
COBIJA,consultas odontologicas,restauraciones,2005-05-01,173,173
COCHABAMBA,consultas odontologicas,restauraciones,2005-05-01,3718,3718
COLCAPIRHUA,consultas odontologicas,restauraciones,2005-05-01,38,38
"COLCHA ""K""",consultas odontologicas,restauraciones,2005-05-01,9,9
COLOMI,consultas odontologicas,restauraciones,2005-05-01,461,461
COLPA BELGICA,consultas odontologicas,restauraciones,2005-05-01,2,2
COLQUECHACA,consultas odontologicas,restauraciones,2005-05-01,15,15
COLQUIRI,consultas odontologicas,restauraciones,2005-05-01,71,71
COMARAPA,consultas odontologicas,restauraciones,2005-05-01,196,196
CONCEPCION,consultas odontologicas,restauraciones,2005-05-01,35,35
COPACABANA,consultas odontologicas,restauraciones,2005-05-01,33,33
CORIPATA,consultas odontologicas,restauraciones,2005-05-01,28,28
CORO CORO,consultas odontologicas,restauraciones,2005-05-01,14,14
COROICO,consultas odontologicas,restauraciones,2005-05-01,135,135
CORQUE,consultas odontologicas,restauraciones,2005-05-01,23,23
COTAGAITA,consultas odontologicas,restauraciones,2005-05-01,52,52
CUATRO CAÑADAS,consultas odontologicas,restauraciones,2005-05-01,8,8
CUEVO,consultas odontologicas,restauraciones,2005-05-01,1,1
CULPINA,consultas odontologicas,restauraciones,2005-05-01,73,73
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2005-05-01,25,25
DESAGUADERO,consultas odontologicas,restauraciones,2005-05-01,14,14
EL ALTO,consultas odontologicas,restauraciones,2005-05-01,7489,7489
EL PUENTE(TJA),consultas odontologicas,restauraciones,2005-05-01,13,13
EL VILLAR,consultas odontologicas,restauraciones,2005-05-01,10,10
ENTRE RIOS,consultas odontologicas,restauraciones,2005-05-01,68,68
ENTRE RIOS,consultas odontologicas,restauraciones,2005-05-01,32,32
EUCALIPTUS,consultas odontologicas,restauraciones,2005-05-01,26,26
EXALTACION,consultas odontologicas,restauraciones,2005-05-01,17,17
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2005-05-01,81,81
FILADELFIA,consultas odontologicas,restauraciones,2005-05-01,184,184
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2005-05-01,53,53
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,restauraciones,2005-05-01,42,42
GUANAY,consultas odontologicas,restauraciones,2005-05-01,17,17
GUAQUI,consultas odontologicas,restauraciones,2005-05-01,58,58
GUAYARAMERIN,consultas odontologicas,restauraciones,2005-05-01,173,173
GUTIERREZ,consultas odontologicas,restauraciones,2005-05-01,35,35
HUACARETA,consultas odontologicas,restauraciones,2005-05-01,36,36
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,restauraciones,2005-05-01,7,7
HUACHACALLA,consultas odontologicas,restauraciones,2005-05-01,16,16
HUANUNI,consultas odontologicas,restauraciones,2005-05-01,5,5
HUAYLLAMARCA,consultas odontologicas,restauraciones,2005-05-01,18,18
ICLA,consultas odontologicas,restauraciones,2005-05-01,55,55
INCAHUASI,consultas odontologicas,restauraciones,2005-05-01,34,34
INQUISIVI,consultas odontologicas,restauraciones,2005-05-01,30,30
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2005-05-01,71,71
IXIAMAS,consultas odontologicas,restauraciones,2005-05-01,9,9
JESUS DE MACHACA,consultas odontologicas,restauraciones,2005-05-01,2,2
LA ASUNTA,consultas odontologicas,restauraciones,2005-05-01,118,118
LA PAZ,consultas odontologicas,restauraciones,2005-05-01,10240,10240
LAGUNILLAS,consultas odontologicas,restauraciones,2005-05-01,17,17
LAJA,consultas odontologicas,restauraciones,2005-05-01,13,13
LICOMA PAMPA,consultas odontologicas,restauraciones,2005-05-01,8,8
LLALLAGUA,consultas odontologicas,restauraciones,2005-05-01,94,94
LLICA,consultas odontologicas,restauraciones,2005-05-01,24,24
MACHACAMARCA,consultas odontologicas,restauraciones,2005-05-01,24,24
MAGDALENA,consultas odontologicas,restauraciones,2005-05-01,16,16
MAIRANA,consultas odontologicas,restauraciones,2005-05-01,70,70
MAPIRI,consultas odontologicas,restauraciones,2005-05-01,109,109
MECAPACA,consultas odontologicas,restauraciones,2005-05-01,1,1
MINEROS,consultas odontologicas,restauraciones,2005-05-01,9,9
MIZQUE,consultas odontologicas,restauraciones,2005-05-01,34,34
MOCOMOCO,consultas odontologicas,restauraciones,2005-05-01,18,18
MOJOCOYA,consultas odontologicas,restauraciones,2005-05-01,14,14
MONTEAGUDO,consultas odontologicas,restauraciones,2005-05-01,82,82
MONTERO,consultas odontologicas,restauraciones,2005-05-01,357,357
MOROCHATA,consultas odontologicas,restauraciones,2005-05-01,15,15
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,restauraciones,2005-05-01,23,23
OCURI,consultas odontologicas,restauraciones,2005-05-01,10,10
ORURO,consultas odontologicas,restauraciones,2005-05-01,2060,2060
PADILLA,consultas odontologicas,restauraciones,2005-05-01,63,63
PALCA,consultas odontologicas,restauraciones,2005-05-01,4,4
PALOS BLANCOS,consultas odontologicas,restauraciones,2005-05-01,17,17
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2005-05-01,12,12
PAMPA GRANDE,consultas odontologicas,restauraciones,2005-05-01,11,11
PAPEL PAMPA,consultas odontologicas,restauraciones,2005-05-01,14,14
PATACAMAYA,consultas odontologicas,restauraciones,2005-05-01,11,11
PAZÑA,consultas odontologicas,restauraciones,2005-05-01,5,5
POCOATA,consultas odontologicas,restauraciones,2005-05-01,26,26
POCONA,consultas odontologicas,restauraciones,2005-05-01,13,13
POJO (CBBA),consultas odontologicas,restauraciones,2005-05-01,91,91
POOPO,consultas odontologicas,restauraciones,2005-05-01,25,25
POROMA,consultas odontologicas,restauraciones,2005-05-01,44,44
PORVENIR,consultas odontologicas,restauraciones,2005-05-01,16,16
POSTRER VALLE,consultas odontologicas,restauraciones,2005-05-01,97,97
POTOSI,consultas odontologicas,restauraciones,2005-05-01,234,234
PRESTO,consultas odontologicas,restauraciones,2005-05-01,30,30
PUCARANI,consultas odontologicas,restauraciones,2005-05-01,26,26
PUERTO ACOSTA,consultas odontologicas,restauraciones,2005-05-01,127,127
PUERTO CARABUCO,consultas odontologicas,restauraciones,2005-05-01,77,77
PUERTO RICO,consultas odontologicas,restauraciones,2005-05-01,18,18
PUERTO SILES,consultas odontologicas,restauraciones,2005-05-01,49,49
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2005-05-01,244,244
PUNA,consultas odontologicas,restauraciones,2005-05-01,114,114
PUNATA,consultas odontologicas,restauraciones,2005-05-01,95,95
QUILLACOLLO,consultas odontologicas,restauraciones,2005-05-01,372,372
QUIRUSILLAS,consultas odontologicas,restauraciones,2005-05-01,18,18
RAVELO,consultas odontologicas,restauraciones,2005-05-01,76,76
RIBERALTA,consultas odontologicas,restauraciones,2005-05-01,232,232
ROBORE,consultas odontologicas,restauraciones,2005-05-01,110,110
SACABA,consultas odontologicas,restauraciones,2005-05-01,460,460
SACABAMBA,consultas odontologicas,restauraciones,2005-05-01,23,23
SACACA,consultas odontologicas,restauraciones,2005-05-01,11,11
SAIPINA,consultas odontologicas,restauraciones,2005-05-01,21,21
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2005-05-01,34,34
SAMAIPATA,consultas odontologicas,restauraciones,2005-05-01,188,188
SAN BENITO,consultas odontologicas,restauraciones,2005-05-01,114,114
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2005-05-01,58,58
SAN IGNACIO,consultas odontologicas,restauraciones,2005-05-01,139,139
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2005-05-01,95,95
SAN JAVIER(STC),consultas odontologicas,restauraciones,2005-05-01,29,29
SAN JOAQUIN,consultas odontologicas,restauraciones,2005-05-01,50,50
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2005-05-01,76,76
SAN JULIAN,consultas odontologicas,restauraciones,2005-05-01,125,125
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2005-05-01,65,65
SAN LUCAS,consultas odontologicas,restauraciones,2005-05-01,43,43
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2005-05-01,98,98
SAN PEDRO,consultas odontologicas,restauraciones,2005-05-01,39,39
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2005-05-01,8,8
SAN PEDRO DE TIQUINA,consultas odontologicas,restauraciones,2005-05-01,6,6
SAN RAFAEL,consultas odontologicas,restauraciones,2005-05-01,32,32
SAN RAMON,consultas odontologicas,restauraciones,2005-05-01,53,53
SAN RAMON,consultas odontologicas,restauraciones,2005-05-01,43,43
SANTA ANA,consultas odontologicas,restauraciones,2005-05-01,11,11
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2005-05-01,1921,1921
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2005-05-01,47,47
SANTIVAÑES,consultas odontologicas,restauraciones,2005-05-01,33,33
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2005-05-01,8,8
SENA,consultas odontologicas,restauraciones,2005-05-01,42,42
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2005-05-01,3,3
SIPE SIPE,consultas odontologicas,restauraciones,2005-05-01,445,445
SOPACHUY,consultas odontologicas,restauraciones,2005-05-01,32,32
SORACACHI,consultas odontologicas,restauraciones,2005-05-01,5,5
SORATA,consultas odontologicas,restauraciones,2005-05-01,19,19
SUCRE,consultas odontologicas,restauraciones,2005-05-01,1643,1643
TACACOMA,consultas odontologicas,restauraciones,2005-05-01,20,20
TAPACARI,consultas odontologicas,restauraciones,2005-05-01,17,17
TARABUCO,consultas odontologicas,restauraciones,2005-05-01,12,12
TARACO,consultas odontologicas,restauraciones,2005-05-01,12,12
TARATA,consultas odontologicas,restauraciones,2005-05-01,44,44
TARIJA,consultas odontologicas,restauraciones,2005-05-01,603,603
TARVITA,consultas odontologicas,restauraciones,2005-05-01,114,114
TEOPONTE,consultas odontologicas,restauraciones,2005-05-01,31,31
TIAWANACU,consultas odontologicas,restauraciones,2005-05-01,69,69
TINGUIPAYA,consultas odontologicas,restauraciones,2005-05-01,5,5
TIPUANI,consultas odontologicas,restauraciones,2005-05-01,15,15
TIQUIPAYA,consultas odontologicas,restauraciones,2005-05-01,221,221
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2005-05-01,310,310
TOLEDO,consultas odontologicas,restauraciones,2005-05-01,65,65
TOMAVE,consultas odontologicas,restauraciones,2005-05-01,3,3
TOMINA,consultas odontologicas,restauraciones,2005-05-01,66,66
TORO TORO,consultas odontologicas,restauraciones,2005-05-01,22,22
TOTORA(CBBA),consultas odontologicas,restauraciones,2005-05-01,81,81
TRIGAL,consultas odontologicas,restauraciones,2005-05-01,15,15
TRINIDAD,consultas odontologicas,restauraciones,2005-05-01,273,273
TUPIZA,consultas odontologicas,restauraciones,2005-05-01,33,33
UNCIA,consultas odontologicas,restauraciones,2005-05-01,255,255
URIONDO (A. CONCEPCION),consultas odontologicas,restauraciones,2005-05-01,15,15
UYUNI,consultas odontologicas,restauraciones,2005-05-01,18,18
VACAS,consultas odontologicas,restauraciones,2005-05-01,33,33
VALLEGRANDE,consultas odontologicas,restauraciones,2005-05-01,314,314
VIACHA,consultas odontologicas,restauraciones,2005-05-01,206,206
VILA VILA,consultas odontologicas,restauraciones,2005-05-01,22,22
VILLA MONTES,consultas odontologicas,restauraciones,2005-05-01,22,22
VILLA RIVERO,consultas odontologicas,restauraciones,2005-05-01,33,33
VILLA SERRANO,consultas odontologicas,restauraciones,2005-05-01,141,141
VILLA TUNARI,consultas odontologicas,restauraciones,2005-05-01,470,470
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2005-05-01,81,81
VINTO,consultas odontologicas,restauraciones,2005-05-01,84,84
YACO,consultas odontologicas,restauraciones,2005-05-01,9,9
YACUIBA,consultas odontologicas,restauraciones,2005-05-01,212,212
YAMPARAEZ,consultas odontologicas,restauraciones,2005-05-01,33,33
YANACACHI,consultas odontologicas,restauraciones,2005-05-01,6,6
YAPACANI,consultas odontologicas,restauraciones,2005-05-01,52,52
YOCALLA,consultas odontologicas,restauraciones,2005-05-01,1,1
ZUDAÑEZ,consultas odontologicas,restauraciones,2005-05-01,17,17
ACHACACHI,consultas odontologicas,restauraciones,2005-06-01,35,35
ACHOCALLA,consultas odontologicas,restauraciones,2005-06-01,6,6
AIQUILE,consultas odontologicas,restauraciones,2005-06-01,155,155
ALALAY,consultas odontologicas,restauraciones,2005-06-01,60,60
ALCALA,consultas odontologicas,restauraciones,2005-06-01,4,4
ANCORAIMES,consultas odontologicas,restauraciones,2005-06-01,36,36
ANDAMARCA,consultas odontologicas,restauraciones,2005-06-01,16,16
APOLO,consultas odontologicas,restauraciones,2005-06-01,1,1
ARAMPAMPA,consultas odontologicas,restauraciones,2005-06-01,19,19
ARANI,consultas odontologicas,restauraciones,2005-06-01,27,27
ARQUE,consultas odontologicas,restauraciones,2005-06-01,49,49
ASCENCION DE GUARAYOS,consultas odontologicas,restauraciones,2005-06-01,32,32
AUCAPATA,consultas odontologicas,restauraciones,2005-06-01,3,3
AYATA,consultas odontologicas,restauraciones,2005-06-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2005-06-01,125,125
AZURDUY,consultas odontologicas,restauraciones,2005-06-01,104,104
BELLA FLOR,consultas odontologicas,restauraciones,2005-06-01,5,5
BERMEJO,consultas odontologicas,restauraciones,2005-06-01,117,117
BETANZOS,consultas odontologicas,restauraciones,2005-06-01,12,12
BOLIVAR,consultas odontologicas,restauraciones,2005-06-01,18,18
BOYUIBE,consultas odontologicas,restauraciones,2005-06-01,35,35
BUENA VISTA,consultas odontologicas,restauraciones,2005-06-01,31,31
CABEZAS,consultas odontologicas,restauraciones,2005-06-01,3,3
"CAIZA ""D""",consultas odontologicas,restauraciones,2005-06-01,7,7
CALACOTO,consultas odontologicas,restauraciones,2005-06-01,19,19
CALAMARCA,consultas odontologicas,restauraciones,2005-06-01,23,23
CAMARGO,consultas odontologicas,restauraciones,2005-06-01,147,147
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2005-06-01,44,44
CAMIRI,consultas odontologicas,restauraciones,2005-06-01,418,418
CAPINOTA,consultas odontologicas,restauraciones,2005-06-01,41,41
CARACOLLO,consultas odontologicas,restauraciones,2005-06-01,24,24
CARANAVI,consultas odontologicas,restauraciones,2005-06-01,117,117
CARAPARI,consultas odontologicas,restauraciones,2005-06-01,38,38
CHALLAPATA,consultas odontologicas,restauraciones,2005-06-01,47,47
CHAQUI,consultas odontologicas,restauraciones,2005-06-01,4,4
CHARAGUA,consultas odontologicas,restauraciones,2005-06-01,23,23
CHAYANTA,consultas odontologicas,restauraciones,2005-06-01,8,8
CHIMORE,consultas odontologicas,restauraciones,2005-06-01,177,177
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2005-06-01,57,57
CHUMA,consultas odontologicas,restauraciones,2005-06-01,9,9
COBIJA,consultas odontologicas,restauraciones,2005-06-01,210,210
COCHABAMBA,consultas odontologicas,restauraciones,2005-06-01,3683,3683
COLCAPIRHUA,consultas odontologicas,restauraciones,2005-06-01,30,30
"COLCHA ""K""",consultas odontologicas,restauraciones,2005-06-01,4,4
COLOMI,consultas odontologicas,restauraciones,2005-06-01,701,701
COLQUECHACA,consultas odontologicas,restauraciones,2005-06-01,14,14
COLQUIRI,consultas odontologicas,restauraciones,2005-06-01,83,83
COMARAPA,consultas odontologicas,restauraciones,2005-06-01,282,282
CONCEPCION,consultas odontologicas,restauraciones,2005-06-01,25,25
COPACABANA,consultas odontologicas,restauraciones,2005-06-01,58,58
CORIPATA,consultas odontologicas,restauraciones,2005-06-01,27,27
CORO CORO,consultas odontologicas,restauraciones,2005-06-01,10,10
COROICO,consultas odontologicas,restauraciones,2005-06-01,189,189
CORQUE,consultas odontologicas,restauraciones,2005-06-01,6,6
COTAGAITA,consultas odontologicas,restauraciones,2005-06-01,40,40
CUEVO,consultas odontologicas,restauraciones,2005-06-01,12,12
CULPINA,consultas odontologicas,restauraciones,2005-06-01,24,24
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2005-06-01,23,23
DESAGUADERO,consultas odontologicas,restauraciones,2005-06-01,11,11
EL ALTO,consultas odontologicas,restauraciones,2005-06-01,7911,7911
EL PUENTE(STC),consultas odontologicas,restauraciones,2005-06-01,4,4
EL PUENTE(TJA),consultas odontologicas,restauraciones,2005-06-01,14,14
EL VILLAR,consultas odontologicas,restauraciones,2005-06-01,30,30
ENTRE RIOS,consultas odontologicas,restauraciones,2005-06-01,95,95
ENTRE RIOS,consultas odontologicas,restauraciones,2005-06-01,61,61
EUCALIPTUS,consultas odontologicas,restauraciones,2005-06-01,30,30
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2005-06-01,110,110
FILADELFIA,consultas odontologicas,restauraciones,2005-06-01,9,9
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2005-06-01,75,75
