municipality,group,variable,month,Periodoncias,TOTAL
ZUDAÑEZ,consultas odontologicas,periodoncias,2005-04-01,1,1
ACACIO,consultas odontologicas,periodoncias,2005-05-01,3,3
ACHACACHI,consultas odontologicas,periodoncias,2005-05-01,19,19
ACHOCALLA,consultas odontologicas,periodoncias,2005-05-01,2,2
AIQUILE,consultas odontologicas,periodoncias,2005-05-01,330,330
ALALAY,consultas odontologicas,periodoncias,2005-05-01,13,13
ANCORAIMES,consultas odontologicas,periodoncias,2005-05-01,54,54
APOLO,consultas odontologicas,periodoncias,2005-05-01,3,3
ARAMPAMPA,consultas odontologicas,periodoncias,2005-05-01,4,4
ARANI,consultas odontologicas,periodoncias,2005-05-01,3,3
ARQUE,consultas odontologicas,periodoncias,2005-05-01,2,2
ATOCHA,consultas odontologicas,periodoncias,2005-05-01,10,10
AYO AYO,consultas odontologicas,periodoncias,2005-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2005-05-01,368,368
AZURDUY,consultas odontologicas,periodoncias,2005-05-01,6,6
BERMEJO,consultas odontologicas,periodoncias,2005-05-01,38,38
BOLIVAR,consultas odontologicas,periodoncias,2005-05-01,8,8
CALAMARCA,consultas odontologicas,periodoncias,2005-05-01,1,1
CAMARGO,consultas odontologicas,periodoncias,2005-05-01,10,10
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2005-05-01,9,9
CAMIRI,consultas odontologicas,periodoncias,2005-05-01,34,34
CAPINOTA,consultas odontologicas,periodoncias,2005-05-01,3,3
CAQUIAVIRI,consultas odontologicas,periodoncias,2005-05-01,1,1
CARACOLLO,consultas odontologicas,periodoncias,2005-05-01,3,3
CARANAVI,consultas odontologicas,periodoncias,2005-05-01,3,3
CARAPARI,consultas odontologicas,periodoncias,2005-05-01,1,1
CHALLAPATA,consultas odontologicas,periodoncias,2005-05-01,31,31
CHAQUI,consultas odontologicas,periodoncias,2005-05-01,1,1
CHIMORE,consultas odontologicas,periodoncias,2005-05-01,10,10
CLIZA,consultas odontologicas,periodoncias,2005-05-01,20,20
COBIJA,consultas odontologicas,periodoncias,2005-05-01,22,22
COCHABAMBA,consultas odontologicas,periodoncias,2005-05-01,219,219
"COLCHA ""K""",consultas odontologicas,periodoncias,2005-05-01,11,11
COLOMI,consultas odontologicas,periodoncias,2005-05-01,6,6
COPACABANA,consultas odontologicas,periodoncias,2005-05-01,1,1
CORIPATA,consultas odontologicas,periodoncias,2005-05-01,23,23
CORO CORO,consultas odontologicas,periodoncias,2005-05-01,2,2
COROICO,consultas odontologicas,periodoncias,2005-05-01,8,8
CUEVO,consultas odontologicas,periodoncias,2005-05-01,1,1
CULPINA,consultas odontologicas,periodoncias,2005-05-01,2,2
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2005-05-01,1,1
EL ALTO,consultas odontologicas,periodoncias,2005-05-01,209,209
EL PUENTE(TJA),consultas odontologicas,periodoncias,2005-05-01,1,1
EL VILLAR,consultas odontologicas,periodoncias,2005-05-01,1,1
ENTRE RIOS,consultas odontologicas,periodoncias,2005-05-01,35,35
ENTRE RIOS,consultas odontologicas,periodoncias,2005-05-01,22,22
EUCALIPTUS,consultas odontologicas,periodoncias,2005-05-01,4,4
FILADELFIA,consultas odontologicas,periodoncias,2005-05-01,47,47
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,periodoncias,2005-05-01,24,24
GUAYARAMERIN,consultas odontologicas,periodoncias,2005-05-01,76,76
HUACARETA,consultas odontologicas,periodoncias,2005-05-01,5,5
HUACHACALLA,consultas odontologicas,periodoncias,2005-05-01,3,3
HUAYLLAMARCA,consultas odontologicas,periodoncias,2005-05-01,14,14
ICLA,consultas odontologicas,periodoncias,2005-05-01,53,53
IXIAMAS,consultas odontologicas,periodoncias,2005-05-01,2,2
JESUS DE MACHACA,consultas odontologicas,periodoncias,2005-05-01,1,1
LA PAZ,consultas odontologicas,periodoncias,2005-05-01,1263,1263
LAGUNILLAS,consultas odontologicas,periodoncias,2005-05-01,2,2
LLALLAGUA,consultas odontologicas,periodoncias,2005-05-01,12,12
LLICA,consultas odontologicas,periodoncias,2005-05-01,2,2
LURIBAY,consultas odontologicas,periodoncias,2005-05-01,3,3
MACHACAMARCA,consultas odontologicas,periodoncias,2005-05-01,8,8
MAPIRI,consultas odontologicas,periodoncias,2005-05-01,31,31
MECAPACA,consultas odontologicas,periodoncias,2005-05-01,1,1
MIZQUE,consultas odontologicas,periodoncias,2005-05-01,13,13
MOCOMOCO,consultas odontologicas,periodoncias,2005-05-01,8,8
MOJOCOYA,consultas odontologicas,periodoncias,2005-05-01,5,5
MONTERO,consultas odontologicas,periodoncias,2005-05-01,1,1
MOROCHATA,consultas odontologicas,periodoncias,2005-05-01,88,88
OCURI,consultas odontologicas,periodoncias,2005-05-01,1,1
ORURO,consultas odontologicas,periodoncias,2005-05-01,225,225
PADILLA,consultas odontologicas,periodoncias,2005-05-01,3,3
PALCA,consultas odontologicas,periodoncias,2005-05-01,65,65
PALOS BLANCOS,consultas odontologicas,periodoncias,2005-05-01,11,11
PAPEL PAMPA,consultas odontologicas,periodoncias,2005-05-01,2,2
PATACAMAYA,consultas odontologicas,periodoncias,2005-05-01,1,1
PAZÑA,consultas odontologicas,periodoncias,2005-05-01,1,1
POCOATA,consultas odontologicas,periodoncias,2005-05-01,47,47
POCONA,consultas odontologicas,periodoncias,2005-05-01,2,2
POJO (CBBA),consultas odontologicas,periodoncias,2005-05-01,6,6
POOPO,consultas odontologicas,periodoncias,2005-05-01,2,2
POROMA,consultas odontologicas,periodoncias,2005-05-01,13,13
POTOSI,consultas odontologicas,periodoncias,2005-05-01,25,25
PRESTO,consultas odontologicas,periodoncias,2005-05-01,4,4
PUCARANI,consultas odontologicas,periodoncias,2005-05-01,5,5
PUERTO ACOSTA,consultas odontologicas,periodoncias,2005-05-01,1,1
PUERTO CARABUCO,consultas odontologicas,periodoncias,2005-05-01,2,2
PUERTO PEREZ,consultas odontologicas,periodoncias,2005-05-01,1,1
PUERTO SILES,consultas odontologicas,periodoncias,2005-05-01,2,2
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2005-05-01,10,10
PUNA,consultas odontologicas,periodoncias,2005-05-01,3,3
PUNATA,consultas odontologicas,periodoncias,2005-05-01,1450,1450
QUILLACOLLO,consultas odontologicas,periodoncias,2005-05-01,32,32
QUIME,consultas odontologicas,periodoncias,2005-05-01,1,1
RAVELO,consultas odontologicas,periodoncias,2005-05-01,96,96
RIBERALTA,consultas odontologicas,periodoncias,2005-05-01,1,1
SACABA,consultas odontologicas,periodoncias,2005-05-01,212,212
SACABAMBA,consultas odontologicas,periodoncias,2005-05-01,1,1
SACACA,consultas odontologicas,periodoncias,2005-05-01,23,23
SAIPINA,consultas odontologicas,periodoncias,2005-05-01,2,2
SAN BENITO,consultas odontologicas,periodoncias,2005-05-01,32,32
SAN BUENA VENTURA,consultas odontologicas,periodoncias,2005-05-01,18,18
SAN IGNACIO,consultas odontologicas,periodoncias,2005-05-01,40,40
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2005-05-01,1,1
SAN LUCAS,consultas odontologicas,periodoncias,2005-05-01,7,7
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2005-05-01,72,72
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2005-05-01,2,2
SAN RAMON,consultas odontologicas,periodoncias,2005-05-01,7,7
SANTA ANA,consultas odontologicas,periodoncias,2005-05-01,162,162
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2005-05-01,41,41
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2005-05-01,7,7
SANTIVAÑES,consultas odontologicas,periodoncias,2005-05-01,3,3
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2005-05-01,2,2
SENA,consultas odontologicas,periodoncias,2005-05-01,5,5
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2005-05-01,9,9
SIPE SIPE,consultas odontologicas,periodoncias,2005-05-01,31,31
SOPACHUY,consultas odontologicas,periodoncias,2005-05-01,5,5
SORACACHI,consultas odontologicas,periodoncias,2005-05-01,1,1
SORATA,consultas odontologicas,periodoncias,2005-05-01,5,5
SUCRE,consultas odontologicas,periodoncias,2005-05-01,158,158
TACACOMA,consultas odontologicas,periodoncias,2005-05-01,1,1
TAPACARI,consultas odontologicas,periodoncias,2005-05-01,16,16
TARATA,consultas odontologicas,periodoncias,2005-05-01,27,27
TARIJA,consultas odontologicas,periodoncias,2005-05-01,56,56
TARVITA,consultas odontologicas,periodoncias,2005-05-01,84,84
TEOPONTE,consultas odontologicas,periodoncias,2005-05-01,2,2
TIAWANACU,consultas odontologicas,periodoncias,2005-05-01,3,3
TIPUANI,consultas odontologicas,periodoncias,2005-05-01,5,5
TIQUIPAYA,consultas odontologicas,periodoncias,2005-05-01,34,34
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2005-05-01,82,82
TOMINA,consultas odontologicas,periodoncias,2005-05-01,11,11
TOTORA(CBBA),consultas odontologicas,periodoncias,2005-05-01,1,1
UNCIA,consultas odontologicas,periodoncias,2005-05-01,3,3
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2005-05-01,15,15
UYUNI,consultas odontologicas,periodoncias,2005-05-01,9,9
VACAS,consultas odontologicas,periodoncias,2005-05-01,4,4
VIACHA,consultas odontologicas,periodoncias,2005-05-01,27,27
VILA VILA,consultas odontologicas,periodoncias,2005-05-01,10,10
VILLA MONTES,consultas odontologicas,periodoncias,2005-05-01,4,4
VILLA RIVERO,consultas odontologicas,periodoncias,2005-05-01,12,12
VILLA SERRANO,consultas odontologicas,periodoncias,2005-05-01,7,7
VILLA TUNARI,consultas odontologicas,periodoncias,2005-05-01,229,229
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,periodoncias,2005-05-01,145,145
VINTO,consultas odontologicas,periodoncias,2005-05-01,4,4
YACO,consultas odontologicas,periodoncias,2005-05-01,17,17
YACUIBA,consultas odontologicas,periodoncias,2005-05-01,46,46
YANACACHI,consultas odontologicas,periodoncias,2005-05-01,1,1
YAPACANI,consultas odontologicas,periodoncias,2005-05-01,20,20
ACHOCALLA,consultas odontologicas,periodoncias,2005-06-01,4,4
AIQUILE,consultas odontologicas,periodoncias,2005-06-01,28,28
ALALAY,consultas odontologicas,periodoncias,2005-06-01,8,8
ALCALA,consultas odontologicas,periodoncias,2005-06-01,3,3
ANCORAIMES,consultas odontologicas,periodoncias,2005-06-01,23,23
ANDAMARCA,consultas odontologicas,periodoncias,2005-06-01,13,13
APOLO,consultas odontologicas,periodoncias,2005-06-01,11,11
ARAMPAMPA,consultas odontologicas,periodoncias,2005-06-01,12,12
ARANI,consultas odontologicas,periodoncias,2005-06-01,3,3
ARQUE,consultas odontologicas,periodoncias,2005-06-01,1,1
AUCAPATA,consultas odontologicas,periodoncias,2005-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2005-06-01,78,78
AZURDUY,consultas odontologicas,periodoncias,2005-06-01,92,92
BERMEJO,consultas odontologicas,periodoncias,2005-06-01,111,111
BETANZOS,consultas odontologicas,periodoncias,2005-06-01,61,61
BOLIVAR,consultas odontologicas,periodoncias,2005-06-01,1,1
CALACOTO,consultas odontologicas,periodoncias,2005-06-01,2,2
CALAMARCA,consultas odontologicas,periodoncias,2005-06-01,9,9
CAMARGO,consultas odontologicas,periodoncias,2005-06-01,7,7
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2005-06-01,2,2
CAMIRI,consultas odontologicas,periodoncias,2005-06-01,54,54
CAPINOTA,consultas odontologicas,periodoncias,2005-06-01,4,4
CARACOLLO,consultas odontologicas,periodoncias,2005-06-01,4,4
CARANAVI,consultas odontologicas,periodoncias,2005-06-01,9,9
CARAPARI,consultas odontologicas,periodoncias,2005-06-01,1,1
CHALLAPATA,consultas odontologicas,periodoncias,2005-06-01,25,25
CHAYANTA,consultas odontologicas,periodoncias,2005-06-01,7,7
CHIMORE,consultas odontologicas,periodoncias,2005-06-01,15,15
COBIJA,consultas odontologicas,periodoncias,2005-06-01,5,5
COCHABAMBA,consultas odontologicas,periodoncias,2005-06-01,283,283
COLCAPIRHUA,consultas odontologicas,periodoncias,2005-06-01,2,2
"COLCHA ""K""",consultas odontologicas,periodoncias,2005-06-01,2,2
COLOMI,consultas odontologicas,periodoncias,2005-06-01,1,1
COMARAPA,consultas odontologicas,periodoncias,2005-06-01,37,37
COPACABANA,consultas odontologicas,periodoncias,2005-06-01,3,3
CORIPATA,consultas odontologicas,periodoncias,2005-06-01,15,15
CORO CORO,consultas odontologicas,periodoncias,2005-06-01,7,7
COROICO,consultas odontologicas,periodoncias,2005-06-01,10,10
COTAGAITA,consultas odontologicas,periodoncias,2005-06-01,18,18
COTOCA,consultas odontologicas,periodoncias,2005-06-01,16,16
CUEVO,consultas odontologicas,periodoncias,2005-06-01,1,1
CULPINA,consultas odontologicas,periodoncias,2005-06-01,2,2
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2005-06-01,4,4
EL ALTO,consultas odontologicas,periodoncias,2005-06-01,391,391
EL PUENTE(TJA),consultas odontologicas,periodoncias,2005-06-01,3,3
ENTRE RIOS,consultas odontologicas,periodoncias,2005-06-01,42,42
ENTRE RIOS,consultas odontologicas,periodoncias,2005-06-01,109,109
EUCALIPTUS,consultas odontologicas,periodoncias,2005-06-01,4,4
EXALTACION,consultas odontologicas,periodoncias,2005-06-01,5,5
FILADELFIA,consultas odontologicas,periodoncias,2005-06-01,1,1
GUANAY,consultas odontologicas,periodoncias,2005-06-01,11,11
GUAYARAMERIN,consultas odontologicas,periodoncias,2005-06-01,71,71
GUTIERREZ,consultas odontologicas,periodoncias,2005-06-01,3,3
HUACARETA,consultas odontologicas,periodoncias,2005-06-01,32,32
HUACHACALLA,consultas odontologicas,periodoncias,2005-06-01,2,2
HUANUNI,consultas odontologicas,periodoncias,2005-06-01,15,15
HUAYLLAMARCA,consultas odontologicas,periodoncias,2005-06-01,1,1
ICHOCA,consultas odontologicas,periodoncias,2005-06-01,3,3
ICLA,consultas odontologicas,periodoncias,2005-06-01,35,35
INCAHUASI,consultas odontologicas,periodoncias,2005-06-01,11,11
INQUISIVI,consultas odontologicas,periodoncias,2005-06-01,6,6
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2005-06-01,6,6
IXIAMAS,consultas odontologicas,periodoncias,2005-06-01,6,6
JESUS DE MACHACA,consultas odontologicas,periodoncias,2005-06-01,1,1
LA PAZ,consultas odontologicas,periodoncias,2005-06-01,1071,1071
LAGUNILLAS,consultas odontologicas,periodoncias,2005-06-01,4,4
LLALLAGUA,consultas odontologicas,periodoncias,2005-06-01,21,21
MACHARETI,consultas odontologicas,periodoncias,2005-06-01,30,30
MAPIRI,consultas odontologicas,periodoncias,2005-06-01,3,3
MECAPACA,consultas odontologicas,periodoncias,2005-06-01,1,1
MINEROS,consultas odontologicas,periodoncias,2005-06-01,11,11
MIZQUE,consultas odontologicas,periodoncias,2005-06-01,21,21
MOJOCOYA,consultas odontologicas,periodoncias,2005-06-01,4,4
MONTEAGUDO,consultas odontologicas,periodoncias,2005-06-01,1,1
MONTERO,consultas odontologicas,periodoncias,2005-06-01,21,21
MOROCHATA,consultas odontologicas,periodoncias,2005-06-01,1,1
OKINAWA,consultas odontologicas,periodoncias,2005-06-01,40,40
OMEREQUE,consultas odontologicas,periodoncias,2005-06-01,17,17
ORURO,consultas odontologicas,periodoncias,2005-06-01,219,219
PADCAYA,consultas odontologicas,periodoncias,2005-06-01,10,10
PADILLA,consultas odontologicas,periodoncias,2005-06-01,2,2
PALCA,consultas odontologicas,periodoncias,2005-06-01,2,2
PALOS BLANCOS,consultas odontologicas,periodoncias,2005-06-01,22,22
PAPEL PAMPA,consultas odontologicas,periodoncias,2005-06-01,3,3
PAZÑA,consultas odontologicas,periodoncias,2005-06-01,1,1
POCOATA,consultas odontologicas,periodoncias,2005-06-01,4,4
POJO (CBBA),consultas odontologicas,periodoncias,2005-06-01,8,8
POROMA,consultas odontologicas,periodoncias,2005-06-01,13,13
PORONGO,consultas odontologicas,periodoncias,2005-06-01,15,15
PORTACHUELO,consultas odontologicas,periodoncias,2005-06-01,20,20
PORVENIR,consultas odontologicas,periodoncias,2005-06-01,4,4
POTOSI,consultas odontologicas,periodoncias,2005-06-01,10,10
PRESTO,consultas odontologicas,periodoncias,2005-06-01,7,7
PUCARANI,consultas odontologicas,periodoncias,2005-06-01,2,2
PUERTO ACOSTA,consultas odontologicas,periodoncias,2005-06-01,2,2
PUERTO RICO,consultas odontologicas,periodoncias,2005-06-01,11,11
PUERTO SUAREZ,consultas odontologicas,periodoncias,2005-06-01,4,4
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2005-06-01,5,5
PUNA,consultas odontologicas,periodoncias,2005-06-01,4,4
PUNATA,consultas odontologicas,periodoncias,2005-06-01,1742,1742
QUILLACOLLO,consultas odontologicas,periodoncias,2005-06-01,39,39
RAVELO,consultas odontologicas,periodoncias,2005-06-01,67,67
REYES,consultas odontologicas,periodoncias,2005-06-01,6,6
RIBERALTA,consultas odontologicas,periodoncias,2005-06-01,46,46
RURRENABAQUE,consultas odontologicas,periodoncias,2005-06-01,5,5
SACABA,consultas odontologicas,periodoncias,2005-06-01,102,102
SACACA,consultas odontologicas,periodoncias,2005-06-01,52,52
SAN AGUSTIN,consultas odontologicas,periodoncias,2005-06-01,5,5
SAN ANDRES,consultas odontologicas,periodoncias,2005-06-01,15,15
SAN BENITO,consultas odontologicas,periodoncias,2005-06-01,18,18
SAN CARLOS,consultas odontologicas,periodoncias,2005-06-01,7,7
SAN IGNACIO,consultas odontologicas,periodoncias,2005-06-01,30,30
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2005-06-01,6,6
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2005-06-01,3,3
SAN LUCAS,consultas odontologicas,periodoncias,2005-06-01,22,22
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2005-06-01,24,24
SAN RAFAEL,consultas odontologicas,periodoncias,2005-06-01,7,7
SANTA ANA,consultas odontologicas,periodoncias,2005-06-01,5,5
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2005-06-01,70,70
SANTA ROSA,consultas odontologicas,periodoncias,2005-06-01,2,2
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2005-06-01,1,1
SANTIAGO DE MACHACA,consultas odontologicas,periodoncias,2005-06-01,2,2
SANTIVAÑES,consultas odontologicas,periodoncias,2005-06-01,1,1
SENA,consultas odontologicas,periodoncias,2005-06-01,5,5
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2005-06-01,10,10
SIPE SIPE,consultas odontologicas,periodoncias,2005-06-01,36,36
SOPACHUY,consultas odontologicas,periodoncias,2005-06-01,2,2
SORATA,consultas odontologicas,periodoncias,2005-06-01,1,1
SUCRE,consultas odontologicas,periodoncias,2005-06-01,199,199
TACACOMA,consultas odontologicas,periodoncias,2005-06-01,4,4
TAPACARI,consultas odontologicas,periodoncias,2005-06-01,1,1
TARACO,consultas odontologicas,periodoncias,2005-06-01,1,1
TARIJA,consultas odontologicas,periodoncias,2005-06-01,174,174
TARVITA,consultas odontologicas,periodoncias,2005-06-01,2,2
TEOPONTE,consultas odontologicas,periodoncias,2005-06-01,4,4
TIAWANACU,consultas odontologicas,periodoncias,2005-06-01,7,7
TIPUANI,consultas odontologicas,periodoncias,2005-06-01,2,2
TIQUIPAYA,consultas odontologicas,periodoncias,2005-06-01,20,20
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2005-06-01,83,83
TOMINA,consultas odontologicas,periodoncias,2005-06-01,11,11
TORO TORO,consultas odontologicas,periodoncias,2005-06-01,2,2
TOTORA(CBBA),consultas odontologicas,periodoncias,2005-06-01,2,2
TRINIDAD,consultas odontologicas,periodoncias,2005-06-01,35,35
TURCO,consultas odontologicas,periodoncias,2005-06-01,1,1
UNCIA,consultas odontologicas,periodoncias,2005-06-01,28,28
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2005-06-01,6,6
UYUNI,consultas odontologicas,periodoncias,2005-06-01,8,8
VACAS,consultas odontologicas,periodoncias,2005-06-01,8,8
VIACHA,consultas odontologicas,periodoncias,2005-06-01,21,21
VILA VILA,consultas odontologicas,periodoncias,2005-06-01,7,7
VILLA MONTES,consultas odontologicas,periodoncias,2005-06-01,3,3
VILLA RIVERO,consultas odontologicas,periodoncias,2005-06-01,80,80
VILLA TUNARI,consultas odontologicas,periodoncias,2005-06-01,155,155
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,periodoncias,2005-06-01,14,14
VILLAZON,consultas odontologicas,periodoncias,2005-06-01,19,19
VINTO,consultas odontologicas,periodoncias,2005-06-01,10,10
WARNES,consultas odontologicas,periodoncias,2005-06-01,17,17
YACUIBA,consultas odontologicas,periodoncias,2005-06-01,21,21
YAMPARAEZ,consultas odontologicas,periodoncias,2005-06-01,1,1
YAPACANI,consultas odontologicas,periodoncias,2005-06-01,2,2
YOTALA,consultas odontologicas,periodoncias,2005-06-01,3,3
YUNCHARA,consultas odontologicas,periodoncias,2005-06-01,41,41
ZUDAÑEZ,consultas odontologicas,periodoncias,2005-06-01,1,1
ACHACACHI,consultas odontologicas,periodoncias,2005-07-01,15,15
ACHOCALLA,consultas odontologicas,periodoncias,2005-07-01,1,1
AIQUILE,consultas odontologicas,periodoncias,2005-07-01,391,391
ANCORAIMES,consultas odontologicas,periodoncias,2005-07-01,70,70
ANZALDO,consultas odontologicas,periodoncias,2005-07-01,5,5
ARAMPAMPA,consultas odontologicas,periodoncias,2005-07-01,7,7
ARANI,consultas odontologicas,periodoncias,2005-07-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2005-07-01,534,534
BELLA FLOR,consultas odontologicas,periodoncias,2005-07-01,1,1
BERMEJO,consultas odontologicas,periodoncias,2005-07-01,72,72
BETANZOS,consultas odontologicas,periodoncias,2005-07-01,28,28
BOLIVAR,consultas odontologicas,periodoncias,2005-07-01,12,12
BOYUIBE,consultas odontologicas,periodoncias,2005-07-01,2,2
BUENA VISTA,consultas odontologicas,periodoncias,2005-07-01,3,3
CAJUATA,consultas odontologicas,periodoncias,2005-07-01,5,5
CALACOTO,consultas odontologicas,periodoncias,2005-07-01,55,55
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2005-07-01,2,2
CAMIRI,consultas odontologicas,periodoncias,2005-07-01,15,15
CAPINOTA,consultas odontologicas,periodoncias,2005-07-01,12,12
CARACOLLO,consultas odontologicas,periodoncias,2005-07-01,3,3
CHALLAPATA,consultas odontologicas,periodoncias,2005-07-01,6,6
CHAYANTA,consultas odontologicas,periodoncias,2005-07-01,3,3
CHIMORE,consultas odontologicas,periodoncias,2005-07-01,77,77
CHUMA,consultas odontologicas,periodoncias,2005-07-01,1,1
CLIZA,consultas odontologicas,periodoncias,2005-07-01,24,24
COBIJA,consultas odontologicas,periodoncias,2005-07-01,9,9
COCHABAMBA,consultas odontologicas,periodoncias,2005-07-01,352,352
COLCAPIRHUA,consultas odontologicas,periodoncias,2005-07-01,7,7
"COLCHA ""K""",consultas odontologicas,periodoncias,2005-07-01,3,3
COLLANA,consultas odontologicas,periodoncias,2005-07-01,1,1
COLOMI,consultas odontologicas,periodoncias,2005-07-01,6,6
COLQUECHACA,consultas odontologicas,periodoncias,2005-07-01,1,1
COPACABANA,consultas odontologicas,periodoncias,2005-07-01,2,2
CORIPATA,consultas odontologicas,periodoncias,2005-07-01,20,20
CORQUE,consultas odontologicas,periodoncias,2005-07-01,5,5
COTOCA,consultas odontologicas,periodoncias,2005-07-01,8,8
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2005-07-01,1,1
DESAGUADERO,consultas odontologicas,periodoncias,2005-07-01,2,2
EL ALTO,consultas odontologicas,periodoncias,2005-07-01,513,513
EL PUENTE(TJA),consultas odontologicas,periodoncias,2005-07-01,2,2
EL VILLAR,consultas odontologicas,periodoncias,2005-07-01,2,2
ENTRE RIOS,consultas odontologicas,periodoncias,2005-07-01,212,212
ENTRE RIOS,consultas odontologicas,periodoncias,2005-07-01,64,64
EUCALIPTUS,consultas odontologicas,periodoncias,2005-07-01,3,3
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2005-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,periodoncias,2005-07-01,3,3
GUANAY,consultas odontologicas,periodoncias,2005-07-01,6,6
GUAYARAMERIN,consultas odontologicas,periodoncias,2005-07-01,58,58
HUACARETA,consultas odontologicas,periodoncias,2005-07-01,5,5
HUACHACALLA,consultas odontologicas,periodoncias,2005-07-01,1,1
HUANUNI,consultas odontologicas,periodoncias,2005-07-01,4,4
HUAYLLAMARCA,consultas odontologicas,periodoncias,2005-07-01,19,19
INCAHUASI,consultas odontologicas,periodoncias,2005-07-01,30,30
IXIAMAS,consultas odontologicas,periodoncias,2005-07-01,17,17
JESUS DE MACHACA,consultas odontologicas,periodoncias,2005-07-01,8,8
LA PAZ,consultas odontologicas,periodoncias,2005-07-01,1373,1373
LAGUNILLAS,consultas odontologicas,periodoncias,2005-07-01,10,10
LLALLAGUA,consultas odontologicas,periodoncias,2005-07-01,23,23
MACHARETI,consultas odontologicas,periodoncias,2005-07-01,37,37
MAPIRI,consultas odontologicas,periodoncias,2005-07-01,7,7
MINEROS,consultas odontologicas,periodoncias,2005-07-01,6,6
MIZQUE,consultas odontologicas,periodoncias,2005-07-01,31,31
MOCOMOCO,consultas odontologicas,periodoncias,2005-07-01,2,2
MOJOCOYA,consultas odontologicas,periodoncias,2005-07-01,5,5
MONTERO,consultas odontologicas,periodoncias,2005-07-01,5,5
OKINAWA,consultas odontologicas,periodoncias,2005-07-01,35,35
ORURO,consultas odontologicas,periodoncias,2005-07-01,170,170
PADCAYA,consultas odontologicas,periodoncias,2005-07-01,8,8
PADILLA,consultas odontologicas,periodoncias,2005-07-01,2,2
PAPEL PAMPA,consultas odontologicas,periodoncias,2005-07-01,9,9
PAZÑA,consultas odontologicas,periodoncias,2005-07-01,1,1
POCOATA,consultas odontologicas,periodoncias,2005-07-01,33,33
POCONA,consultas odontologicas,periodoncias,2005-07-01,1,1
POJO (CBBA),consultas odontologicas,periodoncias,2005-07-01,10,10
POOPO,consultas odontologicas,periodoncias,2005-07-01,10,10
POROMA,consultas odontologicas,periodoncias,2005-07-01,26,26
PORONGO,consultas odontologicas,periodoncias,2005-07-01,38,38
PORTACHUELO,consultas odontologicas,periodoncias,2005-07-01,20,20
PORVENIR,consultas odontologicas,periodoncias,2005-07-01,2,2
POTOSI,consultas odontologicas,periodoncias,2005-07-01,9,9
PRESTO,consultas odontologicas,periodoncias,2005-07-01,24,24
PUCARA,consultas odontologicas,periodoncias,2005-07-01,3,3
PUCARANI,consultas odontologicas,periodoncias,2005-07-01,10,10
PUERTO ACOSTA,consultas odontologicas,periodoncias,2005-07-01,50,50
PUERTO CARABUCO,consultas odontologicas,periodoncias,2005-07-01,3,3
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2005-07-01,3,3
PUERTO SILES,consultas odontologicas,periodoncias,2005-07-01,2,2
PUERTO SUAREZ,consultas odontologicas,periodoncias,2005-07-01,5,5
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2005-07-01,26,26
PUNA,consultas odontologicas,periodoncias,2005-07-01,11,11
PUNATA,consultas odontologicas,periodoncias,2005-07-01,1556,1556
QUILLACOLLO,consultas odontologicas,periodoncias,2005-07-01,53,53
REYES,consultas odontologicas,periodoncias,2005-07-01,6,6
