municipality,group,variable,month,Pulpotomías,TOTAL
SUCRE,consultas odontologicas,pulpotomias,2005-03-01,925,925
TACACOMA,consultas odontologicas,pulpotomias,2005-03-01,29,29
TACOPAYA,consultas odontologicas,pulpotomias,2005-03-01,5,5
TAPACARI,consultas odontologicas,pulpotomias,2005-03-01,14,14
TARABUCO,consultas odontologicas,pulpotomias,2005-03-01,12,12
TARACO,consultas odontologicas,pulpotomias,2005-03-01,8,8
TARATA,consultas odontologicas,pulpotomias,2005-03-01,11,11
TARIJA,consultas odontologicas,pulpotomias,2005-03-01,367,367
TARVITA,consultas odontologicas,pulpotomias,2005-03-01,62,62
TEOPONTE,consultas odontologicas,pulpotomias,2005-03-01,41,41
TIAWANACU,consultas odontologicas,pulpotomias,2005-03-01,250,250
TINGUIPAYA,consultas odontologicas,pulpotomias,2005-03-01,58,58
TIPUANI,consultas odontologicas,pulpotomias,2005-03-01,26,26
TIQUIPAYA,consultas odontologicas,pulpotomias,2005-03-01,99,99
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2005-03-01,83,83
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,pulpotomias,2005-03-01,19,19
TOLATA,consultas odontologicas,pulpotomias,2005-03-01,4,4
TOLEDO,consultas odontologicas,pulpotomias,2005-03-01,47,47
TOMAVE,consultas odontologicas,pulpotomias,2005-03-01,42,42
TOMINA,consultas odontologicas,pulpotomias,2005-03-01,48,48
TORO TORO,consultas odontologicas,pulpotomias,2005-03-01,31,31
TOTORA(CBBA),consultas odontologicas,pulpotomias,2005-03-01,18,18
TOTORA(ORR),consultas odontologicas,pulpotomias,2005-03-01,17,17
TRIGAL,consultas odontologicas,pulpotomias,2005-03-01,12,12
TRINIDAD,consultas odontologicas,pulpotomias,2005-03-01,363,363
TUPIZA,consultas odontologicas,pulpotomias,2005-03-01,249,249
TURCO,consultas odontologicas,pulpotomias,2005-03-01,71,71
UNCIA,consultas odontologicas,pulpotomias,2005-03-01,99,99
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2005-03-01,62,62
UYUNI,consultas odontologicas,pulpotomias,2005-03-01,198,198
VACAS,consultas odontologicas,pulpotomias,2005-03-01,9,9
VALLEGRANDE,consultas odontologicas,pulpotomias,2005-03-01,85,85
VIACHA,consultas odontologicas,pulpotomias,2005-03-01,147,147
VILA VILA,consultas odontologicas,pulpotomias,2005-03-01,7,7
VILLA MONTES,consultas odontologicas,pulpotomias,2005-03-01,76,76
VILLA RIVERO,consultas odontologicas,pulpotomias,2005-03-01,15,15
VILLA SERRANO,consultas odontologicas,pulpotomias,2005-03-01,12,12
VILLA TUNARI,consultas odontologicas,pulpotomias,2005-03-01,189,189
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2005-03-01,39,39
VILLAZON,consultas odontologicas,pulpotomias,2005-03-01,319,319
VINTO,consultas odontologicas,pulpotomias,2005-03-01,14,14
VITICHI,consultas odontologicas,pulpotomias,2005-03-01,19,19
WARNES,consultas odontologicas,pulpotomias,2005-03-01,41,41
YACO,consultas odontologicas,pulpotomias,2005-03-01,3,3
YACUIBA,consultas odontologicas,pulpotomias,2005-03-01,202,202
YAMPARAEZ,consultas odontologicas,pulpotomias,2005-03-01,10,10
YANACACHI,consultas odontologicas,pulpotomias,2005-03-01,10,10
YAPACANI,consultas odontologicas,pulpotomias,2005-03-01,65,65
YOCALLA,consultas odontologicas,pulpotomias,2005-03-01,12,12
YOTALA,consultas odontologicas,pulpotomias,2005-03-01,17,17
ZUDAÑEZ,consultas odontologicas,pulpotomias,2005-03-01,31,31
ACHACACHI,consultas odontologicas,pulpotomias,2005-04-01,195,195
ACHOCALLA,consultas odontologicas,pulpotomias,2005-04-01,38,38
AIQUILE,consultas odontologicas,pulpotomias,2005-04-01,41,41
ALALAY,consultas odontologicas,pulpotomias,2005-04-01,2,2
ANCORAIMES,consultas odontologicas,pulpotomias,2005-04-01,83,83
ANDAMARCA,consultas odontologicas,pulpotomias,2005-04-01,9,9
ANZALDO,consultas odontologicas,pulpotomias,2005-04-01,30,30
APOLO,consultas odontologicas,pulpotomias,2005-04-01,168,168
ARAMPAMPA,consultas odontologicas,pulpotomias,2005-04-01,4,4
ARANI,consultas odontologicas,pulpotomias,2005-04-01,33,33
ARQUE,consultas odontologicas,pulpotomias,2005-04-01,41,41
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2005-04-01,30,30
ATOCHA,consultas odontologicas,pulpotomias,2005-04-01,144,144
AYATA,consultas odontologicas,pulpotomias,2005-04-01,51,51
AYO AYO,consultas odontologicas,pulpotomias,2005-04-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2005-04-01,91,91
AZURDUY,consultas odontologicas,pulpotomias,2005-04-01,62,62
BATALLAS,consultas odontologicas,pulpotomias,2005-04-01,142,142
BAURES,consultas odontologicas,pulpotomias,2005-04-01,22,22
BELLA FLOR,consultas odontologicas,pulpotomias,2005-04-01,13,13
BERMEJO,consultas odontologicas,pulpotomias,2005-04-01,127,127
BETANZOS,consultas odontologicas,pulpotomias,2005-04-01,52,52
BOLIVAR,consultas odontologicas,pulpotomias,2005-04-01,16,16
BOYUIBE,consultas odontologicas,pulpotomias,2005-04-01,14,14
BUENA VISTA,consultas odontologicas,pulpotomias,2005-04-01,15,15
CABEZAS,consultas odontologicas,pulpotomias,2005-04-01,15,15
CAIROMA,consultas odontologicas,pulpotomias,2005-04-01,20,20
"CAIZA ""D""",consultas odontologicas,pulpotomias,2005-04-01,9,9
CAJUATA,consultas odontologicas,pulpotomias,2005-04-01,16,16
CALACOTO,consultas odontologicas,pulpotomias,2005-04-01,35,35
CALAMARCA,consultas odontologicas,pulpotomias,2005-04-01,15,15
CAMARGO,consultas odontologicas,pulpotomias,2005-04-01,67,67
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2005-04-01,28,28
CAMIRI,consultas odontologicas,pulpotomias,2005-04-01,146,146
CAPINOTA,consultas odontologicas,pulpotomias,2005-04-01,19,19
CAQUIAVIRI,consultas odontologicas,pulpotomias,2005-04-01,73,73
CARACOLLO,consultas odontologicas,pulpotomias,2005-04-01,158,158
CARANAVI,consultas odontologicas,pulpotomias,2005-04-01,104,104
CARAPARI,consultas odontologicas,pulpotomias,2005-04-01,23,23
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2005-04-01,15,15
CHALLAPATA,consultas odontologicas,pulpotomias,2005-04-01,101,101
CHAQUI,consultas odontologicas,pulpotomias,2005-04-01,17,17
CHARAGUA,consultas odontologicas,pulpotomias,2005-04-01,130,130
CHARAÑA,consultas odontologicas,pulpotomias,2005-04-01,95,95
CHAYANTA,consultas odontologicas,pulpotomias,2005-04-01,52,52
CHIMORE,consultas odontologicas,pulpotomias,2005-04-01,68,68
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2005-04-01,56,56
CHUMA,consultas odontologicas,pulpotomias,2005-04-01,140,140
CLIZA,consultas odontologicas,pulpotomias,2005-04-01,25,25
COBIJA,consultas odontologicas,pulpotomias,2005-04-01,160,160
COCHABAMBA,consultas odontologicas,pulpotomias,2005-04-01,1273,1273
COLCAPIRHUA,consultas odontologicas,pulpotomias,2005-04-01,17,17
"COLCHA ""K""",consultas odontologicas,pulpotomias,2005-04-01,31,31
COLOMI,consultas odontologicas,pulpotomias,2005-04-01,25,25
COLPA BELGICA,consultas odontologicas,pulpotomias,2005-04-01,17,17
COLQUECHACA,consultas odontologicas,pulpotomias,2005-04-01,50,50
COLQUENCHA,consultas odontologicas,pulpotomias,2005-04-01,39,39
COLQUIRI,consultas odontologicas,pulpotomias,2005-04-01,71,71
COMARAPA,consultas odontologicas,pulpotomias,2005-04-01,93,93
COMBAYA,consultas odontologicas,pulpotomias,2005-04-01,42,42
CONCEPCION,consultas odontologicas,pulpotomias,2005-04-01,58,58
COPACABANA,consultas odontologicas,pulpotomias,2005-04-01,59,59
CORIPATA,consultas odontologicas,pulpotomias,2005-04-01,33,33
CORO CORO,consultas odontologicas,pulpotomias,2005-04-01,33,33
COROICO,consultas odontologicas,pulpotomias,2005-04-01,101,101
CORQUE,consultas odontologicas,pulpotomias,2005-04-01,21,21
COTAGAITA,consultas odontologicas,pulpotomias,2005-04-01,342,342
COTOCA,consultas odontologicas,pulpotomias,2005-04-01,53,53
CUEVO,consultas odontologicas,pulpotomias,2005-04-01,14,14
CULPINA,consultas odontologicas,pulpotomias,2005-04-01,53,53
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2005-04-01,73,73
DESAGUADERO,consultas odontologicas,pulpotomias,2005-04-01,86,86
EL ALTO,consultas odontologicas,pulpotomias,2005-04-01,4950,4950
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2005-04-01,47,47
EL TORNO,consultas odontologicas,pulpotomias,2005-04-01,67,67
EL VILLAR,consultas odontologicas,pulpotomias,2005-04-01,58,58
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-04-01,9,9
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-04-01,51,51
EUCALIPTUS,consultas odontologicas,pulpotomias,2005-04-01,24,24
EXALTACION,consultas odontologicas,pulpotomias,2005-04-01,30,30
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2005-04-01,61,61
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2005-04-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2005-04-01,102,102
GUANAY,consultas odontologicas,pulpotomias,2005-04-01,14,14
GUAQUI,consultas odontologicas,pulpotomias,2005-04-01,51,51
GUAYARAMERIN,consultas odontologicas,pulpotomias,2005-04-01,208,208
GUTIERREZ,consultas odontologicas,pulpotomias,2005-04-01,95,95
HUACARETA,consultas odontologicas,pulpotomias,2005-04-01,29,29
HUACHACALLA,consultas odontologicas,pulpotomias,2005-04-01,10,10
HUANUNI,consultas odontologicas,pulpotomias,2005-04-01,36,36
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2005-04-01,45,45
ICHOCA,consultas odontologicas,pulpotomias,2005-04-01,18,18
ICLA,consultas odontologicas,pulpotomias,2005-04-01,72,72
INCAHUASI,consultas odontologicas,pulpotomias,2005-04-01,12,12
INGAVI (HUMAITA),consultas odontologicas,pulpotomias,2005-04-01,27,27
INQUISIVI,consultas odontologicas,pulpotomias,2005-04-01,92,92
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2005-04-01,259,259
IXIAMAS,consultas odontologicas,pulpotomias,2005-04-01,60,60
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2005-04-01,107,107
LA ASUNTA,consultas odontologicas,pulpotomias,2005-04-01,91,91
LA GUARDIA,consultas odontologicas,pulpotomias,2005-04-01,47,47
LA PAZ,consultas odontologicas,pulpotomias,2005-04-01,3263,3263
LAGUNILLAS,consultas odontologicas,pulpotomias,2005-04-01,27,27
LAJA,consultas odontologicas,pulpotomias,2005-04-01,74,74
LICOMA PAMPA,consultas odontologicas,pulpotomias,2005-04-01,61,61
LLALLAGUA,consultas odontologicas,pulpotomias,2005-04-01,100,100
LLICA,consultas odontologicas,pulpotomias,2005-04-01,66,66
LORETO,consultas odontologicas,pulpotomias,2005-04-01,1,1
LURIBAY,consultas odontologicas,pulpotomias,2005-04-01,22,22
MACHACAMARCA,consultas odontologicas,pulpotomias,2005-04-01,51,51
MACHARETI,consultas odontologicas,pulpotomias,2005-04-01,11,11
MAGDALENA,consultas odontologicas,pulpotomias,2005-04-01,7,7
MAIRANA,consultas odontologicas,pulpotomias,2005-04-01,30,30
MALLA,consultas odontologicas,pulpotomias,2005-04-01,6,6
MAPIRI,consultas odontologicas,pulpotomias,2005-04-01,46,46
MECAPACA,consultas odontologicas,pulpotomias,2005-04-01,33,33
MINEROS,consultas odontologicas,pulpotomias,2005-04-01,25,25
MIZQUE,consultas odontologicas,pulpotomias,2005-04-01,48,48
MOCOMOCO,consultas odontologicas,pulpotomias,2005-04-01,62,62
MOJOCOYA,consultas odontologicas,pulpotomias,2005-04-01,23,23
MONTEAGUDO,consultas odontologicas,pulpotomias,2005-04-01,102,102
MONTERO,consultas odontologicas,pulpotomias,2005-04-01,253,253
MORO MORO,consultas odontologicas,pulpotomias,2005-04-01,2,2
MOROCHATA,consultas odontologicas,pulpotomias,2005-04-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2005-04-01,19,19
OCURI,consultas odontologicas,pulpotomias,2005-04-01,4,4
OKINAWA,consultas odontologicas,pulpotomias,2005-04-01,50,50
ORURO,consultas odontologicas,pulpotomias,2005-04-01,1724,1724
PADCAYA,consultas odontologicas,pulpotomias,2005-04-01,107,107
PADILLA,consultas odontologicas,pulpotomias,2005-04-01,19,19
PAILON,consultas odontologicas,pulpotomias,2005-04-01,43,43
PALCA,consultas odontologicas,pulpotomias,2005-04-01,51,51
PALOS BLANCOS,consultas odontologicas,pulpotomias,2005-04-01,118,118
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2005-04-01,1,1
PAMPA GRANDE,consultas odontologicas,pulpotomias,2005-04-01,3,3
PAPEL PAMPA,consultas odontologicas,pulpotomias,2005-04-01,25,25
PASORAPA,consultas odontologicas,pulpotomias,2005-04-01,1,1
PATACAMAYA,consultas odontologicas,pulpotomias,2005-04-01,88,88
PAZÑA,consultas odontologicas,pulpotomias,2005-04-01,8,8
PELECHUCO,consultas odontologicas,pulpotomias,2005-04-01,93,93
POCOATA,consultas odontologicas,pulpotomias,2005-04-01,26,26
POCONA,consultas odontologicas,pulpotomias,2005-04-01,28,28
POJO (CBBA),consultas odontologicas,pulpotomias,2005-04-01,32,32
POOPO,consultas odontologicas,pulpotomias,2005-04-01,12,12
PORCO,consultas odontologicas,pulpotomias,2005-04-01,1,1
POROMA,consultas odontologicas,pulpotomias,2005-04-01,35,35
PORONGO,consultas odontologicas,pulpotomias,2005-04-01,84,84
PORTACHUELO,consultas odontologicas,pulpotomias,2005-04-01,75,75
PORVENIR,consultas odontologicas,pulpotomias,2005-04-01,14,14
POSTRER VALLE,consultas odontologicas,pulpotomias,2005-04-01,32,32
POTOSI,consultas odontologicas,pulpotomias,2005-04-01,536,536
PRESTO,consultas odontologicas,pulpotomias,2005-04-01,20,20
PUCARA,consultas odontologicas,pulpotomias,2005-04-01,19,19
PUCARANI,consultas odontologicas,pulpotomias,2005-04-01,99,99
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2005-04-01,203,203
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2005-04-01,132,132
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2005-04-01,9,9
PUERTO PEREZ,consultas odontologicas,pulpotomias,2005-04-01,20,20
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2005-04-01,46,46
PUERTO RICO,consultas odontologicas,pulpotomias,2005-04-01,39,39
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2005-04-01,88,88
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2005-04-01,97,97
PUNA,consultas odontologicas,pulpotomias,2005-04-01,96,96
PUNATA,consultas odontologicas,pulpotomias,2005-04-01,111,111
QUIABAYA,consultas odontologicas,pulpotomias,2005-04-01,3,3
QUILLACOLLO,consultas odontologicas,pulpotomias,2005-04-01,103,103
QUIME,consultas odontologicas,pulpotomias,2005-04-01,83,83
QUIRUSILLAS,consultas odontologicas,pulpotomias,2005-04-01,8,8
RAVELO,consultas odontologicas,pulpotomias,2005-04-01,85,85
REYES,consultas odontologicas,pulpotomias,2005-04-01,133,133
RIBERALTA,consultas odontologicas,pulpotomias,2005-04-01,334,334
ROBORE,consultas odontologicas,pulpotomias,2005-04-01,105,105
SACABA,consultas odontologicas,pulpotomias,2005-04-01,186,186
SACACA,consultas odontologicas,pulpotomias,2005-04-01,96,96
SAIPINA,consultas odontologicas,pulpotomias,2005-04-01,3,3
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2005-04-01,17,17
SAMAIPATA,consultas odontologicas,pulpotomias,2005-04-01,69,69
SAN AGUSTIN,consultas odontologicas,pulpotomias,2005-04-01,18,18
SAN ANDRES,consultas odontologicas,pulpotomias,2005-04-01,113,113
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2005-04-01,24,24
SAN BENITO,consultas odontologicas,pulpotomias,2005-04-01,47,47
SAN BORJA,consultas odontologicas,pulpotomias,2005-04-01,42,42
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2005-04-01,87,87
SAN CARLOS,consultas odontologicas,pulpotomias,2005-04-01,20,20
SAN IGNACIO,consultas odontologicas,pulpotomias,2005-04-01,146,146
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2005-04-01,73,73
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2005-04-01,7,7
SAN JOAQUIN,consultas odontologicas,pulpotomias,2005-04-01,95,95
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2005-04-01,58,58
SAN JULIAN,consultas odontologicas,pulpotomias,2005-04-01,69,69
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2005-04-01,18,18
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2005-04-01,108,108
SAN LUCAS,consultas odontologicas,pulpotomias,2005-04-01,29,29
SAN MATIAS,consultas odontologicas,pulpotomias,2005-04-01,102,102
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2005-04-01,192,192
SAN PEDRO,consultas odontologicas,pulpotomias,2005-04-01,27,27
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2005-04-01,26,26
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2005-04-01,15,15
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2005-04-01,42,42
SAN PEDRO(PND),consultas odontologicas,pulpotomias,2005-04-01,18,18
SAN RAFAEL,consultas odontologicas,pulpotomias,2005-04-01,95,95
SAN RAMON,consultas odontologicas,pulpotomias,2005-04-01,176,176
SAN RAMON,consultas odontologicas,pulpotomias,2005-04-01,24,24
SANTA ANA,consultas odontologicas,pulpotomias,2005-04-01,63,63
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2005-04-01,2089,2089
SANTA ROSA,consultas odontologicas,pulpotomias,2005-04-01,25,25
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2005-04-01,112,112
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2005-04-01,17,17
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2005-04-01,53,53
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2005-04-01,24,24
SANTIVAÑES,consultas odontologicas,pulpotomias,2005-04-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2005-04-01,8,8
SAPAHAQUI,consultas odontologicas,pulpotomias,2005-04-01,12,12
SENA,consultas odontologicas,pulpotomias,2005-04-01,23,23
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2005-04-01,43,43
SIPE SIPE,consultas odontologicas,pulpotomias,2005-04-01,127,127
SOPACHUY,consultas odontologicas,pulpotomias,2005-04-01,64,64
SORACACHI,consultas odontologicas,pulpotomias,2005-04-01,19,19
SORATA,consultas odontologicas,pulpotomias,2005-04-01,65,65
SUCRE,consultas odontologicas,pulpotomias,2005-04-01,804,804
TACACOMA,consultas odontologicas,pulpotomias,2005-04-01,48,48
TACOPAYA,consultas odontologicas,pulpotomias,2005-04-01,35,35
TAPACARI,consultas odontologicas,pulpotomias,2005-04-01,13,13
TARABUCO,consultas odontologicas,pulpotomias,2005-04-01,35,35
TARACO,consultas odontologicas,pulpotomias,2005-04-01,12,12
TARATA,consultas odontologicas,pulpotomias,2005-04-01,13,13
TARIJA,consultas odontologicas,pulpotomias,2005-04-01,319,319
TARVITA,consultas odontologicas,pulpotomias,2005-04-01,32,32
TEOPONTE,consultas odontologicas,pulpotomias,2005-04-01,4,4
TIAWANACU,consultas odontologicas,pulpotomias,2005-04-01,158,158
TINGUIPAYA,consultas odontologicas,pulpotomias,2005-04-01,29,29
TIPUANI,consultas odontologicas,pulpotomias,2005-04-01,37,37
TIQUIPAYA,consultas odontologicas,pulpotomias,2005-04-01,67,67
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2005-04-01,116,116
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,pulpotomias,2005-04-01,48,48
TOLATA,consultas odontologicas,pulpotomias,2005-04-01,6,6
TOLEDO,consultas odontologicas,pulpotomias,2005-04-01,56,56
TOMAVE,consultas odontologicas,pulpotomias,2005-04-01,26,26
TOMINA,consultas odontologicas,pulpotomias,2005-04-01,68,68
TORO TORO,consultas odontologicas,pulpotomias,2005-04-01,11,11
TOTORA(CBBA),consultas odontologicas,pulpotomias,2005-04-01,26,26
TRIGAL,consultas odontologicas,pulpotomias,2005-04-01,9,9
TRINIDAD,consultas odontologicas,pulpotomias,2005-04-01,502,502
TUPIZA,consultas odontologicas,pulpotomias,2005-04-01,211,211
TURCO,consultas odontologicas,pulpotomias,2005-04-01,8,8
UNCIA,consultas odontologicas,pulpotomias,2005-04-01,86,86
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2005-04-01,50,50
UYUNI,consultas odontologicas,pulpotomias,2005-04-01,135,135
VACAS,consultas odontologicas,pulpotomias,2005-04-01,25,25
VALLEGRANDE,consultas odontologicas,pulpotomias,2005-04-01,198,198
VIACHA,consultas odontologicas,pulpotomias,2005-04-01,185,185
VILA VILA,consultas odontologicas,pulpotomias,2005-04-01,6,6
VILLA MONTES,consultas odontologicas,pulpotomias,2005-04-01,99,99
VILLA RIVERO,consultas odontologicas,pulpotomias,2005-04-01,24,24
VILLA SERRANO,consultas odontologicas,pulpotomias,2005-04-01,24,24
VILLA TUNARI,consultas odontologicas,pulpotomias,2005-04-01,238,238
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2005-04-01,48,48
VILLAZON,consultas odontologicas,pulpotomias,2005-04-01,210,210
VINTO,consultas odontologicas,pulpotomias,2005-04-01,11,11
VITICHI,consultas odontologicas,pulpotomias,2005-04-01,11,11
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2005-04-01,9,9
WARNES,consultas odontologicas,pulpotomias,2005-04-01,54,54
YACUIBA,consultas odontologicas,pulpotomias,2005-04-01,173,173
YAMPARAEZ,consultas odontologicas,pulpotomias,2005-04-01,7,7
YANACACHI,consultas odontologicas,pulpotomias,2005-04-01,10,10
YAPACANI,consultas odontologicas,pulpotomias,2005-04-01,38,38
YOCALLA,consultas odontologicas,pulpotomias,2005-04-01,20,20
YOTALA,consultas odontologicas,pulpotomias,2005-04-01,25,25
YUNCHARA,consultas odontologicas,pulpotomias,2005-04-01,72,72
ZUDAÑEZ,consultas odontologicas,pulpotomias,2005-04-01,34,34
ACACIO,consultas odontologicas,pulpotomias,2005-05-01,9,9
ACHACACHI,consultas odontologicas,pulpotomias,2005-05-01,282,282
ACHOCALLA,consultas odontologicas,pulpotomias,2005-05-01,28,28
AIQUILE,consultas odontologicas,pulpotomias,2005-05-01,45,45
ALALAY,consultas odontologicas,pulpotomias,2005-05-01,15,15
ANCORAIMES,consultas odontologicas,pulpotomias,2005-05-01,50,50
ANDAMARCA,consultas odontologicas,pulpotomias,2005-05-01,5,5
ANZALDO,consultas odontologicas,pulpotomias,2005-05-01,21,21
APOLO,consultas odontologicas,pulpotomias,2005-05-01,150,150
ARAMPAMPA,consultas odontologicas,pulpotomias,2005-05-01,2,2
ARANI,consultas odontologicas,pulpotomias,2005-05-01,18,18
ARBIETO,consultas odontologicas,pulpotomias,2005-05-01,2,2
ARQUE,consultas odontologicas,pulpotomias,2005-05-01,39,39
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2005-05-01,55,55
ATOCHA,consultas odontologicas,pulpotomias,2005-05-01,141,141
AUCAPATA,consultas odontologicas,pulpotomias,2005-05-01,86,86
AYATA,consultas odontologicas,pulpotomias,2005-05-01,24,24
AYO AYO,consultas odontologicas,pulpotomias,2005-05-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2005-05-01,78,78
AZURDUY,consultas odontologicas,pulpotomias,2005-05-01,55,55
BATALLAS,consultas odontologicas,pulpotomias,2005-05-01,116,116
BAURES,consultas odontologicas,pulpotomias,2005-05-01,40,40
BELLA FLOR,consultas odontologicas,pulpotomias,2005-05-01,8,8
BERMEJO,consultas odontologicas,pulpotomias,2005-05-01,114,114
BETANZOS,consultas odontologicas,pulpotomias,2005-05-01,46,46
BOLIVAR,consultas odontologicas,pulpotomias,2005-05-01,21,21
BOYUIBE,consultas odontologicas,pulpotomias,2005-05-01,36,36
BUENA VISTA,consultas odontologicas,pulpotomias,2005-05-01,30,30
CABEZAS,consultas odontologicas,pulpotomias,2005-05-01,26,26
CAIROMA,consultas odontologicas,pulpotomias,2005-05-01,32,32
"CAIZA ""D""",consultas odontologicas,pulpotomias,2005-05-01,11,11
CAJUATA,consultas odontologicas,pulpotomias,2005-05-01,16,16
CALACOTO,consultas odontologicas,pulpotomias,2005-05-01,2,2
CALAMARCA,consultas odontologicas,pulpotomias,2005-05-01,37,37
CAMARGO,consultas odontologicas,pulpotomias,2005-05-01,70,70
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2005-05-01,13,13
CAMIRI,consultas odontologicas,pulpotomias,2005-05-01,151,151
CAPINOTA,consultas odontologicas,pulpotomias,2005-05-01,23,23
CAQUIAVIRI,consultas odontologicas,pulpotomias,2005-05-01,135,135
CARACOLLO,consultas odontologicas,pulpotomias,2005-05-01,104,104
CARANAVI,consultas odontologicas,pulpotomias,2005-05-01,145,145
CARAPARI,consultas odontologicas,pulpotomias,2005-05-01,61,61
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2005-05-01,12,12
CHALLAPATA,consultas odontologicas,pulpotomias,2005-05-01,47,47
CHAQUI,consultas odontologicas,pulpotomias,2005-05-01,19,19
CHARAGUA,consultas odontologicas,pulpotomias,2005-05-01,145,145
CHARAÑA,consultas odontologicas,pulpotomias,2005-05-01,147,147
CHAYANTA,consultas odontologicas,pulpotomias,2005-05-01,20,20
CHIMORE,consultas odontologicas,pulpotomias,2005-05-01,61,61
CHOQUE COTA,consultas odontologicas,pulpotomias,2005-05-01,5,5
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2005-05-01,110,110
CHUMA,consultas odontologicas,pulpotomias,2005-05-01,103,103
CLIZA,consultas odontologicas,pulpotomias,2005-05-01,23,23
COBIJA,consultas odontologicas,pulpotomias,2005-05-01,118,118
COCHABAMBA,consultas odontologicas,pulpotomias,2005-05-01,992,992
COLCAPIRHUA,consultas odontologicas,pulpotomias,2005-05-01,27,27
"COLCHA ""K""",consultas odontologicas,pulpotomias,2005-05-01,19,19
COLOMI,consultas odontologicas,pulpotomias,2005-05-01,68,68
COLPA BELGICA,consultas odontologicas,pulpotomias,2005-05-01,24,24
COLQUECHACA,consultas odontologicas,pulpotomias,2005-05-01,41,41
COLQUIRI,consultas odontologicas,pulpotomias,2005-05-01,67,67
COMARAPA,consultas odontologicas,pulpotomias,2005-05-01,112,112
COMBAYA,consultas odontologicas,pulpotomias,2005-05-01,44,44
CONCEPCION,consultas odontologicas,pulpotomias,2005-05-01,61,61
COPACABANA,consultas odontologicas,pulpotomias,2005-05-01,58,58
CORIPATA,consultas odontologicas,pulpotomias,2005-05-01,29,29
CORO CORO,consultas odontologicas,pulpotomias,2005-05-01,43,43
COROICO,consultas odontologicas,pulpotomias,2005-05-01,109,109
CORQUE,consultas odontologicas,pulpotomias,2005-05-01,21,21
