municipality,group,variable,month,Primeras consultas,TOTAL
OMEREQUE,consultas odontologicas,primeras consultas,2005-08-01,163,163
ORURO,consultas odontologicas,primeras consultas,2005-08-01,34,34
PALOS BLANCOS,consultas odontologicas,primeras consultas,2005-08-01,30,30
PASORAPA,consultas odontologicas,primeras consultas,2005-08-01,146,146
POCONA,consultas odontologicas,primeras consultas,2005-08-01,145,145
POJO (CBBA),consultas odontologicas,primeras consultas,2005-08-01,96,96
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2005-08-01,65,65
QUILLACOLLO,consultas odontologicas,primeras consultas,2005-08-01,1058,1058
SACABA,consultas odontologicas,primeras consultas,2005-08-01,352,352
SACACA,consultas odontologicas,primeras consultas,2005-08-01,525,525
SAN LUCAS,consultas odontologicas,primeras consultas,2005-08-01,86,86
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2005-08-01,59,59
SANTA ANA,consultas odontologicas,primeras consultas,2005-08-01,54,54
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-08-01,123,123
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2005-08-01,98,98
SIPE SIPE,consultas odontologicas,primeras consultas,2005-08-01,296,296
SOPACHUY,consultas odontologicas,primeras consultas,2005-08-01,124,124
SUCRE,consultas odontologicas,primeras consultas,2005-08-01,267,267
TACOPAYA,consultas odontologicas,primeras consultas,2005-08-01,4,4
TAPACARI,consultas odontologicas,primeras consultas,2005-08-01,66,66
TARVITA,consultas odontologicas,primeras consultas,2005-08-01,29,29
TIQUIPAYA,consultas odontologicas,primeras consultas,2005-08-01,663,663
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-08-01,205,205
TORO TORO,consultas odontologicas,primeras consultas,2005-08-01,73,73
VILA VILA,consultas odontologicas,primeras consultas,2005-08-01,89,89
VILLA MONTES,consultas odontologicas,primeras consultas,2005-08-01,1,1
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-08-01,1141,1141
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2005-08-01,175,175
VINTO,consultas odontologicas,primeras consultas,2005-08-01,110,110
YACUIBA,consultas odontologicas,primeras consultas,2005-08-01,47,47
ACACIO,consultas odontologicas,primeras consultas,2005-09-01,253,253
AIQUILE,consultas odontologicas,primeras consultas,2005-09-01,738,738
ALALAY,consultas odontologicas,primeras consultas,2005-09-01,114,114
ARAMPAMPA,consultas odontologicas,primeras consultas,2005-09-01,21,21
AUCAPATA,consultas odontologicas,primeras consultas,2005-09-01,31,31
AYATA,consultas odontologicas,primeras consultas,2005-09-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2005-09-01,66,66
AZURDUY,consultas odontologicas,primeras consultas,2005-09-01,138,138
BERMEJO,consultas odontologicas,primeras consultas,2005-09-01,158,158
BOYUIBE,consultas odontologicas,primeras consultas,2005-09-01,192,192
BUENA VISTA,consultas odontologicas,primeras consultas,2005-09-01,1,1
CAIROMA,consultas odontologicas,primeras consultas,2005-09-01,1,1
CAJUATA,consultas odontologicas,primeras consultas,2005-09-01,352,352
CAMARGO,consultas odontologicas,primeras consultas,2005-09-01,236,236
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2005-09-01,125,125
CAMIRI,consultas odontologicas,primeras consultas,2005-09-01,1834,1834
CAPINOTA,consultas odontologicas,primeras consultas,2005-09-01,20,20
CARACOLLO,consultas odontologicas,primeras consultas,2005-09-01,52,52
CARANAVI,consultas odontologicas,primeras consultas,2005-09-01,261,261
CARAPARI,consultas odontologicas,primeras consultas,2005-09-01,60,60
CHARAGUA,consultas odontologicas,primeras consultas,2005-09-01,114,114
CHUMA,consultas odontologicas,primeras consultas,2005-09-01,296,296
COCHABAMBA,consultas odontologicas,primeras consultas,2005-09-01,1079,1079
COLCAPIRHUA,consultas odontologicas,primeras consultas,2005-09-01,4,4
COLOMI,consultas odontologicas,primeras consultas,2005-09-01,18,18
COLQUECHACA,consultas odontologicas,primeras consultas,2005-09-01,24,24
CUEVO,consultas odontologicas,primeras consultas,2005-09-01,230,230
CULPINA,consultas odontologicas,primeras consultas,2005-09-01,67,67
CURVA,consultas odontologicas,primeras consultas,2005-09-01,27,27
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2005-09-01,319,319
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-09-01,799,799
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-09-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2005-09-01,495,495
GUTIERREZ,consultas odontologicas,primeras consultas,2005-09-01,84,84
HUACARETA,consultas odontologicas,primeras consultas,2005-09-01,23,23
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,primeras consultas,2005-09-01,55,55
INCAHUASI,consultas odontologicas,primeras consultas,2005-09-01,29,29
LA ASUNTA,consultas odontologicas,primeras consultas,2005-09-01,117,117
LA PAZ,consultas odontologicas,primeras consultas,2005-09-01,3321,3321
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-09-01,701,701
LURIBAY,consultas odontologicas,primeras consultas,2005-09-01,20,20
MIZQUE,consultas odontologicas,primeras consultas,2005-09-01,89,89
MONTEAGUDO,consultas odontologicas,primeras consultas,2005-09-01,262,262
OMEREQUE,consultas odontologicas,primeras consultas,2005-09-01,199,199
ORURO,consultas odontologicas,primeras consultas,2005-09-01,71,71
POCONA,consultas odontologicas,primeras consultas,2005-09-01,1,1
POJO (CBBA),consultas odontologicas,primeras consultas,2005-09-01,117,117
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2005-09-01,199,199
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2005-09-01,441,441
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2005-09-01,106,106
RAVELO,consultas odontologicas,primeras consultas,2005-09-01,3,3
SACABA,consultas odontologicas,primeras consultas,2005-09-01,371,371
SACACA,consultas odontologicas,primeras consultas,2005-09-01,225,225
SAN LUCAS,consultas odontologicas,primeras consultas,2005-09-01,126,126
SAN PEDRO,consultas odontologicas,primeras consultas,2005-09-01,29,29
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2005-09-01,477,477
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-09-01,1697,1697
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2005-09-01,26,26
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2005-09-01,9,9
SOPACHUY,consultas odontologicas,primeras consultas,2005-09-01,89,89
SUCRE,consultas odontologicas,primeras consultas,2005-09-01,129,129
TAPACARI,consultas odontologicas,primeras consultas,2005-09-01,98,98
TARIJA,consultas odontologicas,primeras consultas,2005-09-01,68,68
TIAWANACU,consultas odontologicas,primeras consultas,2005-09-01,1,1
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-09-01,300,300
TRINIDAD,consultas odontologicas,primeras consultas,2005-09-01,246,246
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2005-09-01,93,93
VALLEGRANDE,consultas odontologicas,primeras consultas,2005-09-01,86,86
VILA VILA,consultas odontologicas,primeras consultas,2005-09-01,36,36
VILLA MONTES,consultas odontologicas,primeras consultas,2005-09-01,9,9
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-09-01,852,852
VINTO,consultas odontologicas,primeras consultas,2005-09-01,25,25
YACO,consultas odontologicas,primeras consultas,2005-09-01,49,49
YACUIBA,consultas odontologicas,primeras consultas,2005-09-01,9,9
ACACIO,consultas odontologicas,primeras consultas,2005-10-01,324,324
AIQUILE,consultas odontologicas,primeras consultas,2005-10-01,446,446
ALCALA,consultas odontologicas,primeras consultas,2005-10-01,72,72
ARAMPAMPA,consultas odontologicas,primeras consultas,2005-10-01,22,22
ARANI,consultas odontologicas,primeras consultas,2005-10-01,102,102
ARQUE,consultas odontologicas,primeras consultas,2005-10-01,173,173
AUCAPATA,consultas odontologicas,primeras consultas,2005-10-01,48,48
AYATA,consultas odontologicas,primeras consultas,2005-10-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2005-10-01,76,76
AZURDUY,consultas odontologicas,primeras consultas,2005-10-01,1115,1115
BERMEJO,consultas odontologicas,primeras consultas,2005-10-01,327,327
BOLIVAR,consultas odontologicas,primeras consultas,2005-10-01,70,70
BOYUIBE,consultas odontologicas,primeras consultas,2005-10-01,172,172
CABEZAS,consultas odontologicas,primeras consultas,2005-10-01,76,76
CAIROMA,consultas odontologicas,primeras consultas,2005-10-01,3,3
CAJUATA,consultas odontologicas,primeras consultas,2005-10-01,58,58
CAMARGO,consultas odontologicas,primeras consultas,2005-10-01,218,218
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2005-10-01,89,89
CAMIRI,consultas odontologicas,primeras consultas,2005-10-01,1610,1610
CAPINOTA,consultas odontologicas,primeras consultas,2005-10-01,14,14
CARACOLLO,consultas odontologicas,primeras consultas,2005-10-01,2,2
CARANAVI,consultas odontologicas,primeras consultas,2005-10-01,385,385
CARAPARI,consultas odontologicas,primeras consultas,2005-10-01,88,88
CARIPUYO,consultas odontologicas,primeras consultas,2005-10-01,21,21
CHARAGUA,consultas odontologicas,primeras consultas,2005-10-01,33,33
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2005-10-01,99,99
CHUMA,consultas odontologicas,primeras consultas,2005-10-01,199,199
COCHABAMBA,consultas odontologicas,primeras consultas,2005-10-01,1894,1894
COLOMI,consultas odontologicas,primeras consultas,2005-10-01,20,20
COLQUECHACA,consultas odontologicas,primeras consultas,2005-10-01,4,4
COLQUIRI,consultas odontologicas,primeras consultas,2005-10-01,164,164
CORIPATA,consultas odontologicas,primeras consultas,2005-10-01,83,83
CORO CORO,consultas odontologicas,primeras consultas,2005-10-01,51,51
COROICO,consultas odontologicas,primeras consultas,2005-10-01,61,61
CORQUE,consultas odontologicas,primeras consultas,2005-10-01,65,65
CUEVO,consultas odontologicas,primeras consultas,2005-10-01,78,78
CULPINA,consultas odontologicas,primeras consultas,2005-10-01,53,53
DESAGUADERO,consultas odontologicas,primeras consultas,2005-10-01,143,143
EL ALTO,consultas odontologicas,primeras consultas,2005-10-01,71,71
EL PUENTE(STC),consultas odontologicas,primeras consultas,2005-10-01,55,55
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2005-10-01,51,51
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-10-01,39,39
EUCALIPTUS,consultas odontologicas,primeras consultas,2005-10-01,32,32
EXALTACION,consultas odontologicas,primeras consultas,2005-10-01,15,15
GENERAL SAAVEDRA,consultas odontologicas,primeras consultas,2005-10-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2005-10-01,83,83
GUAQUI,consultas odontologicas,primeras consultas,2005-10-01,190,190
GUTIERREZ,consultas odontologicas,primeras consultas,2005-10-01,303,303
HUACARETA,consultas odontologicas,primeras consultas,2005-10-01,110,110
ICLA,consultas odontologicas,primeras consultas,2005-10-01,340,340
INCAHUASI,consultas odontologicas,primeras consultas,2005-10-01,75,75
INQUISIVI,consultas odontologicas,primeras consultas,2005-10-01,270,270
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2005-10-01,113,113
IXIAMAS,consultas odontologicas,primeras consultas,2005-10-01,62,62
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2005-10-01,274,274
LA ASUNTA,consultas odontologicas,primeras consultas,2005-10-01,98,98
LA PAZ,consultas odontologicas,primeras consultas,2005-10-01,7907,7907
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-10-01,278,278
LAJA,consultas odontologicas,primeras consultas,2005-10-01,10,10
MACHARETI,consultas odontologicas,primeras consultas,2005-10-01,371,371
MINEROS,consultas odontologicas,primeras consultas,2005-10-01,1,1
MIZQUE,consultas odontologicas,primeras consultas,2005-10-01,57,57
MOCOMOCO,consultas odontologicas,primeras consultas,2005-10-01,104,104
MONTEAGUDO,consultas odontologicas,primeras consultas,2005-10-01,98,98
MOROCHATA,consultas odontologicas,primeras consultas,2005-10-01,155,155
OCURI,consultas odontologicas,primeras consultas,2005-10-01,24,24
OMEREQUE,consultas odontologicas,primeras consultas,2005-10-01,364,364
ORURO,consultas odontologicas,primeras consultas,2005-10-01,268,268
PALOS BLANCOS,consultas odontologicas,primeras consultas,2005-10-01,29,29
PAPEL PAMPA,consultas odontologicas,primeras consultas,2005-10-01,18,18
PASORAPA,consultas odontologicas,primeras consultas,2005-10-01,123,123
PATACAMAYA,consultas odontologicas,primeras consultas,2005-10-01,190,190
POJO (CBBA),consultas odontologicas,primeras consultas,2005-10-01,39,39
PRESTO,consultas odontologicas,primeras consultas,2005-10-01,28,28
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2005-10-01,65,65
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2005-10-01,43,43
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2005-10-01,3,3
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2005-10-01,21,21
PUNATA,consultas odontologicas,primeras consultas,2005-10-01,15,15
QUILLACOLLO,consultas odontologicas,primeras consultas,2005-10-01,180,180
QUIME,consultas odontologicas,primeras consultas,2005-10-01,212,212
RAVELO,consultas odontologicas,primeras consultas,2005-10-01,140,140
REYES,consultas odontologicas,primeras consultas,2005-10-01,39,39
ROBORE,consultas odontologicas,primeras consultas,2005-10-01,575,575
SACABA,consultas odontologicas,primeras consultas,2005-10-01,477,477
SACACA,consultas odontologicas,primeras consultas,2005-10-01,775,775
SAMAIPATA,consultas odontologicas,primeras consultas,2005-10-01,71,71
SAN ANDRES,consultas odontologicas,primeras consultas,2005-10-01,2,2
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2005-10-01,29,29
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2005-10-01,77,77
SAN LUCAS,consultas odontologicas,primeras consultas,2005-10-01,167,167
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2005-10-01,106,106
SANTA ANA,consultas odontologicas,primeras consultas,2005-10-01,5,5
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-10-01,3532,3532
SANTA ROSA,consultas odontologicas,primeras consultas,2005-10-01,3,3
SIPE SIPE,consultas odontologicas,primeras consultas,2005-10-01,180,180
SOPACHUY,consultas odontologicas,primeras consultas,2005-10-01,112,112
SUCRE,consultas odontologicas,primeras consultas,2005-10-01,404,404
TACOPAYA,consultas odontologicas,primeras consultas,2005-10-01,29,29
TAPACARI,consultas odontologicas,primeras consultas,2005-10-01,28,28
TARABUCO,consultas odontologicas,primeras consultas,2005-10-01,824,824
TARIJA,consultas odontologicas,primeras consultas,2005-10-01,406,406
TARVITA,consultas odontologicas,primeras consultas,2005-10-01,101,101
TIAWANACU,consultas odontologicas,primeras consultas,2005-10-01,334,334
TIQUIPAYA,consultas odontologicas,primeras consultas,2005-10-01,11,11
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-10-01,402,402
TOLEDO,consultas odontologicas,primeras consultas,2005-10-01,50,50
TOMINA,consultas odontologicas,primeras consultas,2005-10-01,88,88
TORO TORO,consultas odontologicas,primeras consultas,2005-10-01,103,103
TOTORA(CBBA),consultas odontologicas,primeras consultas,2005-10-01,23,23
TRINIDAD,consultas odontologicas,primeras consultas,2005-10-01,405,405
URUBICHA,consultas odontologicas,primeras consultas,2005-10-01,88,88
VILA VILA,consultas odontologicas,primeras consultas,2005-10-01,30,30
VILLA SERRANO,consultas odontologicas,primeras consultas,2005-10-01,276,276
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-10-01,2632,2632
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2005-10-01,168,168
VINTO,consultas odontologicas,primeras consultas,2005-10-01,112,112
YACO,consultas odontologicas,primeras consultas,2005-10-01,4,4
YACUIBA,consultas odontologicas,primeras consultas,2005-10-01,152,152
YAMPARAEZ,consultas odontologicas,primeras consultas,2005-10-01,622,622
YANACACHI,consultas odontologicas,primeras consultas,2005-10-01,110,110
YUNCHARA,consultas odontologicas,primeras consultas,2005-10-01,22,22
ACACIO,consultas odontologicas,primeras consultas,2005-11-01,110,110
AIQUILE,consultas odontologicas,primeras consultas,2005-11-01,846,846
ALCALA,consultas odontologicas,primeras consultas,2005-11-01,30,30
ARAMPAMPA,consultas odontologicas,primeras consultas,2005-11-01,99,99
ARQUE,consultas odontologicas,primeras consultas,2005-11-01,35,35
AUCAPATA,consultas odontologicas,primeras consultas,2005-11-01,50,50
AYATA,consultas odontologicas,primeras consultas,2005-11-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2005-11-01,44,44
AZURDUY,consultas odontologicas,primeras consultas,2005-11-01,155,155
BATALLAS,consultas odontologicas,primeras consultas,2005-11-01,159,159
BERMEJO,consultas odontologicas,primeras consultas,2005-11-01,119,119
BETANZOS,consultas odontologicas,primeras consultas,2005-11-01,26,26
BOLIVAR,consultas odontologicas,primeras consultas,2005-11-01,168,168
BOYUIBE,consultas odontologicas,primeras consultas,2005-11-01,189,189
CAIROMA,consultas odontologicas,primeras consultas,2005-11-01,39,39
CALACOTO,consultas odontologicas,primeras consultas,2005-11-01,37,37
CAMARGO,consultas odontologicas,primeras consultas,2005-11-01,210,210
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2005-11-01,74,74
CAMIRI,consultas odontologicas,primeras consultas,2005-11-01,730,730
CAPINOTA,consultas odontologicas,primeras consultas,2005-11-01,20,20
CARANAVI,consultas odontologicas,primeras consultas,2005-11-01,874,874
CARAPARI,consultas odontologicas,primeras consultas,2005-11-01,25,25
CARIPUYO,consultas odontologicas,primeras consultas,2005-11-01,368,368
CHIMORE,consultas odontologicas,primeras consultas,2005-11-01,30,30
CHUMA,consultas odontologicas,primeras consultas,2005-11-01,299,299
COCHABAMBA,consultas odontologicas,primeras consultas,2005-11-01,2007,2007
COLCAPIRHUA,consultas odontologicas,primeras consultas,2005-11-01,214,214
"COLCHA ""K""",consultas odontologicas,primeras consultas,2005-11-01,224,224
COLOMI,consultas odontologicas,primeras consultas,2005-11-01,59,59
COLQUIRI,consultas odontologicas,primeras consultas,2005-11-01,27,27
COMANCHE,consultas odontologicas,primeras consultas,2005-11-01,2,2
COPACABANA,consultas odontologicas,primeras consultas,2005-11-01,72,72
CORIPATA,consultas odontologicas,primeras consultas,2005-11-01,279,279
CORO CORO,consultas odontologicas,primeras consultas,2005-11-01,57,57
COROICO,consultas odontologicas,primeras consultas,2005-11-01,2,2
CORQUE,consultas odontologicas,primeras consultas,2005-11-01,333,333
COTOCA,consultas odontologicas,primeras consultas,2005-11-01,91,91
CUEVO,consultas odontologicas,primeras consultas,2005-11-01,244,244
CULPINA,consultas odontologicas,primeras consultas,2005-11-01,618,618
CURVA,consultas odontologicas,primeras consultas,2005-11-01,23,23
DESAGUADERO,consultas odontologicas,primeras consultas,2005-11-01,140,140
EL ALTO,consultas odontologicas,primeras consultas,2005-11-01,530,530
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2005-11-01,120,120
EL VILLAR,consultas odontologicas,primeras consultas,2005-11-01,17,17
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-11-01,73,73
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-11-01,116,116
EUCALIPTUS,consultas odontologicas,primeras consultas,2005-11-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2005-11-01,189,189
GUAQUI,consultas odontologicas,primeras consultas,2005-11-01,316,316
HUACARETA,consultas odontologicas,primeras consultas,2005-11-01,64,64
ICLA,consultas odontologicas,primeras consultas,2005-11-01,24,24
INCAHUASI,consultas odontologicas,primeras consultas,2005-11-01,434,434
INQUISIVI,consultas odontologicas,primeras consultas,2005-11-01,707,707
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2005-11-01,95,95
IXIAMAS,consultas odontologicas,primeras consultas,2005-11-01,47,47
LA ASUNTA,consultas odontologicas,primeras consultas,2005-11-01,165,165
LA GUARDIA,consultas odontologicas,primeras consultas,2005-11-01,405,405
LA PAZ,consultas odontologicas,primeras consultas,2005-11-01,6196,6196
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-11-01,189,189
LAJA,consultas odontologicas,primeras consultas,2005-11-01,49,49
MACHARETI,consultas odontologicas,primeras consultas,2005-11-01,28,28
MIZQUE,consultas odontologicas,primeras consultas,2005-11-01,116,116
MOJOCOYA,consultas odontologicas,primeras consultas,2005-11-01,100,100
MONTEAGUDO,consultas odontologicas,primeras consultas,2005-11-01,83,83
OMEREQUE,consultas odontologicas,primeras consultas,2005-11-01,160,160
ORURO,consultas odontologicas,primeras consultas,2005-11-01,253,253
PAPEL PAMPA,consultas odontologicas,primeras consultas,2005-11-01,13,13
PATACAMAYA,consultas odontologicas,primeras consultas,2005-11-01,211,211
PELECHUCO,consultas odontologicas,primeras consultas,2005-11-01,29,29
POJO (CBBA),consultas odontologicas,primeras consultas,2005-11-01,22,22
POTOSI,consultas odontologicas,primeras consultas,2005-11-01,797,797
PRESTO,consultas odontologicas,primeras consultas,2005-11-01,605,605
PUCARANI,consultas odontologicas,primeras consultas,2005-11-01,1,1
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2005-11-01,1,1
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2005-11-01,349,349
PUERTO PEREZ,consultas odontologicas,primeras consultas,2005-11-01,242,242
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2005-11-01,117,117
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2005-11-01,188,188
PUNA,consultas odontologicas,primeras consultas,2005-11-01,16,16
PUNATA,consultas odontologicas,primeras consultas,2005-11-01,52,52
QUILLACOLLO,consultas odontologicas,primeras consultas,2005-11-01,163,163
QUIME,consultas odontologicas,primeras consultas,2005-11-01,58,58
SACABA,consultas odontologicas,primeras consultas,2005-11-01,296,296
SACACA,consultas odontologicas,primeras consultas,2005-11-01,562,562
SALINAS DE GARCI MENDOZA,consultas odontologicas,primeras consultas,2005-11-01,7,7
SAMAIPATA,consultas odontologicas,primeras consultas,2005-11-01,18,18
SAN ANDRES,consultas odontologicas,primeras consultas,2005-11-01,2,2
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2005-11-01,36,36
SAN BENITO,consultas odontologicas,primeras consultas,2005-11-01,15,15
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2005-11-01,20,20
SAN IGNACIO,consultas odontologicas,primeras consultas,2005-11-01,10,10
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2005-11-01,277,277
SAN JULIAN,consultas odontologicas,primeras consultas,2005-11-01,17,17
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2005-11-01,92,92
SAN LUCAS,consultas odontologicas,primeras consultas,2005-11-01,87,87
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2005-11-01,153,153
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2005-11-01,492,492
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2005-11-01,27,27
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-11-01,2877,2877
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2005-11-01,17,17
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2005-11-01,14,14
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2005-11-01,159,159
SIPE SIPE,consultas odontologicas,primeras consultas,2005-11-01,251,251
SOPACHUY,consultas odontologicas,primeras consultas,2005-11-01,340,340
SUCRE,consultas odontologicas,primeras consultas,2005-11-01,1045,1045
TACOPAYA,consultas odontologicas,primeras consultas,2005-11-01,251,251
TAPACARI,consultas odontologicas,primeras consultas,2005-11-01,184,184
TARABUCO,consultas odontologicas,primeras consultas,2005-11-01,153,153
TARACO,consultas odontologicas,primeras consultas,2005-11-01,11,11
TARIJA,consultas odontologicas,primeras consultas,2005-11-01,273,273
TIAWANACU,consultas odontologicas,primeras consultas,2005-11-01,125,125
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-11-01,380,380
TOMINA,consultas odontologicas,primeras consultas,2005-11-01,29,29
TORO TORO,consultas odontologicas,primeras consultas,2005-11-01,173,173
TRINIDAD,consultas odontologicas,primeras consultas,2005-11-01,701,701
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2005-11-01,193,193
VIACHA,consultas odontologicas,primeras consultas,2005-11-01,150,150
VILA VILA,consultas odontologicas,primeras consultas,2005-11-01,23,23
VILLA MONTES,consultas odontologicas,primeras consultas,2005-11-01,85,85
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-11-01,534,534
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2005-11-01,72,72
VINTO,consultas odontologicas,primeras consultas,2005-11-01,84,84
YACO,consultas odontologicas,primeras consultas,2005-11-01,19,19
YANACACHI,consultas odontologicas,primeras consultas,2005-11-01,67,67
YUNCHARA,consultas odontologicas,primeras consultas,2005-11-01,25,25
ACACIO,consultas odontologicas,primeras consultas,2005-12-01,411,411
AIQUILE,consultas odontologicas,primeras consultas,2005-12-01,384,384
ARANI,consultas odontologicas,primeras consultas,2005-12-01,32,32
AUCAPATA,consultas odontologicas,primeras consultas,2005-12-01,8,8
AYATA,consultas odontologicas,primeras consultas,2005-12-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2005-12-01,127,127
BERMEJO,consultas odontologicas,primeras consultas,2005-12-01,48,48
BETANZOS,consultas odontologicas,primeras consultas,2005-12-01,33,33
BOLIVAR,consultas odontologicas,primeras consultas,2005-12-01,79,79
BOYUIBE,consultas odontologicas,primeras consultas,2005-12-01,77,77
BUENA VISTA,consultas odontologicas,primeras consultas,2005-12-01,1,1
CABEZAS,consultas odontologicas,primeras consultas,2005-12-01,56,56
CALACOTO,consultas odontologicas,primeras consultas,2005-12-01,72,72
CAMARGO,consultas odontologicas,primeras consultas,2005-12-01,115,115
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2005-12-01,1,1
CAMIRI,consultas odontologicas,primeras consultas,2005-12-01,2176,2176
CAPINOTA,consultas odontologicas,primeras consultas,2005-12-01,138,138
CARANAVI,consultas odontologicas,primeras consultas,2005-12-01,235,235
CARAPARI,consultas odontologicas,primeras consultas,2005-12-01,31,31
CHARAGUA,consultas odontologicas,primeras consultas,2005-12-01,104,104
CHUMA,consultas odontologicas,primeras consultas,2005-12-01,86,86
COCHABAMBA,consultas odontologicas,primeras consultas,2005-12-01,1570,1570
"COLCHA ""K""",consultas odontologicas,primeras consultas,2005-12-01,176,176
COLOMI,consultas odontologicas,primeras consultas,2005-12-01,61,61
COLQUIRI,consultas odontologicas,primeras consultas,2005-12-01,15,15
CORO CORO,consultas odontologicas,primeras consultas,2005-12-01,24,24
COROICO,consultas odontologicas,primeras consultas,2005-12-01,2,2
CORQUE,consultas odontologicas,primeras consultas,2005-12-01,69,69
COTAGAITA,consultas odontologicas,primeras consultas,2005-12-01,4,4
CUEVO,consultas odontologicas,primeras consultas,2005-12-01,4,4
CULPINA,consultas odontologicas,primeras consultas,2005-12-01,41,41
DESAGUADERO,consultas odontologicas,primeras consultas,2005-12-01,27,27
EL ALTO,consultas odontologicas,primeras consultas,2005-12-01,11,11
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2005-12-01,79,79
EL VILLAR,consultas odontologicas,primeras consultas,2005-12-01,64,64
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-12-01,45,45
