municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
ARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
ARQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,33,33
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,7,7
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,25,25
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,18,18
AZURDUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,26,26
BAURES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,4,4
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,141,141
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,8,8
BOLIVAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,19,19
CABEZAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,126,126
CALAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,67,67
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,11,11
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,25,25
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,14,14
CAQUIAVIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
CARACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,30,30
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,10,10
CARAPARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,6,6
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,18,18
CHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,6,6
CHARAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,6,6
CHAYANTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,7,7
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,10,10
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1721,1721
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,4,4
COLQUECHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
COLQUIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,10,10
CONCEPCION,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
COPACABANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
CORO CORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,34,34
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,71,71
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,4,4
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,22,22
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,6,6
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,100,100
DESAGUADERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1399,1399
EL PUENTE(STC),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,8,8
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
EL TORNO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,14,14
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,25,25
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,4,4
EUCALIPTUS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,15,15
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
GUANAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
GUAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,55,55
HUACHACALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
ICLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,140,140
INCAHUASI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,105,105
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,8,8
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,72,72
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1804,1804
LAJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,16,16
LURIBAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
MACHARETI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,162,162
MAIRANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,6,6
MECAPACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,12,12
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,29,29
MOJOCOYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,9,9
MONTEAGUDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,6,6
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,18,18
MORO MORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
MOROCHATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,41,41
OCURI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,7,7
OKINAWA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,893,893
PADCAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
PADILLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,4,4
PALOS BLANCOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,31,31
PAMPA AULLAGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
PELECHUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
POCOATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
POJO (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,9,9
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,17,17
PORONGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,313,313
PRESTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
PUCARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,44,44
PUCARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
PUERTO RICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,43,43
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,33,33
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,57,57
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,104,104
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
QUIRUSILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,44,44
RIBERALTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,141,141
ROBORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,21,21
SABAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,6,6
SACABA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,177,177
SACACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,9,9
SAMAIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,14,14
SAN ANDRES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
SAN BENITO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,30,30
SAN BORJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,17,17
SAN CARLOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
SAN IGNACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,17,17
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,15,15
SAN JOAQUIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,18,18
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
SAN JULIAN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,35,35
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,82,82
SAN LUCAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,10,10
SAN MATIAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,14,14
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,23,23
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
SAN RAFAEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,46,46
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
SANTA ANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1740,1740
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
SANTIVAÑES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
SENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
SIPE SIPE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,81,81
SOPACHUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,20,20
SORACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
SUCRE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,419,419
TACOPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,105,105
TAPACARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,12,12
TARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
TARATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
TARIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,285,285
TEOPONTE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,5,5
TINGUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,10,10
TIPUANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
TIQUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,60,60
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,13,13
TOLATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,47,47
TOLEDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,6,6
TOMINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,127,127
TORO TORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
TOTORA(CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,8,8
TRINIDAD,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,107,107
TURCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
UNCIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,44,44
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,19,19
UYUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
VACAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,8,8
VALLEGRANDE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,21,21
VIACHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,163,163
VILA VILA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,1,1
VILLA MONTES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,34,34
VILLA RIVERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,4,4
VILLA SERRANO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,24,24
VILLA TUNARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,37,37
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,14,14
VILLAZON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,41,41
VINTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,84,84
WARNES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,75,75
YACUIBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,50,50
YAMPARAEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,3,3
YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,17,17
YOTALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-04-01,2,2
ACHACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,51,51
ACHOCALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
AIQUILE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,86,86
ALALAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1,1
APOLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,7,7
ARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
ARQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,5,5
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,54,54
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,59,59
AZURDUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
BAURES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,10,10
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,136,136
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,8,8
BOLIVAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,14,14
BOYUIBE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,8,8
CALAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,79,79
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,56,56
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,51,51
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,17,17
CARACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,27,27
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,38,38
CARAPARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,26,26
CARMEN RIVERO TORREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,14,14
CHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,9,9
CHARAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,7,7
CHOQUE COTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,5,5
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,14,14
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,8,8
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1330,1330
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,4,4
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,4,4
COLPA BELGICA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,48,48
COLQUECHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,9,9
CONCEPCION,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
CORO CORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
CORQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1,1
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,7,7
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,47,47
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1,1
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,6,6
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1,1
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,719,719
EL PUENTE(STC),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,70,70
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,40,40
EL TORNO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1,1
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,6,6
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,4,4
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,10,10
FILADELFIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,36,36
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,4,4
GUANAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
GUAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1,1
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,188,188
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
HUACARETA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
HUACHACALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,5,5
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
ICLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,42,42
INCAHUASI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,13,13
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,70,70
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1833,1833
LICOMA PAMPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,117,117
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,5,5
MAIRANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,14,14
MAPIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,9,9
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
MOJOCOYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
MONTEAGUDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,5,5
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,96,96
OCURI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
OKINAWA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,41,41
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,439,439
PADILLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,7,7
PALCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
PALOS BLANCOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,90,90
PAMPA AULLAGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
PATACAMAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,9,9
POCOATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
POJO (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,16,16
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,7,7
PORONGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
POSTRER VALLE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,12,12
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,209,209
PRESTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1,1
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,4,4
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,4,4
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,40,40
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,43,43
PUNA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,43,43
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,171,171
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
QUIRUSILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,4,4
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,6,6
RIBERALTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,411,411
ROBORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,57,57
RURRENABAQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,14,14
SACABA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,221,221
SACACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
SAIPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,32,32
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,2,2
SAMAIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,14,14
SAN AGUSTIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1,1
SAN ANDRES,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,4,4
SAN BENITO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,15,15
SAN BORJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,37,37
SAN BUENA VENTURA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1,1
SAN CARLOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,3,3
SAN IGNACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,14,14
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,17,17
SAN JOAQUIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,49,49
SAN JULIAN,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,211,211
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,191,191
SAN LUCAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,5,5
SAN MATIAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,37,37
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,4,4
SAN RAFAEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,20,20
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,11,11
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,36,36
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,1544,1544
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2005-05-01,60,60
