municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
YOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-03-01,20,20
YOTALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-03-01,12,12
ZUDAÑEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-03-01,17,17
ACHACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,140,140
ACHOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,69,69
AIQUILE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,154,154
ALALAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,3,3
ANCORAIMES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,47,47
ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,20,20
ANZALDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,10,10
APOLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,160,160
ARAMPAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,9,9
ARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,10,10
ARQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,221,221
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,10,10
ATOCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,96,96
AYATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,4,4
AYO AYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,346,346
AZURDUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,580,580
BATALLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,11,11
BAURES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,20,20
BELEN DE ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,11,11
BELLA FLOR,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,5,5
BERMEJO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,41,41
BETANZOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,261,261
BOLIVAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,2,2
BOYUIBE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,18,18
BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,46,46
CABEZAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,8,8
CAIROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,58,58
"CAIZA ""D""",consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,52,52
CAJUATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,33,33
CALACOTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,6,6
CALAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,3,3
CAMARGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,32,32
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,73,73
CAMIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,149,149
CAPINOTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,20,20
CAQUIAVIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,1,1
CARACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,51,51
CARANAVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,102,102
CARAPARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,7,7
CARMEN RIVERO TORREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,29,29
CHALLAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,166,166
CHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,1,1
CHARAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,62,62
CHARAÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,21,21
CHAYANTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,255,255
CHIMORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,48,48
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,11,11
CHUMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,18,18
CLIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,22,22
COBIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,173,173
COCHABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,2239,2239
COLCAPIRHUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,1,1
"COLCHA ""K""",consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,37,37
COLOMI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,21,21
COLPA BELGICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,10,10
COLQUECHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,9,9
COLQUENCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,33,33
COLQUIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,51,51
COMARAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,38,38
CONCEPCION,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,12,12
COPACABANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,19,19
CORIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,4,4
CORO CORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,21,21
COROICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,7,7
CORQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,124,124
COTAGAITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,256,256
COTOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,55,55
CULPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,59,59
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,35,35
DESAGUADERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,6,6
EL ALTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,3662,3662
EL PUENTE(STC),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,35,35
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,31,31
EL TORNO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,33,33
EL VILLAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,151,151
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,149,149
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,73,73
EUCALIPTUS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,22,22
EXALTACION,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,57,57
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,73,73
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,69,69
GUANAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,47,47
GUAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,31,31
GUAYARAMERIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,175,175
GUTIERREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,3,3
HUACARETA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,72,72
HUACHACALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,6,6
HUANUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,42,42
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,20,20
ICHOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,83,83
ICLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,492,492
INGAVI (HUMAITA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,17,17
INQUISIVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,19,19
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,68,68
IXIAMAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,55,55
LA ASUNTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,20,20
LA GUARDIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,98,98
LA PAZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,4486,4486
LAGUNILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,35,35
LAJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,56,56
LICOMA PAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,19,19
LLALLAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,81,81
LLICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,141,141
LURIBAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,2,2
MACHARETI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,51,51
MAGDALENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,4,4
MAIRANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,80,80
MAPIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,140,140
MECAPACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,89,89
MINEROS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,12,12
MIZQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,265,265
MOCOMOCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,17,17
MOJOCOYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,25,25
MONTERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,69,69
MORO MORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,18,18
MOROCHATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,42,42
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,31,31
OCURI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,18,18
OKINAWA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,117,117
OMEREQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,71,71
ORURO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,913,913
PADCAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,64,64
PADILLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,3,3
PAILON,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,39,39
PALCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,11,11
PALOS BLANCOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,118,118
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,37,37
PAMPA GRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,13,13
PAPEL PAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,18,18
PASORAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,50,50
PATACAMAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,5,5
PELECHUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,29,29
POCOATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,4,4
POCONA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,108,108
POJO (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,12,12
POOPO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,29,29
PORCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,6,6
POROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,89,89
PORONGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,95,95
PORTACHUELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,54,54
PORVENIR,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,7,7
POSTRER VALLE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,1,1
POTOSI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,370,370
PRESTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,136,136
PUCARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,50,50
PUCARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,12,12
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,78,78
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,43,43
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,91,91
PUERTO PEREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,4,4
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,53,53
PUERTO RICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,31,31
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,235,235
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,127,127
PUNA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,257,257
PUNATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,377,377
QUIABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,2,2
QUILLACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,473,473
QUIME,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,34,34
QUIRUSILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,4,4
RAVELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,161,161
REYES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,226,226
RIBERALTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,49,49
ROBORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,60,60
SABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,6,6
SACABA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,269,269
SACACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,264,264
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,9,9
SAMAIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,125,125
SAN AGUSTIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,5,5
SAN ANDRES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,315,315
SAN BENITO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,169,169
SAN BORJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,81,81
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,67,67
SAN CARLOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,12,12
SAN IGNACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,213,213
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,60,60
SAN JAVIER(BNI),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,19,19
SAN JOAQUIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,127,127
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,55,55
SAN JULIAN,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,115,115
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,53,53
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,280,280
SAN LUCAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,28,28
SAN MATIAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,153,153
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,185,185
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,14,14
SAN PEDRO DE CURAHUARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,78,78
SAN PEDRO(PND),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,13,13
SAN RAFAEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,76,76
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,25,25
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,5,5
SANTA ANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,53,53
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,4225,4225
SANTA ROSA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,2,2
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,89,89
SANTIAGO DE CALLAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,14,14
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,143,143
SANTIAGO DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,3,3
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,16,16
SAPAHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,10,10
SENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,51,51
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,40,40
SICAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,7,7
SIPE SIPE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,108,108
SOPACHUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,184,184
SORACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,4,4
SORATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,81,81
SUCRE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,761,761
TACACOMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,50,50
TACOPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,108,108
TAPACARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,8,8
TARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,290,290
TARACO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,7,7
TARATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,26,26
TARIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,422,422
TARVITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,5,5
TEOPONTE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,5,5
TIAWANACU,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,101,101
TINGUIPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,48,48
TIPUANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,31,31
TIQUIPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,218,218
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,90,90
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,18,18
TOLEDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,33,33
TOMAVE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,14,14
TOMINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,82,82
TORO TORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,11,11
TOTORA(CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,49,49
TRIGAL,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,1,1
TRINIDAD,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,310,310
TUPIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,62,62
TURCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,2,2
UMALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,90,90
UNCIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,85,85
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,100,100
UYUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,10,10
VACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,60,60
VALLEGRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,66,66
VIACHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,108,108
VILA VILA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,32,32
VILLA MONTES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,21,21
VILLA NUEVA (LOMA ALTA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,1,1
VILLA RIVERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,35,35
VILLA SERRANO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,55,55
VILLA TUNARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,352,352
VILLAZON,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,108,108
VINTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,20,20
VITICHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,42,42
WARNES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,100,100
YACUIBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,61,61
YAMPARAEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,30,30
YANACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,19,19
YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,24,24
YOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,7,7
YOTALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,22,22
YUNCHARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,99,99
ZUDAÑEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-04-01,44,44
ACACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,128,128
ACHACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,50,50
ACHOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,41,41
AIQUILE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,301,301
ALALAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,37,37
ANCORAIMES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,49,49
ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,23,23
ANZALDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,20,20
APOLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,147,147
ARAMPAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,71,71
ARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,238,238
ARBIETO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,8,8
ARQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,58,58
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,15,15
ATOCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,108,108
AUCAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,4,4
AYATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,6,6
AYO AYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,275,275
AZURDUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,7,7
BATALLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,7,7
BAURES,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,19,19
BELLA FLOR,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,19,19
BERMEJO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,73,73
BETANZOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,101,101
BOLIVAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,41,41
BOYUIBE,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,168,168
BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,45,45
CABEZAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,22,22
CAIROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,34,34
"CAIZA ""D""",consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,12,12
CAJUATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,5,5
CALAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,2,2
CAMARGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,89,89
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,39,39
CAMIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,153,153
CAPINOTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,26,26
CAQUIAVIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,18,18
CARACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,44,44
CARANAVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,77,77
CARAPARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2005-05-01,22,22
