municipality,group,variable,month,Consultas nuevas en personas de 5 años y más,TOTAL
TOTORA(CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,59,59
TOTORA(ORR),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,27,27
TRIGAL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,246,246
TRINIDAD,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,964,964
TUPIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,588,588
TURCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,13,13
UNCIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,358,358
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,382,382
UYUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,377,377
VACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,57,57
VALLEGRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,365,365
VIACHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,384,384
VILA VILA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,11,11
VILLA MONTES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,439,439
VILLA RIVERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,358,358
VILLA SERRANO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,43,43
VILLA TUNARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,719,719
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,275,275
VILLAZON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,625,625
VINTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,48,48
VITICHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,48,48
WARNES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,214,214
YACUIBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,485,485
YAMPARAEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,44,44
YANACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,28,28
YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,167,167
YOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,62,62
YOTALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,69,69
ZUDAÑEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-03-01,74,74
ACHACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,269,269
ACHOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,77,77
AIQUILE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,264,264
ALALAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,4,4
ANCORAIMES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,126,126
ANDAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,38,38
ANZALDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,120,120
APOLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,454,454
ARAMPAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,9,9
ARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,89,89
ARQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,223,223
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,40,40
ATOCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,705,705
AYATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,45,45
AYO AYO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,34,34
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,279,279
AZURDUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,737,737
BATALLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,131,131
BAURES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,71,71
BELEN DE ANDAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,1,1
BELLA FLOR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,17,17
BERMEJO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,359,359
BETANZOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,420,420
BOLIVAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,135,135
BOYUIBE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,161,161
BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,94,94
CABEZAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,57,57
CAIROMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,54,54
"CAIZA ""D""",consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,32,32
CAJUATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,19,19
CALACOTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,51,51
CALAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,19,19
CAMARGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,165,165
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,236,236
CAMIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,512,512
CAPINOTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,72,72
CAQUIAVIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,67,67
CARACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,524,524
CARANAVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,656,656
CARAPARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,35,35
CARMEN RIVERO TORREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,41,41
CHALLAPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,561,561
CHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,24,24
CHARAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,169,169
CHARAÑA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,287,287
CHAYANTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,299,299
CHIMORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,117,117
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,173,173
CHUMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,464,464
CLIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,47,47
COBIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,465,465
COCHABAMBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,5178,5178
COLCAPIRHUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,111,111
"COLCHA ""K""",consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,149,149
COLOMI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,115,115
COLPA BELGICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,189,189
COLQUECHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,16,16
COLQUENCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,43,43
COLQUIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,158,158
COMARAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,455,455
CONCEPCION,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,61,61
COPACABANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,108,108
CORIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,102,102
CORO CORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,38,38
COROICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,195,195
CORQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,593,593
COTAGAITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,1210,1210
COTOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,678,678
CUEVO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,13,13
CULPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,154,154
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,235,235
DESAGUADERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,101,101
EL ALTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,10154,10154
EL PUENTE(STC),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,129,129
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,68,68
EL TORNO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,101,101
EL VILLAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,92,92
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,327,327
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,28,28
EUCALIPTUS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,73,73
EXALTACION,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,78,78
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,150,150
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,48,48
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,303,303
GUANAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,37,37
GUAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,114,114
GUAYARAMERIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,812,812
GUTIERREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,640,640
HUACARETA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,120,120
HUACHACALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,25,25
HUANUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,93,93
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,328,328
ICHOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,22,22
ICLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,311,311
INCAHUASI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,6,6
INGAVI (HUMAITA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,73,73
INQUISIVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,105,105
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,277,277
IXIAMAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,162,162
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,151,151
LA ASUNTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,200,200
LA GUARDIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,1153,1153
LA PAZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,12212,12212
LAGUNILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,47,47
LAJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,334,334
LICOMA PAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,143,143
LLALLAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,261,261
LLICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,167,167
LURIBAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,37,37
MACHACAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,119,119
MACHARETI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,79,79
MAGDALENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,59,59
MAIRANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,230,230
MALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,7,7
MAPIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,151,151
MINEROS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,55,55
MIZQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,83,83
MOCOMOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,108,108
MOJOCOYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,47,47
MONTEAGUDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,220,220
MONTERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,479,479
MORO MORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,13,13
MOROCHATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,32,32
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,30,30
OCURI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,79,79
OKINAWA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,158,158
OMEREQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,110,110
ORURO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,3700,3700
PADCAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,331,331
PADILLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,40,40
PAILON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,216,216
PALCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,113,113
PALOS BLANCOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,116,116
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,129,129
PAMPA GRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,16,16
PAPEL PAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,38,38
PASORAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,96,96
PATACAMAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,136,136
PAZÑA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,33,33
PELECHUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,327,327
POCOATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,64,64
POCONA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,48,48
POJO (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,68,68
POOPO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,56,56
PORCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,26,26
POROMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,191,191
PORONGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,511,511
PORTACHUELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,683,683
PORVENIR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,29,29
POSTRER VALLE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,29,29
POTOSI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,1109,1109
PRESTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,102,102
PUCARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,54,54
PUCARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,210,210
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,916,916
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,215,215
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,53,53
PUERTO PEREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,121,121
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,404,404
PUERTO RICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,582,582
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,325,325
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,164,164
PUNA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,291,291
PUNATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,390,390
QUIABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,1,1
QUILLACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,384,384
QUIME,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,237,237
QUIRUSILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,21,21
RAVELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,208,208
REYES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,126,126
RIBERALTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,224,224
ROBORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,147,147
SABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,43,43
SACABA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,648,648
SACACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,246,246
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,46,46
SAMAIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,210,210
SAN AGUSTIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,34,34
SAN ANDRES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,122,122
SAN ANTONIO DE LOMERIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,40,40
SAN BENITO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,86,86
SAN BORJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,77,77
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,945,945
SAN CARLOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,118,118
SAN IGNACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,173,173
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,453,453
SAN JAVIER(BNI),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,30,30
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,547,547
SAN JOAQUIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,486,486
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,111,111
SAN JULIAN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,199,199
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,57,57
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,605,605
SAN LUCAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,20,20
SAN MATIAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,132,132
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,273,273
SAN PEDRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,60,60
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,239,239
SAN PEDRO DE CURAHUARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,32,32
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,85,85
SAN PEDRO(PND),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,81,81
SAN RAFAEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,435,435
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,292,292
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,137,137
SANTA ANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,66,66
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,9312,9312
SANTA ROSA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,72,72
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,619,619
SANTIAGO DE CALLAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,25,25
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,296,296
SANTIAGO DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,43,43
SANTIVAÑES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,10,10
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,71,71
SAPAHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,18,18
SENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,47,47
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,101,101
SICAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,68,68
SIPE SIPE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,265,265
SOPACHUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,118,118
SORACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,28,28
SORATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,138,138
SUCRE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,3084,3084
TACACOMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,235,235
TACOPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,204,204
TAPACARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,75,75
TARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,93,93
TARACO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,25,25
TARATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,62,62
TARIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,1036,1036
TARVITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,125,125
TEOPONTE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,2,2
TIAWANACU,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,764,764
TINGUIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,45,45
TIPUANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,70,70
TIQUIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,289,289
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,284,284
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,89,89
TOLATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,2,2
TOLEDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,104,104
TOMAVE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,35,35
TOMINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,66,66
TORO TORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,77,77
TOTORA(CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,67,67
TRIGAL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,14,14
TRINIDAD,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,1232,1232
TUPIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,507,507
TURCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,6,6
UMALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,28,28
UNCIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,101,101
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,72,72
UYUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,323,323
VACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,23,23
VALLEGRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,335,335
VIACHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,158,158
VILA VILA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2005-04-01,22,22
