municipality,group,variable,month,Acciones preventivas,TOTAL
SAN PEDRO DE CURAHUARA,consultas odontologicas,acciones preventivas,2005-03-01,139,139
SAN PEDRO(PND),consultas odontologicas,acciones preventivas,2005-03-01,28,28
SAN RAFAEL,consultas odontologicas,acciones preventivas,2005-03-01,350,350
SAN RAMON,consultas odontologicas,acciones preventivas,2005-03-01,6,6
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2005-03-01,158,158
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2005-03-01,353,353
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2005-03-01,9,9
SANTIAGO DE MACHACA,consultas odontologicas,acciones preventivas,2005-03-01,7,7
SANTIVAÑES,consultas odontologicas,acciones preventivas,2005-03-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2005-03-01,10,10
SAPAHAQUI,consultas odontologicas,acciones preventivas,2005-03-01,1181,1181
SENA,consultas odontologicas,acciones preventivas,2005-03-01,149,149
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2005-03-01,181,181
SICAYA,consultas odontologicas,acciones preventivas,2005-03-01,19,19
SIPE SIPE,consultas odontologicas,acciones preventivas,2005-03-01,50,50
SOPACHUY,consultas odontologicas,acciones preventivas,2005-03-01,84,84
SORATA,consultas odontologicas,acciones preventivas,2005-03-01,35,35
SUCRE,consultas odontologicas,acciones preventivas,2005-03-01,297,297
TACACOMA,consultas odontologicas,acciones preventivas,2005-03-01,60,60
TAPACARI,consultas odontologicas,acciones preventivas,2005-03-01,279,279
TARABUCO,consultas odontologicas,acciones preventivas,2005-03-01,190,190
TARACO,consultas odontologicas,acciones preventivas,2005-03-01,1,1
TARIJA,consultas odontologicas,acciones preventivas,2005-03-01,190,190
TARVITA,consultas odontologicas,acciones preventivas,2005-03-01,341,341
TEOPONTE,consultas odontologicas,acciones preventivas,2005-03-01,96,96
TIAWANACU,consultas odontologicas,acciones preventivas,2005-03-01,20,20
TIPUANI,consultas odontologicas,acciones preventivas,2005-03-01,15,15
TIQUIPAYA,consultas odontologicas,acciones preventivas,2005-03-01,422,422
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2005-03-01,276,276
TOMINA,consultas odontologicas,acciones preventivas,2005-03-01,52,52
TRIGAL,consultas odontologicas,acciones preventivas,2005-03-01,165,165
UNCIA,consultas odontologicas,acciones preventivas,2005-03-01,802,802
VACAS,consultas odontologicas,acciones preventivas,2005-03-01,23,23
VALLEGRANDE,consultas odontologicas,acciones preventivas,2005-03-01,394,394
VILLA RIVERO,consultas odontologicas,acciones preventivas,2005-03-01,430,430
VILLA SERRANO,consultas odontologicas,acciones preventivas,2005-03-01,33,33
VILLA TUNARI,consultas odontologicas,acciones preventivas,2005-03-01,560,560
VINTO,consultas odontologicas,acciones preventivas,2005-03-01,20,20
VITICHI,consultas odontologicas,acciones preventivas,2005-03-01,1,1
YACO,consultas odontologicas,acciones preventivas,2005-03-01,9,9
YACUIBA,consultas odontologicas,acciones preventivas,2005-03-01,18,18
YAMPARAEZ,consultas odontologicas,acciones preventivas,2005-03-01,15,15
YAPACANI,consultas odontologicas,acciones preventivas,2005-03-01,670,670
YOTALA,consultas odontologicas,acciones preventivas,2005-03-01,2,2
ACHACACHI,consultas odontologicas,acciones preventivas,2005-04-01,128,128
ACHOCALLA,consultas odontologicas,acciones preventivas,2005-04-01,26,26
AIQUILE,consultas odontologicas,acciones preventivas,2005-04-01,225,225
ANCORAIMES,consultas odontologicas,acciones preventivas,2005-04-01,768,768
APOLO,consultas odontologicas,acciones preventivas,2005-04-01,371,371
ARAMPAMPA,consultas odontologicas,acciones preventivas,2005-04-01,6,6
ARANI,consultas odontologicas,acciones preventivas,2005-04-01,79,79
ARQUE,consultas odontologicas,acciones preventivas,2005-04-01,195,195
AYATA,consultas odontologicas,acciones preventivas,2005-04-01,113,113
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2005-04-01,1870,1870
AZURDUY,consultas odontologicas,acciones preventivas,2005-04-01,602,602
BELLA FLOR,consultas odontologicas,acciones preventivas,2005-04-01,14,14
BERMEJO,consultas odontologicas,acciones preventivas,2005-04-01,111,111
BETANZOS,consultas odontologicas,acciones preventivas,2005-04-01,376,376
BOLIVAR,consultas odontologicas,acciones preventivas,2005-04-01,97,97
BOYUIBE,consultas odontologicas,acciones preventivas,2005-04-01,104,104
CAIROMA,consultas odontologicas,acciones preventivas,2005-04-01,17,17
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2005-04-01,554,554
CAJUATA,consultas odontologicas,acciones preventivas,2005-04-01,10,10
CALACOTO,consultas odontologicas,acciones preventivas,2005-04-01,5,5
CALAMARCA,consultas odontologicas,acciones preventivas,2005-04-01,3,3
CAMARGO,consultas odontologicas,acciones preventivas,2005-04-01,4,4
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2005-04-01,41,41
CAMIRI,consultas odontologicas,acciones preventivas,2005-04-01,125,125
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2005-04-01,24,24
CARANAVI,consultas odontologicas,acciones preventivas,2005-04-01,623,623
CHALLAPATA,consultas odontologicas,acciones preventivas,2005-04-01,20,20
CHARAGUA,consultas odontologicas,acciones preventivas,2005-04-01,89,89
CHARAÑA,consultas odontologicas,acciones preventivas,2005-04-01,254,254
CHAYANTA,consultas odontologicas,acciones preventivas,2005-04-01,175,175
CHIMORE,consultas odontologicas,acciones preventivas,2005-04-01,26,26
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2005-04-01,1,1
CHUMA,consultas odontologicas,acciones preventivas,2005-04-01,191,191
COBIJA,consultas odontologicas,acciones preventivas,2005-04-01,275,275
COCHABAMBA,consultas odontologicas,acciones preventivas,2005-04-01,4088,4088
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2005-04-01,80,80
COLOMI,consultas odontologicas,acciones preventivas,2005-04-01,2570,2570
COLPA BELGICA,consultas odontologicas,acciones preventivas,2005-04-01,149,149
COLQUENCHA,consultas odontologicas,acciones preventivas,2005-04-01,4,4
COLQUIRI,consultas odontologicas,acciones preventivas,2005-04-01,225,225
COMARAPA,consultas odontologicas,acciones preventivas,2005-04-01,2700,2700
COMBAYA,consultas odontologicas,acciones preventivas,2005-04-01,177,177
COPACABANA,consultas odontologicas,acciones preventivas,2005-04-01,12,12
CORIPATA,consultas odontologicas,acciones preventivas,2005-04-01,61,61
CORO CORO,consultas odontologicas,acciones preventivas,2005-04-01,23,23
COTAGAITA,consultas odontologicas,acciones preventivas,2005-04-01,771,771
CUEVO,consultas odontologicas,acciones preventivas,2005-04-01,156,156
CULPINA,consultas odontologicas,acciones preventivas,2005-04-01,22,22
DESAGUADERO,consultas odontologicas,acciones preventivas,2005-04-01,2,2
EL ALTO,consultas odontologicas,acciones preventivas,2005-04-01,1831,1831
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2005-04-01,1,1
EL VILLAR,consultas odontologicas,acciones preventivas,2005-04-01,1,1
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-04-01,129,129
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-04-01,128,128
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2005-04-01,222,222
GUANAY,consultas odontologicas,acciones preventivas,2005-04-01,25,25
GUAQUI,consultas odontologicas,acciones preventivas,2005-04-01,27,27
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2005-04-01,692,692
GUTIERREZ,consultas odontologicas,acciones preventivas,2005-04-01,548,548
HUACARETA,consultas odontologicas,acciones preventivas,2005-04-01,47,47
HUANUNI,consultas odontologicas,acciones preventivas,2005-04-01,50,50
HUAYLLAMARCA,consultas odontologicas,acciones preventivas,2005-04-01,15,15
ICHOCA,consultas odontologicas,acciones preventivas,2005-04-01,81,81
ICLA,consultas odontologicas,acciones preventivas,2005-04-01,389,389
INCAHUASI,consultas odontologicas,acciones preventivas,2005-04-01,1,1
INGAVI (HUMAITA),consultas odontologicas,acciones preventivas,2005-04-01,45,45
INQUISIVI,consultas odontologicas,acciones preventivas,2005-04-01,31,31
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2005-04-01,249,249
IXIAMAS,consultas odontologicas,acciones preventivas,2005-04-01,32,32
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2005-04-01,266,266
LA PAZ,consultas odontologicas,acciones preventivas,2005-04-01,4991,4991
LAGUNILLAS,consultas odontologicas,acciones preventivas,2005-04-01,282,282
LAJA,consultas odontologicas,acciones preventivas,2005-04-01,295,295
LICOMA PAMPA,consultas odontologicas,acciones preventivas,2005-04-01,103,103
LLALLAGUA,consultas odontologicas,acciones preventivas,2005-04-01,80,80
LLICA,consultas odontologicas,acciones preventivas,2005-04-01,297,297
MACHARETI,consultas odontologicas,acciones preventivas,2005-04-01,144,144
MAIRANA,consultas odontologicas,acciones preventivas,2005-04-01,123,123
MAPIRI,consultas odontologicas,acciones preventivas,2005-04-01,1,1
MIZQUE,consultas odontologicas,acciones preventivas,2005-04-01,146,146
MOCOMOCO,consultas odontologicas,acciones preventivas,2005-04-01,56,56
MOJOCOYA,consultas odontologicas,acciones preventivas,2005-04-01,20,20
MONTEAGUDO,consultas odontologicas,acciones preventivas,2005-04-01,39,39
MONTERO,consultas odontologicas,acciones preventivas,2005-04-01,3,3
MORO MORO,consultas odontologicas,acciones preventivas,2005-04-01,69,69
MOROCHATA,consultas odontologicas,acciones preventivas,2005-04-01,31,31
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,acciones preventivas,2005-04-01,64,64
OCURI,consultas odontologicas,acciones preventivas,2005-04-01,29,29
OMEREQUE,consultas odontologicas,acciones preventivas,2005-04-01,52,52
ORURO,consultas odontologicas,acciones preventivas,2005-04-01,185,185
PADCAYA,consultas odontologicas,acciones preventivas,2005-04-01,12,12
PADILLA,consultas odontologicas,acciones preventivas,2005-04-01,2,2
PALCA,consultas odontologicas,acciones preventivas,2005-04-01,23,23
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2005-04-01,38,38
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2005-04-01,8,8
PASORAPA,consultas odontologicas,acciones preventivas,2005-04-01,21,21
PATACAMAYA,consultas odontologicas,acciones preventivas,2005-04-01,60,60
PAZÑA,consultas odontologicas,acciones preventivas,2005-04-01,1,1
PELECHUCO,consultas odontologicas,acciones preventivas,2005-04-01,231,231
POCOATA,consultas odontologicas,acciones preventivas,2005-04-01,4,4
POCONA,consultas odontologicas,acciones preventivas,2005-04-01,38,38
POJO (CBBA),consultas odontologicas,acciones preventivas,2005-04-01,1578,1578
POROMA,consultas odontologicas,acciones preventivas,2005-04-01,104,104
PORTACHUELO,consultas odontologicas,acciones preventivas,2005-04-01,444,444
PORVENIR,consultas odontologicas,acciones preventivas,2005-04-01,1,1
PRESTO,consultas odontologicas,acciones preventivas,2005-04-01,52,52
PUCARA,consultas odontologicas,acciones preventivas,2005-04-01,14,14
PUCARANI,consultas odontologicas,acciones preventivas,2005-04-01,255,255
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2005-04-01,98,98
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2005-04-01,114,114
PUERTO GONZALO MORENO,consultas odontologicas,acciones preventivas,2005-04-01,54,54
PUERTO PEREZ,consultas odontologicas,acciones preventivas,2005-04-01,104,104
PUERTO RICO,consultas odontologicas,acciones preventivas,2005-04-01,497,497
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2005-04-01,98,98
PUNA,consultas odontologicas,acciones preventivas,2005-04-01,189,189
PUNATA,consultas odontologicas,acciones preventivas,2005-04-01,752,752
QUILLACOLLO,consultas odontologicas,acciones preventivas,2005-04-01,728,728
QUIME,consultas odontologicas,acciones preventivas,2005-04-01,134,134
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2005-04-01,66,66
RAVELO,consultas odontologicas,acciones preventivas,2005-04-01,187,187
REYES,consultas odontologicas,acciones preventivas,2005-04-01,109,109
SACABA,consultas odontologicas,acciones preventivas,2005-04-01,471,471
SACACA,consultas odontologicas,acciones preventivas,2005-04-01,152,152
SAMAIPATA,consultas odontologicas,acciones preventivas,2005-04-01,101,101
SAN AGUSTIN,consultas odontologicas,acciones preventivas,2005-04-01,4,4
SAN BENITO,consultas odontologicas,acciones preventivas,2005-04-01,445,445
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2005-04-01,235,235
SAN IGNACIO,consultas odontologicas,acciones preventivas,2005-04-01,162,162
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2005-04-01,45,45
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2005-04-01,85,85
SAN LORENZO(TJA),consultas odontologicas,acciones preventivas,2005-04-01,6,6
SAN LUCAS,consultas odontologicas,acciones preventivas,2005-04-01,45,45
SAN PEDRO DE BUENA VISTA,consultas odontologicas,acciones preventivas,2005-04-01,2,2
SAN PEDRO DE TIQUINA,consultas odontologicas,acciones preventivas,2005-04-01,85,85
SAN PEDRO(PND),consultas odontologicas,acciones preventivas,2005-04-01,92,92
SAN RAFAEL,consultas odontologicas,acciones preventivas,2005-04-01,350,350
SANTA ANA,consultas odontologicas,acciones preventivas,2005-04-01,32,32
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2005-04-01,254,254
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2005-04-01,463,463
SANTIAGO DE CALLAPA,consultas odontologicas,acciones preventivas,2005-04-01,12,12
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2005-04-01,190,190
SANTIVAÑES,consultas odontologicas,acciones preventivas,2005-04-01,1,1
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2005-04-01,16,16
SENA,consultas odontologicas,acciones preventivas,2005-04-01,19,19
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2005-04-01,23,23
SICAYA,consultas odontologicas,acciones preventivas,2005-04-01,77,77
SIPE SIPE,consultas odontologicas,acciones preventivas,2005-04-01,59,59
SOPACHUY,consultas odontologicas,acciones preventivas,2005-04-01,196,196
SORACACHI,consultas odontologicas,acciones preventivas,2005-04-01,12,12
SORATA,consultas odontologicas,acciones preventivas,2005-04-01,42,42
SUCRE,consultas odontologicas,acciones preventivas,2005-04-01,781,781
TACACOMA,consultas odontologicas,acciones preventivas,2005-04-01,99,99
TACOPAYA,consultas odontologicas,acciones preventivas,2005-04-01,203,203
TAPACARI,consultas odontologicas,acciones preventivas,2005-04-01,54,54
TARABUCO,consultas odontologicas,acciones preventivas,2005-04-01,203,203
TARACO,consultas odontologicas,acciones preventivas,2005-04-01,3,3
TARIJA,consultas odontologicas,acciones preventivas,2005-04-01,258,258
TARVITA,consultas odontologicas,acciones preventivas,2005-04-01,88,88
TIAWANACU,consultas odontologicas,acciones preventivas,2005-04-01,595,595
TIPUANI,consultas odontologicas,acciones preventivas,2005-04-01,1,1
TIQUIPAYA,consultas odontologicas,acciones preventivas,2005-04-01,1040,1040
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2005-04-01,113,113
TOMINA,consultas odontologicas,acciones preventivas,2005-04-01,71,71
TORO TORO,consultas odontologicas,acciones preventivas,2005-04-01,1,1
TOTORA(CBBA),consultas odontologicas,acciones preventivas,2005-04-01,58,58
TRINIDAD,consultas odontologicas,acciones preventivas,2005-04-01,568,568
UMALA,consultas odontologicas,acciones preventivas,2005-04-01,10,10
UNCIA,consultas odontologicas,acciones preventivas,2005-04-01,31,31
UYUNI,consultas odontologicas,acciones preventivas,2005-04-01,3,3
VALLEGRANDE,consultas odontologicas,acciones preventivas,2005-04-01,255,255
VIACHA,consultas odontologicas,acciones preventivas,2005-04-01,4,4
VILA VILA,consultas odontologicas,acciones preventivas,2005-04-01,24,24
VILLA MONTES,consultas odontologicas,acciones preventivas,2005-04-01,1,1
VILLA NUEVA (LOMA ALTA),consultas odontologicas,acciones preventivas,2005-04-01,1,1
VILLA RIVERO,consultas odontologicas,acciones preventivas,2005-04-01,380,380
VILLA SERRANO,consultas odontologicas,acciones preventivas,2005-04-01,68,68
VILLA TUNARI,consultas odontologicas,acciones preventivas,2005-04-01,425,425
VITICHI,consultas odontologicas,acciones preventivas,2005-04-01,1,1
YACUIBA,consultas odontologicas,acciones preventivas,2005-04-01,208,208
YAMPARAEZ,consultas odontologicas,acciones preventivas,2005-04-01,21,21
YOTALA,consultas odontologicas,acciones preventivas,2005-04-01,9,9
YUNCHARA,consultas odontologicas,acciones preventivas,2005-04-01,66,66
ACHACACHI,consultas odontologicas,acciones preventivas,2005-05-01,193,193
ACHOCALLA,consultas odontologicas,acciones preventivas,2005-05-01,3,3
AIQUILE,consultas odontologicas,acciones preventivas,2005-05-01,460,460
ALALAY,consultas odontologicas,acciones preventivas,2005-05-01,29,29
ANCORAIMES,consultas odontologicas,acciones preventivas,2005-05-01,1028,1028
APOLO,consultas odontologicas,acciones preventivas,2005-05-01,496,496
ARAMPAMPA,consultas odontologicas,acciones preventivas,2005-05-01,9,9
ARANI,consultas odontologicas,acciones preventivas,2005-05-01,267,267
ARQUE,consultas odontologicas,acciones preventivas,2005-05-01,50,50
AYATA,consultas odontologicas,acciones preventivas,2005-05-01,195,195
AYO AYO,consultas odontologicas,acciones preventivas,2005-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2005-05-01,726,726
AZURDUY,consultas odontologicas,acciones preventivas,2005-05-01,2,2
BELLA FLOR,consultas odontologicas,acciones preventivas,2005-05-01,35,35
BERMEJO,consultas odontologicas,acciones preventivas,2005-05-01,268,268
BETANZOS,consultas odontologicas,acciones preventivas,2005-05-01,50,50
BOLIVAR,consultas odontologicas,acciones preventivas,2005-05-01,260,260
BOYUIBE,consultas odontologicas,acciones preventivas,2005-05-01,225,225
CABEZAS,consultas odontologicas,acciones preventivas,2005-05-01,21,21
CAIROMA,consultas odontologicas,acciones preventivas,2005-05-01,21,21
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2005-05-01,178,178
CAJUATA,consultas odontologicas,acciones preventivas,2005-05-01,5,5
CALAMARCA,consultas odontologicas,acciones preventivas,2005-05-01,1,1
CAMARGO,consultas odontologicas,acciones preventivas,2005-05-01,86,86
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2005-05-01,72,72
CAMIRI,consultas odontologicas,acciones preventivas,2005-05-01,77,77
CAPINOTA,consultas odontologicas,acciones preventivas,2005-05-01,511,511
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2005-05-01,235,235
CARANAVI,consultas odontologicas,acciones preventivas,2005-05-01,1219,1219
CARAPARI,consultas odontologicas,acciones preventivas,2005-05-01,25,25
CHALLAPATA,consultas odontologicas,acciones preventivas,2005-05-01,19,19
CHAQUI,consultas odontologicas,acciones preventivas,2005-05-01,4,4
CHARAGUA,consultas odontologicas,acciones preventivas,2005-05-01,19,19
CHARAÑA,consultas odontologicas,acciones preventivas,2005-05-01,312,312
CHIMORE,consultas odontologicas,acciones preventivas,2005-05-01,25,25
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2005-05-01,51,51
CHUMA,consultas odontologicas,acciones preventivas,2005-05-01,237,237
CLIZA,consultas odontologicas,acciones preventivas,2005-05-01,9,9
COBIJA,consultas odontologicas,acciones preventivas,2005-05-01,173,173
COCHABAMBA,consultas odontologicas,acciones preventivas,2005-05-01,3798,3798
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2005-05-01,11,11
COLOMI,consultas odontologicas,acciones preventivas,2005-05-01,512,512
COLPA BELGICA,consultas odontologicas,acciones preventivas,2005-05-01,363,363
COLQUIRI,consultas odontologicas,acciones preventivas,2005-05-01,220,220
COMARAPA,consultas odontologicas,acciones preventivas,2005-05-01,1398,1398
COPACABANA,consultas odontologicas,acciones preventivas,2005-05-01,3,3
CORIPATA,consultas odontologicas,acciones preventivas,2005-05-01,162,162
CORO CORO,consultas odontologicas,acciones preventivas,2005-05-01,334,334
COROICO,consultas odontologicas,acciones preventivas,2005-05-01,11,11
COTAGAITA,consultas odontologicas,acciones preventivas,2005-05-01,311,311
CUEVO,consultas odontologicas,acciones preventivas,2005-05-01,111,111
CULPINA,consultas odontologicas,acciones preventivas,2005-05-01,137,137
DESAGUADERO,consultas odontologicas,acciones preventivas,2005-05-01,47,47
EL ALTO,consultas odontologicas,acciones preventivas,2005-05-01,1126,1126
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2005-05-01,5,5
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-05-01,123,123
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-05-01,38,38
EXALTACION,consultas odontologicas,acciones preventivas,2005-05-01,2,2
FILADELFIA,consultas odontologicas,acciones preventivas,2005-05-01,108,108
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2005-05-01,350,350
GUANAY,consultas odontologicas,acciones preventivas,2005-05-01,55,55
GUAQUI,consultas odontologicas,acciones preventivas,2005-05-01,2,2
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2005-05-01,624,624
HUACARETA,consultas odontologicas,acciones preventivas,2005-05-01,20,20
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,acciones preventivas,2005-05-01,11,11
ICHOCA,consultas odontologicas,acciones preventivas,2005-05-01,12,12
ICLA,consultas odontologicas,acciones preventivas,2005-05-01,52,52
INCAHUASI,consultas odontologicas,acciones preventivas,2005-05-01,48,48
INQUISIVI,consultas odontologicas,acciones preventivas,2005-05-01,75,75
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2005-05-01,261,261
IXIAMAS,consultas odontologicas,acciones preventivas,2005-05-01,66,66
LA PAZ,consultas odontologicas,acciones preventivas,2005-05-01,3929,3929
LAJA,consultas odontologicas,acciones preventivas,2005-05-01,407,407
LICOMA PAMPA,consultas odontologicas,acciones preventivas,2005-05-01,107,107
LLALLAGUA,consultas odontologicas,acciones preventivas,2005-05-01,92,92
LURIBAY,consultas odontologicas,acciones preventivas,2005-05-01,84,84
MACHACAMARCA,consultas odontologicas,acciones preventivas,2005-05-01,6,6
MAGDALENA,consultas odontologicas,acciones preventivas,2005-05-01,10,10
MAIRANA,consultas odontologicas,acciones preventivas,2005-05-01,4,4
MAPIRI,consultas odontologicas,acciones preventivas,2005-05-01,40,40
MECAPACA,consultas odontologicas,acciones preventivas,2005-05-01,147,147
MIZQUE,consultas odontologicas,acciones preventivas,2005-05-01,19,19
MOCOMOCO,consultas odontologicas,acciones preventivas,2005-05-01,371,371
MOJOCOYA,consultas odontologicas,acciones preventivas,2005-05-01,8,8
MONTEAGUDO,consultas odontologicas,acciones preventivas,2005-05-01,289,289
MOROCHATA,consultas odontologicas,acciones preventivas,2005-05-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,acciones preventivas,2005-05-01,78,78
OCURI,consultas odontologicas,acciones preventivas,2005-05-01,10,10
OKINAWA,consultas odontologicas,acciones preventivas,2005-05-01,151,151
ORURO,consultas odontologicas,acciones preventivas,2005-05-01,598,598
PADCAYA,consultas odontologicas,acciones preventivas,2005-05-01,274,274
PADILLA,consultas odontologicas,acciones preventivas,2005-05-01,38,38
PALCA,consultas odontologicas,acciones preventivas,2005-05-01,144,144
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2005-05-01,62,62
PATACAMAYA,consultas odontologicas,acciones preventivas,2005-05-01,94,94
PAZÑA,consultas odontologicas,acciones preventivas,2005-05-01,2,2
PELECHUCO,consultas odontologicas,acciones preventivas,2005-05-01,95,95
POCOATA,consultas odontologicas,acciones preventivas,2005-05-01,129,129
POCONA,consultas odontologicas,acciones preventivas,2005-05-01,5,5
POJO (CBBA),consultas odontologicas,acciones preventivas,2005-05-01,849,849
POOPO,consultas odontologicas,acciones preventivas,2005-05-01,8,8
PORTACHUELO,consultas odontologicas,acciones preventivas,2005-05-01,27,27
PORVENIR,consultas odontologicas,acciones preventivas,2005-05-01,333,333
POSTRER VALLE,consultas odontologicas,acciones preventivas,2005-05-01,2,2
POTOSI,consultas odontologicas,acciones preventivas,2005-05-01,86,86
PRESTO,consultas odontologicas,acciones preventivas,2005-05-01,70,70
PUCARANI,consultas odontologicas,acciones preventivas,2005-05-01,90,90
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2005-05-01,468,468
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2005-05-01,221,221
PUERTO PEREZ,consultas odontologicas,acciones preventivas,2005-05-01,170,170
PUERTO RICO,consultas odontologicas,acciones preventivas,2005-05-01,97,97
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2005-05-01,56,56
PUNA,consultas odontologicas,acciones preventivas,2005-05-01,255,255
PUNATA,consultas odontologicas,acciones preventivas,2005-05-01,4425,4425
QUILLACOLLO,consultas odontologicas,acciones preventivas,2005-05-01,353,353
QUIME,consultas odontologicas,acciones preventivas,2005-05-01,8,8
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2005-05-01,183,183
RAVELO,consultas odontologicas,acciones preventivas,2005-05-01,91,91
SACABA,consultas odontologicas,acciones preventivas,2005-05-01,1358,1358
SACABAMBA,consultas odontologicas,acciones preventivas,2005-05-01,130,130
SACACA,consultas odontologicas,acciones preventivas,2005-05-01,158,158
SAIPINA,consultas odontologicas,acciones preventivas,2005-05-01,1,1
SAN AGUSTIN,consultas odontologicas,acciones preventivas,2005-05-01,51,51
SAN BENITO,consultas odontologicas,acciones preventivas,2005-05-01,255,255
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2005-05-01,39,39
SAN IGNACIO,consultas odontologicas,acciones preventivas,2005-05-01,221,221
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2005-05-01,58,58
SAN JOAQUIN,consultas odontologicas,acciones preventivas,2005-05-01,9,9
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2005-05-01,2,2
SAN LORENZO(TJA),consultas odontologicas,acciones preventivas,2005-05-01,40,40
SAN LUCAS,consultas odontologicas,acciones preventivas,2005-05-01,2,2
SAN MIGUEL DE VELASCO,consultas odontologicas,acciones preventivas,2005-05-01,19,19
SAN PEDRO DE BUENA VISTA,consultas odontologicas,acciones preventivas,2005-05-01,35,35
SAN PEDRO DE TIQUINA,consultas odontologicas,acciones preventivas,2005-05-01,52,52
SAN RAFAEL,consultas odontologicas,acciones preventivas,2005-05-01,327,327
SANTA ANA,consultas odontologicas,acciones preventivas,2005-05-01,162,162
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2005-05-01,506,506
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2005-05-01,570,570
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2005-05-01,53,53
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2005-05-01,200,200
SENA,consultas odontologicas,acciones preventivas,2005-05-01,92,92
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2005-05-01,84,84
SICAYA,consultas odontologicas,acciones preventivas,2005-05-01,22,22
SIPE SIPE,consultas odontologicas,acciones preventivas,2005-05-01,17,17
SOPACHUY,consultas odontologicas,acciones preventivas,2005-05-01,10,10
SORACACHI,consultas odontologicas,acciones preventivas,2005-05-01,2,2
SORATA,consultas odontologicas,acciones preventivas,2005-05-01,41,41
SUCRE,consultas odontologicas,acciones preventivas,2005-05-01,279,279
TACACOMA,consultas odontologicas,acciones preventivas,2005-05-01,45,45
TAPACARI,consultas odontologicas,acciones preventivas,2005-05-01,498,498
TARABUCO,consultas odontologicas,acciones preventivas,2005-05-01,126,126
