municipality,group,variable,month,Endodoncias,TOTAL
POOPO,consultas odontologicas,endodoncias,2005-05-01,2,2
POROMA,consultas odontologicas,endodoncias,2005-05-01,5,5
PORVENIR,consultas odontologicas,endodoncias,2005-05-01,1,1
POTOSI,consultas odontologicas,endodoncias,2005-05-01,30,30
PUCARANI,consultas odontologicas,endodoncias,2005-05-01,8,8
PUERTO ACOSTA,consultas odontologicas,endodoncias,2005-05-01,77,77
PUERTO CARABUCO,consultas odontologicas,endodoncias,2005-05-01,20,20
PUERTO PEREZ,consultas odontologicas,endodoncias,2005-05-01,2,2
PUERTO SILES,consultas odontologicas,endodoncias,2005-05-01,4,4
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2005-05-01,79,79
PUNA,consultas odontologicas,endodoncias,2005-05-01,2,2
PUNATA,consultas odontologicas,endodoncias,2005-05-01,75,75
QUILLACOLLO,consultas odontologicas,endodoncias,2005-05-01,21,21
QUIME,consultas odontologicas,endodoncias,2005-05-01,1,1
RAVELO,consultas odontologicas,endodoncias,2005-05-01,1,1
SACABA,consultas odontologicas,endodoncias,2005-05-01,63,63
SAIPINA,consultas odontologicas,endodoncias,2005-05-01,9,9
SAMAIPATA,consultas odontologicas,endodoncias,2005-05-01,72,72
SAN AGUSTIN,consultas odontologicas,endodoncias,2005-05-01,5,5
SAN BENITO,consultas odontologicas,endodoncias,2005-05-01,9,9
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2005-05-01,3,3
SAN IGNACIO,consultas odontologicas,endodoncias,2005-05-01,4,4
SAN JOAQUIN,consultas odontologicas,endodoncias,2005-05-01,2,2
SAN JULIAN,consultas odontologicas,endodoncias,2005-05-01,10,10
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2005-05-01,15,15
SAN LUCAS,consultas odontologicas,endodoncias,2005-05-01,6,6
SAN PEDRO DE BUENA VISTA,consultas odontologicas,endodoncias,2005-05-01,1,1
SAN RAMON,consultas odontologicas,endodoncias,2005-05-01,6,6
SANTA ANA,consultas odontologicas,endodoncias,2005-05-01,17,17
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2005-05-01,78,78
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2005-05-01,5,5
SANTIVAÑES,consultas odontologicas,endodoncias,2005-05-01,3,3
SIPE SIPE,consultas odontologicas,endodoncias,2005-05-01,60,60
SOPACHUY,consultas odontologicas,endodoncias,2005-05-01,7,7
SORACACHI,consultas odontologicas,endodoncias,2005-05-01,2,2
SORATA,consultas odontologicas,endodoncias,2005-05-01,3,3
SUCRE,consultas odontologicas,endodoncias,2005-05-01,333,333
TAPACARI,consultas odontologicas,endodoncias,2005-05-01,1,1
TARATA,consultas odontologicas,endodoncias,2005-05-01,8,8
TARIJA,consultas odontologicas,endodoncias,2005-05-01,348,348
TARVITA,consultas odontologicas,endodoncias,2005-05-01,2,2
TIAWANACU,consultas odontologicas,endodoncias,2005-05-01,9,9
TIQUIPAYA,consultas odontologicas,endodoncias,2005-05-01,12,12
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2005-05-01,152,152
TOMINA,consultas odontologicas,endodoncias,2005-05-01,5,5
TOTORA(CBBA),consultas odontologicas,endodoncias,2005-05-01,4,4
TRINIDAD,consultas odontologicas,endodoncias,2005-05-01,157,157
UNCIA,consultas odontologicas,endodoncias,2005-05-01,56,56
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2005-05-01,4,4
UYUNI,consultas odontologicas,endodoncias,2005-05-01,14,14
VACAS,consultas odontologicas,endodoncias,2005-05-01,20,20
VIACHA,consultas odontologicas,endodoncias,2005-05-01,11,11
VILA VILA,consultas odontologicas,endodoncias,2005-05-01,1,1
VILLA MONTES,consultas odontologicas,endodoncias,2005-05-01,40,40
VILLA RIVERO,consultas odontologicas,endodoncias,2005-05-01,5,5
VILLA SERRANO,consultas odontologicas,endodoncias,2005-05-01,3,3
VILLA TUNARI,consultas odontologicas,endodoncias,2005-05-01,63,63
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2005-05-01,8,8
VINTO,consultas odontologicas,endodoncias,2005-05-01,11,11
YACUIBA,consultas odontologicas,endodoncias,2005-05-01,127,127
YANACACHI,consultas odontologicas,endodoncias,2005-05-01,1,1
YAPACANI,consultas odontologicas,endodoncias,2005-05-01,4,4
ZUDAÑEZ,consultas odontologicas,endodoncias,2005-05-01,1,1
ACHACACHI,consultas odontologicas,endodoncias,2005-06-01,2,2
ACHOCALLA,consultas odontologicas,endodoncias,2005-06-01,1,1
AIQUILE,consultas odontologicas,endodoncias,2005-06-01,23,23
ALCALA,consultas odontologicas,endodoncias,2005-06-01,2,2
ARANI,consultas odontologicas,endodoncias,2005-06-01,3,3
AUCAPATA,consultas odontologicas,endodoncias,2005-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2005-06-01,6,6
AZURDUY,consultas odontologicas,endodoncias,2005-06-01,8,8
BAURES,consultas odontologicas,endodoncias,2005-06-01,32,32
BERMEJO,consultas odontologicas,endodoncias,2005-06-01,13,13
BETANZOS,consultas odontologicas,endodoncias,2005-06-01,2,2
BOLIVAR,consultas odontologicas,endodoncias,2005-06-01,4,4
CABEZAS,consultas odontologicas,endodoncias,2005-06-01,26,26
CALACOTO,consultas odontologicas,endodoncias,2005-06-01,1,1
CAMARGO,consultas odontologicas,endodoncias,2005-06-01,19,19
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2005-06-01,7,7
CAMIRI,consultas odontologicas,endodoncias,2005-06-01,40,40
CAPINOTA,consultas odontologicas,endodoncias,2005-06-01,29,29
CARACOLLO,consultas odontologicas,endodoncias,2005-06-01,1,1
CARANAVI,consultas odontologicas,endodoncias,2005-06-01,6,6
CARAPARI,consultas odontologicas,endodoncias,2005-06-01,1,1
CHALLAPATA,consultas odontologicas,endodoncias,2005-06-01,17,17
CHAYANTA,consultas odontologicas,endodoncias,2005-06-01,4,4
CHIMORE,consultas odontologicas,endodoncias,2005-06-01,4,4
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2005-06-01,6,6
CHUMA,consultas odontologicas,endodoncias,2005-06-01,10,10
COBIJA,consultas odontologicas,endodoncias,2005-06-01,26,26
COCHABAMBA,consultas odontologicas,endodoncias,2005-06-01,578,578
COLOMI,consultas odontologicas,endodoncias,2005-06-01,13,13
COLQUECHACA,consultas odontologicas,endodoncias,2005-06-01,1,1
COMARAPA,consultas odontologicas,endodoncias,2005-06-01,69,69
COPACABANA,consultas odontologicas,endodoncias,2005-06-01,8,8
COROICO,consultas odontologicas,endodoncias,2005-06-01,24,24
COTAGAITA,consultas odontologicas,endodoncias,2005-06-01,4,4
COTOCA,consultas odontologicas,endodoncias,2005-06-01,23,23
CULPINA,consultas odontologicas,endodoncias,2005-06-01,7,7
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2005-06-01,1,1
EL ALTO,consultas odontologicas,endodoncias,2005-06-01,978,978
EL PUENTE(TJA),consultas odontologicas,endodoncias,2005-06-01,6,6
ENTRE RIOS,consultas odontologicas,endodoncias,2005-06-01,23,23
ENTRE RIOS,consultas odontologicas,endodoncias,2005-06-01,5,5
EUCALIPTUS,consultas odontologicas,endodoncias,2005-06-01,6,6
EXALTACION,consultas odontologicas,endodoncias,2005-06-01,23,23
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2005-06-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2005-06-01,10,10
GUANAY,consultas odontologicas,endodoncias,2005-06-01,5,5
GUAYARAMERIN,consultas odontologicas,endodoncias,2005-06-01,36,36
GUTIERREZ,consultas odontologicas,endodoncias,2005-06-01,8,8
HUACARETA,consultas odontologicas,endodoncias,2005-06-01,32,32
HUACHACALLA,consultas odontologicas,endodoncias,2005-06-01,3,3
HUAYLLAMARCA,consultas odontologicas,endodoncias,2005-06-01,7,7
ICLA,consultas odontologicas,endodoncias,2005-06-01,5,5
INCAHUASI,consultas odontologicas,endodoncias,2005-06-01,7,7
INQUISIVI,consultas odontologicas,endodoncias,2005-06-01,2,2
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2005-06-01,5,5
IXIAMAS,consultas odontologicas,endodoncias,2005-06-01,6,6
LA PAZ,consultas odontologicas,endodoncias,2005-06-01,1342,1342
LAGUNILLAS,consultas odontologicas,endodoncias,2005-06-01,19,19
LAJA,consultas odontologicas,endodoncias,2005-06-01,1,1
LICOMA PAMPA,consultas odontologicas,endodoncias,2005-06-01,3,3
LLALLAGUA,consultas odontologicas,endodoncias,2005-06-01,24,24
MACHACAMARCA,consultas odontologicas,endodoncias,2005-06-01,6,6
MAGDALENA,consultas odontologicas,endodoncias,2005-06-01,35,35
MAIRANA,consultas odontologicas,endodoncias,2005-06-01,8,8
MECAPACA,consultas odontologicas,endodoncias,2005-06-01,5,5
MINEROS,consultas odontologicas,endodoncias,2005-06-01,10,10
MIZQUE,consultas odontologicas,endodoncias,2005-06-01,9,9
MOJOCOYA,consultas odontologicas,endodoncias,2005-06-01,4,4
MONTEAGUDO,consultas odontologicas,endodoncias,2005-06-01,35,35
MONTERO,consultas odontologicas,endodoncias,2005-06-01,3,3
MOROCHATA,consultas odontologicas,endodoncias,2005-06-01,1,1
OKINAWA,consultas odontologicas,endodoncias,2005-06-01,9,9
ORURO,consultas odontologicas,endodoncias,2005-06-01,533,533
PADCAYA,consultas odontologicas,endodoncias,2005-06-01,5,5
PADILLA,consultas odontologicas,endodoncias,2005-06-01,1,1
PATACAMAYA,consultas odontologicas,endodoncias,2005-06-01,8,8
PAZÑA,consultas odontologicas,endodoncias,2005-06-01,8,8
POCONA,consultas odontologicas,endodoncias,2005-06-01,1,1
POOPO,consultas odontologicas,endodoncias,2005-06-01,1,1
POROMA,consultas odontologicas,endodoncias,2005-06-01,1,1
PORONGO,consultas odontologicas,endodoncias,2005-06-01,2,2
PORTACHUELO,consultas odontologicas,endodoncias,2005-06-01,14,14
PORVENIR,consultas odontologicas,endodoncias,2005-06-01,2,2
POSTRER VALLE,consultas odontologicas,endodoncias,2005-06-01,2,2
POTOSI,consultas odontologicas,endodoncias,2005-06-01,52,52
PUCARANI,consultas odontologicas,endodoncias,2005-06-01,8,8
PUERTO ACOSTA,consultas odontologicas,endodoncias,2005-06-01,48,48
PUERTO CARABUCO,consultas odontologicas,endodoncias,2005-06-01,2,2
PUERTO SUAREZ,consultas odontologicas,endodoncias,2005-06-01,32,32
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2005-06-01,75,75
PUNA,consultas odontologicas,endodoncias,2005-06-01,4,4
PUNATA,consultas odontologicas,endodoncias,2005-06-01,149,149
QUILLACOLLO,consultas odontologicas,endodoncias,2005-06-01,25,25
QUIME,consultas odontologicas,endodoncias,2005-06-01,3,3
REYES,consultas odontologicas,endodoncias,2005-06-01,8,8
RIBERALTA,consultas odontologicas,endodoncias,2005-06-01,2,2
SACABA,consultas odontologicas,endodoncias,2005-06-01,78,78
SAN AGUSTIN,consultas odontologicas,endodoncias,2005-06-01,1,1
SAN BENITO,consultas odontologicas,endodoncias,2005-06-01,5,5
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2005-06-01,3,3
SAN CARLOS,consultas odontologicas,endodoncias,2005-06-01,15,15
SAN IGNACIO,consultas odontologicas,endodoncias,2005-06-01,15,15
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2005-06-01,1,1
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2005-06-01,20,20
SAN LUCAS,consultas odontologicas,endodoncias,2005-06-01,4,4
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2005-06-01,30,30
SAN PEDRO DE BUENA VISTA,consultas odontologicas,endodoncias,2005-06-01,1,1
SAN RAFAEL,consultas odontologicas,endodoncias,2005-06-01,23,23
SAN RAMON,consultas odontologicas,endodoncias,2005-06-01,10,10
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2005-06-01,136,136
SANTA ROSA,consultas odontologicas,endodoncias,2005-06-01,4,4
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2005-06-01,4,4
SANTIAGO DE MACHACA,consultas odontologicas,endodoncias,2005-06-01,6,6
SANTIVAÑES,consultas odontologicas,endodoncias,2005-06-01,11,11
SIPE SIPE,consultas odontologicas,endodoncias,2005-06-01,37,37
SOPACHUY,consultas odontologicas,endodoncias,2005-06-01,10,10
SORACACHI,consultas odontologicas,endodoncias,2005-06-01,1,1
SORATA,consultas odontologicas,endodoncias,2005-06-01,6,6
SUCRE,consultas odontologicas,endodoncias,2005-06-01,634,634
TACACOMA,consultas odontologicas,endodoncias,2005-06-01,4,4
TARABUCO,consultas odontologicas,endodoncias,2005-06-01,1,1
TARACO,consultas odontologicas,endodoncias,2005-06-01,1,1
TARIJA,consultas odontologicas,endodoncias,2005-06-01,541,541
TARVITA,consultas odontologicas,endodoncias,2005-06-01,11,11
TIQUIPAYA,consultas odontologicas,endodoncias,2005-06-01,9,9
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2005-06-01,171,171
TOLEDO,consultas odontologicas,endodoncias,2005-06-01,45,45
TOMINA,consultas odontologicas,endodoncias,2005-06-01,5,5
TOTORA(CBBA),consultas odontologicas,endodoncias,2005-06-01,5,5
TRINIDAD,consultas odontologicas,endodoncias,2005-06-01,93,93
TURCO,consultas odontologicas,endodoncias,2005-06-01,1,1
UNCIA,consultas odontologicas,endodoncias,2005-06-01,91,91
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2005-06-01,2,2
UYUNI,consultas odontologicas,endodoncias,2005-06-01,18,18
VACAS,consultas odontologicas,endodoncias,2005-06-01,5,5
VIACHA,consultas odontologicas,endodoncias,2005-06-01,82,82
VILA VILA,consultas odontologicas,endodoncias,2005-06-01,4,4
VILLA MONTES,consultas odontologicas,endodoncias,2005-06-01,41,41
VILLA RIVERO,consultas odontologicas,endodoncias,2005-06-01,7,7
VILLA SERRANO,consultas odontologicas,endodoncias,2005-06-01,2,2
VILLA TUNARI,consultas odontologicas,endodoncias,2005-06-01,78,78
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2005-06-01,7,7
VILLAZON,consultas odontologicas,endodoncias,2005-06-01,7,7
VINTO,consultas odontologicas,endodoncias,2005-06-01,12,12
WARNES,consultas odontologicas,endodoncias,2005-06-01,29,29
YACUIBA,consultas odontologicas,endodoncias,2005-06-01,77,77
YAMPARAEZ,consultas odontologicas,endodoncias,2005-06-01,5,5
YAPACANI,consultas odontologicas,endodoncias,2005-06-01,2,2
ZUDAÑEZ,consultas odontologicas,endodoncias,2005-06-01,1,1
AIQUILE,consultas odontologicas,endodoncias,2005-07-01,14,14
ANCORAIMES,consultas odontologicas,endodoncias,2005-07-01,1,1
ANZALDO,consultas odontologicas,endodoncias,2005-07-01,20,20
ARANI,consultas odontologicas,endodoncias,2005-07-01,4,4
ATOCHA,consultas odontologicas,endodoncias,2005-07-01,3,3
AUCAPATA,consultas odontologicas,endodoncias,2005-07-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2005-07-01,4,4
BAURES,consultas odontologicas,endodoncias,2005-07-01,6,6
BERMEJO,consultas odontologicas,endodoncias,2005-07-01,13,13
BETANZOS,consultas odontologicas,endodoncias,2005-07-01,4,4
BOLIVAR,consultas odontologicas,endodoncias,2005-07-01,5,5
BOYUIBE,consultas odontologicas,endodoncias,2005-07-01,13,13
CALACOTO,consultas odontologicas,endodoncias,2005-07-01,1,1
CAMARGO,consultas odontologicas,endodoncias,2005-07-01,30,30
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2005-07-01,3,3
CAMIRI,consultas odontologicas,endodoncias,2005-07-01,9,9
CAPINOTA,consultas odontologicas,endodoncias,2005-07-01,14,14
CAQUIAVIRI,consultas odontologicas,endodoncias,2005-07-01,9,9
CARANAVI,consultas odontologicas,endodoncias,2005-07-01,17,17
CATACORA,consultas odontologicas,endodoncias,2005-07-01,45,45
CHALLAPATA,consultas odontologicas,endodoncias,2005-07-01,6,6
CHAYANTA,consultas odontologicas,endodoncias,2005-07-01,12,12
CHIMORE,consultas odontologicas,endodoncias,2005-07-01,6,6
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2005-07-01,6,6
COBIJA,consultas odontologicas,endodoncias,2005-07-01,29,29
COCHABAMBA,consultas odontologicas,endodoncias,2005-07-01,569,569
COLLANA,consultas odontologicas,endodoncias,2005-07-01,1,1
COLOMI,consultas odontologicas,endodoncias,2005-07-01,7,7
COLQUECHACA,consultas odontologicas,endodoncias,2005-07-01,1,1
COMARAPA,consultas odontologicas,endodoncias,2005-07-01,20,20
COPACABANA,consultas odontologicas,endodoncias,2005-07-01,18,18
CORIPATA,consultas odontologicas,endodoncias,2005-07-01,6,6
COROICO,consultas odontologicas,endodoncias,2005-07-01,1,1
COTAGAITA,consultas odontologicas,endodoncias,2005-07-01,2,2
COTOCA,consultas odontologicas,endodoncias,2005-07-01,27,27
CULPINA,consultas odontologicas,endodoncias,2005-07-01,8,8
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2005-07-01,2,2
EL ALTO,consultas odontologicas,endodoncias,2005-07-01,1808,1808
EL PUENTE(TJA),consultas odontologicas,endodoncias,2005-07-01,43,43
EL VILLAR,consultas odontologicas,endodoncias,2005-07-01,7,7
ENTRE RIOS,consultas odontologicas,endodoncias,2005-07-01,16,16
ENTRE RIOS,consultas odontologicas,endodoncias,2005-07-01,12,12
EUCALIPTUS,consultas odontologicas,endodoncias,2005-07-01,5,5
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2005-07-01,7,7
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2005-07-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2005-07-01,13,13
GUANAY,consultas odontologicas,endodoncias,2005-07-01,15,15
GUAYARAMERIN,consultas odontologicas,endodoncias,2005-07-01,35,35
HUACARETA,consultas odontologicas,endodoncias,2005-07-01,34,34
HUACHACALLA,consultas odontologicas,endodoncias,2005-07-01,3,3
HUANUNI,consultas odontologicas,endodoncias,2005-07-01,7,7
HUAYLLAMARCA,consultas odontologicas,endodoncias,2005-07-01,5,5
ICLA,consultas odontologicas,endodoncias,2005-07-01,9,9
INCAHUASI,consultas odontologicas,endodoncias,2005-07-01,3,3
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2005-07-01,1,1
IXIAMAS,consultas odontologicas,endodoncias,2005-07-01,4,4
JESUS DE MACHACA,consultas odontologicas,endodoncias,2005-07-01,136,136
LA PAZ,consultas odontologicas,endodoncias,2005-07-01,1647,1647
LAGUNILLAS,consultas odontologicas,endodoncias,2005-07-01,16,16
LAJA,consultas odontologicas,endodoncias,2005-07-01,2,2
LLALLAGUA,consultas odontologicas,endodoncias,2005-07-01,21,21
MACHACAMARCA,consultas odontologicas,endodoncias,2005-07-01,5,5
MAGDALENA,consultas odontologicas,endodoncias,2005-07-01,3,3
MAPIRI,consultas odontologicas,endodoncias,2005-07-01,2,2
MINEROS,consultas odontologicas,endodoncias,2005-07-01,6,6
MIZQUE,consultas odontologicas,endodoncias,2005-07-01,4,4
MOJOCOYA,consultas odontologicas,endodoncias,2005-07-01,4,4
MONTEAGUDO,consultas odontologicas,endodoncias,2005-07-01,12,12
MONTERO,consultas odontologicas,endodoncias,2005-07-01,26,26
OKINAWA,consultas odontologicas,endodoncias,2005-07-01,8,8
ORURO,consultas odontologicas,endodoncias,2005-07-01,836,836
PADCAYA,consultas odontologicas,endodoncias,2005-07-01,6,6
PADILLA,consultas odontologicas,endodoncias,2005-07-01,4,4
PALCA,consultas odontologicas,endodoncias,2005-07-01,2,2
PALOS BLANCOS,consultas odontologicas,endodoncias,2005-07-01,1,1
PAZÑA,consultas odontologicas,endodoncias,2005-07-01,3,3
POJO (CBBA),consultas odontologicas,endodoncias,2005-07-01,5,5
POOPO,consultas odontologicas,endodoncias,2005-07-01,17,17
PORONGO,consultas odontologicas,endodoncias,2005-07-01,6,6
PORTACHUELO,consultas odontologicas,endodoncias,2005-07-01,17,17
PORVENIR,consultas odontologicas,endodoncias,2005-07-01,2,2
POSTRER VALLE,consultas odontologicas,endodoncias,2005-07-01,2,2
POTOSI,consultas odontologicas,endodoncias,2005-07-01,63,63
PUCARANI,consultas odontologicas,endodoncias,2005-07-01,10,10
PUERTO ACOSTA,consultas odontologicas,endodoncias,2005-07-01,28,28
PUERTO CARABUCO,consultas odontologicas,endodoncias,2005-07-01,8,8
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2005-07-01,2,2
PUERTO RICO,consultas odontologicas,endodoncias,2005-07-01,1,1
PUERTO SILES,consultas odontologicas,endodoncias,2005-07-01,16,16
PUERTO SUAREZ,consultas odontologicas,endodoncias,2005-07-01,12,12
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2005-07-01,72,72
PUNA,consultas odontologicas,endodoncias,2005-07-01,2,2
PUNATA,consultas odontologicas,endodoncias,2005-07-01,143,143
QUILLACOLLO,consultas odontologicas,endodoncias,2005-07-01,40,40
QUIME,consultas odontologicas,endodoncias,2005-07-01,2,2
REYES,consultas odontologicas,endodoncias,2005-07-01,9,9
RURRENABAQUE,consultas odontologicas,endodoncias,2005-07-01,32,32
SACABA,consultas odontologicas,endodoncias,2005-07-01,100,100
SAN ANDRES DE MACHACA,consultas odontologicas,endodoncias,2005-07-01,2,2
SAN BENITO,consultas odontologicas,endodoncias,2005-07-01,8,8
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2005-07-01,7,7
SAN CARLOS,consultas odontologicas,endodoncias,2005-07-01,11,11
SAN IGNACIO,consultas odontologicas,endodoncias,2005-07-01,20,20
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2005-07-01,75,75
SAN JOAQUIN,consultas odontologicas,endodoncias,2005-07-01,2,2
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2005-07-01,18,18
SAN LUCAS,consultas odontologicas,endodoncias,2005-07-01,22,22
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2005-07-01,13,13
SAN RAFAEL,consultas odontologicas,endodoncias,2005-07-01,19,19
SAN RAMON,consultas odontologicas,endodoncias,2005-07-01,22,22
SANTA ANA,consultas odontologicas,endodoncias,2005-07-01,1,1
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2005-07-01,96,96
SANTA ROSA,consultas odontologicas,endodoncias,2005-07-01,2,2
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2005-07-01,3,3
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2005-07-01,2,2
SANTIAGO DE MACHACA,consultas odontologicas,endodoncias,2005-07-01,34,34
SANTIVAÑES,consultas odontologicas,endodoncias,2005-07-01,89,89
SENA,consultas odontologicas,endodoncias,2005-07-01,2,2
SIPE SIPE,consultas odontologicas,endodoncias,2005-07-01,36,36
SORACACHI,consultas odontologicas,endodoncias,2005-07-01,1,1
SORATA,consultas odontologicas,endodoncias,2005-07-01,4,4
SUCRE,consultas odontologicas,endodoncias,2005-07-01,624,624
TAPACARI,consultas odontologicas,endodoncias,2005-07-01,2,2
TARATA,consultas odontologicas,endodoncias,2005-07-01,7,7
TARIJA,consultas odontologicas,endodoncias,2005-07-01,685,685
TARVITA,consultas odontologicas,endodoncias,2005-07-01,7,7
TEOPONTE,consultas odontologicas,endodoncias,2005-07-01,2,2
TIQUIPAYA,consultas odontologicas,endodoncias,2005-07-01,19,19
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2005-07-01,26,26
TOMINA,consultas odontologicas,endodoncias,2005-07-01,4,4
TOTORA(CBBA),consultas odontologicas,endodoncias,2005-07-01,4,4
TRINIDAD,consultas odontologicas,endodoncias,2005-07-01,181,181
TUPIZA,consultas odontologicas,endodoncias,2005-07-01,121,121
UNCIA,consultas odontologicas,endodoncias,2005-07-01,142,142
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2005-07-01,1,1
UYUNI,consultas odontologicas,endodoncias,2005-07-01,14,14
VACAS,consultas odontologicas,endodoncias,2005-07-01,24,24
VALLEGRANDE,consultas odontologicas,endodoncias,2005-07-01,1,1
VIACHA,consultas odontologicas,endodoncias,2005-07-01,23,23
VILLA MONTES,consultas odontologicas,endodoncias,2005-07-01,40,40
VILLA RIVERO,consultas odontologicas,endodoncias,2005-07-01,1,1
VILLA SERRANO,consultas odontologicas,endodoncias,2005-07-01,3,3
VILLA TUNARI,consultas odontologicas,endodoncias,2005-07-01,65,65
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2005-07-01,1,1
VILLAZON,consultas odontologicas,endodoncias,2005-07-01,10,10
VINTO,consultas odontologicas,endodoncias,2005-07-01,64,64
WARNES,consultas odontologicas,endodoncias,2005-07-01,37,37
YACO,consultas odontologicas,endodoncias,2005-07-01,2,2
YACUIBA,consultas odontologicas,endodoncias,2005-07-01,17,17
YAMPARAEZ,consultas odontologicas,endodoncias,2005-07-01,1,1
YAPACANI,consultas odontologicas,endodoncias,2005-07-01,3,3
ZUDAÑEZ,consultas odontologicas,endodoncias,2005-07-01,3,3
AIQUILE,consultas odontologicas,endodoncias,2005-08-01,28,28
ALCALA,consultas odontologicas,endodoncias,2005-08-01,1,1
ANCORAIMES,consultas odontologicas,endodoncias,2005-08-01,3,3
ANZALDO,consultas odontologicas,endodoncias,2005-08-01,5,5
ARAMPAMPA,consultas odontologicas,endodoncias,2005-08-01,2,2
AUCAPATA,consultas odontologicas,endodoncias,2005-08-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2005-08-01,6,6
AZURDUY,consultas odontologicas,endodoncias,2005-08-01,11,11
BAURES,consultas odontologicas,endodoncias,2005-08-01,8,8
BELEN DE ANDAMARCA,consultas odontologicas,endodoncias,2005-08-01,5,5
BERMEJO,consultas odontologicas,endodoncias,2005-08-01,14,14
BETANZOS,consultas odontologicas,endodoncias,2005-08-01,1,1
BOLIVAR,consultas odontologicas,endodoncias,2005-08-01,2,2
BOYUIBE,consultas odontologicas,endodoncias,2005-08-01,10,10
CAMARGO,consultas odontologicas,endodoncias,2005-08-01,22,22
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2005-08-01,9,9
CAMIRI,consultas odontologicas,endodoncias,2005-08-01,31,31
CAPINOTA,consultas odontologicas,endodoncias,2005-08-01,17,17
CAQUIAVIRI,consultas odontologicas,endodoncias,2005-08-01,6,6
CARANAVI,consultas odontologicas,endodoncias,2005-08-01,7,7
CHALLAPATA,consultas odontologicas,endodoncias,2005-08-01,33,33
CHARAGUA,consultas odontologicas,endodoncias,2005-08-01,4,4
CHAYANTA,consultas odontologicas,endodoncias,2005-08-01,10,10
CHIMORE,consultas odontologicas,endodoncias,2005-08-01,7,7
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2005-08-01,8,8
CLIZA,consultas odontologicas,endodoncias,2005-08-01,6,6
COBIJA,consultas odontologicas,endodoncias,2005-08-01,53,53
COCHABAMBA,consultas odontologicas,endodoncias,2005-08-01,1089,1089
COLCAPIRHUA,consultas odontologicas,endodoncias,2005-08-01,4,4
COLOMI,consultas odontologicas,endodoncias,2005-08-01,3,3
COLQUECHACA,consultas odontologicas,endodoncias,2005-08-01,1,1
COMARAPA,consultas odontologicas,endodoncias,2005-08-01,48,48
COPACABANA,consultas odontologicas,endodoncias,2005-08-01,12,12
CORIPATA,consultas odontologicas,endodoncias,2005-08-01,2,2
COROICO,consultas odontologicas,endodoncias,2005-08-01,24,24
