municipality,group,variable,month,N°de actividades de la comunidad con participación del establecimiento,TOTAL
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,22,22
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,6,6
ESCARA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
ESMERALDA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,9,9
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,15,15
HUACARETA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,7,7
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,8,8
ICLA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,41,41
INCAHUASI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,26,26
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
INQUISIVI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,27,27
IXIAMAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,22,22
LA GUARDIA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,7,7
LA PAZ,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,141,141
LA RIVERA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,26,26
LAJA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
LLALLAGUA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
LORETO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,7,7
MAPIRI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,9,9
MIZQUE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
MOJOCOYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,35,35
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,24,24
MONTERO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,6,6
MOROCHATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
OCURI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,70,70
OMEREQUE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
ORURO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,33,33
PADCAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,9,9
PADILLA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,11,11
PAILON,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
PALCA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
PASORAPA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,14,14
POCOATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,25,25
POCONA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,6,6
POJO (CBBA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
POOPO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,15,15
POROMA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,38,38
PORVENIR,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
PRESTO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,37,37
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,14,14
PUNA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,45,45
PUNATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,44,44
REYES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,3,3
RIBERALTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,6,6
SABAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,28,28
SACABA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
SACABAMBA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
SACACA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,32,32
SAIPINA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,42,42
SAN ANDRES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,7,7
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,16,16
SAN BENITO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,60,60
SAN BORJA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,11,11
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,12,12
SAN LUCAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,40,40
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,3,3
SAN PEDRO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,47,47
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,3,3
SAN RAMON BENI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,18,18
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,10,10
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,14,14
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,15,15
SHINAOTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,6,6
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,11,11
SICAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
SOPACHUY,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
SORACACHI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,6,6
SUCRE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,40,40
TACACHI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
TACACOMA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,30,30
TAHUA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,3,3
TAPACARI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,22,22
TARABUCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,77,77
TARACO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
TARATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,8,8
TARVITA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,32,32
TEOPONTE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,39,39
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,15,15
TORO TORO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,42,42
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,3,3
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,7,7
TRINIDAD,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,12,12
TUPIZA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,15,15
TURCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
UMALA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,33,33
UYUNI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
VACAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,3,3
VIACHA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,16,16
VILA VILA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,19,19
VILLA MONTES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,5,5
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,3,3
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,28,28
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,41,41
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,18,18
VILLAZON,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,22,22
VINTO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,4,4
VITICHI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,20,20
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
WARNES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,13,13
YACO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,13,13
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,42,42
YANACACHI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
YAPACANI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,9,9
YUNCHARA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,36,36
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-04-01,30,30
ACACIO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,18,18
ACHACACHI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,9,9
AIQUILE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,14,14
ALCALA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,13,13
ALTO BENI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,6,6
ANTEQUERA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,10,10
APOLO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,17,17
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,16,16
ARANI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,27,27
AUCAPATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,32,32
BATALLAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
BAURES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,15,15
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,3,3
BELLA FLOR,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,82,82
BOLIVAR,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,4,4
BUENA VISTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,6,6
CABEZAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,7,7
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,28,28
CAJUATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,4,4
CALACOTO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,61,61
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,4,4
CAMIRI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,4,4
CAPINOTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,8,8
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,3,3
CARACOLLO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,12,12
CARANAVI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,12,12
CARAPARI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,4,4
CARIPUYO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,42,42
CATACORA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,3,3
CHALLAPATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,26,26
CHAQUI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,15,15
CHARAGUA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,16,16
CHIMORE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,31,31
CLIZA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,4,4
COBIJA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,4,4
COCAPATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,39,39
COCHABAMBA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,17,17
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,7,7
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,6,6
COLLANA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,47,47
COLQUIRI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,14,14
COMARAPA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,9,9
CORIPATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,2,2
COROICO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,7,7
CORQUE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,68,68
COTOCA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2019-05-01,1,1
