municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,64,64
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,505,505
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,40,40
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,1539,1539
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,47,47
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,207,207
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,81,81
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,465,465
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,98,98
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,197,197
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,230,230
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,381,381
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,64,64
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,30,30
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,85,85
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,154,154
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,12,12
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,185,185
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,525,525
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,51,51
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,391,391
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,131,131
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,2452,2452
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,7,7
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,6,6
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,120,120
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,361,361
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,770,770
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,60,60
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,113,113
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,855,855
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,27,27
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,188,188
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,38,38
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,521,521
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,127,127
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,16,16
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,27,27
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,341,341
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,29,29
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,13,13
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,110,110
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,55,55
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,2243,2243
SANTA ROSA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,187,187
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,39,39
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,20,20
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,326,326
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,46,46
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,69,69
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,218,218
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,147,147
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,257,257
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,162,162
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,154,154
SICAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,100,100
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,104,104
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,420,420
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,276,276
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,193,193
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,2967,2967
TACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,64,64
TACOBAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,11,11
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,203,203
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,94,94
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,54,54
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,455,455
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,69,69
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,105,105
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,1613,1613
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,513,513
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,15,15
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,323,323
TIPUANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,249,249
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,910,910
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,5,5
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,69,69
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,63,63
TOLEDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,261,261
TOMAVE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,65,65
TOMINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,344,344
TORO TORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,81,81
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,239,239
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,102,102
TRIGAL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,62,62
TRINIDAD,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,226,226
TUPIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,914,914
TURCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,20,20
UMALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,132,132
UNCIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,221,221
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,264,264
URUBICHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,201,201
UYUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,126,126
VACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,103,103
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,245,245
VIACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,100,100
VILA VILA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,67,67
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,376,376
VILLA MONTES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,195,195
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,152,152
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,313,313
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,887,887
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,192,192
VILLAZON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,1510,1510
VINTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,403,403
VITICHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,266,266
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,3,3
WARNES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,735,735
YACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,136,136
YACUIBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,1079,1079
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,415,415
YANACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,54,54
YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,1309,1309
YOTALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,370,370
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-03-01,247,247
ACACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,159,159
ACHACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,255,255
ACHOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,38,38
AIQUILE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,299,299
ALALAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,22,22
ALCALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,164,164
ALTO BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,165,165
ANCORAIMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,35,35
ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,171,171
ANTEQUERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,91,91
ANZALDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,297,297
APOLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,34,34
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,146,146
ARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,130,130
ARBIETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,800,800
ARQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,31,31
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,483,483
ATOCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,349,349
AUCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,47,47
AYO AYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,182,182
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,23,23
AZURDUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,649,649
BATALLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,20,20
BAURES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,62,62
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,31,31
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,82,82
BELLA FLOR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,38,38
BERMEJO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,118,118
BETANZOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,367,367
BOLIVAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,231,231
BOLPEBRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,18,18
BOYUIBE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,49,49
BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,372,372
CABEZAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,105,105
CAIROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,71,71
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,381,381
CAJUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,19,19
CALACOTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,138,138
CALAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,90,90
CAMARGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,201,201
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,60,60
CAMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,490,490
CAPINOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,109,109
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,178,178
CARACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,344,344
CARANAVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,107,107
CARAPARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,119,119
CARIPUYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,91,91
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,55,55
CHACARILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,107,107
CHALLAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,798,798
CHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,213,213
CHARAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,75,75
CHAYANTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,181,181
CHIMORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,194,194
CHIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,18,18
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,18,18
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,29,29
CHUMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,379,379
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,90,90
CKOCHAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,130,130
CLIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,237,237
COBIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,200,200
COCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,34,34
COCHABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,500,500
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,460,460
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,354,354
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,14,14
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,146,146
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,27,27
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,241,241
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,35,35
COLQUIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,26,26
COMANCHE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,7,7
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,486,486
COMBAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,123,123
CORIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,19,19
CORO CORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,60,60
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,129,129
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,80,80
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,649,649
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,195,195
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,22,22
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,410,410
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,11,11
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,45,45
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,437,437
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,127,127
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,16,16
DESAGUADERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,16,16
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,4123,4123
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,132,132
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,192,192
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,373,373
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,1188,1188
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,158,158
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,511,511
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,187,187
ESCARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,5,5
ESCOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,19,19
ESMERALDA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,10,10
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,56,56
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,395,395
FILADELFIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,20,20
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,159,159
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,81,81
GUANAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,25,25
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,36,36
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,318,318
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,207,207
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,160,160
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,257,257
HUARACAJE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,23,23
HUARINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,143,143
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,125,125
HUMANATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,19,19
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,197,197
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,361,361
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,50,50
INQUISIVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,56,56
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,150,150
IXIAMAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,28,28
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,301,301
LA ASUNTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,242,242
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,137,137
LA RIVERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,17,17
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,436,436
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,83,83
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,170,170
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,14,14
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,141,141
LLICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,136,136
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,71,71
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,49,49
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,37,37
MACHARETI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,221,221
MAGDALENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,104,104
MECAPACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,10,10
MINEROS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,161,161
MIZQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,125,125
MOCOMOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,280,280
MOJINETE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,28,28
MOJOCOYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,302,302
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,758,758
MONTERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,1573,1573
MOROCHATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,30,30
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,5,5
OCURI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,16,16
OKINAWA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,101,101
OMEREQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,268,268
ORURO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,1574,1574
PADCAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,597,597
PADILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,485,485
PAILON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,394,394
PALCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,163,163
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2019-04-01,237,237
