municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
TOMINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-11-01,2,2
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,3,3
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,4,4
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,2,2
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2012-12-01,3,3
