municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,7,7
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,3,3
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,10,10
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,3,3
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,5,5
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,6,6
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,5,5
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,6,6
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,3,3
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,10,10
TAHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,24,24
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,9,9
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,4,4
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,15,15
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,18,18
TIPUANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,4,4
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,9,9
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,5,5
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,3,3
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,7,7
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,4,4
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,8,8
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,3,3
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,14,14
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,5,5
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,13,13
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,5,5
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,5,5
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,4,4
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,5,5
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,6,6
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,3,3
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,8,8
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,3,3
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,4,4
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,2,2
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-03-01,4,4
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,14,14
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,7,7
ALTO BENI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,16,16
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,10,10
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,24,24
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,8,8
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,9,9
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,10,10
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,8,8
BAURES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,10,10
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,8,8
BOLPEBRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,7,7
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,12,12
CATACORA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,8,8
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,13,13
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,14,14
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,7,7
COLLANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,21,21
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,14,14
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
COMBAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,10,10
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,9,9
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,8,8
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
ESCOMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,7,7
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,14,14
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
HUARINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,11,11
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,7,7
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,18,18
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
MALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,10,10
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,14,14
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,9,9
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,7,7
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,8,8
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,14,14
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
POOPO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,10,10
PORONGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,9,9
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,19,19
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,22,22
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,16,16
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,7,7
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,8,8
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,10,10
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,9,9
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,8,8
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
SAN JUAN DE YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,22,22
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,9,9
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,10,10
SENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,8,8
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,9,9
TACACOMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
TAHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,26,26
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,9,9
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,9,9
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
TIPUANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,4,4
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,7,7
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,6,6
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,3,3
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,5,5
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,2,2
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2012-04-01,1,1
