,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,38,6,44
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,4,5
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,40,20,60
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,10,12,22
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,20,4,24
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,10,17
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,7,18
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,0,6,6
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,30,17,47
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,107,12,119
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,27,11,38
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,3,6
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,29,13,42
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,0,2
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,4,5
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,2,9
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1526,27,1553
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,6,1,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,0,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,15,4,19
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,100,4,104
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,0,1,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,29,11,40
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,58,19,77
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,9,2,11
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,9,2,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,1,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,19,2,21
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,6,8,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,27,2,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,8,11,19
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,13,13,26
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,8,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,74,8,82
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,22,11,33
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,8,2,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,2,4
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,47,11,58
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,6,0,6
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,9,12
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,0,4
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,9,12
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,5,7
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,6,13
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,11,28
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,12,24,36
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,9,14
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,15,0,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,15,2,17
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,97,7,104
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,153,2,155
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1338,29,1367
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,3,8
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,25,11,36
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,4,8
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,60,43,103
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,1,6
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,0,8,8
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,3,14
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,8,2,10
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,12,5,17
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,21,10,31
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,23,1,24
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,14,3,17
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,8,7,15
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,32,22,54
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,35,27,62
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,19,10,29
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,8,1,9
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,31,10,41
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,210,11,221
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,3,6
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,22,29
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,4,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,0,1,1
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,12,19,31
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,27,2,29
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,4,8
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,554,13,567
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,22,2,24
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,10,9,19
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,30,20,50
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,10,15,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,42,13,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,1,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,1,6
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,6,7
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,27,7,34
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,13,0,13
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,6,4,10
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,8,39,47
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,5,16
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,19,14,33
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,9,2,11
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,15,16,31
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,24,35
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,8,15
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,35,2,37
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,5,12
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,4,6
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,365,7,372
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,18,23
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,31,14,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,10,9,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,11,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,5,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,4,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,18,12,30
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,2,9
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,8,25
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,88,13,101
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,21,19,40
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,61,3,64
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,2,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,210,4,214
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,10,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,0,5
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,8,27,35
REYES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,21,17,38
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,156,21,177
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,18,3,21
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,33,3,36
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,6,1,7
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,240,27,267
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,1,8
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,29,12,41
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,10,2,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,6,13
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,13,1,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,9,5,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,0,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,9,12
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,13,8,21
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,66,38,104
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,7,24
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,41,1,42
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,39,10,49
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,111,20,131
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,36,0,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,41,2,43
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,19,2,21
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,66,33,99
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,9,10,19
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,26,5,31
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,37,32,69
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,21,4,25
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,22,4,26
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,26,0,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,28,37,65
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,5,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,5,9
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,6,2,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,12,6,18
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,23,0,23
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,16,19,35
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2340,58,2398
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,5,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,31,5,36
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,0,10,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,5,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,8,11,19
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,2,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,1,2
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,13,6,19
SENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,0,5
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,50,0,50
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,14,27,41
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,7,12
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,92,6,98
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,12,17
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,10,3,13
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,19,32,51
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,606,20,626
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,3,10
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,6,11,17
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,9,16
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,21,20,41
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,22,26,48
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,0,3,3
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,1,12
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,421,9,430
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,18,35
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,4,9
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,15,32
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,28,19,47
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,4,21
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,113,8,121
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,27,10,37
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,2,6
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,10,0,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,2,5
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,9,14
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,9,20
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,8,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,24,8,32
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,2,7
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,1,5
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,186,1,187
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,68,24,92
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,4,8
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,3,5,8
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,27,16,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,20,6,26
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,10,3,13
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,30,2,32
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,9,9,18
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,31,8,39
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,67,16,83
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,7,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,17,34
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,45,6,51
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,2,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,10,1,11
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,13,30
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,128,24,152
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,17,8,25
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,75,6,81
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,82,4,86
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,6,12,18
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,0,1
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,154,10,164
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,11,18
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,142,16,158
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,5,3,8
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,0,11
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,72,15,87
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,11,6,17
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,7,4,11
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,1,3,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-03-01,4,11,15
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,10,5,15
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,50,29,79
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,13,3,16
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,19,10,29
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,1,7,8
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,1,2,3
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,12,1,13
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,18,20,38
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,13,10,23
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,13,14,27
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,2,2,4
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,13,7,20
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,15,8,23
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,14,7,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-04-01,60,7,67
