,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,11,10,21
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,36,8,44
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,10,8,18
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,36,3,39
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,95,8,103
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,4,1,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,23,13,36
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,91,6,97
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,6,3,9
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,14,2,16
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,24,11,35
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,153,35,188
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,13,8,21
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,73,4,77
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,87,6,93
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,12,5,17
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,3,0,3
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,181,16,197
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,7,19,26
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,190,10,200
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,10,3,13
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,8,0,8
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,103,15,118
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,11,4,15
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,7,6,13
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,2,6,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-03-01,4,8,12
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,6,11
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,41,35,76
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,7,5,12
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,30,13,43
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,3,7,10
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,3,3
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,18,5,23
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,14,13,27
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,13,18
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,26,14,40
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,6,7
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,13,2,15
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,15,9,24
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,26,5,31
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,79,11,90
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,15,5,20
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,2,7
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,8,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,19,17,36
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,13,14,27
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,22,11,33
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,14,2,16
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,4,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,58,12,70
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,31,15,46
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,12,13
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,0,4
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,25,6,31
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,36,20,56
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,16,4,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,8,5,13
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,19,0,19
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,6,7
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,7,10,17
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,15,7,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,1,6
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,71,3,74
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,25,0,25
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,15,17
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,23,14,37
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,69,19,88
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,17,8,25
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,12,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,3,7
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,3,0,3
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,36,14,50
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,7,12,19
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,28,45,73
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,13,10,23
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,36,5,41
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,26,19,45
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,8,5,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,4,8
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,14,21,35
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,32,15,47
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,120,9,129
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,17,25,42
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1334,24,1358
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,63,5,68
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,16,4,20
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,0,1
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,32,9,41
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,9,6,15
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,31,61,92
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,12,6,18
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,16,42,58
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,1,1
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,36,8,44
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,39,17,56
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,13,6,19
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,13,18,31
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,8,6,14
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,20,9,29
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,7,3,10
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,28,16,44
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,115,58,173
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,41,22,63
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,3,0,3
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,19,16,35
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,8,2,10
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,3,5
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,8,5,13
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1442,52,1494
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,5,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,39,6,45
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,11,0,11
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,117,8,125
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,4,9
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,17,5,22
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,47,7,54
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,8,1,9
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,0,4
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,23,0,23
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,7,2,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,26,9,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,10,15
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,12,4,16
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,6,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,100,6,106
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,27,13,40
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,15,7,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,2,4
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,40,7,47
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,2,7
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,3,3,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,9,2,11
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,3,11,14
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,2,3
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,7,8,15
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,13,5,18
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,8,15,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,9,15,24
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,27,18,45
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,17,3,20
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,80,11,91
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,116,3,119
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1202,30,1232
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,6,5,11
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,17,11,28
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,77,40,117
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,2,7
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,6,2,8
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,2,6
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,0,5
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,13,9,22
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,10,5,15
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,24,0,24
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,30,0,30
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,10,9,19
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,40,4,44
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,26,16,42
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,17,10,27
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,9,4,13
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,36,9,45
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,254,6,260
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,6,1,7
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,8,17,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,0,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,2,3
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,17,28,45
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,20,11,31
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,3,3,6
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,552,4,556
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,20,6,26
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,14,6,20
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,42,33,75
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,9,14,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,51,12,63
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,19,5,24
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,3,4,7
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,28,23,51
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,5,10
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,8,10
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,6,35,41
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,16,8,24
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,18,12,30
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,6,0,6
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,19,12,31
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,26,27,53
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,17,16,33
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,50,5,55
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,10,15
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,1,3
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,398,15,413
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,7,13,20
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,6,1,7
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,26,12,38
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,1,7,8
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,11,8,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,1,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,3,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,25,15,40
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,14,16,30
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,0,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,39,10,49
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,105,25,130
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,15,24,39
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,46,0,46
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,209,6,215
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,8,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,0,4
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,9,36,45
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,24,11,35
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,225,13,238
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,29,9,38
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,46,18,64
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,1,6
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,207,42,249
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,6,0,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,30,26,56
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,11,9,20
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,10,15
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,15,3,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,11,3,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,5,9,14
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,13,6,19
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,69,19,88
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,12,5,17
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,37,2,39
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,41,10,51
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,143,40,183
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,2,2,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,22,1,23
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,9,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,22,19,41
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,15,6,21
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,76,60,136
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,4,12,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,19,9,28
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,32,37,69
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-04-01,17,6,23
