,group,variable,month,BCG,BCG,TOTALES
GUANAY,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,14,26
GUAQUI,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,7,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2011-03-01,132,11,143
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2011-03-01,17,14,31
HUACARETA,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,5,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2011-03-01,2,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2011-03-01,31,1,32
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2011-03-01,8,0,8
HUARINA,vacunaciones en menores de 1 ano,bcg,2011-03-01,7,6,13
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,4,5
HUMANATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,7,10
ICHOCA,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,0,3
ICLA,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,8,8
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2011-03-01,11,8,19
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,22,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2011-03-01,14,14,28
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,16,5,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-03-01,9,10,19
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2011-03-01,83,8,91
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2011-03-01,119,5,124
LA PAZ,vacunaciones en menores de 1 ano,bcg,2011-03-01,1938,9,1947
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,10,11
LAJA,vacunaciones en menores de 1 ano,bcg,2011-03-01,10,24,34
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2011-03-01,31,76,107
LLICA,vacunaciones en menores de 1 ano,bcg,2011-03-01,6,3,9
LORETO,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,5,6
LURIBAY,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,7,12
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,3,5
MACHARETI,vacunaciones en menores de 1 ano,bcg,2011-03-01,6,0,6
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2011-03-01,16,16,32
MAIRANA,vacunaciones en menores de 1 ano,bcg,2011-03-01,37,0,37
MAPIRI,vacunaciones en menores de 1 ano,bcg,2011-03-01,36,0,36
MECAPACA,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,9,14
MINEROS,vacunaciones en menores de 1 ano,bcg,2011-03-01,40,6,46
MIZQUE,vacunaciones en menores de 1 ano,bcg,2011-03-01,36,22,58
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,7,11,18
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,9,9
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2011-03-01,49,3,52
MONTERO,vacunaciones en menores de 1 ano,bcg,2011-03-01,424,1,425
MORO MORO,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,9,20,29
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2011-03-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2011-03-01,0,6,6
OCURI,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,16,20
OKINAWA,vacunaciones en menores de 1 ano,bcg,2011-03-01,11,2,13
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,5,10
ORURO,vacunaciones en menores de 1 ano,bcg,2011-03-01,729,1,730
PADCAYA,vacunaciones en menores de 1 ano,bcg,2011-03-01,21,8,29
PADILLA,vacunaciones en menores de 1 ano,bcg,2011-03-01,26,1,27
PAILON,vacunaciones en menores de 1 ano,bcg,2011-03-01,49,53,102
PALCA,vacunaciones en menores de 1 ano,bcg,2011-03-01,6,23,29
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2011-03-01,27,23,50
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,2,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2011-03-01,16,0,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,2,2
PASORAPA,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,4,6
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2011-03-01,34,5,39
PAZÑA,vacunaciones en menores de 1 ano,bcg,2011-03-01,6,6,12
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,4,6
POCOATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,28,32
POCONA,vacunaciones en menores de 1 ano,bcg,2011-03-01,10,11,21
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2011-03-01,25,13,38
POOPO,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,1,6
PORCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,26,5,31
POROMA,vacunaciones en menores de 1 ano,bcg,2011-03-01,14,16,30
PORONGO,vacunaciones en menores de 1 ano,bcg,2011-03-01,8,14,22
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2011-03-01,61,2,63
PORVENIR,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,3,5
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,2,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2011-03-01,541,4,545
PRESTO,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,10,14
PUCARA,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,bcg,2011-03-01,24,28,52
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,5,6
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,20,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2011-03-01,7,4,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,4,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2011-03-01,29,10,39
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,15,20
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,1,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2011-03-01,55,0,55
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2011-03-01,145,1,146
PUNA,vacunaciones en menores de 1 ano,bcg,2011-03-01,11,13,24
PUNATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,87,2,89
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2011-03-01,224,1,225
QUIME,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,16,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,0,2
RAVELO,vacunaciones en menores de 1 ano,bcg,2011-03-01,17,15,32
REYES,vacunaciones en menores de 1 ano,bcg,2011-03-01,33,12,45
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2011-03-01,353,7,360
ROBORE,vacunaciones en menores de 1 ano,bcg,2011-03-01,16,18,34
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2011-03-01,51,19,70
SABAYA,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,2,5
SACABA,vacunaciones en menores de 1 ano,bcg,2011-03-01,253,5,258
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2011-03-01,7,0,7
SACACA,vacunaciones en menores de 1 ano,bcg,2011-03-01,29,15,44
SAIPINA,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,12,15
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2011-03-01,10,7,17
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,7,5,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2011-03-01,11,7,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,7,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,15,20
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2011-03-01,9,6,15
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2011-03-01,101,37,138
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2011-03-01,21,10,31
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2011-03-01,60,9,69
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2011-03-01,56,22,78
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,205,23,228
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2011-03-01,3,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2011-03-01,46,0,46
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,6,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2011-03-01,44,11,55
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-03-01,14,7,21
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2011-03-01,86,22,108
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2011-03-01,0,18,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2011-03-01,12,0,12
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,34,46,80
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,46,9,55
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,9,13,22
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2011-03-01,25,2,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-03-01,39,51,90
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,11,12
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,9,12
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2011-03-01,9,0,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,8,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2011-03-01,44,2,46
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2011-03-01,35,8,43
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2011-03-01,4069,89,4158
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2011-03-01,22,12,34
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2011-03-01,30,6,36
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,10,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2011-03-01,6,10,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,11,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,5,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,6,9
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,7,9
SENA,vacunaciones en menores de 1 ano,bcg,2011-03-01,9,3,12
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2011-03-01,73,0,73
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2011-03-01,22,25,47
SICAYA,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,8,8
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2011-03-01,57,5,62
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2011-03-01,8,10,18
SORACACHI,vacunaciones en menores de 1 ano,bcg,2011-03-01,8,6,14
SORATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,13,10,23
SUCRE,vacunaciones en menores de 1 ano,bcg,2011-03-01,646,8,654
TACACHI,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,0,4
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2011-03-01,7,17,24
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2011-03-01,10,11,21
TAHUA,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,3,4
TAPACARI,vacunaciones en menores de 1 ano,bcg,2011-03-01,22,27,49
TARABUCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,20,8,28
TARACO,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,12,12
TARATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,0,12
TARIJA,vacunaciones en menores de 1 ano,bcg,2011-03-01,460,0,460
TARVITA,vacunaciones en menores de 1 ano,bcg,2011-03-01,20,7,27
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2011-03-01,8,6,14
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,27,39
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-03-01,19,35,54
TIPUANI,vacunaciones en menores de 1 ano,bcg,2011-03-01,15,3,18
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-03-01,123,14,137
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2011-03-01,31,5,36
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2011-03-01,0,2,2
TOCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,6,2,8
TOLATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,1,6
TOLEDO,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,3,7
TOMAVE,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,23,26
TOMINA,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,10,22
TORO TORO,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,15,27
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2011-03-01,19,5,24
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2011-03-01,3,1,4
TRIGAL,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2011-03-01,398,5,403
TUPIZA,vacunaciones en menores de 1 ano,bcg,2011-03-01,89,6,95
TURCO,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,6,7
UMALA,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,8,11
UNCIA,vacunaciones en menores de 1 ano,bcg,2011-03-01,23,21,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2011-03-01,9,3,12
URUBICHA,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,0,12
UYUNI,vacunaciones en menores de 1 ano,bcg,2011-03-01,41,10,51
VACAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,16,20
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2011-03-01,39,1,40
VIACHA,vacunaciones en menores de 1 ano,bcg,2011-03-01,61,6,67
VILA VILA,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,4,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,14,26
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2011-03-01,119,3,122
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2011-03-01,0,5,5
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,7,12
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2011-03-01,6,13,19
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2011-03-01,170,35,205
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2011-03-01,12,7,19
VILLAZON,vacunaciones en menores de 1 ano,bcg,2011-03-01,58,1,59
VINTO,vacunaciones en menores de 1 ano,bcg,2011-03-01,107,0,107
VITICHI,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,16,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,3,3
WARNES,vacunaciones en menores de 1 ano,bcg,2011-03-01,176,10,186
YACO,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,11,16
YACUIBA,vacunaciones en menores de 1 ano,bcg,2011-03-01,198,11,209
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2011-03-01,8,3,11
YANACACHI,vacunaciones en menores de 1 ano,bcg,2011-03-01,6,0,6
YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-03-01,109,7,116
YOCALLA,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,1,2
YOTALA,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,2,14
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,3,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2011-03-01,7,1,8
ACACIO,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,2,9
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2011-04-01,37,48,85
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2011-04-01,9,8,17
AIQUILE,vacunaciones en menores de 1 ano,bcg,2011-04-01,64,2,66
ALALAY,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,5,6
ALCALA,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,4,8
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2011-04-01,17,5,22
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,9,16
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,2,3
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,3,7
ANZALDO,vacunaciones en menores de 1 ano,bcg,2011-04-01,6,10,16
APOLO,vacunaciones en menores de 1 ano,bcg,2011-04-01,26,16,42
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,2,2
ARANI,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,2,9
ARBIETO,vacunaciones en menores de 1 ano,bcg,2011-04-01,6,12,18
ARQUE,vacunaciones en menores de 1 ano,bcg,2011-04-01,11,17,28
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2011-04-01,84,0,84
ATOCHA,vacunaciones en menores de 1 ano,bcg,2011-04-01,17,3,20
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,6,6
AYATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,10,12
AYO AYO,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,6,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2011-04-01,36,10,46
AZURDUY,vacunaciones en menores de 1 ano,bcg,2011-04-01,19,18,37
BATALLAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,27,9,36
BAURES,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,3,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,bcg,2011-04-01,48,1,49
BETANZOS,vacunaciones en menores de 1 ano,bcg,2011-04-01,21,19,40
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,6,8
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,8,8
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-04-01,8,6,14
CABEZAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,8,8,16
CAIROMA,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,8,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2011-04-01,9,2,11
CAJUATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,9,5,14
CALACOTO,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,4,8
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,19,26
CAMARGO,vacunaciones en menores de 1 ano,bcg,2011-04-01,15,2,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2011-04-01,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2011-04-01,92,2,94
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2011-04-01,31,2,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,16,16
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2011-04-01,22,5,27
CARANAVI,vacunaciones en menores de 1 ano,bcg,2011-04-01,136,17,153
CARAPARI,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,7,12
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,9,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,4,6
CATACORA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,3,3
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,47,12,59
CHAQUI,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,10,12
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2011-04-01,21,39,60
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2011-04-01,14,17,31
CHIMORE,vacunaciones en menores de 1 ano,bcg,2011-04-01,25,4,29
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,5,5
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2011-04-01,40,11,51
CHUMA,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,2,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,13,15
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,36,14,50
CLIZA,vacunaciones en menores de 1 ano,bcg,2011-04-01,26,10,36
COBIJA,vacunaciones en menores de 1 ano,bcg,2011-04-01,158,4,162
COCAPATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,11,20,31
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1556,189,1745
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2011-04-01,98,0,98
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2011-04-01,5,4,9
COLLANA,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,0,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2011-04-01,21,15,36
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,2,5
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2011-04-01,23,56,79
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,16,20
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2011-04-01,8,51,59
COMANCHE,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,7,7
COMARAPA,vacunaciones en menores de 1 ano,bcg,2011-04-01,39,7,46
COMBAYA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2011-04-01,48,8,56
COPACABANA,vacunaciones en menores de 1 ano,bcg,2011-04-01,10,8,18
CORIPATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,15,31,46
CORO CORO,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,11,11
COROICO,vacunaciones en menores de 1 ano,bcg,2011-04-01,32,15,47
CORQUE,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,6,9
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2011-04-01,10,17,27
COTOCA,vacunaciones en menores de 1 ano,bcg,2011-04-01,118,22,140
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,22,27,49
CUEVO,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,4,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2011-04-01,17,9,26
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,0,2
CURVA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,9,9
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,5,5
EL ALTO,vacunaciones en menores de 1 ano,bcg,2011-04-01,1726,52,1778
EL CHORO,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,2,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2011-04-01,27,2,29
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2011-04-01,5,4,9
EL TORNO,vacunaciones en menores de 1 ano,bcg,2011-04-01,80,4,84
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2011-04-01,15,5,20
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2011-04-01,55,7,62
ESCARA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,bcg,2011-04-01,11,0,11
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,3,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2011-04-01,0,3,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2011-04-01,12,6,18
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,0,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2011-04-01,28,8,36
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2011-04-01,5,14,19
GUANAY,vacunaciones en menores de 1 ano,bcg,2011-04-01,9,10,19
GUAQUI,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,7,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2011-04-01,126,7,133
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2011-04-01,18,12,30
HUACARETA,vacunaciones en menores de 1 ano,bcg,2011-04-01,12,9,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2011-04-01,4,5,9
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2011-04-01,37,0,37
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2011-04-01,10,0,10
HUARINA,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,6,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,4,6
HUMANATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,4,7
ICHOCA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,3,4
ICLA,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,5,12
