,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,21,3,24
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,10,9,19
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,34,41,75
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,9,15,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,45,13,58
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,4,1,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,9,1,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,0,2,2
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,3,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,35,8,43
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,13,0,13
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,4,9
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,10,72,82
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,11,5,16
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,19,14,33
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,9,2,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,18,18,36
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,11,24,35
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,7,11,18
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,34,2,36
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,6,4,10
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,4,6
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,390,19,409
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,16,18
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,32,15,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,10,10,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,11,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,4,6,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,3,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,19,14,33
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,12,10,22
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,18,9,27
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,89,10,99
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,19,19,38
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,61,3,64
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,3,2,5
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,227,5,232
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,4,10,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,0,5
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,8,26,34
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,20,15,35
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,253,36,289
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,20,3,23
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,36,3,39
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,7,1,8
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,253,32,285
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,7,1,8
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,29,12,41
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,10,2,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,8,6,14
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,13,1,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,9,6,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,6,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,3,10,13
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,13,11,24
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,67,40,107
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,21,9,30
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,41,2,43
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,37,23,60
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,118,20,138
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,4,2,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,36,0,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,8,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,39,9,48
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,19,3,22
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,61,33,94
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,9,15,24
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,28,5,33
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,37,35,72
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,24,3,27
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,22,4,26
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,27,0,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,32,40,72
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,4,3,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,6,11
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,6,2,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,10,5,15
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,23,0,23
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,20,31,51
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2532,63,2595
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,12,5,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,31,4,35
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,3,9,12
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,7,7,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,6,11,17
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,4,2,6
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,1,1,2
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,11,3,14
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,2,7
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,52,0,52
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,16,27,43
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,4,6,10
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,96,9,105
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,7,11,18
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,12,3,15
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,17,33,50
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,618,20,638
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,8,3,11
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,12,13,25
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,10,11,21
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,0,5
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,29,23,52
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,20,23,43
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,0,2,2
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,11,1,12
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,432,7,439
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,17,18,35
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,4,9
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,17,14,31
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,29,19,48
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,16,4,20
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,103,22,125
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,27,9,36
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,2,7
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,10,0,10
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,2,7
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,10,15
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,10,9,19
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,11,5,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,20,11,31
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,2,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,1,6
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,177,2,179
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,74,24,98
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,6,4,10
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,3,4,7
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,27,17,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,20,5,25
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,10,3,13
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,44,5,49
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,9,8,17
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,24,3,27
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,95,12,107
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,4,7,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,19,17,36
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,49,8,57
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,13,1,14
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,17,10,27
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,139,28,167
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,17,10,27
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,75,7,82
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,89,8,97
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,11,12,23
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,161,9,170
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,7,11,18
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,131,15,146
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,5,3,8
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,11,0,11
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,63,15,78
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,9,6,15
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,7,4,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,2,3,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-03-01,4,11,15
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,11,5,16
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,49,31,80
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,14,4,18
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,19,12,31
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,7,8
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,2,3
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,12,1,13
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,18,15,33
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,12,8,20
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,14,16,30
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,4,5
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,7,20
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,14,7,21
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,7,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,65,7,72
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,5,20
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,3,4
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,9,12
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,7,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,32,22,54
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,19,28
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,18,5,23
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,3,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,32,11,43
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,31,22,53
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,10,6,16
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,4,9
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,22,21,43
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,29,17,46
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,7,22
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,8,21
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,12,3,15
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,9,12
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,7,12,19
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,20,8,28
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,1,6
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,65,11,76
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,34,5,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,8,10
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,18,14,32
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,55,19,74
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,20,9,29
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,13,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,5,14
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,37,22,59
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,13,19
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,27,45,72
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,1,4
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,10,25
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,33,3,36
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,25,18,43
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,5,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,6,9
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,11,23,34
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,18,13,31
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,76,14,90
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,24,39
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1136,29,1165
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,52,3,55
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,19,5,24
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,37,7,44
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,3,9
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,20,56,76
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,19,2,21
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,28,33
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,9,9
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,29,8,37
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,6,9
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,33,28,61
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,11,9,20
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,21,20,41
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,4,12
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,6,19
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,2,5
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,25,12,37
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,85,54,139
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,29,20,49
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,0,3
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,2,5
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,17,19,36
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,0,2
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,5,8
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,2,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1352,84,1436
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,5,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,27,2,29
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,16,6,22
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,87,6,93
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,2,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,17,13,30
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,41,11,52
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,4,9
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,7,2,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,20,1,21
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,1,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,34,9,43
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,19,22
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,13,28
