,group,variable,month,NÚMERO DE DIU'S RETIRADOS 10 A 14,NÚMERO DE DIU'S RETIRADOS 15 A 19,NÚMERO DE DIU'S RETIRADOS 20 A 34,NÚMERO DE DIU'S RETIRADOS 35 A 49,NÚMERO DE DIU'S RETIRADOS 50 Y +,NÚMERO DE DIU'S RETIRADOS < A 10,TOTALES
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,3,11,0,0,0,14
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,6,39,26,3,0,74
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,1,21,8,1,0,31
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,1,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,10,16,4,0,30
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,0,1,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,1,0,0,0,0,1
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,1,3,1,0,0,5
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,1,1,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,3,1,0,0,4
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,2,1,0,0,3
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,3,0,0,3
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,3,2,0,0,5
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,1,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,2,21,1,0,0,24
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,3,0,0,0,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,4,22,2,0,0,28
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,1,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,1,0,0,2
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,2,1,2,0,5
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,1,0,1,0,0,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,1,2,0,0,0,3
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,3,1,0,0,4
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,3,1,0,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,1,20,21,15,0,57
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,0,1,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,1,0,0,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,2,4,0,0,6
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,2,20,11,0,0,33
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,1,0,0,2
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,0,1,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,2,19,14,2,0,37
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,2,0,0,2
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,3,0,0,3
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,0,1,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,5,0,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,1,3,3,0,0,7
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,0,0,0,1
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,1,1,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,1,0,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-04-01,0,0,2,4,0,0,6
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,0,1,0,1
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,3,1,0,0,4
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,2,6,4,0,0,12
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,2,0,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,1,1,1,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,3,41,21,2,0,67
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,0,1,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,4,21,6,1,0,32
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,3,3,0,0,0,6
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,2,5,0,0,0,7
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,3,0,0,0,3
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,8,11,10,0,29
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,1,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,2,0,0,0,2
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,1,1,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,1,9,2,0,0,12
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,3,1,0,0,4
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,1,0,0,2
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,2,1,0,0,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,2,2,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,1,2,0,1,0,4
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,1,0,0,2
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,3,1,0,0,4
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,1,3,3,0,0,7
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,0,1,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,1,1,1,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,1,46,28,3,0,78
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,2,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,2,8,1,0,0,11
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,4,18,9,1,0,32
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,1,10,10,0,0,21
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,1,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,1,1,0,0,2
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,0,1,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,2,0,0,0,2
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,3,0,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,4,2,0,0,6
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,3,21,7,0,0,31
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-05-01,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,2,0,0,0,2
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,1,0,0,2
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,1,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,1,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,2,1,0,0,4
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,34,30,1,0,66
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,10,2,1,0,14
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,0,1,0,1
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,2,9,4,0,0,15
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,2,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,3,0,0,0,3
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,21,8,3,0,32
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,2,0,0,0,0,2
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,2,0,0,0,2
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,8,0,0,0,9
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,29,1,0,0,31
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,4,2,0,0,6
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,2,0,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,6,0,0,0,7
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,2,10,2,0,0,14
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,2,0,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,2,0,0,3
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,4,2,0,0,7
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,3,0,0,0,3
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,2,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,5,0,0,0,5
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,3,2,0,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,1,3,39,26,4,0,73
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,2,0,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,19,9,1,0,30
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,1,0,0,2
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,0,1,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,19,7,0,0,27
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,1,0,0,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,1,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,0,1,1,0,2
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,5,1,0,0,6
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,1,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,0,0,0,1
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,1,2,0,0,3
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-06-01,0,0,4,1,0,0,5
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,1,0,0,2
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,4,0,0,0,4
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,1,0,0,1
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,3,1,0,0,4
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,2,1,0,0,3
