,group,variable,month,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 10 A 14,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 15 A 19,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 20 A 34,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 35 A 49,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 50 Y +,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS < A 10,TOTALES
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,1,9,4,0,0,14
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,2,9,1,0,12
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,2,0,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,6,2,0,0,8
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,5,3,0,0,8
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,2,0,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,8,0,0,0,8
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,3,2,2,0,7
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,0,3,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,4,1,0,0,5
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,1,0,0,0,1
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,1,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,3,1,0,0,4
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,5,2,0,0,7
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,1,2,0,0,0,3
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,3,1,0,0,4
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,1,13,4,0,0,18
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,1,1,0,0,2
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,1,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-03-01,0,0,3,0,0,0,3
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,4,0,0,0,4
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,2,0,0,5
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,2,0,0,4
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,1,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,6,3,0,0,9
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,5,0,0,0,5
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,2,1,0,5
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,4,0,0,0,4
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,1,1,0,4
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,2,0,0,3
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,1,10,41,9,0,0,61
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,8,32,16,0,0,56
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,0,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,1,0,0,3
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,2,0,0,2
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,0,1,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,34,14,0,0,48
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,8,2,0,0,10
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,4,4,1,0,0,9
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,0,0,0,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,3,1,0,7
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,1,0,0,3
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,5,0,0,0,5
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,2,0,0,3
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,0,2,0,0,3
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,49,15,3,0,67
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,3,3,0,0,7
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,2,0,0,0,3
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,1,0,0,4
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,9,1,0,0,11
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,8,29,3,0,0,40
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,1,0,0,4
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,4,0,0,0,4
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,2,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,1,0,0,4
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,1,0,0,3
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,6,13,6,0,0,25
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,17,16,0,0,34
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,4,2,0,0,6
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,2,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,3,0,0,5
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,8,1,0,0,9
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,1,3,26,8,0,0,38
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,0,1,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,7,1,1,0,10
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,2,0,0,0,3
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,5,0,0,0,5
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,2,13,3,0,0,18
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,3,7,0,0,0,10
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,5,0,0,0,5
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,17,0,0,0,17
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,2,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,1,0,6,1,0,0,8
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,1,0,2,1,0,0,4
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,1,1,27,37,11,0,77
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,1,1,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,2,1,0,0,0,3
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,2,0,0,3
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,3,45,13,0,0,61
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,2,26,11,0,0,39
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,0,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,2,10,14,4,0,30
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,3,5,2,0,11
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,5,1,0,0,6
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,2,1,0,3
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,0,0,0,3
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,1,1,0,0,3
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,3,1,0,0,4
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,5,2,0,0,7
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,1,5,2,0,0,8
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,5,3,0,0,8
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,7,0,0,0,7
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,2,9,5,1,0,17
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,1,2,0,0,3
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-04-01,0,0,2,2,0,0,4
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,5,4,0,0,9
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,2,2,0,0,4
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,1,0,0,2
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,1,0,0,2
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,1,2,3,0,0,6
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,1,8,35,1,0,0,45
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,38,11,0,0,49
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,2,1,0,0,3
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,1,0,0,2
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,3,1,0,0,4
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,1,36,21,0,0,58
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,3,6,2,0,0,11
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-05-01,0,0,4,1,0,0,5
