,group,variable,month,NÚMERO DE CICLOS ENTREGADOS 10 A 14,NÚMERO DE CICLOS ENTREGADOS 15 A 19,NÚMERO DE CICLOS ENTREGADOS 20 A 34,NÚMERO DE CICLOS ENTREGADOS 35 A 49,NÚMERO DE CICLOS ENTREGADOS 50 Y +,NÚMERO DE CICLOS ENTREGADOS < A 10,TOTALES
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,0,3,0,0,3
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,3,0,0,6
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,6,0,0,0,6
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,15,0,0,0,18
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,48,6,0,0,60
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,12,0,0,21
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,3,0,0,0,6
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,36,3,0,0,45
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,12,0,0,0,15
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,60,27,3,0,96
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,36,12,3,0,57
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,12,30,0,0,48
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,0,3,0,0,3
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,3,42,375,111,3,0,534
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,15,0,0,0,15
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,6,6,0,0,15
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,9,3,3,0,21
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,0,3,0,0,3
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,21,21,0,0,42
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,0,3,0,0,3
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,9,18,3,0,0,30
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,12,15,0,0,27
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,66,15,0,0,84
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,12,6,0,0,21
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,15,42,24,0,0,81
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,0,0,0,9
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,45,15,3,0,66
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,15,9,0,0,24
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,3,0,0,6
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,6,6,0,0,12
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,3,0,0,12
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,0,25,0,0,25
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,456,1167,306,0,0,1929
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,12,6,0,0,24
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,21,9,0,0,33
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,12,114,24,3,0,153
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,3,12,0,0,21
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,6,3,0,0,12
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,6,3,0,0,9
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,15,15,0,0,30
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,6,15,54,18,0,0,93
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,12,3,0,0,21
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,6,3,0,0,9
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,21,93,18,0,0,132
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,6,9,0,0,15
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,29,18,0,0,50
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,2,7,30,38,12,0,89
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,24,135,81,0,0,240
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,4,4,0,0,11
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,25,5,0,0,30
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,33,9,0,0,45
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,15,6,0,0,21
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,12,117,30,3,0,162
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,3,18,39,6,3,0,69
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,3,3,21,15,3,0,45
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,9,45,15,3,0,72
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,3,3,15,6,0,0,27
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,3,0,66,45,3,0,117
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,6,0,0,0,9
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,27,33,6,3,69
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,3,0,0,6
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,6,18,0,0,24
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,12,0,0,0,12
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,3,0,0,0,6
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,9,27,36,0,0,72
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,3,0,9,3,0,0,15
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,27,3,0,0,30
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,0,3,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,1,106,406,251,25,3,792
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,25,15,3,0,46
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,3,12,114,42,0,0,171
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,56,0,0,0,56
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,3,0,0,12
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,30,6,9,0,0,45
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,3,6,15,3,0,0,27
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,12,3,0,0,15
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,9,6,0,24
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,9,0,0,18
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,9,131,21,0,0,161
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,3,0,0,6
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,9,0,0,0,15
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,12,6,0,0,18
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,33,210,111,3,0,357
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,12,6,0,0,18
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,3,0,0,12
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,12,3,0,0,21
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,0,3,0,0,3
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,15,3,0,0,21
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,22,69,36,6,0,133
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,18,12,6,3,0,39
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,6,0,0,0,6
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,6,0,0,0,6
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,9,0,0,18
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,11,75,39,0,0,125
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,9,0,0,18
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,9,0,0,12
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,6,0,0,0,9
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,12,3,0,0,18
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,18,9,0,0,30
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,15,0,0,0,15
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,18,0,0,0,21
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,0,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,15,45,36,0,0,96
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,24,62,12,0,101
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,6,0,0,9
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,36,9,0,0,48
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,24,6,3,0,33
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,1,1,5,15,0,22
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,21,12,6,0,39
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,39,18,3,0,66
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,18,6,0,0,24
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,9,12,0,0,27
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,9,30,12,0,0,51
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,12,6,3,0,0,21
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,3,0,0,6
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,21,15,0,0,42
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,12,114,66,6,0,198
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,45,12,0,0,60
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,6,63,27,0,0,96
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,42,9,0,0,54
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,57,198,129,0,0,384
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,9,3,0,0,12
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,217,59,0,0,279
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,0,3,0,0,3
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,3,6,0,0,9
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,3,12,60,30,0,0,105
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,3,12,6,0,0,21
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-04-01,0,0,0,6,0,0,6
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,7,0,0,0,7
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,27,15,0,0,42
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,6,9,21,6,0,0,42
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,9,0,0,9
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,18,12,3,0,39
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,0,3,0,3
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,0,0,0,6
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,0,0,0,6
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,3,0,0,3
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,12,9,0,0,24
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,3,0,0,3
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,12,6,0,3,0,21
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,21,9,0,0,33
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,9,9,3,0,24
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,24,27,0,0,51
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,23,0,0,26
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,6,0,0,15
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,3,0,0,6
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,63,21,3,0,87
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,9,0,0,0,12
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,15,6,0,0,24
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,4,17,12,0,0,33
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,6,0,0,6
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,27,12,0,0,42
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,12,0,0,21
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,6,24,6,0,0,39
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,24,27,3,0,57
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,27,33,0,0,60
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,6,0,0,0,9
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,33,3,0,0,36
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,21,12,0,0,33
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,0,3,0,0,6
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,36,0,0,0,36
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,12,3,0,0,18
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,3,0,0,0,6
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,18,21,6,0,51
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,57,24,0,0,84
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,24,24,0,0,54
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,6,9,0,0,18
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,27,18,0,0,45
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,6,0,0,12
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,9,18,6,0,0,33
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,54,15,9,0,78
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,3,0,0,3
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,27,3,0,0,36
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,12,75,18,3,0,108
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,3,0,0,9
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,15,3,0,0,18
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,3,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,0,15,3,0,21
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,9,0,0,0,12
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,9,12,15,3,0,39
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,12,63,30,3,0,111
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,12,6,0,0,21
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,31,240,85,3,0,362
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,15,3,0,0,18
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,12,9,0,0,24
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,54,24,0,0,81
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,3,0,0,6
